,Zipping Noelle,One For Luck,Cruzin Ace,Witch Earner,War Hammer,Sankey,Lend The Moose,Poppy Bluey
11-01-2023 12:45:06.619886,"(5.0, 10.0, 5.95)","(6.5, 12.5, 7.5125)","(4.4, 5.3, 5.277702702702703)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.708333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 5.720000000000001)"
11-01-2023 12:45:07.889345,"(5.0, 10.0, 5.95)","(6.5, 12.5, 7.5125)","(4.4, 5.3, 5.277702702702703)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.708333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 5.720000000000001)"
11-01-2023 12:45:09.283344,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.84)","(4.4, 5.3, 5.277702702702703)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 19.6875)","(51.0, 410.0, 229.0)","(4.0, 7.0, 5.338461538461538)"
11-01-2023 12:45:10.672221,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.84)","(4.4, 5.3, 5.17972972972973)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 19.6875)","(51.0, 410.0, 229.0)","(4.0, 7.0, 5.338461538461538)"
11-01-2023 12:45:12.238305,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.2, 5.17972972972973)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 19.6875)","(51.0, 410.0, 229.0)","(4.0, 7.0, 5.338461538461538)"
11-01-2023 12:45:13.485902,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.2, 5.277702702702703)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:14.661947,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.3, 5.277702702702703)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:15.923933,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.3, 5.277702702702703)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:17.281850,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.3, 5.17972972972973)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:18.487871,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.2, 5.081756756756756)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:19.701600,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.1, 5.081756756756756)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:20.984804,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.1, 5.081756756756756)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:22.246204,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.1, 4.9837837837837835)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:23.502005,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.0, 4.9837837837837835)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:24.730044,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.0, 4.9837837837837835)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.625)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:25.924840,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.0, 5.081756756756756)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.625)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:27.173299,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.1, 5.081756756756756)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.9375)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:28.440210,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.1, 4.9837837837837835)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.9375)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:29.723329,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.0, 4.9837837837837835)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:30.941527,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 5.0, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:32.225803,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:33.429593,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 229.0)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:34.643108,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:35.865638,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:37.110606,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:38.292102,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:39.606474,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:40.881261,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:42.161445,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:43.324378,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:44.538221,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:45.858634,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:47.210351,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:48.404303,"(5.0, 10.0, 5.95)","(6.5, 12.5, 9.0)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 23.958333333333332)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:49.554654,"(5.0, 10.0, 7.107142857142858)","(6.5, 12.5, 8.790000000000001)","(4.4, 4.9, 4.5)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:50.716417,"(5.0, 10.0, 7.107142857142858)","(6.5, 12.5, 9.538461538461538)","(4.4, 4.8, 4.55)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:51.971750,"(5.0, 10.0, 6.953846153846154)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.55)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:53.204361,"(5.0, 10.0, 6.953846153846154)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.55)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:54.300958,"(5.0, 10.0, 6.775)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:55.634339,"(5.0, 10.0, 6.13)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.720000000000001)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:45:57.055328,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.777777777777778)"
11-01-2023 12:45:58.482108,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.777777777777778)"
11-01-2023 12:46:00.101114,"(5.0, 10.0, 7.107142857142858)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.777777777777778)"
11-01-2023 12:46:01.480685,"(5.0, 10.0, 7.107142857142858)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:02.867768,"(5.0, 10.0, 6.481818181818182)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:04.090986,"(5.0, 10.0, 6.775)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:05.363448,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.777777777777778)"
11-01-2023 12:46:06.603809,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.777777777777778)"
11-01-2023 12:46:07.809021,"(5.0, 10.0, 7.3)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885906040268456)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.777777777777778)"
11-01-2023 12:46:09.060621,"(5.0, 10.0, 6.699999999999999)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:10.325306,"(5.0, 10.0, 6.699999999999999)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:11.527869,"(5.0, 10.0, 6.85)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:12.770712,"(5.0, 10.0, 6.85)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:13.982981,"(5.0, 10.0, 6.85)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:15.340596,"(5.0, 10.0, 7.3)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:16.708109,"(5.0, 10.0, 6.625)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:17.872217,"(5.0, 10.0, 6.699999999999999)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:19.017966,"(5.0, 10.0, 7.023076923076923)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:20.222841,"(5.0, 10.0, 6.85)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:21.468468,"(5.0, 10.0, 6.85)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:22.749756,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:23.892413,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:25.026810,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:26.264226,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:27.504493,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:28.847135,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:30.189765,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:31.565450,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:32.968343,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:34.346547,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:35.614262,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:36.817902,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.8, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:38.035989,"(5.0, 10.0, 5.95)","(6.5, 12.5, 10.026666666666667)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 20.0)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:39.342619,"(5.0, 10.0, 5.95)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 21.25)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:40.628025,"(5.0, 10.0, 5.95)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 21.25)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:41.788091,"(5.0, 10.0, 7.359999999999999)","(6.5, 12.5, 8.0375)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 21.25)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:42.987208,"(5.0, 10.0, 7.359999999999999)","(6.5, 12.5, 8.0375)","(4.4, 4.8, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:44.279767,"(5.0, 10.0, 7.107142857142858)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 192.8)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:45.514267,"(5.0, 10.0, 6.481818181818182)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:46.648135,"(5.0, 10.0, 6.481818181818182)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:47.881072,"(5.0, 10.0, 7.235714285714286)","(6.5, 12.5, 8.0375)","(4.4, 4.8, 4.787837837837838)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:49.097795,"(5.0, 10.0, 7.42)","(6.5, 12.5, 8.0375)","(4.4, 4.8, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:50.223752,"(5.0, 10.0, 7.6)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:51.584048,"(5.0, 10.0, 6.481818181818182)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:52.766002,"(5.0, 10.0, 6.481818181818182)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
11-01-2023 12:46:53.983072,"(5.0, 10.0, 6.481818181818182)","(6.5, 12.5, 8.0375)","(4.4, 4.9, 4.885810810810812)","(3.9, 4.9, 4.633333333333334)","(7.5, 13.5, 11.8)","(10.0, 30.0, 22.5)","(51.0, 410.0, 203.14285714285714)","(4.0, 7.0, 4.92)"
