,Liverpool Street,Whisky Nip,Smiling Sapphire,Angry Betty,Bora Burst,Spring Martini,Prince Of Melton,Operatic Blue
16-12-2022 15:47:12.744248,"(51.0, 430.0, 267.1428571428571)","(4.8, 7.8, 6.199999999999999)","(6.0, 10.5, 8.285714285714286)","(18.0, 48.0, 38.0)","(2.0, 2.92, 2.3760000000000003)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:13.769256,"(51.0, 430.0, 267.1428571428571)","(4.8, 7.8, 6.199999999999999)","(6.0, 10.5, 8.285714285714286)","(18.0, 48.0, 38.0)","(2.0, 2.92, 2.3760000000000003)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:14.795358,"(51.0, 420.0, 296.66666666666663)","(4.8, 7.8, 6.199999999999999)","(6.0, 10.5, 8.285714285714286)","(18.0, 48.0, 38.0)","(2.0, 2.9, 2.378947368421053)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:15.823203,"(51.0, 420.0, 319.09090909090907)","(4.8, 7.4, 6.7)","(6.0, 10.5, 8.285714285714286)","(18.0, 48.0, 38.0)","(2.0, 2.9, 2.378947368421053)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:16.892651,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 6.7)","(6.0, 10.5, 8.285714285714286)","(18.0, 48.0, 38.0)","(2.0, 2.9, 2.378947368421053)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:18.025465,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 6.7)","(6.0, 10.5, 8.285714285714286)","(18.0, 48.0, 38.0)","(2.0, 2.9, 2.378947368421053)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:19.108674,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.8, 6.199999999999999)","(6.0, 10.5, 8.285714285714286)","(18.0, 48.0, 38.0)","(2.0, 2.9, 2.516)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:20.153309,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 6.7)","(6.0, 10.5, 8.794117647058822)","(18.0, 48.0, 38.0)","(2.0, 2.9, 2.516)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:21.156460,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.8, 5.88)","(6.0, 10.5, 8.794117647058822)","(18.0, 48.0, 38.0)","(2.0, 2.9, 2.3874193548387095)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:22.195201,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.8, 5.88)","(6.0, 10.5, 8.794117647058822)","(18.0, 48.0, 38.0)","(2.0, 3.05, 2.508)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:23.258918,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.8, 5.88)","(6.0, 10.5, 8.794117647058822)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.508)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:24.275161,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.8, 6.199999999999999)","(6.0, 10.5, 6.590909090909091)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.2987499999999996)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:25.246859,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.8, 6.199999999999999)","(6.0, 10.5, 6.590909090909091)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.2987499999999996)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:26.191932,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.8, 5.8)","(6.0, 10.5, 8.088235294117647)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.2987499999999996)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:27.158470,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 6.36)","(6.0, 10.5, 8.088235294117647)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.2987499999999996)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:28.138086,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 6.36)","(6.0, 10.5, 8.088235294117647)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.2987499999999996)","(4.6, 8.0, 7.792857142857143)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:29.141618,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 6.2)","(6.0, 10.5, 8.088235294117647)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.2987499999999996)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:30.115349,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 5.95)","(6.0, 10.5, 7.25)","(18.0, 48.0, 38.0)","(2.0, 2.88, 2.274905660377358)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:31.100061,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 5.95)","(6.0, 10.5, 6.590909090909091)","(18.0, 48.0, 38.0)","(2.0, 3.05, 2.274905660377358)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:32.087789,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.4, 5.95)","(6.0, 10.5, 7.25)","(18.0, 48.0, 38.0)","(2.0, 2.86, 2.2975)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:33.057754,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.2, 6.390000000000001)","(6.0, 10.5, 8.236842105263158)","(18.0, 48.0, 38.0)","(2.0, 2.86, 2.2975)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:34.101218,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.0, 6.4)","(6.0, 10.5, 8.088235294117647)","(18.0, 48.0, 38.0)","(2.0, 2.86, 2.5406451612903225)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:35.116051,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.0, 6.4)","(6.0, 10.5, 8.088235294117647)","(18.0, 48.0, 38.0)","(2.0, 2.86, 2.5406451612903225)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:36.077097,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.0, 6.12)","(6.0, 10.5, 7.7142857142857135)","(18.0, 48.0, 38.0)","(2.0, 2.86, 2.5406451612903225)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:37.066838,"(51.0, 430.0, 303.33333333333337)","(4.8, 6.8, 6.3)","(6.0, 10.5, 8.323529411764707)","(18.0, 48.0, 38.0)","(2.0, 2.86, 2.3129411764705883)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:38.060886,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.6, 6.8999999999999995)","(6.0, 10.5, 7.583333333333333)","(18.0, 48.0, 38.0)","(2.0, 2.86, 2.3129411764705883)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:39.068792,"(51.0, 430.0, 303.33333333333337)","(4.8, 7.2, 6.4)","(6.0, 10.0, 7.857142857142857)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:40.023813,"(51.0, 480.0, 265.0)","(4.8, 7.0, 6.45)","(6.0, 9.8, 7.933333333333334)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:40.997840,"(51.0, 460.0, 255.0)","(4.8, 7.0, 6.35)","(6.0, 9.6, 8.88888888888889)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:41.949865,"(51.0, 460.0, 255.0)","(4.8, 7.0, 5.75)","(6.0, 9.8, 8.563636363636364)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:42.908027,"(51.0, 460.0, 255.0)","(4.8, 7.8, 6.276923076923077)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:43.877534,"(51.0, 460.0, 255.0)","(4.8, 7.8, 5.666666666666666)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:44.829170,"(51.0, 460.0, 255.0)","(4.8, 7.6, 6.6)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:45.784180,"(51.0, 460.0, 255.0)","(4.8, 7.4, 6.0)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.430909090909091)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:46.729806,"(51.0, 460.0, 255.0)","(4.8, 7.4, 6.0)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.84, 2.424545454545455)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:47.709232,"(51.0, 460.0, 255.0)","(4.8, 7.4, 6.0)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.424545454545455)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:48.703225,"(51.0, 460.0, 255.0)","(4.8, 7.8, 5.9399999999999995)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.424545454545455)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:49.678029,"(51.0, 460.0, 323.3333333333333)","(4.8, 7.8, 5.8)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.424545454545455)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:50.686341,"(51.0, 460.0, 232.22222222222223)","(4.8, 7.8, 5.8)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.2905882352941176)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:51.653585,"(51.0, 460.0, 255.0)","(4.8, 7.4, 5.666666666666667)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.2905882352941176)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:52.653139,"(51.0, 460.0, 255.0)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.2)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.4575)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:53.650599,"(51.0, 460.0, 255.0)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.3)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.4575)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:54.635527,"(51.0, 450.0, 296.1538461538462)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.3)","(18.0, 48.0, 38.0)","(2.0, 2.82, 2.861818181818182)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:55.590725,"(51.0, 440.0, 272.8571428571429)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.3)","(18.0, 48.0, 38.0)","(2.0, 3.0, 2.861818181818182)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:56.584967,"(51.0, 440.0, 272.8571428571429)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.3)","(18.0, 48.0, 38.0)","(2.0, 3.0, 2.5175)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:57.589116,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.8, 5.4799999999999995)","(6.0, 9.8, 8.3)","(18.0, 48.0, 38.0)","(2.0, 2.98, 2.5100000000000002)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:58.588519,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.6, 5.6)","(6.0, 9.8, 8.3)","(18.0, 48.0, 38.0)","(2.0, 2.96, 2.5100000000000002)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:47:59.608650,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.6, 5.6)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.96, 2.5100000000000002)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:00.575743,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.2, 5.4)","(6.0, 9.8, 8.563636363636364)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.96, 2.5100000000000002)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:01.538612,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.2, 5.4)","(6.0, 9.8, 8.563636363636364)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.96, 2.5100000000000002)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:02.530187,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.2, 5.844444444444445)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.96, 2.4073684210526314)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.8125)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:03.495821,"(51.0, 440.0, 272.8571428571429)","(4.8, 5.9, 5.42)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.96, 2.4073684210526314)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:04.498499,"(51.0, 440.0, 272.8571428571429)","(4.8, 5.9, 5.42)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.96, 2.4073684210526314)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:05.430802,"(51.0, 440.0, 272.8571428571429)","(4.8, 5.9, 5.25)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.96, 2.4073684210526314)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:06.371953,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.2, 5.4)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.403157894736842)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:07.351972,"(51.0, 440.0, 272.8571428571429)","(4.8, 6.0, 5.3)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.403157894736842)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:08.315467,"(51.0, 440.0, 272.8571428571429)","(4.8, 8.0, 5.166666666666666)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.403157894736842)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:09.271043,"(51.0, 440.0, 272.8571428571429)","(4.8, 7.4, 5.3)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.403157894736842)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:10.224671,"(51.0, 430.0, 267.1428571428571)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.5275)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:11.161553,"(51.0, 420.0, 261.42857142857144)","(4.8, 7.6, 5.457142857142856)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.5275)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:12.129064,"(51.0, 420.0, 261.42857142857144)","(4.8, 7.4, 6.777777777777778)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.5275)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:13.095475,"(51.0, 420.0, 261.42857142857144)","(4.8, 7.8, 5.733333333333333)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.5275)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:14.054223,"(51.0, 420.0, 261.42857142857144)","(4.8, 7.8, 5.733333333333333)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.94, 2.5275)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:15.004437,"(51.0, 410.0, 290.0)","(4.8, 7.6, 6.15)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.52)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:15.965105,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.0)","(6.0, 9.8, 8.563636363636364)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.302352941176471)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:16.939801,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.0)","(6.0, 9.8, 8.563636363636364)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.5716129032258066)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:17.927799,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.777777777777778)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.5716129032258066)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:18.869051,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.32)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.5716129032258066)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:19.850607,"(51.0, 390.0, 322.0)","(4.8, 7.4, 6.32)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.5716129032258066)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:20.834956,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.32)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.5716129032258066)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:21.861642,"(51.0, 410.0, 290.0)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.5716129032258066)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:22.839824,"(51.0, 410.0, 290.0)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.333333333333336)","(2.0, 2.92, 2.911111111111111)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:23.803778,"(51.0, 410.0, 290.0)","(4.8, 7.0, 6.08)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.666666666666664)","(2.0, 3.0, 2.8755555555555556)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:24.750119,"(51.0, 410.0, 290.0)","(4.8, 7.8, 5.733333333333333)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.8755555555555556)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:25.756937,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.32)","(6.0, 9.8, 8.2)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.592258064516129)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:26.749025,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.0)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.98, 2.505)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:27.750012,"(51.0, 410.0, 290.0)","(4.8, 7.2, 5.64)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.4690909090909092)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:28.687376,"(51.0, 410.0, 290.0)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.4690909090909092)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:29.630181,"(51.0, 410.0, 290.0)","(4.8, 7.0, 5.8)","(6.0, 9.8, 8.3)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.4690909090909092)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:30.657621,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.777777777777778)","(6.0, 9.8, 8.4)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.4690909090909092)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:31.691697,"(51.0, 410.0, 290.0)","(4.8, 7.4, 6.32)","(6.0, 9.8, 8.4)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.4690909090909092)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:32.724141,"(51.0, 410.0, 290.0)","(4.8, 8.0, 5.9375)","(6.0, 9.8, 8.4)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.3975)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:33.739494,"(51.0, 410.0, 290.0)","(4.8, 7.6, 6.0)","(6.0, 9.8, 8.4)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.5364705882352943)","(4.6, 8.0, 6.6)","(7.0, 14.5, 8.987499999999999)","(91.0, 650.0, 555.8333333333334)"
16-12-2022 15:48:34.743359,"(51.0, 410.0, 290.0)","(4.8, 7.6, 5.016666666666667)","(6.0, 9.8, 8.4)","(18.0, 48.0, 28.666666666666664)","(2.0, 2.96, 2.4563636363636365)","(4.6, 8.0, 7.2)","(7.0, 14.5, 9.95)","(91.0, 650.0, 593.5)"
16-12-2022 15:48:35.706687,"(51.0, 410.0, 334.2105263157895)","(4.8, 7.6, 5.607142857142857)","(6.0, 9.8, 8.4)","(18.0, 48.0, 41.333333333333336)","(2.0, 2.92, 2.4563636363636365)","(4.6, 8.0, 7.2)","(7.0, 14.5, 11.35)","(91.0, 650.0, 593.5)"
