,Free To Move,Beaufort Park,Blesk,Comanche Brave,Saucey Horsey,Kiss Me If You Can,Lovin Laughs,Lafargue,Standoff,Ceasar,Marketing,Worsfold
07-12-2022 18:27:48.000690,"(20.0, 99999, 99990)","(10.0, 13.5, 13.261904761904763)","(26.0, 34.0, 32.724137931034484)","(31.0, 44.0, 43.98461538461538)","(5.5, 7.2, 7.029159519725558)","(51.0, 85.0, 83.58333333333333)","(31.0, 55.0, 51.45522388059702)","(7.5, 8.8, 8.649717514124294)","(31.0, 36.0, 35.29251700680272)","(3.5, 3.95, 3.937971698113208)","(41.0, 50.0, 49.32)","(3.9, 4.2, 4.145937961595273)"
07-12-2022 18:27:50.130063,"(20.0, 99999, 99990)","(10.0, 13.5, 13.184563758389261)","(26.0, 34.0, 32.63333333333333)","(31.0, 44.0, 43.98461538461538)","(5.5, 7.2, 7.039575971731449)","(51.0, 85.0, 78.94736842105263)","(31.0, 55.0, 50.24752475247525)","(7.5, 8.8, 8.628571428571428)","(31.0, 36.0, 35.29251700680272)","(3.5, 3.95, 3.93132183908046)","(41.0, 50.0, 49.2)","(3.9, 4.2, 4.132635253054101)"
07-12-2022 18:27:52.374901,"(20.0, 99999, 99990)","(10.0, 13.5, 13.19182389937107)","(26.0, 34.0, 32.528)","(31.0, 44.0, 43.98461538461538)","(5.5, 7.2, 6.951750972762646)","(51.0, 80.0, 78.94736842105263)","(31.0, 55.0, 50.77358490566038)","(7.5, 8.8, 8.56480686695279)","(31.0, 36.0, 35.450980392156865)","(3.5, 4.0, 3.9586491739552967)","(41.0, 50.0, 49.2)","(3.9, 4.2, 4.1464454976303315)"
07-12-2022 18:27:54.685205,"(20.0, 99999, 99990)","(10.0, 13.5, 12.84433962264151)","(26.0, 34.0, 31.67058823529412)","(31.0, 44.0, 43.98461538461538)","(5.5, 7.0, 7.0360153256704985)","(51.0, 80.0, 78.94736842105263)","(31.0, 55.0, 51.03305785123967)","(7.5, 8.8, 8.56102564102564)","(31.0, 36.0, 35.450980392156865)","(3.5, 4.0, 3.9526840490797546)","(41.0, 50.0, 49.44444444444444)","(3.9, 4.2, 4.157917109458023)"
07-12-2022 18:27:56.963127,"(20.0, 99999, 99990)","(11.0, 13.0, 12.832203389830509)","(26.0, 32.0, 31.67058823529412)","(31.0, 44.0, 43.9875)","(5.5, 7.2, 7.03587786259542)","(51.0, 80.0, 78.94736842105263)","(31.0, 55.0, 51.0)","(7.5, 8.6, 8.56102564102564)","(31.0, 36.0, 35.450980392156865)","(3.5, 4.0, 3.9633742331288344)","(41.0, 50.0, 49.44444444444444)","(3.9, 4.2, 4.15286129970902)"
07-12-2022 18:27:59.312310,"(20.0, 99999, 99990)","(11.0, 13.0, 12.722077922077922)","(26.0, 32.0, 31.408163265306122)","(31.0, 44.0, 44.125)","(5.5, 7.2, 7.0524475524475525)","(51.0, 80.0, 78.94736842105263)","(31.0, 55.0, 51.008403361344534)","(7.5, 8.6, 8.543703703703704)","(31.0, 36.0, 35.46052631578947)","(3.5, 3.95, 3.9227132579650568)","(41.0, 50.0, 49.411764705882355)","(3.8, 4.3, 4.213970588235294)"
07-12-2022 18:28:01.372682,"(20.0, 99999, 99990)","(11.0, 13.0, 12.702770780856422)","(26.0, 32.0, 31.27927927927928)","(31.0, 46.0, 44.44155844155844)","(5.5, 7.2, 7.063430420711974)","(51.0, 80.0, 78.94736842105263)","(31.0, 55.0, 50.72072072072072)","(7.5, 8.6, 8.525)","(31.0, 36.0, 35.46052631578947)","(3.5, 3.9, 3.8977246207701284)","(41.0, 50.0, 49.583333333333336)","(3.8, 4.3, 4.24540276647681)"
07-12-2022 18:28:04.031454,"(20.0, 99999, 99990)","(11.0, 13.0, 12.674931129476583)","(26.0, 32.0, 31.357142857142858)","(31.0, 46.0, 44.48101265822785)","(6.0, 7.2, 7.071732522796353)","(51.0, 80.0, 79.16666666666667)","(41.0, 55.0, 50.94017094017094)","(7.5, 8.6, 8.526315789473685)","(31.0, 36.0, 35.5)","(3.5, 3.9, 3.8950162513542796)","(41.0, 50.0, 49.80952380952381)","(3.8, 4.3, 4.23536231884058)"
07-12-2022 18:28:06.691879,"(20.0, 99999, 99990)","(11.0, 13.0, 12.683060109289617)","(26.0, 32.0, 31.100775193798448)","(31.0, 46.0, 44.490566037735846)","(6.0, 7.2, 7.065605095541401)","(51.0, 80.0, 79.19354838709677)","(41.0, 55.0, 51.074380165289256)","(7.5, 8.6, 8.50204081632653)","(31.0, 36.0, 35.09756097560975)","(3.5, 3.95, 3.899552772808587)","(41.0, 50.0, 49.94871794871795)","(3.8, 4.3, 4.24734219269103)"
07-12-2022 18:28:08.695774,"(20.0, 99999, 99990)","(11.0, 13.0, 12.612040133779264)","(26.0, 32.0, 30.4)","(31.0, 46.0, 44.490566037735846)","(6.0, 7.2, 7.065605095541401)","(51.0, 80.0, 79.33333333333333)","(41.0, 55.0, 51.074380165289256)","(7.5, 8.6, 8.459846547314578)","(31.0, 36.0, 35.09756097560975)","(3.5, 3.95, 3.896011673151751)","(41.0, 55.0, 50.55555555555556)","(3.8, 4.3, 4.241985353946298)"
07-12-2022 18:28:10.683673,"(20.0, 99999, 99990)","(11.0, 13.0, 12.487858719646798)","(26.0, 32.0, 30.617886178861788)","(31.0, 46.0, 44.490566037735846)","(6.0, 7.2, 7.076608187134503)","(51.0, 80.0, 79.19354838709677)","(41.0, 55.0, 51.074380165289256)","(7.5, 8.6, 8.459846547314578)","(31.0, 36.0, 35.14942528735632)","(3.5, 3.9, 3.895833333333333)","(41.0, 50.0, 48.61904761904762)","(3.8, 4.3, 4.240234702430847)"
07-12-2022 18:28:12.891432,"(20.0, 99999, 99990)","(11.0, 13.0, 12.487858719646798)","(26.0, 32.0, 30.617886178861788)","(31.0, 46.0, 44.490566037735846)","(6.0, 7.2, 7.076608187134503)","(51.0, 80.0, 79.19354838709677)","(41.0, 55.0, 51.074380165289256)","(7.5, 8.6, 8.459846547314578)","(31.0, 36.0, 35.14942528735632)","(3.5, 3.9, 3.895833333333333)","(41.0, 50.0, 48.61904761904762)","(3.8, 4.3, 4.240234702430847)"
07-12-2022 18:28:15.446088,"(20.0, 99999, 99990)","(11.0, 13.0, 12.271784232365146)","(26.0, 32.0, 30.842105263157894)","(31.0, 46.0, 44.68181818181818)","(6.0, 7.2, 7.079691516709512)","(51.0, 80.0, 81.6)","(41.0, 55.0, 50.916666666666664)","(7.5, 8.6, 8.428571428571429)","(31.0, 36.0, 35.325301204819276)","(3.5, 3.9, 3.873232848232848)","(51.0, 50.0, 48.75555555555555)","(3.8, 4.3, 4.261265260821309)"
07-12-2022 18:28:17.772814,"(20.0, 99999, 99990)","(11.0, 12.5, 12.829787234042554)","(26.0, 32.0, 30.686131386861312)","(31.0, 46.0, 45.09727626459144)","(6.0, 7.2, 7.086131386861314)","(51.0, 85.0, 86.57407407407408)","(41.0, 55.0, 51.02459016393443)","(7.5, 8.6, 8.258156028368793)","(31.0, 36.0, 35.23711340206186)","(3.5, 3.9, 3.869409282700422)","(41.0, 50.0, 48.89655172413793)","(3.9, 4.3, 4.234911894273128)"
07-12-2022 18:28:20.356048,"(20.0, 99999, 99990)","(11.0, 13.0, 13.172638436482085)","(26.0, 32.0, 30.762589928057555)","(31.0, 46.0, 45.19163763066202)","(6.0, 7.2, 7.096514745308311)","(51.0, 90.0, 86.5079365079365)","(41.0, 55.0, 51.33720930232558)","(7.5, 8.4, 8.324)","(31.0, 36.0, 35.25)","(3.5, 3.9, 3.8647716229348883)","(41.0, 50.0, 48.7)","(3.9, 4.3, 4.242765787370104)"
07-12-2022 18:28:22.420630,"(21.0, 99999, 99990)","(11.0, 13.5, 13.175304878048781)","(26.0, 32.0, 30.705035971223023)","(31.0, 46.0, 45.177304964539005)","(6.0, 7.2, 7.08495145631068)","(51.0, 90.0, 86.5079365079365)","(41.0, 55.0, 51.33720930232558)","(7.5, 8.4, 8.336314847942756)","(31.0, 36.0, 35.690140845070424)","(3.5, 3.9, 3.8615911035072714)","(41.0, 50.0, 48.7)","(3.9, 4.3, 4.243754909662215)"
07-12-2022 18:28:24.961306,"(21.0, 99999, 99990)","(11.0, 13.5, 13.187683284457478)","(26.0, 32.0, 30.78014184397163)","(31.0, 46.0, 45.27272727272727)","(6.0, 7.2, 7.083251231527093)","(51.0, 90.0, 86.5909090909091)","(41.0, 55.0, 51.81818181818182)","(7.5, 8.4, 8.347184466019417)","(31.0, 36.0, 34.370370370370374)","(3.5, 3.9, 3.859148446490219)","(41.0, 50.0, 48.666666666666664)","(3.9, 4.3, 4.254375)"
07-12-2022 18:28:27.237911,"(20.0, 99999, 99990)","(11.0, 13.5, 13.125)","(26.0, 32.0, 30.8)","(31.0, 46.0, 45.834146341463416)","(6.0, 7.2, 7.071891891891892)","(51.0, 90.0, 86.53846153846153)","(41.0, 55.0, 51.82692307692308)","(7.5, 8.4, 8.614545454545453)","(31.0, 36.0, 34.370370370370374)","(3.5, 3.85, 3.8499475341028333)","(41.0, 50.0, 48.58064516129032)","(3.9, 4.3, 4.245761494252873)"
07-12-2022 18:28:29.649236,"(20.0, 99999, 99990)","(11.0, 13.5, 13.1203007518797)","(26.0, 32.0, 30.82191780821918)","(31.0, 46.0, 45.93488372093023)","(6.0, 7.2, 7.07041564792176)","(51.0, 90.0, 86.55172413793103)","(41.0, 55.0, 51.666666666666664)","(7.5, 8.8, 8.490676416819014)","(31.0, 36.0, 34.705882352941174)","(3.5, 3.85, 3.830964912280702)","(41.0, 50.0, 47.266666666666666)","(3.9, 4.3, 4.244596541786744)"
07-12-2022 18:28:32.564618,"(20.0, 99999, 99990)","(11.0, 13.5, 13.1203007518797)","(26.0, 32.0, 30.82191780821918)","(31.0, 46.0, 45.93488372093023)","(6.0, 7.2, 7.075586854460094)","(51.0, 90.0, 89.64285714285714)","(41.0, 55.0, 52.359550561797754)","(7.5, 8.8, 8.609448818897638)","(31.0, 36.0, 34.73684210526316)","(3.5, 3.85, 3.836873508353222)","(41.0, 50.0, 48.13636363636363)","(3.9, 4.3, 4.247757847533633)"
07-12-2022 18:28:34.984377,"(20.0, 99999, 99990)","(11.0, 13.0, 12.661971830985916)","(26.0, 32.0, 30.788732394366196)","(31.0, 48.0, 47.5)","(6.0, 7.2, 7.087473460721869)","(51.0, 90.0, 89.6875)","(41.0, 55.0, 51.84782608695652)","(7.5, 8.8, 8.609448818897638)","(31.0, 36.0, 34.56716417910448)","(3.5, 3.85, 3.8408794788273615)","(41.0, 50.0, 48.1)","(3.9, 4.3, 4.252319109461967)"
07-12-2022 18:28:37.606117,"(20.0, 99999, 99990)","(11.0, 13.0, 12.787037037037036)","(26.0, 32.0, 30.661538461538463)","(31.0, 48.0, 47.57446808510638)","(6.0, 7.2, 6.956234096692112)","(51.0, 90.0, 87.5)","(41.0, 55.0, 52.10227272727273)","(7.5, 8.8, 8.644539614561028)","(31.0, 36.0, 34.3448275862069)","(3.5, 3.85, 3.8244186046511626)","(41.0, 50.0, 46.857142857142854)","(3.9, 4.3, 4.259189665296535)"
07-12-2022 18:28:39.980963,"(20.0, 99999, 99990)","(11.0, 13.0, 12.674468085106383)","(26.0, 32.0, 30.693548387096776)","(31.0, 48.0, 47.61538461538461)","(6.0, 7.0, 6.969791666666667)","(51.0, 90.0, 85.29411764705883)","(41.0, 55.0, 52.10227272727273)","(7.5, 8.8, 8.564459930313589)","(31.0, 36.0, 35.127272727272725)","(3.5, 3.95, 3.900252100840336)","(41.0, 50.0, 46.857142857142854)","(3.9, 4.3, 4.2564039408867)"
07-12-2022 18:28:42.301300,"(20.0, 99999, 99990)","(11.0, 13.0, 12.39264705882353)","(26.0, 32.0, 29.38738738738739)","(31.0, 48.0, 47.705882352941174)","(6.0, 7.0, 6.985472154963681)","(51.0, 90.0, 84.82142857142857)","(41.0, 55.0, 52.03703703703704)","(7.5, 8.6, 8.572916666666668)","(31.0, 36.0, 35.125)","(3.5, 4.0, 3.963929889298893)","(41.0, 50.0, 46.94444444444444)","(3.9, 4.3, 4.261609907120743)"
07-12-2022 18:28:45.016012,"(20.0, 99999, 99990)","(11.0, 12.5, 12.401666666666667)","(26.0, 30.0, 29.155778894472363)","(31.0, 48.0, 47.954887218045116)","(6.0, 7.0, 6.98544474393531)","(61.0, 85.0, 83.88888888888889)","(41.0, 55.0, 52.44186046511628)","(7.5, 8.8, 8.684507042253522)","(31.0, 36.0, 34.88)","(3.5, 4.0, 3.9167293233082705)","(41.0, 50.0, 47.06666666666667)","(3.9, 4.3, 4.267845862286797)"
07-12-2022 18:28:47.343368,"(20.0, 99999, 99990)","(11.0, 12.5, 12.54251012145749)","(26.0, 30.0, 29.180094786729857)","(31.0, 48.0, 48.38974358974359)","(6.0, 7.0, 7.063111111111112)","(61.0, 85.0, 83.80952380952381)","(41.0, 55.0, 52.5)","(7.5, 8.8, 8.749253731343284)","(31.0, 36.0, 35.353846153846156)","(3.5, 3.95, 3.8205232295895355)","(41.0, 50.0, 48.19672131147541)","(3.9, 4.3, 4.269457161543492)"
07-12-2022 18:28:49.849124,"(20.0, 99999, 99990)","(11.0, 13.0, 12.587209302325581)","(26.0, 30.0, 29.31132075471698)","(31.0, 50.0, 48.38974358974359)","(6.0, 7.2, 7.0476190476190474)","(61.0, 85.0, 83.80952380952381)","(41.0, 55.0, 52.5)","(7.5, 8.8, 8.749253731343284)","(31.0, 36.0, 35.353846153846156)","(3.5, 3.85, 3.822222222222222)","(41.0, 50.0, 48.214285714285715)","(3.9, 4.3, 4.25428186109238)"
07-12-2022 18:28:52.375787,"(20.0, 99999, 99990)","(11.0, 13.0, 12.74)","(26.0, 30.0, 28.666666666666668)","(31.0, 50.0, 48.28846153846154)","(6.0, 7.2, 7.077215189873418)","(61.0, 85.0, 85.27777777777777)","(41.0, 55.0, 52.638888888888886)","(7.5, 8.8, 8.663978494623656)","(31.0, 38.0, 36.724137931034484)","(3.5, 3.95, 3.9400943396226418)","(41.0, 50.0, 48.549019607843135)","(3.9, 4.1, 4.0813816343723675)"
07-12-2022 18:28:54.329603,"(20.0, 99999, 99990)","(11.0, 13.0, 12.698979591836734)","(26.0, 29.0, 28.666666666666668)","(31.0, 50.0, 48.28846153846154)","(6.0, 7.2, 7.074025974025974)","(61.0, 90.0, 86.9047619047619)","(41.0, 55.0, 52.638888888888886)","(7.5, 8.8, 8.839793281653748)","(31.0, 38.0, 36.724137931034484)","(3.6, 3.95, 3.905275443510738)","(41.0, 50.0, 48.47457627118644)","(3.9, 4.1, 4.092619926199261)"
07-12-2022 18:28:56.405421,"(20.0, 99999, 99990)","(11.0, 13.0, 12.717451523545707)","(26.0, 29.0, 28.666666666666668)","(31.0, 50.0, 48.271929824561404)","(6.5, 7.2, 7.090806754221388)","(61.0, 90.0, 83.85714285714286)","(41.0, 55.0, 52.54807692307692)","(7.5, 9.0, 8.870283018867925)","(31.0, 38.0, 36.724137931034484)","(3.5, 3.95, 3.9442733397497594)","(41.0, 50.0, 48.47457627118644)","(3.9, 4.1, 4.090678733031674)"
07-12-2022 18:28:59.623043,"(20.0, 99999, 99990)","(11.0, 13.0, 12.717451523545707)","(26.0, 29.0, 28.565573770491802)","(31.0, 50.0, 47.54074074074074)","(6.5, 7.2, 7.0920222634508345)","(61.0, 85.0, 83.33333333333333)","(41.0, 55.0, 52.52427184466019)","(7.5, 9.0, 8.888079470198676)","(31.0, 38.0, 36.766666666666666)","(3.5, 3.9, 3.89)","(41.0, 50.0, 48.47457627118644)","(3.9, 4.2, 4.121267605633802)"
07-12-2022 18:29:03.686354,"(20.0, 99999, 99990)","(11.0, 13.0, 12.816622691292876)","(26.0, 30.0, 29.4009009009009)","(31.0, 48.0, 47.91139240506329)","(6.5, 7.2, 7.093014705882353)","(61.0, 85.0, 83.24324324324324)","(41.0, 55.0, 52.361111111111114)","(7.5, 9.0, 8.921030042918455)","(31.0, 38.0, 37.0)","(3.6, 3.85, 3.8404384896467723)","(41.0, 44.0, 43.01176470588236)","(3.8, 4.3, 4.231591448931116)"
07-12-2022 18:29:09.749138,"(20.0, 99999, 99990)","(11.0, 13.0, 12.803879310344827)","(26.0, 30.0, 29.3265306122449)","(31.0, 48.0, 47.53216374269006)","(6.5, 7.2, 7.10278232405892)","(61.0, 85.0, 82.5)","(41.0, 55.0, 52.30769230769231)","(7.5, 9.0, 8.901408450704226)","(31.0, 38.0, 37.05)","(3.6, 3.9, 3.8538202247191014)","(41.0, 48.0, 46.205128205128204)","(3.8, 4.3, 4.252091254752852)"
07-12-2022 18:29:12.750171,"(20.0, 99999, 99990)","(11.0, 13.0, 12.870238095238095)","(26.0, 30.0, 29.48936170212766)","(31.0, 48.0, 47.885714285714286)","(6.0, 7.2, 7.112143928035982)","(61.0, 85.0, 79.36363636363636)","(41.0, 55.0, 51.54867256637168)","(7.5, 9.0, 8.914826498422713)","(31.0, 38.0, 37.168539325842694)","(3.5, 3.85, 3.813304721030043)","(41.0, 48.0, 46.333333333333336)","(3.9, 4.3, 4.250459558823529)"
07-12-2022 18:29:15.243246,"(20.0, 99999, 99990)","(11.0, 13.0, 12.82776617954071)","(26.0, 30.0, 28.593220338983052)","(31.0, 48.0, 47.93396226415094)","(6.0, 7.2, 7.113846153846154)","(61.0, 80.0, 79.0)","(41.0, 55.0, 51.85314685314685)","(7.5, 9.0, 8.929850746268658)","(31.0, 38.0, 37.21917808219178)","(3.5, 3.85, 3.807103448275862)","(41.0, 48.0, 47.191489361702125)","(3.9, 4.3, 4.250847457627119)"
07-12-2022 18:29:18.403011,"(20.0, 99999, 99990)","(11.0, 13.0, 12.803811659192824)","(26.0, 29.0, 28.526315789473685)","(31.0, 48.0, 47.86086956521739)","(6.0, 7.2, 7.114206128133705)","(61.0, 80.0, 79.0)","(41.0, 55.0, 51.85314685314685)","(7.5, 9.0, 8.929850746268658)","(31.0, 38.0, 37.328947368421055)","(3.5, 3.85, 3.807033426183844)","(41.0, 48.0, 47.191489361702125)","(3.9, 4.3, 4.251376597836775)"
07-12-2022 18:29:20.884588,"(20.0, 99999, 99990)","(11.0, 13.0, 13.203237410071942)","(26.0, 29.0, 29.20625)","(31.0, 48.0, 48.35087719298246)","(6.0, 7.2, 7.1338603425559945)","(61.0, 80.0, 82.63157894736842)","(41.0, 55.0, 52.12903225806451)","(7.5, 9.0, 8.460869565217392)","(31.0, 38.0, 37.9622641509434)","(3.5, 4.0, 3.965974025974026)","(41.0, 50.0, 48.41935483870968)","(3.9, 4.1, 4.082818532818533)"
07-12-2022 18:29:23.027239,"(21.0, 99999, 99990)","(11.0, 13.5, 13.099009900990099)","(26.0, 30.0, 29.317204301075268)","(31.0, 50.0, 48.3862660944206)","(6.0, 7.2, 7.141695702671313)","(61.0, 85.0, 83.10810810810811)","(41.0, 55.0, 52.16981132075472)","(7.5, 8.6, 8.46869300911854)","(31.0, 38.0, 37.535714285714285)","(3.5, 4.0, 3.9652832674571807)","(41.0, 50.0, 48.46153846153846)","(3.9, 4.1, 4.090516832622096)"
07-12-2022 18:29:26.076677,"(21.0, 99999, 99990)","(11.0, 13.5, 12.926204819277109)","(26.0, 30.0, 29.333333333333332)","(31.0, 50.0, 48.426540284360186)","(6.0, 7.2, 7.143259085580305)","(61.0, 85.0, 83.05555555555556)","(41.0, 55.0, 52.120253164556964)","(7.5, 8.6, 8.481643835616438)","(31.0, 38.0, 37.60747663551402)","(3.5, 4.0, 3.9557917109458023)","(41.0, 50.0, 48.5)","(3.9, 4.1, 4.0926084883166425)"
07-12-2022 18:29:28.794534,"(21.0, 99999, 99990)","(11.0, 13.0, 12.9311797752809)","(26.0, 30.0, 29.56989247311828)","(31.0, 50.0, 48.791044776119406)","(6.0, 7.2, 7.147655398037077)","(61.0, 85.0, 83.78378378378379)","(41.0, 55.0, 52.291666666666664)","(7.5, 8.6, 8.494890510948904)","(31.0, 38.0, 37.32)","(3.5, 3.9, 3.8738605898123324)","(41.0, 50.0, 48.651685393258425)","(3.8, 4.2, 4.172933884297521)"
07-12-2022 18:29:32.118255,"(21.0, 99999, 99990)","(11.0, 13.0, 12.838963963963964)","(26.0, 30.0, 29.49074074074074)","(31.0, 50.0, 48.86713286713287)","(6.0, 7.2, 7.156161137440758)","(61.0, 85.0, 83.33333333333333)","(41.0, 55.0, 52.25903614457831)","(7.5, 8.6, 8.494634146341463)","(31.0, 38.0, 37.38461538461539)","(3.5, 3.9, 3.8860703812316717)","(41.0, 50.0, 48.51685393258427)","(3.8, 4.2, 4.1685050798258345)"
07-12-2022 18:29:35.064824,"(21.0, 99999, 99990)","(11.0, 13.0, 12.7)","(26.0, 30.0, 27.96759259259259)","(31.0, 50.0, 48.90592334494774)","(6.0, 7.2, 7.139732142857143)","(61.0, 90.0, 85.28301886792453)","(41.0, 55.0, 52.33918128654971)","(7.5, 8.6, 8.413846153846155)","(31.0, 38.0, 37.48148148148148)","(3.5, 3.9, 3.8588987764182425)","(41.0, 50.0, 48.604651162790695)","(3.8, 4.2, 4.141146881287726)"
07-12-2022 18:29:37.516597,"(21.0, 99999, 99990)","(11.0, 12.5, 12.352649006622517)","(26.0, 29.0, 28.423423423423422)","(31.0, 50.0, 49.150375939849624)","(6.0, 7.2, 7.149615384615385)","(61.0, 90.0, 87.0)","(41.0, 55.0, 52.54950495049505)","(7.5, 8.6, 8.406191950464397)","(31.0, 38.0, 37.503184713375795)","(3.5, 3.9, 3.8575533661740558)","(41.0, 50.0, 48.85217391304348)","(3.8, 4.3, 4.217371202113607)"
07-12-2022 18:29:39.721489,"(21.0, 99999, 99990)","(11.0, 12.5, 12.410971223021583)","(26.0, 28.0, 27.99047619047619)","(31.0, 50.0, 49.274193548387096)","(6.0, 7.4, 7.2958230958230965)","(61.0, 90.0, 88.4090909090909)","(41.0, 55.0, 52.876344086021504)","(7.5, 8.6, 8.51322033898305)","(31.0, 38.0, 37.865671641791046)","(3.5, 3.85, 3.821706989247312)","(41.0, 50.0, 49.08571428571429)","(3.8, 4.2, 4.195032573289902)"
07-12-2022 18:29:41.712326,"(21.0, 99999, 99990)","(11.0, 12.5, 12.291891891891892)","(26.0, 28.0, 28.38235294117647)","(31.0, 50.0, 49.35820895522388)","(6.0, 7.4, 7.3166461159062885)","(61.0, 90.0, 88.07692307692308)","(41.0, 55.0, 53.58108108108108)","(7.5, 8.6, 8.519480519480519)","(31.0, 38.0, 37.266666666666666)","(3.5, 3.85, 3.811883691529709)","(41.0, 50.0, 49.127272727272725)","(3.8, 4.2, 4.172168803418804)"
07-12-2022 18:29:44.094660,"(21.0, 99999, 99990)","(11.0, 12.5, 12.36525974025974)","(26.0, 29.0, 28.65740740740741)","(31.0, 50.0, 49.561461794019934)","(6.5, 7.4, 7.096493349455865)","(61.0, 90.0, 90.60606060606061)","(41.0, 55.0, 54.13669064748201)","(7.5, 8.8, 8.622988505747125)","(31.0, 38.0, 37.46341463414634)","(3.5, 3.85, 3.8270228215767634)","(41.0, 50.0, 49.40659340659341)","(3.8, 4.3, 4.223489519112207)"
07-12-2022 18:29:46.605202,"(21.0, 99999, 99990)","(11.0, 12.5, 11.843629343629344)","(26.0, 29.0, 30.43548387096774)","(31.0, 50.0, 49.23255813953488)","(6.5, 7.2, 6.911382113821138)","(61.0, 95.0, 88.04347826086956)","(41.0, 55.0, 56.80722891566265)","(7.5, 8.8, 8.641530054644809)","(31.0, 34.0, 32.44705882352941)","(3.5, 3.85, 3.8473214285714286)","(41.0, 55.0, 51.810344827586206)","(3.9, 4.3, 4.241742596810934)"
07-12-2022 18:29:51.183146,"(21.0, 99999, 99990)","(11.0, 12.0, 11.935483870967742)","(26.0, 32.0, 29.694214876033058)","(31.0, 50.0, 49.45679012345679)","(6.0, 7.0, 6.934177215189873)","(61.0, 85.0, 84.1891891891892)","(41.0, 60.0, 57.0873786407767)","(7.5, 9.0, 8.910549777117385)","(31.0, 34.0, 32.21556886227545)","(3.5, 3.85, 3.809134615384615)","(41.0, 55.0, 50.8974358974359)","(3.9, 4.3, 4.250571428571429)"
07-12-2022 18:29:53.311404,"(21.0, 99999, 99990)","(11.0, 12.0, 11.307692307692308)","(26.0, 32.0, 29.904109589041095)","(31.0, 50.0, 49.662921348314605)","(6.0, 7.0, 7.112249443207127)","(61.0, 85.0, 87.58620689655173)","(41.0, 60.0, 57.74193548387097)","(7.5, 9.0, 8.915476190476191)","(31.0, 34.0, 32.8)","(3.5, 3.85, 3.8189610389610387)","(51.0, 55.0, 50.625)","(3.8, 4.3, 4.255498981670061)"
07-12-2022 18:29:55.511127,"(21.0, 99999, 99990)","(11.0, 11.5, 11.301282051282051)","(26.0, 32.0, 29.829787234042552)","(31.0, 50.0, 49.67741935483871)","(6.0, 7.2, 7.129069767441861)","(61.0, 90.0, 87.77777777777777)","(41.0, 60.0, 57.79527559055118)","(7.5, 9.0, 8.908240534521159)","(31.0, 34.0, 33.271186440677965)","(3.5, 3.85, 3.81525237746891)","(51.0, 55.0, 50.70175438596491)","(3.8, 4.3, 4.26049840933192)"
07-12-2022 18:29:58.031932,"(21.0, 99999, 99990)","(11.0, 11.5, 11.612099644128113)","(26.0, 32.0, 29.946428571428573)","(31.0, 50.0, 49.69387755102041)","(6.0, 7.2, 7.096739130434782)","(61.0, 90.0, 85.66666666666667)","(41.0, 60.0, 57.857142857142854)","(7.5, 9.0, 8.906997742663657)","(31.0, 34.0, 33.531531531531535)","(3.5, 3.8, 3.7997378277153557)","(51.0, 55.0, 50.40298507462687)","(3.8, 4.3, 4.266801801801802)"
07-12-2022 18:30:00.566876,"(21.0, 99999, 99990)","(11.0, 12.0, 11.839385474860336)","(26.0, 32.0, 29.401515151515152)","(31.0, 50.0, 48.901408450704224)","(6.5, 7.2, 7.1055)","(61.0, 90.0, 87.22222222222223)","(41.0, 60.0, 58.34710743801653)","(7.5, 9.0, 8.890425531914895)","(31.0, 34.0, 33.56603773584906)","(3.5, 3.85, 3.8059182068423123)","(51.0, 50.0, 49.12643678160919)","(3.8, 4.3, 4.262541254125413)"
07-12-2022 18:30:03.412385,"(21.0, 99999, 99990)","(11.0, 12.0, 11.866438356164384)","(26.0, 28.0, 27.379310344827587)","(31.0, 50.0, 48.98876404494382)","(6.5, 7.2, 7.140487804878049)","(61.0, 90.0, 88.75)","(41.0, 60.0, 57.30263157894737)","(7.5, 8.8, 8.758641975308642)","(31.0, 36.0, 34.865671641791046)","(3.5, 3.85, 3.815092989985694)","(51.0, 50.0, 49.191489361702125)","(3.8, 4.3, 4.26847469967237)"
07-12-2022 18:30:05.798214,"(21.0, 99999, 99990)","(11.0, 12.0, 11.735738255033556)","(26.0, 28.0, 28.603174603174605)","(31.0, 50.0, 48.73913043478261)","(6.5, 7.2, 7.1220869565217395)","(61.0, 90.0, 87.41935483870968)","(41.0, 60.0, 56.36986301369863)","(7.5, 8.8, 8.76551724137931)","(31.0, 36.0, 34.91428571428571)","(3.5, 3.85, 3.819138755980861)","(51.0, 50.0, 49.23232323232323)","(3.8, 4.3, 4.269781803211198)"
07-12-2022 18:30:08.032818,"(21.0, 99999, 99990)","(11.0, 12.0, 11.89853896103896)","(26.0, 29.0, 26.929411764705883)","(31.0, 50.0, 48.84)","(6.5, 7.2, 7.129710144927536)","(61.0, 90.0, 88.13953488372093)","(41.0, 60.0, 56.6025641025641)","(7.5, 8.8, 8.758450704225353)","(31.0, 36.0, 34.69565217391305)","(3.5, 3.85, 3.827199413489736)","(41.0, 50.0, 49.36448598130841)","(3.8, 4.3, 4.276176345909284)"
