,Florey Bale,Ivanka Tea,Ten Dollar Slaps,Who Told Mel,Lifes Gal,Our Girls Shout,Dynamo Dash,Zipping Tula
06-01-2023 16:50:29.051105,"(2.0, 2.1, 1.9342105263157894)","(10.0, 44.0, 26.647058823529413)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:30.245052,"(2.0, 2.1, 1.9342105263157894)","(10.0, 44.0, 26.647058823529413)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:31.447881,"(2.0, 2.1, 1.9342105263157894)","(10.0, 44.0, 26.647058823529413)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:32.743630,"(2.0, 2.1, 1.9342105263157894)","(10.0, 44.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:34.044753,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:35.425247,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:36.810499,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:38.116707,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:39.365801,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 92.60000000000001)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:40.653843,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:42.042693,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:43.364232,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:44.655707,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 35.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:45.871403,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 33.4)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:47.122931,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 33.4)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 24.25)"
06-01-2023 16:50:48.493865,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:49.826598,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:51.213036,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:52.442342,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:53.722893,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:55.042019,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:56.326849,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:57.543212,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:58.648002,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 34.785714285714285)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:50:59.862371,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:01.228625,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:02.516295,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:03.761601,"(2.0, 2.1, 1.9342105263157894)","(10.0, 38.0, 32.625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:04.962252,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.125)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:06.179803,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.125)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.25)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:07.426380,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.125)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.25)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:08.643754,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 37.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.25)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 17.9)"
06-01-2023 16:51:09.850639,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 37.0625)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:11.150514,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.25)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 17.022222222222222)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:12.601269,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.25)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:13.997004,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.25)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 16.28)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:15.311192,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.25)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:16.531399,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.25)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:17.918861,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:19.281085,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:20.643627,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:21.848562,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:23.149823,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:24.495175,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:26.059982,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:27.533329,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:28.951329,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:30.335854,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:31.540263,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:32.799154,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:34.068729,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:35.409574,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:36.610233,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:37.834528,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.375)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.5)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:39.353360,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:41.358898,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:42.761608,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 34.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:44.100925,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.6)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:45.393916,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:46.680754,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:47.935786,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:49.178261,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 89.57142857142857)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:50.469363,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 89.57142857142857)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:51.720832,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 89.57142857142857)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:53.053046,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:54.346666,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:55.547578,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:56.814518,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:58.076789,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 24.95)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:51:59.423930,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:52:00.756606,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:52:02.170060,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 81.75)","(8.0, 18.0, 13.7)","(8.0, 29.0, 22.25)"
06-01-2023 16:52:03.486349,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 18.0, 13.7)","(8.0, 29.0, 24.7)"
06-01-2023 16:52:04.756987,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 18.0, 13.7)","(8.0, 28.0, 24.7)"
06-01-2023 16:52:06.318120,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 18.0, 13.7)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:07.711171,"(2.0, 2.1, 1.9342105263157894)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 18.0, 13.7)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:09.035965,"(2.0, 2.1, 2.019230769230769)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.3)","(10.0, 19.5, 16.266666666666666)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 18.0, 13.7)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:10.293491,"(2.0, 2.1, 2.019230769230769)","(10.0, 40.0, 25.3)","(4.8, 7.8, 6.05)","(10.0, 19.5, 17.560000000000002)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 18.0, 13.7)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:11.554728,"(2.0, 2.1, 2.019230769230769)","(10.0, 40.0, 23.9)","(4.8, 6.8, 6.05)","(10.0, 19.5, 18.2875)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 18.0, 12.1)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:12.843376,"(2.0, 2.08, 1.9533333333333334)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 18.2875)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 15.475)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:14.061614,"(2.0, 2.06, 1.9353333333333333)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 18.3125)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 15.475)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:15.256612,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.133333333333333)","(10.0, 19.5, 18.3125)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 15.475)","(8.0, 28.0, 24.0)"
06-01-2023 16:52:16.571662,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 17.7)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 15.475)","(8.0, 28.0, 24.8)"
06-01-2023 16:52:17.918164,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 17.7)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 16.027272727272727)","(8.0, 28.0, 24.8)"
06-01-2023 16:52:19.284664,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 14.55)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 13.75)","(8.0, 28.0, 24.8)"
06-01-2023 16:52:20.678515,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.188888888888889)","(10.0, 19.5, 17.883333333333333)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 13.75)","(8.0, 28.0, 24.8)"
06-01-2023 16:52:22.150639,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.188888888888889)","(10.0, 19.5, 17.883333333333333)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 13.75)","(8.0, 28.0, 24.8)"
06-01-2023 16:52:23.431360,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.188888888888889)","(10.0, 19.5, 17.6)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 13.75)","(8.0, 28.0, 24.8)"
06-01-2023 16:52:24.618413,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.390909090909091)","(10.0, 19.5, 17.6)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 13.75)","(8.0, 28.0, 24.8)"
06-01-2023 16:52:25.851250,"(2.0, 2.04, 1.9172727272727272)","(10.0, 40.0, 22.5)","(4.8, 7.8, 6.3)","(10.0, 19.5, 17.6)","(10.0, 25.0, 23.46)","(21.0, 100.0, 82.25)","(8.0, 17.5, 13.75)","(8.0, 28.0, 25.416666666666668)"
