,Under Study,Jackey Moon,Ambrose Bale,Yasmin Belle,Mepunga Web,Georges Fancy,Catch Me Nero,Ravers Army
09-01-2023 17:19:34.012924,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 137.5)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.4)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:35.372229,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 137.5)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.9)","(4.8, 8.4, 6.2125)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:36.472077,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.9)","(4.8, 8.4, 6.2125)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:37.647336,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.550000000000001)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:38.770210,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.75)","(4.8, 8.4, 6.4)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:39.889161,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.4)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:41.000238,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.2125)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:42.219178,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.9)","(4.8, 8.4, 6.2125)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:43.328764,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.2)","(4.2, 7.8, 5.758333333333333)","(5.0, 8.0, 5.84)","(4.8, 8.4, 6.2125)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:44.367121,"(16.0, 44.0, 26.8125)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 10.333333333333334)","(4.2, 7.8, 5.0)","(5.0, 8.0, 5.84)","(4.8, 8.4, 5.9714285714285715)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:45.432994,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.0)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.983333333333333)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:46.721815,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.0)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.3375)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:47.984050,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.3375)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:49.171918,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.550000000000001)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:50.271795,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 5.9714285714285715)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:51.415628,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.75)","(4.8, 8.4, 5.9714285714285715)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:52.510440,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 5.9714285714285715)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:53.620104,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 5.9714285714285715)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:54.747564,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.983333333333333)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:55.855598,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.3375)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:56.939980,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.75)","(4.8, 8.4, 6.3375)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:58.030781,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 5.9714285714285715)","(2.3, 2.8, 2.4)"
09-01-2023 17:19:59.133430,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.941666666666667)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:00.231345,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:01.277509,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.75)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:02.375288,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 131.66666666666669)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.75)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:03.547260,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 249.0)","(41.0, 250.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.75)","(4.8, 8.4, 6.941666666666667)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:04.725677,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 249.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:05.945414,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 249.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:07.051214,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.75)","(4.8, 8.4, 5.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:08.177312,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 5.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:09.230225,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 5.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:10.289654,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.941666666666667)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:11.436476,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:12.564327,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.75)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:13.645344,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.15)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:14.976472,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.455555555555556)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:16.097082,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:17.172472,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:18.222237,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.763636363636364)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:19.326633,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.455555555555556)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:20.427182,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 297.5)","(41.0, 240.0, 172.0)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:21.494357,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 297.5)","(41.0, 240.0, 172.0)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:22.572895,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 297.5)","(41.0, 240.0, 172.0)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:23.647946,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 297.5)","(41.0, 240.0, 172.0)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.763636363636364)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:24.760221,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 297.5)","(41.0, 240.0, 172.0)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.68)","(4.8, 8.4, 6.455555555555556)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:25.857103,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 297.5)","(41.0, 240.0, 172.0)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 5.5200000000000005)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:26.925250,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 297.5)","(41.0, 240.0, 172.0)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:27.983754,"(16.0, 44.0, 28.72222222222222)","(51.0, 550.0, 137.5)","(41.0, 250.0, 178.66666666666666)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.763636363636364)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:29.026104,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.455555555555556)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:30.082095,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:31.189510,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:32.278086,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.763636363636364)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:33.390910,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.455555555555556)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:34.477555,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:35.554805,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 252.5)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.8, 5.56)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.275)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:36.637512,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 255.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 5.828571428571428)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:37.767230,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 255.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.042857142857143)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:38.804422,"(16.0, 44.0, 26.8125)","(51.0, 450.0, 255.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.042857142857143)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:39.852471,"(16.0, 44.0, 26.8125)","(51.0, 450.0, 255.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.042857142857143)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:40.893109,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 255.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.042857142857143)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:41.908462,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 255.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.042857142857143)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:42.907346,"(16.0, 44.0, 28.72222222222222)","(51.0, 450.0, 255.0)","(41.0, 190.0, 138.66666666666669)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:43.931863,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 250.0, 97.14285714285714)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:44.965846,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:46.029318,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:47.089426,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 6.140000000000001)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:48.135645,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:49.198822,"(16.0, 44.0, 26.8125)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:50.335404,"(16.0, 44.0, 26.8125)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:51.428657,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:52.582097,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:53.630659,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 104.0)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:54.689532,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 300.0)","(41.0, 240.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:55.729514,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:56.736347,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:57.755062,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:58.790343,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:20:59.832513,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:00.897641,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:01.982283,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:03.103511,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:04.158432,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.5)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:05.235905,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 7.6, 5.619999999999999)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:06.353143,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 8.0, 5.619999999999999)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:07.462232,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 8.0, 5.619999999999999)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:08.577262,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 8.0, 5.619999999999999)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
09-01-2023 17:21:09.661289,"(16.0, 44.0, 28.72222222222222)","(51.0, 540.0, 302.5)","(41.0, 230.0, 165.33333333333334)","(8.0, 15.0, 11.4)","(4.2, 8.0, 5.619999999999999)","(5.0, 8.0, 5.892)","(4.8, 8.4, 6.9)","(2.3, 2.8, 2.4)"
