,Jessore,Under Study,Velocity Zaylia,On The Tequila,Cyclone Jane,Jax Bale
04-01-2023 14:07:40.780202,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 5.5875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 14.05)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:41.783170,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 5.5875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 14.05)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:42.764698,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 5.50625)","(3.8, 5.7, 4.58)","(8.5, 19.5, 14.05)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:43.672752,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 5.50625)","(3.8, 5.7, 4.58)","(8.5, 19.5, 14.05)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:44.530818,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 5.50625)","(3.8, 5.7, 4.58)","(8.5, 19.5, 14.05)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:45.446958,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 5.50625)","(3.8, 5.7, 4.58)","(8.5, 19.5, 14.05)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:46.501619,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 5.50625)","(3.8, 5.7, 4.58)","(8.5, 19.5, 14.05)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:47.570389,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 9.0, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:48.574548,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:49.529021,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:50.510718,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:51.479864,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:52.413121,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:53.366911,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:54.384196,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:55.480793,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:56.461412,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:57.337162,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:58.280840,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:07:59.398675,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:00.437714,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:01.445498,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:02.402993,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:03.337061,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:04.225458,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:05.139504,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:06.195620,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:07.227161,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:08.201054,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 13.271428571428572)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:09.178382,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 23.81818181818182)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 19.5, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:10.045179,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:11.010619,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:12.005114,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:13.022230,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:14.042520,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:14.960321,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:15.912666,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.266666666666666)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:16.828580,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 12.75)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:17.855060,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.07692307692308)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:18.921232,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:19.988601,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:20.959986,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:21.863700,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:22.751893,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:23.623303,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:24.696727,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:25.689527,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:26.698494,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:27.784482,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:28.702236,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:29.572807,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:30.559935,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:31.549325,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:32.561525,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:33.534363,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:34.460529,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:35.396860,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:36.262825,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:37.127050,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:38.083855,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:39.007400,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 6.2, 4.8875)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:40.008650,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.58)","(8.5, 20.0, 10.228571428571428)","(4.2, 7.0, 6.011764705882353)"
04-01-2023 14:08:41.094229,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 34.92857142857143)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.58)","(8.5, 20.0, 14.3)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:42.047287,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 14.3)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:42.958958,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.571428571428571)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:43.917635,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.571428571428571)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:44.935847,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.571428571428571)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:45.963318,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 14.5)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:46.945600,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 14.5)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:47.925621,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 12.8)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:48.792089,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 12.8)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:49.727639,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:50.626885,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:51.525147,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:52.469101,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:53.384469,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.6, 4.835)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:54.476593,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 8.8, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:55.508073,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:56.476331,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:57.619020,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:08:58.884392,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.055555555555557)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:00.233859,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 24.57142857142857)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:01.341905,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 27.25)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:02.406298,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 27.25)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:03.605137,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 27.25)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:04.616823,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 27.25)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:05.591339,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:06.684695,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:07.798363,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:08.836333,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:09.800299,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 4.841176470588236)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:10.683805,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:11.621454,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:12.803737,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:14.015793,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:15.159638,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:16.426802,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:17.450065,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:18.646770,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:19.683989,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:20.738356,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:21.785168,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:22.813579,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:23.816177,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:24.719933,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:25.711481,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
04-01-2023 14:09:26.810646,"(2.45, 4.1, 2.588695652173913)","(16.0, 46.0, 29.61111111111111)","(5.0, 5.5, 5.1)","(3.8, 5.7, 4.333333333333333)","(8.5, 20.0, 10.914285714285715)","(4.2, 7.0, 5.38)"
