,Whiskey Chaser,Call Me Jim,Deadly Ambition,Jills A Star,Kelseys Girl,Blue Scotch Boy,Brooklyn Star,Smug Doug
04-01-2023 13:38:59.586602,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 290.0, 74.81818181818181)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 19.5)"
04-01-2023 13:39:00.572954,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 290.0, 74.81818181818181)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 19.5)"
04-01-2023 13:39:01.539894,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 270.0, 96.42857142857143)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 19.5)"
04-01-2023 13:39:02.528929,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 270.0, 96.42857142857143)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 19.5)"
04-01-2023 13:39:03.563476,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 19.5)"
04-01-2023 13:39:04.600942,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 19.5)"
04-01-2023 13:39:05.622006,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 19.5)"
04-01-2023 13:39:06.615952,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.6, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.31818181818182)"
04-01-2023 13:39:07.645456,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:08.696569,"(3.1, 4.7, 3.95)","(21.0, 80.0, 46.85714285714286)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:09.776840,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:10.861778,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:11.922065,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:12.932308,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:13.987495,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 10.909090909090908)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:14.986034,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.55, 2.875)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:16.016258,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:17.111324,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:18.225072,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:19.294662,"(3.1, 4.7, 3.95)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:20.404843,"(3.1, 4.7, 4.1)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:21.544147,"(3.1, 4.7, 4.1)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:22.669571,"(3.1, 4.7, 4.1)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.5, 2.85625)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:23.855003,"(3.1, 4.7, 4.1)","(21.0, 80.0, 44.92307692307693)","(26.0, 260.0, 85.25)","(18.0, 44.0, 29.066666666666666)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.728571428571428)","(10.0, 24.0, 18.791666666666668)"
04-01-2023 13:39:25.052767,"(3.1, 4.7, 4.1)","(21.0, 80.0, 60.142857142857146)","(26.0, 260.0, 85.25)","(18.0, 44.0, 33.63636363636364)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.45, 3.0250000000000004)","(5.0, 8.2, 7.075)","(10.0, 24.0, 14.045454545454545)"
04-01-2023 13:39:26.191889,"(3.1, 4.7, 4.1)","(21.0, 75.0, 60.142857142857146)","(26.0, 260.0, 85.25)","(18.0, 44.0, 33.63636363636364)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.45, 3.265909090909091)","(5.0, 7.8, 7.075)","(10.0, 15.5, 14.045454545454545)"
04-01-2023 13:39:27.233805,"(3.1, 4.7, 4.1)","(21.0, 75.0, 53.8)","(26.0, 260.0, 85.25)","(18.0, 44.0, 33.63636363636364)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.45, 3.1208333333333336)","(5.0, 7.8, 7.075)","(10.0, 15.5, 14.045454545454545)"
04-01-2023 13:39:28.296155,"(3.1, 4.7, 4.1)","(21.0, 75.0, 39.0)","(26.0, 260.0, 85.25)","(18.0, 44.0, 33.63636363636364)","(5.5, 24.0, 11.272727272727273)","(2.5, 3.45, 3.1208333333333336)","(5.0, 7.8, 7.075)","(10.0, 15.5, 14.045454545454545)"
04-01-2023 13:39:29.361657,"(3.1, 4.7, 4.1)","(21.0, 75.0, 39.0)","(26.0, 260.0, 85.25)","(18.0, 44.0, 25.333333333333336)","(5.5, 24.0, 15.25)","(2.5, 3.45, 3.1208333333333336)","(5.0, 7.8, 6.866666666666666)","(10.0, 15.5, 20.444444444444443)"
04-01-2023 13:39:30.499934,"(3.1, 4.7, 3.9)","(21.0, 75.0, 57.0)","(26.0, 260.0, 85.25)","(18.0, 44.0, 24.0)","(5.5, 24.0, 15.25)","(2.5, 3.45, 3.532)","(5.0, 7.8, 7.333333333333333)","(10.0, 23.0, 20.444444444444443)"
04-01-2023 13:39:31.648937,"(3.1, 4.7, 4.140000000000001)","(21.0, 75.0, 63.0)","(26.0, 260.0, 85.25)","(18.0, 44.0, 24.0)","(5.5, 24.0, 15.25)","(2.5, 3.75, 3.532)","(5.0, 7.8, 7.333333333333333)","(10.0, 23.0, 20.444444444444443)"
04-01-2023 13:39:32.806943,"(3.1, 4.7, 4.140000000000001)","(21.0, 75.0, 63.0)","(26.0, 260.0, 85.25)","(18.0, 44.0, 24.0)","(5.5, 24.0, 15.25)","(2.5, 3.75, 2.92)","(5.0, 7.8, 6.75)","(10.0, 23.0, 20.444444444444443)"
04-01-2023 13:39:33.923201,"(3.1, 4.7, 3.54)","(21.0, 75.0, 50.07692307692308)","(26.0, 260.0, 85.25)","(18.0, 44.0, 24.0)","(5.5, 24.0, 15.25)","(2.5, 3.7, 2.92)","(5.0, 7.8, 6.857142857142857)","(10.0, 23.0, 20.444444444444443)"
04-01-2023 13:39:35.064705,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 260.0, 85.25)","(18.0, 44.0, 21.6)","(5.5, 24.0, 15.25)","(2.5, 3.65, 3.2866666666666666)","(5.0, 7.6, 7.0)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:36.157519,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 260.0, 85.25)","(18.0, 44.0, 21.6)","(5.5, 24.0, 15.25)","(2.5, 3.6, 3.2866666666666666)","(5.0, 7.4, 7.0)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:37.588821,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 260.0, 85.25)","(18.0, 44.0, 21.6)","(5.5, 24.0, 15.25)","(2.5, 3.6, 3.2866666666666666)","(5.0, 7.4, 7.0)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:38.758862,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 260.0, 85.25)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 15.25)","(2.5, 3.6, 3.2866666666666666)","(5.0, 7.4, 7.0)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:39.896651,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 260.0, 92.14285714285714)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 15.25)","(2.5, 3.6, 3.2866666666666666)","(5.0, 7.4, 7.0)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:41.256192,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 250.0, 169.66666666666666)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 15.25)","(2.5, 3.6, 3.2866666666666666)","(5.0, 7.4, 6.857142857142857)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:42.594151,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 240.0, 134.5)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 15.25)","(2.5, 3.6, 3.077777777777778)","(5.0, 7.6, 6.857142857142857)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:43.823599,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 240.0, 60.0)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 15.25)","(2.5, 3.6, 3.077777777777778)","(5.0, 7.6, 6.857142857142857)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:45.112480,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 50.07692307692308)","(26.0, 240.0, 60.0)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.6, 3.390909090909091)","(5.0, 7.6, 7.0)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:46.293551,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 29.57142857142857)","(26.0, 240.0, 60.0)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.6, 3.190909090909091)","(5.0, 7.4, 7.0)","(10.0, 23.0, 18.81818181818182)"
04-01-2023 13:39:47.421010,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 29.57142857142857)","(26.0, 240.0, 60.0)","(18.0, 44.0, 19.733333333333334)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.6, 3.190909090909091)","(5.0, 7.4, 7.0)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:48.586440,"(3.1, 4.7, 3.7333333333333334)","(21.0, 75.0, 29.57142857142857)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.6, 3.190909090909091)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:49.791683,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.6, 3.61875)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:50.980435,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 3.61875)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:52.177486,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 3.3)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:53.274407,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 3.3)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:54.419622,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 2.947058823529412)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:55.577084,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 2.947058823529412)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:56.733770,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.7, 3.0333333333333337)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:57.982638,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 28.142857142857142)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.7, 3.144444444444445)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:39:59.067960,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.7, 3.144444444444445)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:40:00.174897,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.7, 3.144444444444445)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:40:01.359410,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.7, 3.144444444444445)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:40:02.525598,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.7, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:40:03.692446,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 14.2)"
04-01-2023 13:40:04.753779,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 60.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 23.0, 13.666666666666666)"
04-01-2023 13:40:05.802550,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:06.985088,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:08.099382,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:09.215387,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:10.347492,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.1222222222222222)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:11.527137,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.65, 3.54)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:12.733778,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 3.2350000000000003)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:13.981266,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 3.4925)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:15.437130,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 2.9160000000000004)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 13.666666666666666)"
04-01-2023 13:40:16.754188,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.7, 3.4925)","(5.0, 7.4, 5.866666666666666)","(10.0, 22.0, 12.38888888888889)"
04-01-2023 13:40:18.081456,"(3.1, 4.7, 3.7333333333333334)","(21.0, 65.0, 29.857142857142858)","(26.0, 240.0, 102.66666666666667)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.727272727272727)","(2.5, 3.75, 2.8916666666666666)","(5.0, 7.4, 5.866666666666666)","(10.0, 15.5, 12.38888888888889)"
04-01-2023 13:40:19.459089,"(3.1, 4.7, 3.8714285714285714)","(21.0, 65.0, 28.5)","(26.0, 240.0, 66.85714285714286)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.75, 2.8728)","(5.0, 7.4, 5.56)","(10.0, 15.5, 16.0)"
04-01-2023 13:40:20.719904,"(3.1, 4.7, 3.9)","(21.0, 60.0, 28.5)","(26.0, 240.0, 94.0)","(18.0, 44.0, 20.166666666666668)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.7, 3.270363636363636)","(5.0, 7.4, 5.56)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:22.056864,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 94.0)","(18.0, 44.0, 20.166666666666668)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.65, 3.2878181818181815)","(5.0, 7.4, 5.56)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:23.385153,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 94.0)","(18.0, 44.0, 20.166666666666668)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.65, 3.0609090909090906)","(5.0, 7.4, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:24.645304,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 94.0)","(18.0, 44.0, 20.166666666666668)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.65, 3.182)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:25.925252,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 94.0)","(18.0, 44.0, 20.166666666666668)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 2.94)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:27.144129,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 94.0)","(18.0, 44.0, 20.166666666666668)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 2.94)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:28.334296,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 94.0)","(18.0, 44.0, 18.464285714285715)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 2.94)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:29.555332,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 94.0)","(18.0, 44.0, 29.92857142857143)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 2.94)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:30.790543,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 95.38461538461539)","(18.0, 40.0, 33.59090909090909)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 3.204)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:32.014180,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 59.8)","(18.0, 40.0, 33.59090909090909)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 3.183157894736842)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:33.316043,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 59.8)","(18.0, 40.0, 33.59090909090909)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 3.183157894736842)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
04-01-2023 13:40:34.589407,"(3.1, 4.7, 4.0)","(21.0, 60.0, 28.5)","(26.0, 220.0, 59.8)","(18.0, 40.0, 33.59090909090909)","(5.5, 24.0, 11.722222222222221)","(2.5, 3.6, 3.431111111111111)","(5.0, 7.2, 5.333333333333333)","(10.0, 20.0, 16.0)"
