,Whiskey Chaser,Call Me Jim,Deadly Ambition,Jills A Star,Kelseys Girl,Blue Scotch Boy,Brooklyn Star,Smug Doug
04-01-2023 13:36:56.880642,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 66.66666666666666)","(18.0, 44.0, 29.75)","(5.5, 24.0, 12.307692307692308)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:36:58.103133,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 12.615384615384615)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:36:59.388002,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.076923076923077)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:00.614862,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.23076923076923)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:01.783198,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 12.333333333333334)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:02.931241,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.5, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:04.082289,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.23076923076923)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:05.394382,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:06.597756,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:07.811213,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:09.062194,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:10.377956,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 12.923076923076923)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:11.720351,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.23076923076923)","(2.5, 3.45, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:13.005830,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:14.331690,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.23076923076923)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:15.659049,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 29.75)","(5.5, 24.0, 13.23076923076923)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 20.5)"
04-01-2023 13:37:16.998429,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 12.75)"
04-01-2023 13:37:18.300568,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 12.75)"
04-01-2023 13:37:19.480656,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 12.0)","(2.5, 3.4, 2.610526315789474)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 12.75)"
04-01-2023 13:37:20.695259,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.9, 2.610526315789474)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 12.75)"
04-01-2023 13:37:21.911787,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.25)","(2.5, 3.9, 3.25)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 12.75)"
04-01-2023 13:37:23.126391,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.75, 2.7294117647058824)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 12.75)"
04-01-2023 13:37:24.256494,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.23076923076923)","(2.5, 3.8, 2.7294117647058824)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 12.75)"
04-01-2023 13:37:25.432656,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.8, 2.7294117647058824)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:26.635925,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.357142857142858)","(2.5, 3.8, 2.7294117647058824)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:27.872865,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.571428571428573)","(2.5, 3.8, 2.7294117647058824)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:29.146566,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.8, 2.7294117647058824)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:30.413488,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.357142857142858)","(2.5, 3.8, 3.22)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:31.695877,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.357142857142858)","(2.5, 3.7, 3.22)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:33.037911,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.823529411764707)","(2.5, 3.7, 3.22)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:34.440575,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.823529411764707)","(2.5, 3.7, 3.22)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:35.706966,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 12.153846153846153)","(2.5, 3.7, 3.22)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:36.881572,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.555555555555557)","(2.5, 3.7, 3.22)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:38.014541,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.133333333333333)","(2.5, 3.7, 3.22)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:39.168794,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.777777777777779)","(2.5, 3.7, 2.93125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:40.252197,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.777777777777779)","(2.5, 3.65, 2.93125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:41.344697,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.777777777777779)","(2.5, 3.65, 2.93125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:42.420886,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.777777777777779)","(2.5, 3.65, 2.93125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:43.584563,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.777777777777779)","(2.5, 3.65, 2.93125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:44.834993,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.777777777777779)","(2.5, 3.65, 2.93125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:46.196557,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.777777777777779)","(2.5, 3.65, 2.93125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:47.447884,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.65, 2.610526315789474)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:48.673282,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.9, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:49.886999,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:51.091686,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:52.345091,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:53.593390,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:54.702191,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:55.823717,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.6, 2.9125)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:57.039725,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 11.833333333333334)","(2.5, 3.6, 2.89375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:58.211742,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.857142857142858)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:37:59.376205,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 15.0)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:00.548962,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 260.0, 95.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 12.615384615384615)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:01.613322,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 12.615384615384615)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:02.709898,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 12.923076923076923)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:03.966752,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 12.923076923076923)","(2.5, 3.55, 2.89375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:05.114929,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.428571428571427)","(2.5, 3.55, 2.610526315789474)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:06.345286,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.076923076923077)","(2.5, 3.9, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:07.359402,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.076923076923077)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:08.411848,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:09.592034,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:10.695660,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:11.713750,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:13.128455,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 103.57142857142857)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.5, 2.875)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:14.434242,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 75.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.5, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:15.726480,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:16.976428,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:18.125824,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:19.259228,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:20.454777,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:21.579998,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.45, 2.85625)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:22.765654,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.45, 2.610526315789474)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:23.926246,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.9, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:25.018087,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:26.185496,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:27.284458,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:28.413383,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:29.652912,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:30.897471,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.4, 2.8375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:32.209997,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 105.71428571428571)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.4, 2.610526315789474)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:33.402910,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 75.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.9, 2.76)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:34.885948,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 75.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.8, 3.25)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:36.033409,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 75.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.0)","(2.5, 3.75, 3.4375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:37.164494,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 75.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 10.545454545454545)","(2.5, 3.75, 2.734375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:38.288612,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 75.0)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.75)","(2.5, 3.75, 2.734375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:39.411459,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 102.14285714285714)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 14.75)","(2.5, 3.75, 2.734375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 16.5)"
04-01-2023 13:38:40.505604,"(3.1, 4.7, 3.95)","(21.0, 80.0, 42.5)","(26.0, 290.0, 102.14285714285714)","(18.0, 44.0, 31.045454545454547)","(5.5, 24.0, 13.428571428571427)","(2.5, 3.75, 2.734375)","(5.0, 8.2, 7.6499999999999995)","(10.0, 24.0, 18.375)"
