,Bello Beau,Russian Roni,Royal And Tough,Happy Clan,Sharmas Last,Cornelian Bay,Froland,Geegees Gemstone,Jaguar Stone
06-01-2023 16:08:51.814706,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 17.4)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:08:52.978305,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 17.4)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:08:54.140707,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 17.4)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:08:55.235976,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 17.4)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:08:56.383456,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 23.0)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:08:57.517046,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 23.0)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:08:58.667253,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 17.4)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:09:00.092693,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 17.4)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:09:01.296912,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 17.4)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:09:02.476782,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 22.285714285714285)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:09:03.627786,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 25.0, 22.285714285714285)","(91.0, 130.0, 116.25)","(20.0, 44.0, 40.53846153846153)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 123.33333333333333)","(11.0, 16.5, 15.833333333333334)"
06-01-2023 16:09:04.759210,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 23.5)","(91.0, 130.0, 110.0)","(20.0, 42.0, 39.83333333333333)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:05.880794,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.333333333333332)","(91.0, 130.0, 110.0)","(20.0, 42.0, 39.83333333333333)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:06.935613,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.333333333333332)","(91.0, 130.0, 110.0)","(20.0, 42.0, 39.83333333333333)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:07.970507,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.333333333333332)","(91.0, 130.0, 110.0)","(20.0, 40.0, 37.8)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:09.090446,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.333333333333332)","(91.0, 130.0, 110.0)","(20.0, 40.0, 37.8)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:10.159704,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.333333333333332)","(91.0, 130.0, 110.0)","(20.0, 40.0, 37.8)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:11.228484,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.5)","(91.0, 130.0, 110.0)","(20.0, 40.0, 37.8)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:12.339867,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.5)","(91.0, 130.0, 110.0)","(20.0, 40.0, 37.8)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:13.474855,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 21.5)","(91.0, 130.0, 110.0)","(20.0, 40.0, 37.8)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 582.5)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:14.710517,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 24.0, 19.75)","(91.0, 130.0, 110.0)","(20.0, 40.0, 36.2)","(91.0, 180.0, 143.57142857142856)","(101.0, 730.0, 488.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:15.865168,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 23.0, 19.75)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 132.0)","(101.0, 720.0, 482.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:17.081925,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 23.0, 19.25)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 132.0)","(101.0, 710.0, 482.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:18.215863,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.6765517241379313)","(11.0, 22.0, 19.25)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 132.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:19.294926,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.7566990291262137)","(11.0, 22.0, 19.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 132.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:20.558104,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.7072727272727275)","(11.0, 23.0, 20.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 140.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:21.821452,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.7072727272727275)","(11.0, 23.0, 20.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 140.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:22.929026,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.7072727272727275)","(11.0, 23.0, 20.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 140.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:24.133929,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.7072727272727275)","(11.0, 23.0, 20.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 140.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:25.251032,"(1.9, 2.14, 2.1148837209302327)","(2.35, 2.78, 2.7072727272727275)","(11.0, 23.0, 20.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 140.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:26.406999,"(1.9, 2.16, 2.1309677419354838)","(2.35, 2.78, 2.6582608695652175)","(11.0, 23.0, 20.8)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 151.66666666666666)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:27.599248,"(1.9, 2.16, 2.1309677419354838)","(2.35, 2.78, 2.6550000000000002)","(11.0, 23.0, 20.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 146.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:28.797229,"(1.9, 2.16, 2.1309677419354838)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.375)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 146.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:29.968933,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 146.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:31.173719,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 146.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:32.378408,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 146.0)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:33.505141,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:34.939329,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:36.097535,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:37.236655,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:38.669062,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:39.995810,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:41.287037,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.5)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:42.614472,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.2)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:43.712099,"(1.9, 2.16, 2.133529411764706)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.2)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 710.0, 425.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:44.924601,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.2)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:46.052666,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.2)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:47.238982,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:48.364859,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 533.3333333333333)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:49.539806,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:50.725335,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:51.882415,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:53.044614,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:54.196294,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:55.354353,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:56.480182,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 22.470588235294116)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:57.586199,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:58.616650,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:09:59.694587,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:00.853082,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:02.027219,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:03.154301,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 123.33333333333333)","(101.0, 730.0, 440.0)","(101.0, 180.0, 137.5)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:04.361295,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 116.25)","(101.0, 730.0, 440.0)","(101.0, 180.0, 151.66666666666666)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:05.514152,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 730.0, 440.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:06.585554,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 730.0, 585.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:07.758763,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 730.0, 440.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:08.888257,"(1.9, 2.16, 2.1422222222222222)","(2.35, 2.78, 2.6535483870967744)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 730.0, 440.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:09.974533,"(1.9, 2.14, 2.1126666666666667)","(2.35, 2.78, 2.674054054054054)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 730.0, 440.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:11.003962,"(1.9, 2.14, 2.1126666666666667)","(2.35, 2.78, 2.674054054054054)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 730.0, 440.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:12.136460,"(1.9, 2.14, 2.1126666666666667)","(2.35, 2.78, 2.674054054054054)","(11.0, 23.0, 21.0)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 730.0, 440.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:13.245574,"(1.9, 2.14, 2.111228070175439)","(2.35, 2.78, 2.6811764705882353)","(11.0, 22.0, 21.375)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 710.0, 486.0)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:14.396049,"(1.9, 2.14, 2.111228070175439)","(2.35, 2.78, 2.6811764705882353)","(11.0, 22.0, 21.375)","(91.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 710.0, 336.66666666666663)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:15.506936,"(1.9, 2.14, 2.111228070175439)","(2.4, 2.78, 2.6811764705882353)","(11.0, 22.0, 21.375)","(81.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 710.0, 336.66666666666663)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:16.654569,"(1.9, 2.14, 2.111228070175439)","(2.4, 2.78, 2.6811764705882353)","(11.0, 22.0, 21.375)","(81.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 710.0, 336.66666666666663)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:17.785851,"(1.9, 2.14, 2.111228070175439)","(2.4, 2.78, 2.6811764705882353)","(11.0, 22.0, 21.375)","(81.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 710.0, 336.66666666666663)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
06-01-2023 16:10:18.895971,"(1.9, 2.14, 2.111228070175439)","(2.4, 2.78, 2.674054054054054)","(11.0, 22.0, 21.375)","(81.0, 130.0, 110.0)","(20.0, 38.0, 36.2)","(91.0, 180.0, 129.0)","(101.0, 710.0, 336.66666666666663)","(101.0, 180.0, 126.66666666666667)","(11.0, 16.5, 15.884615384615385)"
