,Dr Kye,Midnight Breeze,Say You Will,Fuse To Burn,Enraged,Wagner Bale
12-01-2023 17:40:58.982256,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:40:59.998708,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.94)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:01.051719,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.94)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:02.083564,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.94)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:03.072690,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:04.044517,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:05.028140,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:05.944134,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:07.003730,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:08.021129,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:08.971861,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:09.905971,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:10.921199,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:11.864738,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:12.827365,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:13.894794,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:14.889404,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:15.842180,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:16.811087,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:17.765562,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 44.55555555555556)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:18.738483,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.863636363636363)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:19.679470,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.863636363636363)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:20.653328,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.800000000000001)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:21.674194,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.800000000000001)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:22.703169,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:23.650712,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:24.548009,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:25.556980,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:26.583229,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:27.648485,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:28.713371,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:29.884538,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:30.886508,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:31.868764,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:33.010513,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:34.125716,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:35.338983,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:36.304659,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:37.284199,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:38.272751,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:39.231881,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.0)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:40.315278,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:41.385189,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:42.298685,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:43.274419,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:44.233476,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.736666666666666)"
12-01-2023 17:41:45.247178,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.6, 4.736666666666666)"
12-01-2023 17:41:46.271805,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.6, 4.775)"
12-01-2023 17:41:47.365613,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.714285714285715)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:48.393728,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 40.625)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:49.331208,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:50.280602,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:51.218531,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:52.157753,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:53.163908,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:54.172481,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:55.092916,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:56.041713,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:56.957623,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.66)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:57.915362,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:41:59.040993,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:00.083171,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:01.102924,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:02.148168,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:03.064197,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:03.933711,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:04.845237,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:05.824270,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:06.720850,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:07.615469,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:08.621644,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:09.532285,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:10.430103,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:11.375056,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:12.356287,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:13.276582,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:14.296650,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 38.33333333333333)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:15.301157,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 40.75)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:16.247509,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 40.75)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:17.143756,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 40.75)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:18.053788,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 40.75)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:18.908532,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.333333333333336)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 5.275)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:19.951290,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.333333333333336)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.59)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.775)"
12-01-2023 17:42:20.986627,"(5.5, 9.6, 6.1000000000000005)","(15.0, 48.0, 43.333333333333336)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:21.954661,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 43.333333333333336)","(3.5, 5.5, 3.5391304347826087)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:22.884100,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 43.333333333333336)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:23.866017,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 34.5)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:24.848936,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 39.0)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:25.844489,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 39.0)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:26.986997,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 39.0)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:27.949326,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 39.0)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:28.924501,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 39.0)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:29.947065,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 39.0)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:30.894407,"(5.5, 9.6, 6.36923076923077)","(15.0, 48.0, 39.0)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:31.945619,"(5.5, 9.6, 6.36923076923077)","(15.0, 70.0, 30.8)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:33.037792,"(5.5, 9.6, 6.36923076923077)","(15.0, 70.0, 30.8)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:34.005763,"(5.5, 9.6, 6.36923076923077)","(15.0, 70.0, 30.8)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:34.911116,"(5.5, 9.6, 6.671428571428571)","(15.0, 70.0, 40.46153846153847)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.7681818181818185)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:35.904089,"(5.5, 9.6, 6.671428571428571)","(15.0, 70.0, 40.46153846153847)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.66)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:36.923682,"(5.5, 9.6, 5.963636363636363)","(15.0, 70.0, 40.46153846153847)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.66)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:38.059656,"(5.5, 9.6, 5.963636363636363)","(15.0, 70.0, 28.22222222222222)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.275)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:39.272342,"(5.5, 9.6, 5.963636363636363)","(15.0, 70.0, 28.22222222222222)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.66)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:40.309207,"(5.5, 9.6, 5.963636363636363)","(15.0, 70.0, 28.22222222222222)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.59)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:41.384690,"(5.5, 9.6, 5.963636363636363)","(15.0, 70.0, 28.22222222222222)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:42.430589,"(5.5, 9.6, 5.963636363636363)","(15.0, 60.0, 41.5)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:43.382481,"(5.5, 9.6, 5.963636363636363)","(15.0, 60.0, 41.5)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:44.427048,"(5.5, 9.6, 5.963636363636363)","(15.0, 60.0, 41.5)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.736363636363636)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
12-01-2023 17:42:45.596835,"(5.5, 9.6, 5.963636363636363)","(15.0, 60.0, 41.5)","(3.5, 5.5, 3.6208333333333336)","(4.2, 6.2, 4.66)","(4.0, 6.6, 4.1625)","(3.9, 5.8, 4.022222222222222)"
