,Willy Can Do,Rose Danae,Why Not Jules,Still In Love,Why Not Lilah,Forever A Dream
10-01-2023 15:49:27.526932,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:28.539542,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:29.512943,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:30.579592,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:31.674506,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:32.700167,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.8)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:33.927097,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.96)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:34.815976,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 10.96)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:35.920328,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:37.051586,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:38.030574,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:39.096515,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.166666666666666)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 11.566666666666666)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:40.304123,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 11.3)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.0, 11.6)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:41.363627,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.5, 11.6)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:42.393172,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.5, 11.6)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:43.540552,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.5, 11.6)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:44.690301,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.5, 11.6)","(5.0, 9.4, 8.25)"
10-01-2023 15:49:45.729090,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 12.5, 12.63529411764706)","(5.0, 9.4, 5.699999999999999)"
10-01-2023 15:49:46.856153,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 9.6, 5.699999999999999)"
10-01-2023 15:49:47.982140,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 9.6, 5.699999999999999)"
10-01-2023 15:49:49.068804,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 9.6, 5.699999999999999)"
10-01-2023 15:49:50.180850,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 9.6, 5.699999999999999)"
10-01-2023 15:49:51.123736,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 9.6, 5.699999999999999)"
10-01-2023 15:49:52.186218,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 9.6, 5.699999999999999)"
10-01-2023 15:49:53.314121,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 9.6, 5.775)"
10-01-2023 15:49:54.392542,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:49:55.419918,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:49:56.471672,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:49:57.608095,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:49:58.716073,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:49:59.661834,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:50:00.736740,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:50:01.896488,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:50:02.914160,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.775)"
10-01-2023 15:50:03.990056,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 6.023529411764706)"
10-01-2023 15:50:05.125599,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:06.019896,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:07.113115,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:08.261623,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:09.303818,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:10.328462,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:11.471411,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 12.63529411764706)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:12.501279,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 13.0, 14.047058823529412)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:13.546493,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:14.690515,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.333333333333332)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:15.821574,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:16.856018,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:17.930669,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:19.005546,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 13.25)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:20.044584,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:21.136877,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:22.229291,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.666666666666667)"
10-01-2023 15:50:23.319163,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 10.0, 5.533333333333333)"
10-01-2023 15:50:24.433934,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:25.395354,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:26.470486,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:27.562101,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:28.655334,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:29.750427,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:30.801454,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:31.856914,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:32.980900,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.642857142857142)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:34.089999,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.642857142857142)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:35.177597,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.642857142857142)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:38.327769,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.642857142857142)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:39.441893,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.642857142857142)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 12.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:40.692057,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 12.363636363636363)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:41.857417,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:42.882678,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 14.0)","(5.5, 9.8, 8.233333333333334)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:44.068145,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.0)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:45.194353,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.3)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:46.171047,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.3)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:47.280668,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.675)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:48.424602,"(2.05, 3.35, 2.617692307692308)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.700000000000001)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:49.543812,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.700000000000001)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:50.627547,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.700000000000001)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:51.778053,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.3)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:52.872964,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.550000000000001)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:53.923947,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:55.001660,"(2.05, 3.25, 2.5006250000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:56.104907,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:57.216740,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:58.233734,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:50:59.319940,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:00.411374,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.65)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:01.474060,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.266666666666667)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:02.538622,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 8.266666666666667)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:03.578135,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:04.636298,"(2.05, 3.3, 2.46)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:05.708102,"(2.05, 3.25, 2.369615384615385)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:06.792203,"(2.05, 3.25, 2.369615384615385)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:07.710931,"(2.05, 3.25, 2.369615384615385)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:08.774687,"(2.05, 3.25, 2.369615384615385)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:09.956847,"(2.05, 3.25, 2.369615384615385)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:10.931722,"(2.05, 3.25, 2.5492857142857144)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:12.042733,"(2.05, 3.2, 2.4850000000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 5.533333333333333)"
10-01-2023 15:51:13.176259,"(2.05, 3.2, 2.4850000000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 9.0, 7.533333333333333)"
10-01-2023 15:51:14.271042,"(2.05, 3.2, 2.4850000000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:15.246901,"(2.05, 3.2, 2.4850000000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:16.374727,"(2.05, 3.2, 2.4850000000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:17.462757,"(2.05, 3.2, 2.4850000000000003)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:18.480482,"(2.05, 3.2, 2.3985714285714286)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:19.577305,"(2.05, 3.2, 2.4142857142857146)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:20.678798,"(2.05, 3.2, 2.4142857142857146)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:21.752876,"(2.05, 3.2, 2.4142857142857146)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:22.835892,"(2.05, 3.2, 2.4142857142857146)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:23.824878,"(2.05, 3.2, 2.4142857142857146)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:24.908076,"(2.05, 3.2, 2.4142857142857146)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
10-01-2023 15:51:25.989980,"(2.05, 3.2, 2.4142857142857146)","(11.0, 23.0, 15.1875)","(5.5, 9.8, 7.6000000000000005)","(5.0, 8.8, 5.875)","(7.0, 14.5, 10.75)","(5.0, 8.8, 7.533333333333333)"
