,Blue Vein,Belles Echo,Heidi Belle,Elcheikhali,Clickety Click,Tobias,Horlistic
12-01-2023 10:49:41.754025,"(4.0, 6.0, 5.15)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.6, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:42.869641,"(4.0, 6.0, 5.142857142857142)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:43.968540,"(4.0, 6.0, 5.142857142857142)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:44.965687,"(4.0, 6.4, 5.5)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:45.945613,"(4.0, 6.2, 5.285714285714286)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:46.974381,"(4.0, 6.2, 5.315789473684211)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:48.034197,"(4.0, 6.2, 5.315789473684211)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:49.093226,"(4.0, 6.0, 5.0285714285714285)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:50.066217,"(4.0, 6.0, 5.0285714285714285)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:51.077698,"(4.0, 6.0, 5.0285714285714285)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:52.153143,"(4.0, 6.0, 5.36)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:53.189105,"(4.0, 6.0, 5.36)","(3.5, 4.6, 4.15)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 6.783333333333333)","(11.0, 20.0, 14.9)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:54.271090,"(4.0, 6.0, 5.36)","(3.5, 4.5, 4.144444444444445)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.2, 7.25)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:55.381286,"(4.0, 6.0, 5.36)","(3.5, 4.5, 4.144444444444445)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 7.25)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:56.483725,"(4.0, 6.0, 5.36)","(3.5, 4.5, 4.144444444444445)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.857142857142858)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:57.573321,"(4.0, 6.0, 5.36)","(3.5, 4.5, 4.144444444444445)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:58.724352,"(4.0, 6.0, 5.25)","(3.5, 4.5, 4.144444444444445)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:49:59.839520,"(4.0, 6.0, 5.25)","(3.5, 4.5, 4.144444444444445)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:50:00.879897,"(4.0, 6.4, 5.585714285714285)","(3.5, 4.5, 4.144444444444445)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:50:01.983044,"(4.0, 6.4, 5.585714285714285)","(3.5, 4.7, 4.2555555555555555)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:50:03.040059,"(4.0, 6.2, 5.066666666666666)","(3.5, 4.7, 4.2555555555555555)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:50:04.070217,"(4.0, 6.2, 5.066666666666666)","(3.5, 4.7, 4.2555555555555555)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:50:05.031816,"(4.0, 6.2, 5.066666666666666)","(3.5, 4.7, 4.2555555555555555)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:50:06.128116,"(4.0, 6.2, 5.066666666666666)","(3.5, 4.7, 4.2555555555555555)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 14.333333333333334)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.04)"
12-01-2023 10:50:07.288442,"(4.0, 6.2, 5.315789473684211)","(3.5, 4.7, 4.2555555555555555)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 13.6)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.54)"
12-01-2023 10:50:08.353720,"(4.0, 6.2, 5.2)","(3.5, 4.7, 3.94)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 13.6)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.54)"
12-01-2023 10:50:09.339435,"(4.0, 6.2, 5.2)","(3.5, 4.7, 3.94)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 13.6)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.54)"
12-01-2023 10:50:10.340162,"(4.0, 6.2, 5.2)","(3.5, 4.7, 4.525)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.714285714285714)","(11.0, 20.0, 13.6)","(19.0, 110.0, 81.66666666666666)","(6.5, 14.0, 13.54)"
12-01-2023 10:50:11.421065,"(4.0, 6.2, 5.2)","(3.5, 4.7, 4.068421052631579)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.857142857142858)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:12.560286,"(4.0, 6.2, 5.133333333333334)","(3.5, 4.7, 4.2)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.857142857142858)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:13.628487,"(4.0, 6.2, 4.969230769230769)","(3.5, 4.7, 4.2)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.857142857142858)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:14.830081,"(4.0, 6.2, 4.969230769230769)","(3.5, 4.7, 4.2)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.857142857142858)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:15.976737,"(4.0, 6.2, 4.969230769230769)","(3.5, 4.7, 4.2)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.857142857142858)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:17.168773,"(4.0, 6.2, 4.969230769230769)","(3.5, 4.7, 4.2)","(4.2, 5.9, 5.0600000000000005)","(4.8, 8.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:18.478415,"(4.0, 6.2, 4.969230769230769)","(3.5, 4.7, 4.2)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:19.622584,"(4.0, 6.2, 4.969230769230769)","(3.5, 4.7, 4.2)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:20.886449,"(4.0, 6.2, 4.68)","(3.5, 4.6, 4.175)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:22.014602,"(4.0, 6.2, 4.68)","(3.5, 4.6, 4.175)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:23.128244,"(4.0, 6.2, 4.68)","(3.5, 4.6, 4.175)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:24.261844,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.8916666666666666)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:25.399964,"(4.0, 6.2, 4.68)","(3.5, 4.5, 4.125)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:26.550073,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:27.667370,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:28.757899,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:29.745122,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:30.773650,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:31.847151,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:32.985825,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:34.065935,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:35.113512,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:36.121221,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:37.158621,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:38.225417,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:39.293610,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:40.411788,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:41.373854,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:42.415046,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:43.460788,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:44.559922,"(4.0, 6.2, 4.68)","(3.5, 4.2, 3.975)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:45.632147,"(4.0, 6.2, 4.68)","(3.5, 4.2, 3.975)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:46.628243,"(4.0, 6.2, 4.68)","(3.5, 4.2, 3.975)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:47.635629,"(4.0, 6.2, 4.68)","(3.5, 4.2, 3.975)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:48.680759,"(4.0, 6.2, 4.68)","(3.5, 4.2, 3.975)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:49.778936,"(4.0, 6.2, 4.68)","(3.5, 4.2, 3.925)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:50.890375,"(4.0, 6.2, 4.68)","(3.5, 4.1, 3.925)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:52.042798,"(4.0, 6.2, 4.68)","(3.5, 4.1, 3.925)","(4.2, 5.9, 5.0600000000000005)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:53.060832,"(4.0, 6.2, 4.68)","(3.5, 4.1, 3.925)","(4.2, 5.9, 5.375)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:54.037209,"(4.0, 6.2, 4.68)","(3.5, 4.1, 3.925)","(4.2, 5.9, 5.375)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:54.984702,"(4.0, 6.2, 4.68)","(3.5, 4.1, 3.925)","(4.2, 5.9, 5.375)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:55.981986,"(4.0, 6.2, 4.68)","(3.5, 4.1, 3.925)","(4.2, 5.9, 5.375)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:56.986803,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.92)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:58.019439,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.92)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:50:59.064849,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.92)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:00.078812,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.92)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:01.056611,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.92)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:02.012527,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.92)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:03.005504,"(4.0, 6.2, 4.68)","(3.5, 4.6, 3.92)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:03.983449,"(4.0, 6.2, 4.68)","(3.5, 4.5, 4.125)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:04.946169,"(4.0, 6.2, 4.68)","(3.5, 4.5, 4.125)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:05.891012,"(4.0, 6.2, 4.68)","(3.5, 4.5, 4.125)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:06.923847,"(4.0, 6.2, 4.68)","(3.5, 4.5, 4.125)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:07.934015,"(4.0, 6.2, 4.68)","(3.5, 4.5, 4.125)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:08.983551,"(4.0, 6.2, 4.68)","(3.5, 4.5, 4.125)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:10.058533,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:11.099684,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:12.112588,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:13.080533,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:14.074608,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:15.080525,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.075)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:16.172152,"(4.0, 6.2, 4.68)","(3.5, 4.4, 4.025)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:17.254703,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:18.398527,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:19.453461,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:20.440005,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
12-01-2023 10:51:21.409694,"(4.0, 6.2, 4.68)","(3.5, 4.3, 4.025)","(4.2, 5.9, 4.78)","(4.8, 7.0, 6.571428571428572)","(11.0, 20.0, 13.333333333333334)","(19.0, 110.0, 88.75)","(6.5, 14.0, 13.371428571428572)"
