,Graces Pace,Eura Northern Sky,Mo Silver,Fly Condor,Forever Lights,Gotothewindow,Indian Aces
16-12-2022 12:18:40.518633,"(8.0, 11.0, 10.0)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 25.1)","(5.0, 6.6, 6.454545454545454)","(1.9, 2.72, 2.4000000000000004)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:41.557668,"(8.0, 11.0, 9.733333333333334)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 25.1)","(5.0, 6.6, 6.454545454545454)","(1.9, 2.72, 2.4720000000000004)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:42.563483,"(8.0, 11.0, 10.0)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 25.1)","(5.0, 6.6, 6.454545454545454)","(1.9, 2.72, 2.4720000000000004)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:43.577412,"(8.0, 11.0, 9.733333333333334)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 22.4)","(5.0, 6.6, 6.454545454545454)","(1.9, 2.72, 2.4720000000000004)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:44.608202,"(8.0, 11.0, 9.733333333333334)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 21.25)","(5.0, 6.6, 6.454545454545454)","(1.9, 2.72, 2.4720000000000004)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:45.656065,"(8.0, 11.0, 9.733333333333334)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 21.25)","(5.0, 6.6, 6.454545454545454)","(1.9, 2.72, 2.4720000000000004)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:46.760622,"(8.0, 11.0, 9.733333333333334)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 21.25)","(5.0, 6.6, 6.454545454545454)","(1.9, 2.72, 2.4720000000000004)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:47.799947,"(8.0, 11.0, 9.56)","(4.4, 6.0, 5.2727272727272725)","(15.0, 28.0, 21.25)","(5.0, 6.6, 5.933333333333334)","(1.9, 2.72, 2.5292307692307694)","(26.0, 480.0, 194.375)","(31.0, 120.0, 59.33333333333333)"
16-12-2022 12:18:48.855970,"(8.0, 11.0, 9.56)","(4.4, 5.9, 5.385714285714286)","(15.0, 28.0, 21.25)","(5.0, 6.6, 5.588888888888889)","(1.9, 2.72, 2.5292307692307694)","(26.0, 480.0, 194.375)","(31.0, 120.0, 58.66666666666667)"
16-12-2022 12:18:49.881399,"(8.0, 11.0, 9.56)","(4.4, 5.8, 5.35)","(15.0, 28.0, 21.25)","(5.0, 6.2, 5.588888888888889)","(1.9, 2.72, 2.596)","(26.0, 480.0, 194.375)","(31.0, 120.0, 58.66666666666667)"
16-12-2022 12:18:50.948617,"(8.0, 11.0, 9.56)","(4.4, 5.7, 5.204166666666667)","(15.0, 28.0, 21.25)","(5.0, 6.2, 5.588888888888889)","(1.9, 2.72, 2.4114285714285715)","(26.0, 480.0, 194.375)","(31.0, 120.0, 58.66666666666667)"
16-12-2022 12:18:52.026504,"(8.0, 11.0, 9.56)","(4.4, 5.7, 5.204166666666667)","(15.0, 28.0, 21.25)","(5.0, 6.2, 5.588888888888889)","(1.9, 2.72, 2.4114285714285715)","(26.0, 480.0, 194.375)","(31.0, 120.0, 58.66666666666667)"
16-12-2022 12:18:53.067784,"(8.0, 11.0, 9.56)","(4.4, 5.7, 5.133333333333334)","(15.0, 28.0, 21.25)","(5.0, 6.2, 5.588888888888889)","(1.9, 2.72, 2.4114285714285715)","(26.0, 480.0, 194.375)","(31.0, 120.0, 58.66666666666667)"
16-12-2022 12:18:54.114056,"(8.0, 11.0, 9.56)","(4.4, 5.7, 5.133333333333334)","(15.0, 28.0, 21.25)","(5.0, 6.2, 5.588888888888889)","(1.9, 2.72, 2.4114285714285715)","(26.0, 480.0, 305.75)","(31.0, 120.0, 64.0)"
16-12-2022 12:18:55.145115,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.3428571428571425)","(15.0, 27.0, 22.833333333333336)","(5.0, 6.2, 5.588888888888889)","(1.9, 2.72, 2.4114285714285715)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:18:56.195776,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 6.2, 5.588888888888889)","(1.9, 2.72, 2.4114285714285715)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:18:57.237322,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 6.2, 5.291304347826086)","(1.9, 2.72, 2.4114285714285715)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:18:58.266803,"(8.0, 11.0, 8.6)","(4.4, 5.6, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 6.2, 5.55)","(1.9, 2.72, 2.2542857142857144)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:18:59.321666,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 6.0, 5.55)","(1.9, 2.7, 2.2542857142857144)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:00.366386,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 6.0, 5.55)","(1.9, 2.7, 2.2542857142857144)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:01.425670,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 6.0, 5.633333333333334)","(1.9, 2.7, 2.3942857142857146)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:02.505961,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.633333333333334)","(1.9, 2.68, 2.3942857142857146)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:03.547967,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.2)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.3)","(1.9, 2.68, 2.3942857142857146)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:04.598010,"(8.0, 11.0, 9.56)","(4.4, 5.6, 5.090909090909091)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.3)","(1.9, 2.68, 2.3942857142857146)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:05.617484,"(8.0, 11.0, 9.56)","(4.4, 5.2, 4.507692307692308)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.68, 2.3942857142857146)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:06.613964,"(8.0, 11.0, 9.56)","(4.4, 5.2, 4.800000000000001)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.68, 2.3942857142857146)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:07.570710,"(8.0, 11.0, 9.56)","(4.4, 5.6, 4.8)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.68, 2.3942857142857146)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:08.549832,"(8.0, 11.0, 9.56)","(4.4, 5.6, 4.8)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.68, 2.362857142857143)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:09.599439,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.18)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.66, 2.362857142857143)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:10.651407,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.18)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.66, 2.46)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:11.925799,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.35)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.66, 2.46)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:13.176824,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.18)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.66, 2.362857142857143)","(26.0, 400.0, 212.0)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:14.378268,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.14)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.66, 2.3400000000000003)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:15.597909,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.14)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.62, 2.3400000000000003)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:16.841818,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.14)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.62, 2.3400000000000003)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:18.064682,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.14)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.62, 2.3400000000000003)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:19.346463,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.14)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.3)","(1.9, 2.62, 2.3400000000000003)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:20.552915,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.62, 2.3400000000000003)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:21.782324,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.62, 2.3400000000000003)","(26.0, 400.0, 305.75)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:23.124874,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.62, 2.39)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:24.344241,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.6, 2.39)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:25.475400,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.6, 2.39)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:26.900829,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.6, 2.337142857142857)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:28.309170,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.6, 2.337142857142857)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:29.615405,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.6, 2.38)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:30.827613,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.642857142857143)","(1.9, 2.6, 2.38)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:32.355463,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.818181818181818)","(1.9, 2.6, 2.38)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:33.614587,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.58)","(1.9, 2.6, 2.38)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:34.883982,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 400.0, 346.1428571428571)","(31.0, 100.0, 64.0)"
16-12-2022 12:19:36.064815,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 400.0, 223.1818181818182)","(31.0, 100.0, 50.33333333333333)"
16-12-2022 12:19:37.171703,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 223.1818181818182)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:38.369690,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 223.1818181818182)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:39.582474,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:40.793349,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:41.998776,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:43.257002,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:44.487455,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:45.671179,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.805263157894737)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:46.814434,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.671428571428572)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:47.897660,"(8.0, 11.0, 9.56)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.671428571428572)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:48.939305,"(8.0, 11.0, 9.666666666666666)","(4.4, 5.5, 5.14)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.671428571428572)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:50.092791,"(8.0, 11.0, 10.309090909090909)","(4.4, 5.5, 5.14)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.29047619047619)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:51.083927,"(8.0, 10.5, 9.321428571428571)","(4.4, 5.5, 5.084615384615384)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.29047619047619)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:52.184105,"(8.0, 10.0, 9.133333333333333)","(4.4, 5.5, 5.3)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.29047619047619)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:53.256272,"(8.0, 10.5, 9.96)","(4.4, 5.5, 4.873913043478261)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.2875000000000005)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:54.429752,"(8.0, 11.0, 10.3)","(4.4, 5.5, 4.779999999999999)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.2875000000000005)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:55.507072,"(8.0, 11.0, 10.3)","(4.4, 5.5, 4.779999999999999)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.9, 5.4)","(1.9, 2.6, 2.38)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:56.570809,"(8.0, 11.0, 10.3)","(4.4, 5.5, 4.779999999999999)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.302857142857143)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:57.552408,"(8.0, 11.0, 10.3)","(4.4, 5.5, 4.826315789473685)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.35)","(26.0, 390.0, 85.0)","(31.0, 95.0, 50.33333333333333)"
16-12-2022 12:19:58.598813,"(8.0, 11.0, 10.3)","(4.4, 5.5, 4.826315789473685)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.35)","(26.0, 390.0, 85.0)","(31.0, 95.0, 91.22857142857143)"
16-12-2022 12:19:59.698606,"(8.0, 11.0, 10.3)","(4.4, 5.5, 4.826315789473685)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.35)","(26.0, 390.0, 85.0)","(31.0, 95.0, 51.66666666666667)"
16-12-2022 12:20:00.846169,"(8.0, 11.0, 10.3)","(4.4, 5.5, 4.826315789473685)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.4571428571428573)","(26.0, 390.0, 85.0)","(31.0, 95.0, 76.42857142857143)"
16-12-2022 12:20:02.007953,"(8.0, 11.0, 10.025)","(4.4, 5.5, 4.9239999999999995)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.4571428571428573)","(26.0, 390.0, 85.0)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:03.109968,"(8.0, 11.0, 10.025)","(4.4, 5.5, 4.9239999999999995)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.4571428571428573)","(26.0, 390.0, 85.0)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:04.256166,"(8.0, 11.0, 10.025)","(4.4, 5.5, 4.826315789473685)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.4571428571428573)","(26.0, 390.0, 85.0)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:05.345577,"(8.0, 11.0, 10.025)","(4.4, 5.5, 4.826315789473685)","(15.0, 27.0, 22.833333333333336)","(5.0, 5.8, 5.4)","(1.9, 2.6, 2.4571428571428573)","(26.0, 390.0, 85.0)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:06.362615,"(8.5, 11.0, 10.025)","(4.4, 5.4, 5.0)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.4)","(1.85, 2.6, 2.4571428571428573)","(26.0, 390.0, 85.0)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:07.368140,"(8.5, 11.0, 10.025)","(4.4, 5.4, 5.0)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.6, 2.4571428571428573)","(26.0, 390.0, 85.0)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:08.388141,"(8.5, 10.5, 9.55)","(4.4, 5.4, 5.0)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.6, 2.4571428571428573)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:09.457796,"(8.5, 10.5, 9.55)","(4.4, 5.4, 5.12)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.6, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:10.534612,"(8.5, 10.5, 9.55)","(4.4, 5.5, 4.918181818181818)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:11.588898,"(8.5, 10.5, 9.55)","(4.4, 5.5, 4.918181818181818)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:12.681389,"(8.5, 10.5, 9.55)","(4.4, 5.5, 4.918181818181818)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:13.759750,"(8.5, 10.5, 9.55)","(4.4, 5.5, 4.918181818181818)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:14.801512,"(8.5, 10.5, 9.55)","(4.4, 5.5, 4.918181818181818)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:15.829022,"(8.5, 10.5, 9.55)","(4.4, 5.5, 4.918181818181818)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:16.864074,"(8.5, 10.5, 9.55)","(4.4, 5.5, 4.918181818181818)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:17.907416,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.98)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:18.941602,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.98)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:20.019815,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.98)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:21.111086,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.98)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:22.211697,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.98)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:23.349503,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.98)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:24.455980,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.98)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:25.519205,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.882608695652174)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
16-12-2022 12:20:26.609906,"(8.5, 10.5, 9.55)","(4.4, 5.4, 4.882608695652174)","(15.0, 27.0, 22.833333333333336)","(5.5, 5.8, 5.52)","(1.85, 2.58, 2.2714285714285714)","(26.0, 390.0, 128.57142857142856)","(31.0, 95.0, 83.18181818181819)"
