,Catch The King,Inga Izzy,Crooked Shadows,Inga Sid,Little Linton,Fletcher Flash,Chasing Barbie,Tamborine Girl
09-01-2023 14:24:25.725155,"(2.4, 3.75, 2.7675)","(21.0, 55.0, 40.416666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:26.928772,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 43.333333333333336)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:28.149192,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 43.333333333333336)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:29.388039,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 43.333333333333336)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:30.538480,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 43.333333333333336)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:31.723529,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 43.333333333333336)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:33.010513,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:34.259696,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 71.36363636363637)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:35.598948,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:36.877649,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:38.177442,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:39.392217,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:40.542253,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:41.672959,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:42.687624,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:43.820888,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:44.995118,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:46.474763,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:47.867940,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:49.341753,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:50.659460,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:52.004945,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:53.265157,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:54.574760,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:55.751941,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 63.333333333333336)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:56.981136,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:58.196853,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:24:59.447587,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:00.656916,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:01.908617,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:03.148667,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:04.362261,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:05.606546,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:07.013225,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:08.494618,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:09.849099,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:11.175989,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:12.672363,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:14.025780,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:15.501727,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:16.847878,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:18.249855,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 37.77777777777778)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 485.0)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:19.607204,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 37.77777777777778)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 485.0)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:20.992097,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:22.258677,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:23.567821,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:24.878205,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:26.147794,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:27.423976,"(2.4, 3.75, 3.5845263157894736)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:28.671607,"(2.4, 3.75, 3.5845263157894736)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:29.938252,"(2.4, 3.75, 3.5845263157894736)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:31.266143,"(2.4, 3.75, 3.5845263157894736)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:32.470238,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:33.671574,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:34.898637,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:36.151962,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:37.467105,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:38.712209,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:39.976895,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:41.278128,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:42.598439,"(2.4, 3.75, 2.5961538461538463)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:43.881680,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:45.196691,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:46.616099,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:48.030298,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:49.493555,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:50.873448,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:52.279898,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:53.598901,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:54.864701,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 68.5)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:56.179133,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 70.45454545454545)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:57.423681,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:58.619358,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.28125)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:25:59.782741,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.9, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:00.890835,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:02.006073,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:03.134014,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:04.338217,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:05.585336,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:06.772698,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:07.942983,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:09.085812,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
09-01-2023 14:26:10.178004,"(2.4, 3.75, 2.7675)","(21.0, 60.0, 38.666666666666664)","(5.0, 9.0, 7.36)","(26.0, 110.0, 56.25)","(71.0, 580.0, 494.16666666666663)","(2.9, 4.8, 3.686363636363636)","(71.0, 570.0, 513.3333333333333)","(3.7, 6.4, 4.086956521739131)"
