,Tick And Flick,Free From Desire,Tokin Beach,Cash Strap,Step Up,Burnt Me,Baby Thor,Shonas Fury
14-12-2022 19:20:46.965662,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.0)","(6.0, 13.0, 11.45)"
14-12-2022 19:20:48.000629,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 11.45)"
14-12-2022 19:20:49.029019,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 11.45)"
14-12-2022 19:20:50.073623,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 11.45)"
14-12-2022 19:20:51.246857,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 12.31111111111111)"
14-12-2022 19:20:52.408317,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 12.2)"
14-12-2022 19:20:53.486181,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 12.2)"
14-12-2022 19:20:54.573762,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 12.2)"
14-12-2022 19:20:55.677792,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 12.2)"
14-12-2022 19:20:56.810584,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 12.2)"
14-12-2022 19:20:57.944027,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 14.56)","(6.0, 13.0, 11.45)"
14-12-2022 19:20:58.976986,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.542857142857143)","(6.0, 13.0, 11.35)"
14-12-2022 19:21:00.025380,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 11.35)"
14-12-2022 19:21:01.064845,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 11.35)"
14-12-2022 19:21:02.224935,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 11.35)"
14-12-2022 19:21:03.464576,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 15.485714285714286)","(6.0, 13.0, 11.35)"
14-12-2022 19:21:04.672371,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.92)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 14.56)","(6.0, 13.0, 11.866666666666667)"
14-12-2022 19:21:05.813894,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 11.35)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 11.866666666666667)"
14-12-2022 19:21:06.907513,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.175)"
14-12-2022 19:21:07.918218,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.175)"
14-12-2022 19:21:08.861881,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.175)"
14-12-2022 19:21:09.868294,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.175)"
14-12-2022 19:21:10.841674,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.175)"
14-12-2022 19:21:11.888994,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 11.35)"
14-12-2022 19:21:12.940164,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.2)"
14-12-2022 19:21:14.018691,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.8, 5.066666666666666)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.2)"
14-12-2022 19:21:15.081983,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.266666666666666)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 12.2)"
14-12-2022 19:21:16.213626,"(5.0, 8.8, 7.5)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.266666666666666)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 16.363636363636363)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:17.268377,"(5.0, 8.8, 6.266666666666667)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.266666666666666)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 12.2)"
14-12-2022 19:21:18.341977,"(5.0, 8.8, 6.266666666666667)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.266666666666666)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 12.36)"
14-12-2022 19:21:19.422064,"(5.0, 8.8, 6.266666666666667)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.45)"
14-12-2022 19:21:20.534935,"(5.0, 8.8, 8.329411764705883)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.866666666666667)"
14-12-2022 19:21:21.748943,"(5.0, 8.8, 8.329411764705883)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:22.943323,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:24.091981,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:25.211648,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:26.367556,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:27.396855,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:28.445892,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:29.645400,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:30.707696,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:31.941412,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:33.127829,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:34.238962,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:35.416229,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:36.568454,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:37.741956,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:38.892157,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:39.872312,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:40.933625,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:42.041888,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:43.147632,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.0)"
14-12-2022 19:21:44.292897,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.0)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 11.5)"
14-12-2022 19:21:45.476834,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.266666666666666)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:46.623340,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 9.5)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:47.743162,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:49.194545,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:50.389493,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:51.543804,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:52.696151,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:53.808696,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:55.037888,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:56.123444,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:57.300162,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:58.552435,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:21:59.773795,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:00.938139,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:02.080789,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:03.176325,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:04.345820,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:05.390391,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:06.421648,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:07.650489,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:08.799327,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.912)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:09.983576,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.912)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:11.184054,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.912)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:12.386567,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.912)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:13.678298,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:14.913201,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:16.047424,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:17.127162,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:18.323077,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:19.555003,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:20.741996,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
14-12-2022 19:22:21.853812,"(5.0, 8.8, 6.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 8.879999999999999)","(4.4, 6.6, 4.92)","(16.0, 46.0, 37.18421052631579)","(2.6, 4.0, 2.8342857142857145)","(9.0, 18.0, 12.133333333333333)","(6.0, 13.0, 10.933333333333334)"
