,Asva,Okay Cupid,Preferral,Kaisa,Pioneer Lass,Gleefilly,Lutine Belle
07-01-2023 11:57:28.751529,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 23.75)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.28)","(4.8, 7.0, 5.8)","(18.0, 100.0, 48.0)"
07-01-2023 11:57:29.725047,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 23.75)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.28)","(4.8, 7.0, 5.8)","(18.0, 100.0, 48.0)"
07-01-2023 11:57:30.773179,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 23.75)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.28)","(4.8, 7.0, 5.8)","(18.0, 100.0, 48.0)"
07-01-2023 11:57:31.778832,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 23.75)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.28)","(4.8, 7.0, 5.8)","(18.0, 100.0, 48.0)"
07-01-2023 11:57:32.798660,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 23.75)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.28)","(4.8, 7.0, 5.8)","(18.0, 100.0, 48.0)"
07-01-2023 11:57:33.757498,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 23.75)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.28)","(4.8, 7.0, 5.8)","(18.0, 100.0, 48.0)"
07-01-2023 11:57:34.671013,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 23.75)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.28)","(4.8, 7.0, 5.8)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:35.747710,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 29.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 10.628571428571428)","(4.8, 7.0, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:36.808410,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:37.909213,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 28.0, 27.07142857142857)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:38.988571,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 28.0, 27.07142857142857)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:39.973144,"(1.55, 1.75, 1.709016393442623)","(10.0, 20.0, 17.2)","(15.0, 28.0, 27.07142857142857)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:40.962224,"(1.55, 1.88, 1.8649999999999998)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:41.944792,"(1.55, 1.88, 1.755)","(10.0, 20.0, 17.2)","(15.0, 27.0, 25.4)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:43.014561,"(1.55, 1.88, 1.755)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:44.019478,"(1.55, 1.88, 1.74125)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:45.009517,"(1.55, 1.88, 1.74125)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:46.049353,"(1.55, 1.88, 1.74125)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:47.079581,"(1.55, 1.87, 1.7692592592592593)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:48.152772,"(1.55, 1.86, 1.7306896551724138)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:49.207485,"(1.55, 1.86, 1.7306896551724138)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:50.219847,"(1.55, 1.86, 1.7428125)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:51.294820,"(1.55, 1.85, 1.7722222222222221)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:52.252218,"(1.55, 1.85, 1.7722222222222221)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:53.278897,"(1.55, 1.85, 1.7722222222222221)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:54.275467,"(1.55, 1.85, 1.7722222222222221)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:55.230741,"(1.55, 1.84, 1.7858333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:56.321803,"(1.55, 1.84, 1.7858333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:57.335362,"(1.55, 1.84, 1.7858333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:58.546727,"(1.55, 1.84, 1.7858333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:57:59.574426,"(1.55, 1.84, 1.7858333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:00.583651,"(1.55, 1.84, 1.7858333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:01.619902,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:02.708444,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:03.751376,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:04.693134,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:05.722124,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:06.804428,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:07.919288,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:09.049068,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:10.111733,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:11.145857,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:12.146356,"(1.55, 1.84, 1.79)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:13.080812,"(1.55, 1.84, 1.79)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:14.036926,"(1.55, 1.84, 1.79)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:14.988984,"(1.55, 1.84, 1.79)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 47.333333333333336)"
07-01-2023 11:58:16.043229,"(1.55, 1.84, 1.79)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.628571428571428)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:17.045231,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.74736842105263)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:18.131009,"(1.55, 1.84, 1.7733333333333334)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:19.173874,"(1.55, 1.84, 1.78)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.53333333333333)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:20.238114,"(1.55, 1.84, 1.7963636363636364)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:21.412811,"(1.55, 1.84, 1.7963636363636364)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:22.464342,"(1.55, 1.84, 1.7963636363636364)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:23.440771,"(1.55, 1.84, 1.7963636363636364)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:24.435608,"(1.55, 1.84, 1.7963636363636364)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:25.404047,"(1.55, 1.87, 1.7538709677419355)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:26.494492,"(1.55, 1.87, 1.7538709677419355)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:27.498168,"(1.55, 1.87, 1.7538709677419355)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:28.511864,"(1.55, 1.87, 1.7366666666666666)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:29.566536,"(1.55, 1.87, 1.7366666666666666)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 9.9)","(4.8, 6.4, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:30.607277,"(1.55, 1.86, 1.748)","(10.0, 20.0, 17.2)","(15.0, 26.0, 24.166666666666664)","(16.0, 85.0, 39.33333333333333)","(6.5, 11.0, 10.08)","(4.8, 6.4, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:31.724211,"(1.55, 1.86, 1.7361538461538462)","(10.0, 20.0, 17.2)","(15.0, 26.0, 30.454545454545453)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 10.08)","(4.8, 6.8, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:32.754400,"(1.55, 1.86, 1.8244545454545456)","(10.0, 20.0, 17.2)","(15.0, 32.0, 30.454545454545453)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 10.08)","(4.8, 6.8, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:33.778169,"(1.55, 1.86, 1.8244545454545456)","(10.0, 20.0, 17.2)","(15.0, 32.0, 30.454545454545453)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 6.8, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:34.715699,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 30.0, 27.5)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 6.8, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:35.680063,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 29.0, 25.0)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 6.8, 5.777777777777778)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:36.729664,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 29.0, 25.0)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.8, 6.0)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:37.779738,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 29.0, 26.666666666666668)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:38.819057,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 28.0, 25.833333333333332)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:39.870695,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 27.0, 25.909090909090907)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:40.907848,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 26.0, 21.470588235294116)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:41.915766,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 32.0, 25.0)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:42.907704,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 30.0, 25.714285714285715)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:43.865602,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 30.0, 25.714285714285715)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:44.903050,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 30.0, 25.714285714285715)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:45.873651,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 30.0, 25.714285714285715)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:46.888684,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 30.0, 26.538461538461537)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:47.914817,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 30.0, 24.333333333333336)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:49.021078,"(1.55, 1.86, 1.8253982300884957)","(10.0, 20.0, 17.2)","(15.0, 29.0, 24.333333333333336)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:50.027461,"(1.55, 1.85, 1.775)","(10.0, 20.0, 17.2)","(15.0, 29.0, 24.333333333333336)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:51.032936,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:52.033708,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:52.975467,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:53.970610,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:54.947848,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:55.969305,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:57.075534,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:58.071766,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:58:59.215028,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.733333333333333)","(18.0, 100.0, 41.5)"
07-01-2023 11:59:00.301143,"(1.55, 1.85, 1.7954545454545454)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.6, 5.933333333333334)","(18.0, 100.0, 41.5)"
07-01-2023 11:59:01.379260,"(1.55, 1.84, 1.762)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.4, 5.933333333333334)","(18.0, 100.0, 41.5)"
07-01-2023 11:59:02.310843,"(1.55, 1.84, 1.775)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 39.33333333333333)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.4, 5.933333333333334)","(18.0, 100.0, 41.5)"
07-01-2023 11:59:03.235304,"(1.55, 1.84, 1.775)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 22.208333333333332)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.4, 5.933333333333334)","(18.0, 100.0, 41.5)"
07-01-2023 11:59:04.305249,"(1.55, 1.84, 1.775)","(10.0, 20.0, 17.2)","(15.0, 28.0, 26.81818181818182)","(16.0, 85.0, 22.208333333333332)","(6.5, 12.0, 11.040000000000001)","(4.8, 7.4, 5.933333333333334)","(18.0, 100.0, 41.5)"
