,Bella Rouge,Coco Rox,Vaccine,Very Intoxicating,Amathuba,Carartie,Olentia,Hellavadancer,Xtra Gear,Parisian Lady,Latakia
07-01-2023 15:39:48.347528,"(4.0, 4.6, 4.552840909090909)","(14.0, 17.0, 16.872093023255815)","(21.0, 32.0, 31.62962962962963)","(31.0, 75.0, 67.12121212121212)","(13.0, 26.0, 24.551724137931036)","(61.0, 85.0, 79.54545454545455)","(1.9, 2.02, 2.001718440185063)","(26.0, 46.0, 44.4)","(61.0, 180.0, 155.3846153846154)","(101.0, 390.0, 247.77777777777777)","(8.5, 11.5, 11.201754385964913)"
07-01-2023 15:39:50.060809,"(4.0, 4.6, 4.552840909090909)","(14.0, 17.0, 16.764462809917354)","(21.0, 32.0, 31.79591836734694)","(31.0, 75.0, 67.5)","(13.0, 26.0, 24.352941176470587)","(61.0, 85.0, 79.54545454545455)","(1.9, 2.02, 1.990030549898167)","(26.0, 46.0, 44.4)","(61.0, 180.0, 155.3846153846154)","(101.0, 390.0, 247.77777777777777)","(8.5, 11.5, 11.383720930232558)"
07-01-2023 15:39:51.914172,"(4.0, 4.6, 4.552840909090909)","(14.0, 17.5, 16.764462809917354)","(21.0, 32.0, 31.79591836734694)","(31.0, 75.0, 67.5)","(13.0, 26.0, 24.352941176470587)","(61.0, 85.0, 79.54545454545455)","(1.9, 2.0, 1.990030549898167)","(26.0, 46.0, 44.4)","(61.0, 180.0, 155.3846153846154)","(101.0, 390.0, 247.77777777777777)","(8.5, 11.5, 11.383720930232558)"
07-01-2023 15:39:53.806631,"(4.0, 4.6, 4.557585139318885)","(14.0, 17.5, 16.764462809917354)","(21.0, 32.0, 31.833333333333332)","(31.0, 75.0, 67.5)","(13.0, 26.0, 24.304347826086957)","(61.0, 85.0, 79.54545454545455)","(1.9, 2.0, 1.9801234567901234)","(26.0, 46.0, 44.769230769230774)","(61.0, 180.0, 155.3846153846154)","(101.0, 390.0, 247.77777777777777)","(8.5, 11.5, 11.629032258064516)"
07-01-2023 15:39:55.339356,"(4.0, 4.6, 4.563466666666667)","(14.0, 17.5, 16.764462809917354)","(21.0, 32.0, 31.833333333333332)","(31.0, 75.0, 67.5)","(14.0, 25.0, 24.304347826086957)","(61.0, 85.0, 79.54545454545455)","(1.85, 1.99, 1.9801234567901234)","(26.0, 46.0, 44.769230769230774)","(61.0, 180.0, 155.3846153846154)","(101.0, 390.0, 247.77777777777777)","(9.0, 12.0, 11.629032258064516)"
07-01-2023 15:39:56.902927,"(4.0, 4.6, 4.5556074766355135)","(14.0, 17.5, 16.764462809917354)","(21.0, 32.0, 31.833333333333332)","(31.0, 75.0, 67.5)","(14.0, 25.0, 24.304347826086957)","(61.0, 85.0, 79.54545454545455)","(1.85, 1.99, 1.9801234567901234)","(26.0, 46.0, 44.769230769230774)","(61.0, 180.0, 155.3846153846154)","(101.0, 390.0, 247.77777777777777)","(9.0, 12.0, 11.629032258064516)"
07-01-2023 15:39:58.439091,"(4.0, 4.6, 4.563466666666667)","(14.0, 17.5, 16.764462809917354)","(21.0, 32.0, 31.692307692307693)","(31.0, 75.0, 64.41176470588235)","(14.0, 25.0, 24.11111111111111)","(61.0, 85.0, 79.54545454545455)","(1.85, 1.99, 1.9661137440758294)","(26.0, 46.0, 44.4)","(61.0, 180.0, 157.14285714285714)","(101.0, 390.0, 247.77777777777777)","(9.0, 12.0, 11.45679012345679)"
07-01-2023 15:39:59.910318,"(4.0, 4.8, 4.702539682539682)","(14.0, 17.5, 16.764462809917354)","(21.0, 32.0, 31.692307692307693)","(31.0, 75.0, 64.41176470588235)","(14.0, 25.0, 24.11111111111111)","(61.0, 85.0, 79.54545454545455)","(1.85, 1.97, 1.9657589285714285)","(26.0, 46.0, 44.4)","(61.0, 180.0, 157.14285714285714)","(101.0, 390.0, 247.77777777777777)","(9.0, 12.0, 11.45679012345679)"
07-01-2023 15:40:01.375444,"(4.0, 4.8, 4.716576086956522)","(14.0, 17.5, 16.764462809917354)","(21.0, 32.0, 31.692307692307693)","(31.0, 75.0, 64.41176470588235)","(14.0, 25.0, 24.11111111111111)","(61.0, 85.0, 79.54545454545455)","(1.85, 1.97, 1.9657589285714285)","(26.0, 46.0, 44.4)","(61.0, 180.0, 157.14285714285714)","(101.0, 390.0, 247.77777777777777)","(9.0, 12.0, 11.494252873563218)"
07-01-2023 15:40:02.816425,"(4.0, 4.8, 4.733978494623656)","(14.0, 17.5, 16.766666666666666)","(21.0, 32.0, 31.872340425531917)","(31.0, 75.0, 64.41176470588235)","(14.0, 25.0, 24.333333333333332)","(61.0, 85.0, 79.76190476190476)","(1.85, 1.97, 1.9697358490566037)","(26.0, 46.0, 44.333333333333336)","(61.0, 180.0, 162.22222222222223)","(101.0, 390.0, 247.77777777777777)","(9.0, 12.0, 10.82089552238806)"
07-01-2023 15:40:04.254024,"(4.0, 4.8, 4.7349557522123895)","(14.0, 17.5, 16.766666666666666)","(21.0, 32.0, 33.1578947368421)","(31.0, 75.0, 66.42857142857143)","(14.0, 25.0, 24.6)","(61.0, 85.0, 80.41666666666667)","(1.85, 1.97, 1.9665463917525774)","(26.0, 46.0, 42.25)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.660714285714286)"
07-01-2023 15:40:05.635577,"(4.0, 4.8, 4.744943820224719)","(14.0, 17.5, 17.04639175257732)","(21.0, 34.0, 33.1578947368421)","(31.0, 75.0, 66.42857142857143)","(14.0, 25.0, 24.6)","(61.0, 85.0, 80.41666666666667)","(1.85, 1.97, 1.9664303797468354)","(26.0, 46.0, 42.25)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.660714285714286)"
07-01-2023 15:40:07.038972,"(4.0, 4.8, 4.739381443298969)","(14.0, 17.5, 17.108247422680414)","(21.0, 34.0, 33.2)","(31.0, 75.0, 67.0)","(14.0, 25.0, 24.714285714285715)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.962578947368421)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.764705882352942)"
07-01-2023 15:40:08.447259,"(4.0, 4.8, 4.7417821782178216)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 33.127272727272725)","(31.0, 75.0, 67.0)","(14.0, 25.0, 24.714285714285715)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.96108407079646)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.725)"
07-01-2023 15:40:09.866310,"(4.0, 4.8, 4.74235294117647)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 33.127272727272725)","(31.0, 75.0, 67.0)","(14.0, 25.0, 24.8)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.96108407079646)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.725)"
07-01-2023 15:40:11.344511,"(4.0, 4.8, 4.74235294117647)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.588235294117645)","(31.0, 75.0, 65.76923076923077)","(14.0, 26.0, 24.8)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.96109865470852)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:12.773297,"(4.0, 4.8, 4.74235294117647)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.588235294117645)","(31.0, 75.0, 65.76923076923077)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9610537634408602)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:14.233928,"(4.0, 4.8, 4.74235294117647)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 75.0, 65.76923076923077)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.96104033970276)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:15.689317,"(4.0, 4.8, 4.74235294117647)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 75.0, 65.76923076923077)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9610537634408602)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:17.024191,"(4.0, 4.8, 4.74235294117647)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 75.0, 56.53846153846154)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9610537634408602)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:18.406786,"(4.0, 4.8, 4.7444444444444445)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 75.0, 56.53846153846154)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9610537634408602)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:19.849815,"(4.0, 4.8, 4.74327731092437)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 75.0, 56.53846153846154)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9610537634408602)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:21.321682,"(4.0, 4.8, 4.743037974683545)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 75.0, 56.53846153846154)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9610537634408602)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:22.719333,"(4.0, 4.8, 4.743037974683545)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 75.0, 56.53846153846154)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9611475409836066)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:24.099507,"(4.0, 4.8, 4.743037974683545)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9611475409836066)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:25.532488,"(4.0, 4.8, 4.743037974683545)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.9611475409836066)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:26.876901,"(4.0, 4.8, 4.743037974683545)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.07142857142857)","(1.85, 1.97, 1.961203931203931)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 153.33333333333334)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 10.73076923076923)"
07-01-2023 15:40:28.307221,"(4.0, 4.8, 4.743037974683545)","(14.0, 17.5, 17.14814814814815)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.97, 1.9337688442211054)","(26.0, 46.0, 43.27272727272727)","(61.0, 180.0, 142.35294117647058)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.0, 11.017241379310345)"
07-01-2023 15:40:29.720721,"(4.0, 4.8, 4.76053412462908)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.9337688442211054)","(26.0, 46.0, 44.125)","(61.0, 180.0, 134.28571428571428)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.1)"
07-01-2023 15:40:31.090196,"(4.0, 4.8, 4.765544041450777)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.9337688442211054)","(26.0, 46.0, 44.125)","(61.0, 180.0, 134.28571428571428)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.1)"
07-01-2023 15:40:32.481896,"(4.0, 4.8, 4.765544041450777)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.934794520547945)","(26.0, 46.0, 44.125)","(61.0, 180.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.136363636363637)"
07-01-2023 15:40:33.838456,"(4.0, 4.8, 4.745667870036101)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.934794520547945)","(26.0, 46.0, 44.125)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.136363636363637)"
07-01-2023 15:40:35.200340,"(4.0, 4.8, 4.745667870036101)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.934794520547945)","(26.0, 46.0, 44.125)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.136363636363637)"
07-01-2023 15:40:36.595757,"(4.0, 4.8, 4.745667870036101)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.9345161290322581)","(26.0, 46.0, 44.125)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.14102564102564)"
07-01-2023 15:40:37.981094,"(4.0, 4.8, 4.745667870036101)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.9345161290322581)","(26.0, 46.0, 44.125)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.14102564102564)"
07-01-2023 15:40:39.358254,"(4.0, 4.8, 4.745667870036101)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.9345161290322581)","(26.0, 46.0, 44.125)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.14102564102564)"
07-01-2023 15:40:40.744672,"(4.0, 4.8, 4.745569620253165)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.9345161290322581)","(26.0, 46.0, 44.125)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.14102564102564)"
07-01-2023 15:40:42.160221,"(4.0, 4.8, 4.744567219152855)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.94, 1.9221804511278195)","(26.0, 46.0, 44.0)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.178160919540229)"
07-01-2023 15:40:43.544688,"(4.0, 4.8, 4.738110236220472)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.93, 1.9242541436464087)","(26.0, 46.0, 44.5)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.185393258426966)"
07-01-2023 15:40:44.869287,"(4.0, 4.8, 4.742086956521739)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.93, 1.9242541436464087)","(26.0, 46.0, 45.0)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.158536585365853)"
07-01-2023 15:40:46.229103,"(4.0, 4.8, 4.742086956521739)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 81.5)","(1.85, 1.93, 1.9297468354430378)","(26.0, 48.0, 45.0)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.069230769230769)"
07-01-2023 15:40:47.573186,"(4.0, 4.8, 4.7379310344827585)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 85.0, 79.54545454545455)","(1.85, 1.93, 1.9296)","(26.0, 48.0, 44.72727272727273)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.131578947368421)"
07-01-2023 15:40:48.910496,"(4.0, 4.8, 4.7379310344827585)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 24.833333333333332)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9296)","(26.0, 48.0, 46.15384615384615)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.131578947368421)"
07-01-2023 15:40:50.324727,"(4.0, 4.8, 4.742086956521739)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.923076923076923)","(26.0, 48.0, 46.54545454545455)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.158536585365853)"
07-01-2023 15:40:51.625440,"(4.0, 4.8, 4.742086956521739)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9272727272727272)","(26.0, 48.0, 46.54545454545455)","(61.0, 170.0, 142.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.1)"
07-01-2023 15:40:53.036478,"(4.0, 4.8, 4.742086956521739)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9272727272727272)","(26.0, 48.0, 46.333333333333336)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.1)"
07-01-2023 15:40:54.345758,"(4.0, 4.8, 4.742086956521739)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.922676056338028)","(26.0, 48.0, 46.333333333333336)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.126666666666667)"
07-01-2023 15:40:55.617124,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 57.142857142857146)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.922676056338028)","(26.0, 48.0, 46.333333333333336)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.126666666666667)"
07-01-2023 15:40:56.899660,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.94117647058823)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9223456790123457)","(26.0, 48.0, 46.333333333333336)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.14102564102564)"
07-01-2023 15:40:58.228274,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.94117647058823)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9223456790123457)","(26.0, 48.0, 46.333333333333336)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.14102564102564)"
07-01-2023 15:40:59.499797,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.94117647058823)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9223456790123457)","(26.0, 48.0, 46.333333333333336)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.14102564102564)"
07-01-2023 15:41:00.819749,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.5)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9250666666666667)","(26.0, 48.0, 45.09090909090909)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.15)"
07-01-2023 15:41:02.115819,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.5)","(14.0, 26.0, 25.5)","(61.0, 80.0, 79.54545454545455)","(1.85, 1.93, 1.9250666666666667)","(26.0, 48.0, 45.09090909090909)","(61.0, 170.0, 118.57142857142857)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.15)"
07-01-2023 15:41:03.531563,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.0)","(14.0, 26.0, 25.545454545454547)","(61.0, 80.0, 82.5)","(1.85, 1.93, 1.9217592592592592)","(26.0, 48.0, 45.09090909090909)","(61.0, 170.0, 160.0)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.208333333333334)"
07-01-2023 15:41:04.909389,"(4.0, 4.8, 4.737753510140406)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.0)","(14.0, 26.0, 25.133333333333333)","(61.0, 85.0, 82.85714285714286)","(1.85, 1.93, 1.9222619047619047)","(26.0, 48.0, 45.09090909090909)","(61.0, 170.0, 162.5)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.188888888888888)"
07-01-2023 15:41:06.250639,"(4.0, 4.8, 4.742424242424242)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.0)","(14.0, 26.0, 25.133333333333333)","(61.0, 85.0, 82.85714285714286)","(1.85, 1.93, 1.9224050632911391)","(26.0, 48.0, 45.09090909090909)","(61.0, 170.0, 162.5)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.181818181818182)"
07-01-2023 15:41:07.570129,"(4.0, 4.8, 4.742424242424242)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 62.0)","(14.0, 26.0, 24.96)","(61.0, 85.0, 82.85714285714286)","(1.85, 1.93, 1.9206433453960594)","(26.0, 48.0, 45.09090909090909)","(61.0, 170.0, 162.5)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.258620689655173)"
07-01-2023 15:41:08.911858,"(4.0, 4.8, 4.742424242424242)","(14.0, 17.5, 17.149532710280372)","(21.0, 34.0, 32.714285714285715)","(31.0, 70.0, 60.0)","(14.0, 26.0, 24.96)","(61.0, 85.0, 82.85714285714286)","(1.85, 1.94, 1.9229850746268655)","(26.0, 48.0, 45.6)","(61.0, 170.0, 162.5)","(101.0, 390.0, 247.77777777777777)","(9.0, 11.5, 11.291044776119403)"
