,Eagles Forever,Getouttheway,Max Fire,Im Kenny,Diamonds Are,Festival Of Light,Bunjil,Shema,Spy Colonel
07-01-2023 14:00:33.783471,"(7.0, 9.0, 8.82857142857143)","(5.5, 7.2, 7.090909090909091)","(3.1, 3.25, 3.2363636363636363)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.5, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:35.103567,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.090909090909091)","(3.1, 3.25, 3.2363636363636363)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.5, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:36.321305,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.090909090909091)","(3.1, 3.25, 3.2363636363636363)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.5, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:37.790382,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.090909090909091)","(3.1, 3.35, 3.303846153846154)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.5, 14.321428571428571)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:39.213404,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.314)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.5, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:40.573494,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.314)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:41.879603,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.314)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:43.238363,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.325)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:44.628884,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:45.974412,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:47.623620,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:49.119064,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.5)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:50.554991,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.192307692307692)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:52.198508,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 15.0, 14.1)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:53.756798,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 14.1)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:55.045135,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.545454545454545)"
07-01-2023 14:00:56.409098,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:00:57.780831,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:00:59.166916,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:01:00.504960,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:01:01.786657,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:01:03.348907,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:01:04.937261,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:01:06.473694,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:01:07.884050,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.4050000000000002)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 51.0)","(3.6, 5.1, 5.0487179487179485)","(26.0, 42.0, 38.8)","(10.0, 13.0, 12.6875)"
07-01-2023 14:01:09.347730,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.45, 3.3010362694300515)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 52.5)","(3.6, 5.1, 5.171812080536913)","(26.0, 42.0, 41.368421052631575)","(10.0, 13.0, 12.772727272727273)"
07-01-2023 14:01:10.738560,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.4, 3.3285714285714287)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 52.5)","(3.6, 5.2, 5.214285714285714)","(26.0, 42.0, 41.368421052631575)","(10.0, 13.0, 12.772727272727273)"
07-01-2023 14:01:12.099995,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.2958333333333334)","(20.0, 30.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 52.5)","(3.6, 5.3, 5.214285714285714)","(26.0, 42.0, 41.42857142857143)","(10.0, 13.0, 12.772727272727273)"
07-01-2023 14:01:13.421478,"(7.0, 9.0, 8.85)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.277906976744186)","(20.0, 30.0, 28.5)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 52.5)","(3.6, 5.3, 5.246153846153846)","(26.0, 42.0, 41.42857142857143)","(10.0, 13.0, 12.772727272727273)"
07-01-2023 14:01:14.695814,"(7.0, 9.0, 8.85)","(5.5, 7.2, 6.96)","(3.1, 3.35, 3.276666666666667)","(20.0, 29.0, 28.5)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 52.5)","(3.6, 5.3, 5.269565217391305)","(26.0, 42.0, 41.42857142857143)","(10.0, 13.0, 13.166666666666666)"
07-01-2023 14:01:16.007783,"(7.0, 9.0, 8.92)","(5.5, 7.2, 7.013333333333334)","(3.1, 3.35, 3.279268292682927)","(20.0, 29.0, 28.043478260869566)","(11.0, 14.5, 13.961538461538462)","(41.0, 60.0, 52.5)","(3.6, 5.4, 5.199999999999999)","(26.0, 42.0, 41.42857142857143)","(10.0, 13.5, 13.071428571428571)"
07-01-2023 14:01:17.405549,"(7.0, 9.0, 8.92)","(6.0, 7.2, 7.013333333333334)","(3.1, 3.35, 3.279268292682927)","(21.0, 30.0, 28.043478260869566)","(12.0, 14.5, 13.961538461538462)","(41.0, 60.0, 52.5)","(3.7, 5.3, 5.1571428571428575)","(31.0, 42.0, 41.42857142857143)","(10.0, 14.5, 13.142857142857142)"
07-01-2023 14:01:18.827639,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.945454545454545)","(3.1, 3.35, 3.275531914893617)","(21.0, 30.0, 28.043478260869566)","(12.0, 14.5, 13.852941176470589)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.1625)","(31.0, 42.0, 41.42857142857143)","(10.0, 14.0, 13.045454545454545)"
07-01-2023 14:01:20.221767,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.945454545454545)","(3.1, 3.35, 3.273529411764706)","(21.0, 30.0, 28.043478260869566)","(12.0, 14.5, 13.852941176470589)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.1625)","(31.0, 42.0, 41.42857142857143)","(10.0, 13.5, 13.1)"
07-01-2023 14:01:21.632857,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.976)","(3.1, 3.35, 3.2333333333333334)","(21.0, 30.0, 26.785714285714285)","(12.0, 14.5, 13.976190476190476)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.176)","(31.0, 42.0, 41.42857142857143)","(10.0, 13.5, 13.214285714285714)"
07-01-2023 14:01:22.915813,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.976)","(3.1, 3.3, 3.2333333333333334)","(21.0, 30.0, 26.785714285714285)","(12.0, 14.5, 13.976190476190476)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.176)","(31.0, 42.0, 41.42857142857143)","(10.0, 13.5, 13.214285714285714)"
07-01-2023 14:01:24.204317,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.976)","(3.1, 3.3, 3.2266666666666666)","(21.0, 30.0, 28.043478260869566)","(12.0, 14.5, 13.976190476190476)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.176)","(31.0, 42.0, 41.42857142857143)","(10.0, 13.5, 13.214285714285714)"
07-01-2023 14:01:25.447357,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.976)","(3.1, 3.3, 3.277083333333333)","(21.0, 30.0, 28.043478260869566)","(12.0, 14.5, 13.976190476190476)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.176)","(31.0, 42.0, 41.42857142857143)","(10.0, 13.5, 13.214285714285714)"
07-01-2023 14:01:26.687538,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.976)","(3.1, 3.3, 3.277083333333333)","(21.0, 30.0, 28.043478260869566)","(12.0, 14.5, 13.976190476190476)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.176)","(31.0, 42.0, 41.42857142857143)","(10.0, 13.5, 13.214285714285714)"
07-01-2023 14:01:27.972140,"(7.0, 9.0, 8.852631578947369)","(6.0, 7.2, 6.976)","(3.1, 3.3, 3.277083333333333)","(21.0, 30.0, 28.043478260869566)","(12.0, 14.5, 13.976190476190476)","(41.0, 60.0, 52.5)","(3.7, 5.2, 5.348148148148148)","(31.0, 42.0, 39.8)","(10.0, 13.5, 12.884615384615385)"
07-01-2023 14:01:29.205796,"(7.0, 8.8, 8.726315789473684)","(6.0, 7.0, 6.955555555555556)","(3.1, 3.3, 3.296808510638298)","(21.0, 27.0, 25.5)","(12.0, 14.0, 13.6)","(41.0, 60.0, 51.0)","(3.7, 5.4, 5.371428571428571)","(31.0, 40.0, 40.285714285714285)","(10.0, 13.0, 12.75)"
07-01-2023 14:01:30.482855,"(7.0, 9.0, 8.384615384615385)","(6.0, 7.0, 6.955555555555556)","(3.1, 3.35, 3.294)","(21.0, 30.0, 25.5)","(12.0, 14.0, 13.892307692307693)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.390909090909091)","(31.0, 42.0, 40.285714285714285)","(10.0, 13.5, 12.9)"
07-01-2023 14:01:31.691544,"(7.0, 8.8, 8.373333333333333)","(6.0, 7.0, 6.955555555555556)","(3.1, 3.35, 3.294)","(21.0, 30.0, 25.5)","(12.0, 14.0, 13.840579710144928)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.390909090909091)","(31.0, 42.0, 40.285714285714285)","(10.0, 13.5, 12.9)"
07-01-2023 14:01:32.977993,"(7.0, 8.8, 8.218181818181819)","(6.0, 7.0, 6.955555555555556)","(3.1, 3.35, 3.3269662921348315)","(21.0, 30.0, 25.5)","(12.0, 14.0, 13.840579710144928)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.4)","(31.0, 42.0, 40.285714285714285)","(10.0, 13.5, 12.9)"
07-01-2023 14:01:34.266735,"(7.0, 8.8, 8.218181818181819)","(6.0, 7.0, 6.925423728813559)","(3.1, 3.35, 3.328235294117647)","(21.0, 30.0, 25.666666666666668)","(12.0, 14.0, 13.863636363636363)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.4)","(31.0, 42.0, 40.0)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:35.646603,"(7.0, 8.8, 8.342857142857143)","(6.0, 7.0, 6.925423728813559)","(3.1, 3.35, 3.328235294117647)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.8125)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.33125)","(31.0, 42.0, 39.0)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:37.039029,"(7.0, 8.8, 8.50909090909091)","(6.0, 7.0, 6.925423728813559)","(3.1, 3.35, 3.335294117647059)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.8125)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.33125)","(31.0, 42.0, 40.0)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:38.437396,"(7.0, 8.8, 8.50909090909091)","(6.0, 7.0, 6.925423728813559)","(3.1, 3.35, 3.3472222222222223)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.916666666666666)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.355555555555556)","(31.0, 42.0, 41.0)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:39.714234,"(7.0, 8.8, 8.373333333333333)","(6.0, 7.0, 6.8742857142857146)","(3.1, 3.35, 3.223684210526316)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.0, 13.916666666666666)","(41.0, 60.0, 51.0)","(3.7, 5.4, 5.355555555555556)","(31.0, 46.0, 38.22222222222222)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:40.865099,"(7.0, 8.8, 8.466666666666667)","(6.0, 7.0, 6.8742857142857146)","(3.1, 3.25, 3.2327586206896552)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.0, 13.916666666666666)","(41.0, 60.0, 51.0)","(3.7, 5.4, 5.32)","(31.0, 46.0, 39.333333333333336)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:42.243598,"(7.0, 8.8, 8.466666666666667)","(6.0, 7.0, 6.956521739130435)","(3.1, 3.25, 3.2327586206896552)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.0, 13.916666666666666)","(41.0, 60.0, 51.0)","(3.7, 5.4, 5.32)","(31.0, 46.0, 40.44444444444444)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:43.732223,"(7.0, 8.8, 8.4)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.25, 3.23)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.0, 13.916666666666666)","(41.0, 60.0, 51.0)","(3.7, 5.4, 5.32)","(31.0, 46.0, 39.333333333333336)","(10.0, 13.5, 12.576923076923077)"
07-01-2023 14:01:45.202766,"(7.0, 8.8, 8.4)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.25, 3.23)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.0, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.7, 5.4, 5.352941176470589)","(31.0, 46.0, 38.666666666666664)","(10.0, 13.5, 12.5)"
07-01-2023 14:01:46.464716,"(7.0, 8.8, 8.384615384615385)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.25, 3.2125000000000004)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.7, 5.4, 5.475)","(31.0, 46.0, 37.53846153846154)","(10.0, 13.0, 12.421052631578947)"
07-01-2023 14:01:47.990676,"(7.0, 8.8, 8.384615384615385)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.25, 3.2125000000000004)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.475)","(31.0, 46.0, 37.53846153846154)","(10.0, 13.0, 12.421052631578947)"
07-01-2023 14:01:49.309193,"(7.0, 8.8, 8.384615384615385)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.25, 3.2375)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.7, 5.5, 5.4625)","(31.0, 46.0, 37.53846153846154)","(10.0, 13.0, 12.421052631578947)"
07-01-2023 14:01:50.636200,"(7.0, 8.8, 8.2)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.2451612903225806)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.8, 5.5, 5.4625)","(31.0, 46.0, 37.53846153846154)","(10.0, 13.0, 12.421052631578947)"
07-01-2023 14:01:52.032872,"(7.0, 8.8, 8.35)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.2451612903225806)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.8, 5.5, 5.4625)","(31.0, 46.0, 37.53846153846154)","(10.0, 13.0, 12.421052631578947)"
07-01-2023 14:01:53.314814,"(7.0, 8.8, 8.35)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.288805970149254)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.8, 5.5, 5.44)","(31.0, 46.0, 37.45454545454545)","(10.0, 13.0, 12.633333333333333)"
07-01-2023 14:01:54.590048,"(7.0, 8.8, 8.35)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.288805970149254)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.8, 5.5, 5.44)","(31.0, 44.0, 37.45454545454545)","(10.0, 13.0, 12.633333333333333)"
07-01-2023 14:01:55.901767,"(7.0, 8.6, 8.225)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.299090909090909)","(21.0, 29.0, 25.444444444444443)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 51.0)","(3.8, 5.5, 5.44)","(31.0, 44.0, 37.6)","(10.0, 13.0, 12.633333333333333)"
07-01-2023 14:01:57.229886,"(7.0, 8.6, 8.225)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.299090909090909)","(21.0, 29.0, 24.692307692307693)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 49.714285714285715)","(3.8, 5.5, 5.44)","(31.0, 44.0, 37.6)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:01:58.395784,"(7.0, 8.6, 8.35)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.299090909090909)","(21.0, 29.0, 24.692307692307693)","(12.0, 14.5, 13.794117647058824)","(41.0, 60.0, 49.714285714285715)","(3.8, 5.5, 5.44)","(31.0, 44.0, 37.6)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:01:59.607673,"(7.0, 8.6, 8.35)","(6.0, 7.2, 6.956521739130435)","(3.1, 3.3, 3.299090909090909)","(21.0, 25.0, 23.22222222222222)","(12.0, 14.0, 13.916666666666666)","(41.0, 60.0, 51.529411764705884)","(3.8, 5.5, 5.44)","(31.0, 44.0, 37.6)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:00.934478,"(7.0, 8.6, 8.35)","(6.0, 7.0, 6.866666666666666)","(3.1, 3.3, 3.2991379310344824)","(21.0, 25.0, 22.53846153846154)","(12.0, 14.0, 13.95)","(41.0, 60.0, 48.0)","(3.8, 5.5, 5.44)","(31.0, 44.0, 37.6)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:02.215016,"(7.0, 8.6, 8.35)","(6.0, 7.0, 6.866666666666666)","(3.1, 3.3, 3.2991379310344824)","(21.0, 25.0, 22.53846153846154)","(12.0, 14.0, 13.95)","(41.0, 60.0, 48.0)","(3.8, 5.5, 5.44)","(31.0, 44.0, 37.714285714285715)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:03.419335,"(7.0, 8.6, 8.2625)","(6.0, 7.0, 6.852631578947368)","(3.1, 3.3, 3.2993150684931507)","(21.0, 27.0, 25.32)","(12.0, 14.0, 13.95)","(41.0, 60.0, 47.69230769230769)","(3.8, 5.5, 5.4125000000000005)","(31.0, 42.0, 40.0)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:04.589857,"(7.0, 8.6, 8.2625)","(6.0, 7.0, 6.852631578947368)","(3.1, 3.3, 3.2993506493506493)","(21.0, 27.0, 24.818181818181817)","(12.0, 14.0, 13.95)","(41.0, 60.0, 50.0)","(3.8, 5.5, 5.418181818181819)","(31.0, 42.0, 40.0)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:05.804693,"(7.0, 8.6, 8.15)","(6.0, 7.0, 6.913846153846154)","(3.1, 3.3, 3.2993506493506493)","(21.0, 27.0, 24.818181818181817)","(12.0, 14.0, 13.95)","(41.0, 60.0, 50.0)","(3.8, 5.6, 5.418181818181819)","(31.0, 42.0, 40.0)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:07.182736,"(7.0, 8.6, 8.15)","(6.0, 7.0, 6.913846153846154)","(3.1, 3.3, 3.2993506493506493)","(21.0, 27.0, 24.043478260869566)","(12.0, 14.0, 13.95)","(41.0, 60.0, 49.5)","(3.8, 5.6, 5.509090909090909)","(31.0, 42.0, 37.714285714285715)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:08.501478,"(7.0, 8.6, 8.15)","(6.0, 7.0, 6.913846153846154)","(3.1, 3.3, 3.2993506493506493)","(21.0, 26.0, 24.043478260869566)","(12.0, 14.0, 13.95)","(41.0, 55.0, 49.5)","(3.8, 5.6, 5.509090909090909)","(31.0, 42.0, 37.714285714285715)","(10.0, 13.0, 12.576923076923077)"
07-01-2023 14:02:09.854029,"(7.0, 8.6, 8.15)","(6.0, 7.0, 6.913846153846154)","(3.1, 3.3, 3.2993506493506493)","(21.0, 26.0, 24.043478260869566)","(12.0, 14.0, 13.95)","(41.0, 55.0, 49.5)","(3.8, 5.6, 5.509090909090909)","(31.0, 42.0, 37.714285714285715)","(10.0, 13.0, 12.25)"
07-01-2023 14:02:11.021171,"(7.0, 8.8, 8.233333333333334)","(6.0, 6.6, 6.521311475409836)","(3.1, 3.4, 3.4033333333333333)","(21.0, 26.0, 23.75)","(12.0, 14.0, 13.95)","(41.0, 55.0, 47.666666666666664)","(3.8, 5.6, 5.490909090909091)","(31.0, 42.0, 37.714285714285715)","(10.0, 13.0, 12.25)"
07-01-2023 14:02:12.213062,"(7.0, 8.8, 8.120000000000001)","(6.0, 6.6, 6.511926605504587)","(3.1, 3.45, 3.4000000000000004)","(21.0, 26.0, 23.75)","(12.0, 14.0, 13.95)","(41.0, 55.0, 49.5)","(3.8, 5.6, 5.490909090909091)","(31.0, 42.0, 37.714285714285715)","(10.0, 13.0, 12.25)"
07-01-2023 14:02:13.468270,"(7.0, 8.8, 8.114285714285714)","(6.0, 6.4, 6.2612903225806456)","(3.1, 3.45, 3.4000000000000004)","(21.0, 26.0, 23.75)","(12.0, 14.0, 13.95)","(41.0, 55.0, 49.5)","(3.8, 5.6, 5.490909090909091)","(31.0, 42.0, 37.714285714285715)","(10.0, 13.0, 12.25)"
