,Magic Avenue,Toofan Raja,Zipping Wesley,Go Forward Herby,Tricky Avenue,Pinned
04-01-2023 14:19:58.861713,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.82, 2.464444444444444)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:19:59.821381,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.82, 2.464444444444444)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:00.979592,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.82, 2.464444444444444)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:02.071943,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.82, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:03.142377,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:04.276818,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:05.336516,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.3866666666666667)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.723076923076923)"
04-01-2023 14:20:06.526412,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.4685714285714284)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 5.64)"
04-01-2023 14:20:07.548365,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.4685714285714284)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 5.4)"
04-01-2023 14:20:08.600185,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.4685714285714284)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 5.4)"
04-01-2023 14:20:09.916385,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.4685714285714284)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 5.4)"
04-01-2023 14:20:10.933326,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.4685714285714284)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 6.6)"
04-01-2023 14:20:11.872695,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.352)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 6.6)"
04-01-2023 14:20:12.884849,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.352)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:13.802248,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.352)","(2.35, 2.8, 2.4545454545454546)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:14.762129,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:15.679845,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 38.0)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:16.651877,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 50.0, 31.875)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:17.612557,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 33.75)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:18.545614,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 33.75)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:19.528319,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 33.75)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:20.487114,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:21.404297,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:22.369872,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:23.298080,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:24.291250,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:25.188889,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:26.019843,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:26.967436,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5377777777777775)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.723076923076923)"
04-01-2023 14:20:27.872134,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5485714285714285)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 5.723076923076923)"
04-01-2023 14:20:28.767238,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5485714285714285)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 5.64)"
04-01-2023 14:20:29.607847,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5485714285714285)","(2.35, 2.54, 2.435)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.0, 5.64)"
04-01-2023 14:20:30.489606,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.76, 2.4614285714285713)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 6.6)"
04-01-2023 14:20:31.433545,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.76, 2.4614285714285713)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 6.6)"
04-01-2023 14:20:32.408696,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.76, 2.4614285714285713)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.133333333333333)"
04-01-2023 14:20:33.370759,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.3866666666666667)","(2.35, 2.76, 2.4614285714285713)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 6.833333333333333)"
04-01-2023 14:20:34.313766,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.76, 2.4614285714285713)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 6.833333333333333)"
04-01-2023 14:20:35.191572,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.48)","(2.35, 2.5, 2.42)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.629411764705883)"
04-01-2023 14:20:36.168253,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.68, 2.515)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 8.0, 5.618181818181818)"
04-01-2023 14:20:37.160447,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.68, 2.515)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:38.124980,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.68, 2.515)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:39.018671,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.68, 2.515)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:40.046619,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.68, 2.515)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:40.951026,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.48)","(2.35, 2.68, 2.5085714285714285)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:41.867394,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.68, 2.5085714285714285)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:42.820037,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.68, 2.5085714285714285)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:43.720809,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.68, 2.5085714285714285)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:44.640742,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.68, 2.5085714285714285)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:45.528567,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.68, 2.5085714285714285)","(19.0, 55.0, 30.272727272727273)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:46.468763,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.3866666666666667)","(2.35, 2.68, 2.44)","(19.0, 55.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:47.410396,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:48.349896,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:49.263716,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:50.207022,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.933333333333334)"
04-01-2023 14:20:51.165270,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 5.4)"
04-01-2023 14:20:52.160371,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5839999999999996)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.2, 5.4)"
04-01-2023 14:20:53.068417,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5839999999999996)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.2, 5.181818181818182)"
04-01-2023 14:20:53.911898,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5839999999999996)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.2, 5.181818181818182)"
04-01-2023 14:20:54.804928,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5839999999999996)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.2, 5.181818181818182)"
04-01-2023 14:20:55.734003,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.5839999999999996)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.2, 5.181818181818182)"
04-01-2023 14:20:56.878152,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.4466666666666668)","(2.35, 2.68, 2.44)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 6.2, 6.6)"
04-01-2023 14:20:58.028477,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.384)","(2.35, 2.68, 2.429411764705882)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 6.6)"
04-01-2023 14:20:58.899498,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.384)","(2.35, 2.66, 2.429411764705882)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 588.8888888888889)","(4.8, 7.8, 7.3)"
04-01-2023 14:20:59.827543,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.66, 2.429411764705882)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.3)"
04-01-2023 14:21:00.765733,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.52)","(2.35, 2.5, 2.42)","(19.0, 50.0, 28.909090909090907)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.3)"
04-01-2023 14:21:01.796228,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.52)","(2.35, 2.5, 2.429411764705882)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.833333333333333)"
04-01-2023 14:21:02.703629,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.296)","(2.35, 2.66, 2.4966666666666666)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.866666666666666)"
04-01-2023 14:21:03.633487,"(5.5, 13.0, 12.32)","(2.5, 3.8, 2.9466666666666668)","(2.35, 2.66, 2.4966666666666666)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.866666666666666)"
04-01-2023 14:21:04.521908,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.3866666666666667)","(2.35, 2.66, 2.4966666666666666)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.833333333333333)"
04-01-2023 14:21:05.467479,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.66, 2.4966666666666666)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.6)"
04-01-2023 14:21:06.669150,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.66, 2.4966666666666666)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.0)"
04-01-2023 14:21:07.579719,"(5.5, 13.0, 12.32)","(2.5, 3.8, 3.312)","(2.35, 2.66, 2.4966666666666666)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.0)"
04-01-2023 14:21:08.577531,"(5.5, 13.0, 12.622222222222222)","(2.5, 3.8, 3.312)","(2.35, 2.66, 2.58)","(19.0, 50.0, 25.11111111111111)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.0)"
04-01-2023 14:21:09.621653,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.312)","(2.35, 2.6, 2.58)","(19.0, 50.0, 31.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.0)"
04-01-2023 14:21:10.671453,"(5.5, 13.0, 12.466666666666667)","(2.5, 3.8, 3.5599999999999996)","(2.35, 2.6, 2.58)","(19.0, 70.0, 31.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.0)"
04-01-2023 14:21:11.653623,"(5.5, 13.0, 12.466666666666667)","(2.5, 3.8, 3.505)","(2.35, 2.6, 2.58)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.283333333333333)"
04-01-2023 14:21:12.582285,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.1333333333333333)","(2.35, 2.6, 2.58)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.283333333333333)"
04-01-2023 14:21:13.893665,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.5199999999999996)","(2.35, 2.6, 2.4752380952380952)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.283333333333333)"
04-01-2023 14:21:14.855987,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.5199999999999996)","(2.35, 2.58, 2.4752380952380952)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.283333333333333)"
04-01-2023 14:21:15.783430,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.5199999999999996)","(2.35, 2.58, 2.482439024390244)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.283333333333333)"
04-01-2023 14:21:16.879540,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.5999999999999996)","(2.35, 2.58, 2.4466666666666668)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.64)"
04-01-2023 14:21:17.872718,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.505)","(2.35, 2.58, 2.4466666666666668)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:18.905380,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.58, 2.4466666666666668)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:20.039250,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.58, 2.4318518518518517)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:20.997869,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.58, 2.4318518518518517)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:21.988908,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.58, 2.4318518518518517)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:23.159341,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:24.286798,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:25.386381,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:26.484367,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:27.591597,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:28.646706,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:29.909401,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 5.64)"
04-01-2023 14:21:30.907504,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:31.830833,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:32.827553,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 65.0, 30.6)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:33.901012,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 55.0, 25.666666666666668)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:34.934996,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 55.0, 25.666666666666668)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:35.991149,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:36.984180,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:37.929551,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:38.953127,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:39.942737,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.604)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.08)"
04-01-2023 14:21:40.948554,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.513333333333333)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.772222222222222)"
04-01-2023 14:21:41.931237,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.513333333333333)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.772222222222222)"
04-01-2023 14:21:42.980758,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.513333333333333)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.607692307692307)"
04-01-2023 14:21:43.922240,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.513333333333333)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.607692307692307)"
04-01-2023 14:21:44.821015,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.513333333333333)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.607692307692307)"
04-01-2023 14:21:45.807143,"(5.5, 13.0, 11.933333333333334)","(2.5, 3.8, 3.513333333333333)","(2.35, 2.5, 2.4)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 6.2, 6.72)"
04-01-2023 14:21:46.785597,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.72)"
