,Shanias Dream,Stylish Ken,Vortex,Irongate,Holiday In Paris,Hazelnut,Stings To Burn,Jonas
15-12-2022 13:35:09.999879,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 11.923529411764704)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:11.034967,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 11.923529411764704)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:12.104478,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 11.923529411764704)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:13.232840,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 11.923529411764704)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:14.367452,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 11.923529411764704)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:15.528857,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.35)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:16.735827,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.35)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:17.873146,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.7)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:18.981761,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.7)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:20.125495,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 11.06)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:21.228199,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:22.344676,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:23.412052,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:24.456773,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:25.529166,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:26.639063,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 9.9)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:27.819689,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 9.9)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:29.025620,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 8.620000000000001)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:30.189536,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 8.620000000000001)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:31.296243,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 8.620000000000001)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:32.415508,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:33.504502,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:34.546463,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:35.602340,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:36.694993,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:37.801511,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:38.946582,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:40.104481,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:41.290420,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 15.787500000000001)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:42.447418,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.128571428571428)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:43.538628,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.6472727272727274)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.788888888888888)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:44.634967,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 29.090909090909093)","(7.0, 13.5, 10.788888888888888)","(10.0, 24.0, 10.86)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:45.670044,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 76.0)","(18.0, 60.0, 31.666666666666664)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 12.350000000000001)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:46.766503,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 86.66666666666667)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 11.266666666666666)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:47.897494,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 86.66666666666667)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:49.049357,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.488888888888889)","(31.0, 220.0, 86.66666666666667)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:50.106566,"(3.0, 5.5, 3.1)","(2.45, 3.2, 2.707692307692308)","(31.0, 220.0, 86.66666666666667)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:51.264653,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 220.0, 86.66666666666667)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:52.331688,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:53.416351,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:54.492373,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:55.554460,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:56.624737,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:57.732101,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:58.847131,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:35:59.948882,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:01.089595,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:02.197959,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:03.218764,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:04.298473,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:05.252223,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:06.272704,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:07.351192,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:08.444625,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:09.508553,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:10.596857,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:11.619430,"(3.0, 5.5, 3.1)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:12.640380,"(3.0, 5.4, 3.8000000000000003)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:13.744404,"(3.0, 5.4, 3.8000000000000003)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 11.833333333333334)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:14.853432,"(3.0, 5.4, 3.8000000000000003)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:15.958855,"(3.0, 5.4, 3.8000000000000003)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:17.135493,"(3.0, 5.4, 4.714285714285714)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:18.178303,"(3.0, 5.4, 4.714285714285714)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:19.226667,"(3.0, 5.4, 4.714285714285714)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:20.311239,"(3.0, 5.4, 4.714285714285714)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:21.414935,"(3.0, 5.4, 4.714285714285714)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.916666666666664)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:22.488534,"(3.0, 5.4, 4.714285714285714)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 17.454545454545453)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:23.576562,"(3.0, 5.3, 3.71875)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:24.652038,"(3.0, 5.3, 3.71875)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:25.749160,"(3.0, 5.2, 4.0)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:26.770523,"(3.0, 5.2, 4.0)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:27.787110,"(3.0, 5.2, 4.0)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:28.906260,"(3.0, 5.2, 4.0)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:30.036967,"(3.0, 5.2, 4.0)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:31.182442,"(3.0, 5.2, 4.0)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:32.364726,"(3.0, 5.3, 4.175)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:33.468069,"(3.0, 5.3, 3.925)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.9)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:34.535220,"(3.0, 5.3, 3.925)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:35.629127,"(3.0, 5.4, 4.48)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:36.728846,"(3.0, 5.4, 4.48)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
15-12-2022 13:36:37.843625,"(3.0, 5.4, 4.48)","(2.45, 3.7, 2.9416666666666664)","(31.0, 260.0, 93.33333333333334)","(18.0, 60.0, 36.388888888888886)","(18.0, 60.0, 40.45454545454545)","(7.0, 13.5, 10.98)","(10.0, 24.0, 12.166666666666668)","(5.0, 10.0, 8.533333333333333)"
