,Rich List,Dawn Ofa New Brew,Roll The Aces,Barkway Dulcie,Famous Three,Shireen,Burrabadine Dancer,Dragon Tattoo Nz,Hes The Judge
06-01-2023 12:12:35.504877,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:36.683131,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:37.860111,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:39.042043,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:40.308176,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:41.488413,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 194.16666666666666)","(101.0, 220.0, 194.16666666666666)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:42.673542,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 194.16666666666666)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:43.880285,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:45.090025,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:46.249909,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:47.361467,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:48.446159,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:49.642232,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:50.968643,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:52.373991,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:53.882912,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:55.399576,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 14.885714285714286)"
06-01-2023 12:12:56.755750,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:58.127898,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:12:59.554255,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:00.971747,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:02.267914,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:03.497351,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:04.706998,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:05.869367,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:07.144452,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:08.678816,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:10.160637,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:11.635108,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:13.111298,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:14.440720,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:15.805795,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:17.017193,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:18.319098,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:19.629936,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:20.935601,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 176.0)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 176.0)","(101.0, 220.0, 176.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:22.234954,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:23.574576,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:24.900960,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:26.229480,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:27.547442,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:28.785102,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:30.011821,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:31.231716,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:32.420099,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:33.638673,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:34.915118,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:36.267737,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:37.620741,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:39.052410,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:40.887038,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:42.650356,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:44.178692,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:45.799255,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:47.230496,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:48.576623,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:49.863403,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:51.268659,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:52.652737,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 191.42857142857144)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:53.844043,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 184.28571428571428)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 184.28571428571428)","(101.0, 220.0, 184.28571428571428)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:55.156697,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 184.28571428571428)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 184.28571428571428)","(101.0, 220.0, 184.28571428571428)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:56.589338,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 184.28571428571428)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 184.28571428571428)","(101.0, 220.0, 184.28571428571428)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:57.819113,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 184.28571428571428)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 184.28571428571428)","(101.0, 220.0, 184.28571428571428)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:13:59.129846,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 184.28571428571428)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 184.28571428571428)","(101.0, 220.0, 184.28571428571428)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:00.436730,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 184.28571428571428)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 184.28571428571428)","(101.0, 220.0, 184.28571428571428)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:01.773107,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:03.094408,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:04.344350,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:05.592843,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:06.829883,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:08.362792,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:09.850885,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:11.129739,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:12.346892,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
06-01-2023 12:14:13.622943,"(10.0, 20.0, 15.760000000000002)","(101.0, 220.0, 123.33333333333334)","(7.0, 13.0, 10.666666666666668)","(101.0, 220.0, 196.15384615384616)","(101.0, 220.0, 123.33333333333334)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 18.333333333333332)","(2.1, 99999, 99990)","(10.0, 23.0, 17.32)"
