,Did You Decide,Chosen Eagle,Dominators Girl,Fanciful Flying,Zewinna,Rockem Baby,Heavens Miracle,Magic Typhoon,Shamzou
07-12-2022 19:23:26.595592,"(3.5, 5.3, 5.119999999999999)","(7.5, 12.0, 10.742857142857144)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.64)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 168.33333333333331)"
07-12-2022 19:23:27.710990,"(3.5, 5.3, 5.119999999999999)","(7.5, 12.0, 10.742857142857144)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.64)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:28.848284,"(3.5, 5.3, 5.119999999999999)","(7.5, 12.0, 10.742857142857144)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.657142857142857)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:30.027467,"(3.5, 5.3, 5.119999999999999)","(7.5, 12.0, 10.742857142857144)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.657142857142857)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:31.164290,"(3.5, 5.3, 5.119999999999999)","(7.5, 12.0, 10.742857142857144)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:32.296291,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:33.583766,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:34.787006,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 168.33333333333331)"
07-12-2022 19:23:36.025748,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:37.334904,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:38.692273,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:40.052296,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:41.414416,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:42.645925,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:43.862658,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:45.127981,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.82)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:46.587834,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.6)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:47.843102,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.6)","(4.6, 5.5, 5.277777777777778)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.177777777777777)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:49.050254,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.366666666666667)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08421052631579)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:50.211586,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.346153846153847)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08421052631579)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:51.392760,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.346153846153847)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08421052631579)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:52.543706,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08421052631579)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:53.723943,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08421052631579)","(51.0, 180.0, 160.0)"
07-12-2022 19:23:54.846014,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08421052631579)","(51.0, 180.0, 168.33333333333331)"
07-12-2022 19:23:55.983149,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08421052631579)","(51.0, 180.0, 168.33333333333331)"
07-12-2022 19:23:57.193818,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.733333333333333)","(7.0, 9.4, 9.08)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:58.569702,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.584615384615384)","(7.0, 9.4, 9.08)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:23:59.812092,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.584615384615384)","(7.0, 9.4, 9.08)","(51.0, 180.0, 160.0)"
07-12-2022 19:24:01.087087,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.584615384615384)","(7.0, 9.4, 9.08)","(51.0, 180.0, 160.0)"
07-12-2022 19:24:02.407816,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.967741935483872)","(3.8, 4.8, 4.575)","(21.0, 32.0, 27.333333333333332)","(7.5, 10.0, 9.584615384615384)","(7.0, 9.4, 9.08)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:24:03.602938,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.5, 10.192307692307693)","(4.6, 5.5, 5.318181818181818)","(13.0, 19.0, 18.394736842105264)","(3.8, 4.8, 4.575)","(21.0, 32.0, 26.333333333333332)","(7.5, 10.0, 9.85)","(7.0, 9.4, 9.08)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:24:04.659302,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.0, 10.16)","(4.6, 5.5, 5.318181818181818)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.575)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 160.0)"
07-12-2022 19:24:05.867202,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.0, 10.16)","(4.6, 5.5, 5.469230769230769)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.575)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 160.0)"
07-12-2022 19:24:07.117942,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.0, 10.16)","(4.6, 5.5, 5.469230769230769)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.575)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:24:08.292299,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.0, 10.16)","(4.6, 5.5, 5.469230769230769)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.575)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 170.58823529411765)"
07-12-2022 19:24:09.438155,"(3.5, 5.3, 5.119999999999999)","(7.5, 11.0, 10.16)","(4.6, 5.5, 5.469230769230769)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.575)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 160.0)"
07-12-2022 19:24:10.645443,"(3.5, 5.4, 5.117647058823529)","(7.5, 11.0, 10.16)","(4.6, 5.5, 5.469230769230769)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.55)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 160.0)"
07-12-2022 19:24:11.832794,"(3.5, 5.4, 5.117647058823529)","(7.5, 11.0, 10.16)","(4.6, 5.5, 5.483333333333333)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.55)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 168.33333333333331)"
07-12-2022 19:24:12.992390,"(3.5, 5.4, 5.116216216216216)","(7.5, 11.0, 10.16)","(4.6, 5.6, 5.525)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.55)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 160.0)"
07-12-2022 19:24:14.160009,"(3.5, 5.4, 5.116216216216216)","(7.5, 11.0, 10.16)","(4.6, 5.6, 5.525)","(13.0, 18.5, 18.394736842105264)","(3.8, 4.8, 4.55)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.0, 9.4, 9.08)","(51.0, 180.0, 172.38095238095238)"
07-12-2022 19:24:15.235352,"(3.6, 5.4, 5.116216216216216)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.525)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.55)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 172.38095238095238)"
07-12-2022 19:24:16.423005,"(3.6, 5.4, 5.116216216216216)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.525)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.55)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:17.600015,"(3.6, 5.4, 5.116216216216216)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.466666666666667)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 168.33333333333331)"
07-12-2022 19:24:18.831211,"(3.6, 5.4, 5.116216216216216)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.539130434782609)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 168.33333333333331)"
07-12-2022 19:24:20.347872,"(3.6, 5.3, 5.199999999999999)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:21.565426,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:22.737942,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:24.156844,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:25.504493,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:26.679725,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:28.116378,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:29.306437,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:30.500676,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:31.661024,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.518518518518519)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:33.005312,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.6909090909090905)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:34.321931,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.628571428571429)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:35.499432,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.6909090909090905)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:36.660281,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.8, 4.551162790697675)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:38.240262,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.591891891891891)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.9, 4.551162790697675)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:39.557942,"(3.6, 5.3, 5.18)","(7.5, 11.0, 10.16)","(4.8, 5.6, 5.592307692307692)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.9, 4.5625)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 171.66666666666669)"
07-12-2022 19:24:40.861774,"(3.6, 5.3, 5.270588235294118)","(8.0, 11.0, 10.16)","(4.8, 5.6, 5.592307692307692)","(14.0, 18.5, 18.394736842105264)","(3.9, 4.9, 4.5625)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:42.271112,"(3.6, 5.3, 5.270588235294118)","(8.0, 11.0, 10.16)","(4.8, 5.6, 5.583333333333333)","(14.0, 18.5, 18.405405405405407)","(3.9, 4.9, 4.551162790697675)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:43.728947,"(3.6, 5.3, 5.292105263157895)","(8.0, 11.0, 10.16)","(4.8, 5.6, 5.583333333333333)","(14.0, 18.5, 18.405405405405407)","(3.9, 4.9, 4.551162790697675)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:44.960503,"(3.6, 5.3, 5.292105263157895)","(8.0, 11.0, 10.16)","(4.8, 5.6, 5.583333333333333)","(14.0, 18.5, 18.454545454545453)","(3.9, 4.9, 4.551162790697675)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:46.227924,"(3.6, 5.3, 5.292105263157895)","(8.0, 11.0, 10.16)","(4.8, 5.6, 5.583333333333333)","(14.0, 18.5, 18.454545454545453)","(3.9, 4.9, 4.551162790697675)","(21.0, 29.0, 26.333333333333332)","(7.5, 10.0, 9.885714285714286)","(7.5, 9.4, 9.08)","(61.0, 180.0, 165.71428571428572)"
07-12-2022 19:24:47.484302,"(3.6, 5.3, 5.264285714285714)","(8.0, 11.0, 10.4)","(4.8, 5.6, 5.583333333333333)","(14.0, 18.5, 20.8125)","(3.9, 4.9, 4.538297872340426)","(21.0, 29.0, 27.5)","(7.5, 10.0, 9.52)","(7.5, 9.4, 9.08)","(61.0, 180.0, 170.58823529411765)"
07-12-2022 19:24:48.693943,"(3.6, 5.3, 5.264285714285714)","(8.0, 11.0, 10.4)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.8125)","(3.9, 4.9, 4.673684210526316)","(21.0, 40.0, 29.125)","(7.5, 10.0, 9.52)","(7.5, 9.4, 9.08)","(61.0, 180.0, 170.58823529411765)"
07-12-2022 19:24:50.079590,"(3.6, 5.3, 5.246666666666666)","(8.0, 11.0, 10.4)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.8125)","(3.9, 4.8, 4.673684210526316)","(21.0, 36.0, 29.125)","(7.5, 10.0, 9.52)","(7.5, 9.4, 9.08)","(61.0, 180.0, 170.58823529411765)"
07-12-2022 19:24:51.311058,"(3.6, 5.3, 5.207692307692308)","(8.0, 11.0, 10.3)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.8125)","(3.9, 4.8, 4.673684210526316)","(21.0, 36.0, 29.5)","(7.5, 10.0, 9.52)","(7.5, 9.4, 9.08)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:52.523700,"(3.6, 5.3, 5.207692307692308)","(8.0, 11.0, 10.466666666666667)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.5)","(3.9, 4.8, 4.673684210526316)","(21.0, 34.0, 31.0)","(7.5, 10.0, 9.446153846153846)","(7.5, 9.4, 9.08)","(61.0, 180.0, 171.76470588235293)"
07-12-2022 19:24:53.725379,"(3.6, 5.3, 5.207692307692308)","(8.0, 11.0, 10.466666666666667)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.5)","(3.9, 4.8, 4.705882352941177)","(21.0, 34.0, 29.272727272727273)","(7.5, 10.0, 9.446153846153846)","(7.5, 9.4, 9.307692307692308)","(61.0, 180.0, 171.76470588235293)"
07-12-2022 19:24:54.922882,"(3.6, 5.3, 5.207692307692308)","(8.0, 11.0, 10.466666666666667)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.5)","(3.9, 4.8, 4.551162790697675)","(21.0, 32.0, 29.272727272727273)","(7.5, 10.0, 9.446153846153846)","(7.5, 9.4, 9.307692307692308)","(61.0, 180.0, 168.33333333333331)"
07-12-2022 19:24:56.059166,"(3.6, 5.3, 5.207692307692308)","(8.0, 11.0, 10.466666666666667)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.5)","(3.9, 4.9, 4.551162790697675)","(21.0, 32.0, 27.0)","(7.5, 10.0, 9.446153846153846)","(7.5, 9.4, 9.246153846153847)","(61.0, 180.0, 160.0)"
07-12-2022 19:24:57.221767,"(3.6, 5.3, 5.207692307692308)","(8.0, 11.0, 10.138461538461538)","(4.8, 5.6, 5.583333333333333)","(14.0, 21.0, 20.5)","(3.9, 4.9, 4.746666666666666)","(21.0, 32.0, 30.0)","(7.5, 10.0, 9.446153846153846)","(7.5, 9.4, 9.246153846153847)","(61.0, 180.0, 162.85714285714286)"
