,Daysan,Vintage Diesel,Kypreos,Jack Duggan,Youthfull,Chappelli,See The Master
14-12-2022 12:33:34.949466,"(10.0, 13.0, 12.846153846153847)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 11.0, 10.2)","(101.0, 450.0, 442.72727272727275)"
14-12-2022 12:33:36.191267,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 450.0, 442.72727272727275)"
14-12-2022 12:33:37.512845,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 450.0, 442.72727272727275)"
14-12-2022 12:33:38.832069,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 450.0, 456.1111111111111)"
14-12-2022 12:33:40.285884,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 460.0, 515.0)"
14-12-2022 12:33:41.644101,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 520.0, 515.0)"
14-12-2022 12:33:42.958960,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 510.0, 491.7543859649123)"
14-12-2022 12:33:44.341376,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.680909090909091)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 510.0, 491.7543859649123)"
14-12-2022 12:33:45.777845,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.680909090909091)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 510.0, 491.7543859649123)"
14-12-2022 12:33:47.400133,"(10.0, 13.5, 12.66)","(31.0, 65.0, 60.4)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.680909090909091)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 510.0, 491.7543859649123)"
14-12-2022 12:33:48.708791,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 510.0, 477.1428571428571)"
14-12-2022 12:33:50.018102,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 490.0, 467.67857142857144)"
14-12-2022 12:33:51.374720,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 480.0, 463.859649122807)"
14-12-2022 12:33:52.646822,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 480.0, 463.859649122807)"
14-12-2022 12:33:53.926425,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 480.0, 463.859649122807)"
14-12-2022 12:33:55.225417,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 480.0, 463.859649122807)"
14-12-2022 12:33:56.461648,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 480.0, 462.0)"
14-12-2022 12:33:57.840066,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 470.0, 458.21428571428567)"
14-12-2022 12:33:59.107223,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 470.0, 442.72727272727275)"
14-12-2022 12:34:00.362461,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 450.0, 439.28571428571433)"
14-12-2022 12:34:01.667147,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.888888888888886)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.7, 2.67375)","(4.4, 5.1, 5.044444444444444)","(7.0, 10.5, 10.2)","(101.0, 450.0, 439.28571428571433)"
14-12-2022 12:34:03.002367,"(10.0, 13.5, 12.66)","(31.0, 65.0, 51.0)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.68, 2.658125)","(4.4, 5.1, 5.044444444444444)","(7.0, 11.0, 9.76)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:04.397428,"(10.0, 13.5, 12.66)","(31.0, 65.0, 59.0)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.68, 2.658125)","(4.4, 5.1, 4.9375)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:05.812497,"(10.0, 13.5, 12.775862068965518)","(31.0, 50.0, 46.142857142857146)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.9375)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:07.189124,"(10.0, 13.5, 12.775862068965518)","(31.0, 50.0, 46.142857142857146)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.9375)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:08.524120,"(10.0, 13.5, 12.775862068965518)","(31.0, 50.0, 46.142857142857146)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.9375)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:09.852039,"(10.0, 13.5, 12.775862068965518)","(31.0, 50.0, 46.142857142857146)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.9375)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:11.325616,"(10.0, 13.5, 12.75)","(31.0, 50.0, 46.142857142857146)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.918947368421053)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:12.657773,"(10.0, 13.5, 12.75)","(31.0, 50.0, 46.142857142857146)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:14.163303,"(10.0, 13.5, 12.75)","(31.0, 50.0, 46.142857142857146)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 429.82142857142856)"
14-12-2022 12:34:15.817916,"(10.0, 13.5, 12.75)","(31.0, 50.0, 48.07142857142857)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 446.2962962962963)"
14-12-2022 12:34:17.424881,"(10.0, 13.5, 12.75)","(31.0, 50.0, 48.07142857142857)","(4.0, 5.0, 4.951612903225806)","(2.15, 2.66, 2.6276190476190475)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:18.985357,"(10.0, 13.5, 12.75)","(31.0, 50.0, 48.07142857142857)","(4.0, 5.0, 4.903225806451613)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:20.632828,"(10.0, 13.5, 12.75)","(31.0, 50.0, 48.07142857142857)","(4.0, 5.0, 4.903225806451613)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:22.220419,"(10.0, 13.5, 12.75)","(31.0, 50.0, 48.07142857142857)","(4.0, 5.0, 4.903225806451613)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:23.487939,"(10.0, 13.5, 12.75)","(31.0, 50.0, 48.07142857142857)","(4.0, 5.0, 4.903225806451613)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:24.696866,"(10.0, 13.5, 12.75)","(31.0, 65.0, 63.0)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:26.111720,"(10.0, 13.5, 12.75)","(31.0, 65.0, 63.0)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:27.572902,"(10.0, 13.5, 12.75)","(31.0, 65.0, 63.0)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:28.970084,"(10.0, 13.5, 12.75)","(31.0, 65.0, 63.0)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 446.2962962962963)"
14-12-2022 12:34:30.335216,"(10.0, 13.5, 12.75)","(31.0, 65.0, 63.0)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.63)","(4.4, 5.0, 4.930508474576271)","(7.0, 11.0, 10.326086956521738)","(101.0, 450.0, 433.0909090909091)"
14-12-2022 12:34:31.778925,"(10.0, 13.5, 12.66)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.6261971830985917)","(4.4, 5.0, 5.044444444444444)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:33.066890,"(10.0, 13.5, 12.66)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.6261971830985917)","(4.4, 5.1, 5.0285714285714285)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:34.588385,"(10.0, 13.5, 12.75)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.88)","(2.15, 2.66, 2.6261971830985917)","(4.4, 5.1, 5.0285714285714285)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:36.012521,"(10.0, 13.5, 12.75)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.815384615384615)","(2.15, 2.66, 2.652888888888889)","(4.4, 5.1, 5.0285714285714285)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:37.331235,"(10.0, 13.5, 12.75)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.815384615384615)","(2.15, 2.66, 2.654074074074074)","(4.4, 5.1, 5.0285714285714285)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:38.696509,"(10.0, 13.5, 12.75)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.815384615384615)","(2.15, 2.66, 2.654074074074074)","(4.4, 5.1, 5.0285714285714285)","(7.0, 11.0, 10.326086956521738)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:39.917957,"(10.0, 13.5, 12.75)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.815384615384615)","(2.15, 2.66, 2.654074074074074)","(4.4, 5.1, 5.01304347826087)","(7.0, 11.0, 10.24390243902439)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:41.193482,"(10.0, 13.5, 13.105263157894736)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.815384615384615)","(2.15, 2.66, 2.654074074074074)","(4.4, 5.1, 5.01304347826087)","(7.0, 11.0, 10.24390243902439)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:42.483034,"(10.0, 13.5, 13.105263157894736)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.811111111111111)","(2.15, 2.66, 2.6345454545454547)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.238095238095237)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:43.765126,"(10.0, 14.0, 12.846153846153847)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.81)","(2.15, 2.64, 2.6334782608695653)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.238095238095237)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:45.029577,"(10.0, 14.0, 13.347826086956522)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.81)","(2.15, 2.64, 2.6334782608695653)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.238095238095237)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:46.336054,"(10.0, 14.0, 13.347826086956522)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.81)","(2.15, 2.64, 2.6334782608695653)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.238095238095237)","(101.0, 440.0, 433.0909090909091)"
14-12-2022 12:34:47.670691,"(10.0, 14.0, 13.347826086956522)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.81)","(2.15, 2.64, 2.6357142857142857)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.238095238095237)","(101.0, 440.0, 515.0)"
14-12-2022 12:34:48.968178,"(10.0, 14.0, 13.347826086956522)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.812903225806451)","(2.15, 2.64, 2.6357142857142857)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.058823529411764)","(101.0, 520.0, 496.07142857142856)"
14-12-2022 12:34:50.355702,"(10.0, 14.0, 13.347826086956522)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.812903225806451)","(2.15, 2.64, 2.6357142857142857)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.058823529411764)","(101.0, 510.0, 491.7543859649123)"
14-12-2022 12:34:51.751231,"(10.0, 14.0, 13.347826086956522)","(31.0, 65.0, 62.900000000000006)","(4.0, 5.0, 4.812903225806451)","(2.15, 2.64, 2.6357142857142857)","(4.4, 5.1, 5.004)","(7.0, 11.0, 10.058823529411764)","(101.0, 510.0, 491.7543859649123)"
14-12-2022 12:34:53.048947,"(10.0, 14.0, 13.347826086956522)","(31.0, 65.0, 62.375)","(4.0, 5.0, 4.828571428571428)","(2.15, 2.64, 2.6171428571428574)","(4.4, 5.1, 4.986666666666666)","(7.0, 11.0, 10.333333333333334)","(101.0, 510.0, 491.7543859649123)"
14-12-2022 12:34:54.398794,"(10.0, 14.0, 13.714285714285714)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6171428571428574)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 510.0, 490.90909090909093)"
14-12-2022 12:34:55.658446,"(10.0, 14.0, 13.714285714285714)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6171428571428574)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 500.0, 481.27272727272725)"
14-12-2022 12:34:56.950866,"(10.0, 14.0, 13.714285714285714)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6156521739130434)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 490.0, 467.67857142857144)"
14-12-2022 12:34:58.128876,"(10.0, 14.0, 13.714285714285714)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6156521739130434)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 480.0, 467.67857142857144)"
14-12-2022 12:34:59.508541,"(10.0, 14.0, 13.714285714285714)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6156521739130434)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 480.0, 467.67857142857144)"
14-12-2022 12:35:01.102110,"(10.0, 14.0, 13.6)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6156521739130434)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 480.0, 467.67857142857144)"
14-12-2022 12:35:02.457004,"(10.0, 14.0, 13.6)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6171830985915494)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 480.0, 448.75)"
14-12-2022 12:35:04.127829,"(10.0, 14.0, 13.6)","(31.0, 65.0, 62.529411764705884)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6171830985915494)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 440.0, 426.6666666666667)"
14-12-2022 12:35:05.596265,"(10.0, 14.0, 13.6)","(31.0, 65.0, 62.529411764705884)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6171830985915494)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 440.0, 391.96428571428567)"
14-12-2022 12:35:06.918894,"(10.0, 14.0, 13.6)","(31.0, 65.0, 62.529411764705884)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6171830985915494)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 400.0, 370.8771929824561)"
14-12-2022 12:35:08.334400,"(10.0, 14.0, 13.576923076923077)","(31.0, 65.0, 62.529411764705884)","(4.0, 4.9, 4.828571428571428)","(2.15, 2.62, 2.6123076923076924)","(4.4, 5.0, 4.986666666666666)","(7.0, 10.5, 10.333333333333334)","(101.0, 380.0, 356.0)"
14-12-2022 12:35:09.676589,"(10.0, 14.0, 13.288461538461538)","(31.0, 65.0, 62.375)","(4.0, 4.9, 4.75)","(2.15, 2.62, 2.62)","(4.4, 5.0, 5.0)","(7.0, 10.5, 10.030303030303031)","(101.0, 360.0, 380.17543859649123)"
14-12-2022 12:35:10.958277,"(10.0, 15.0, 13.738636363636363)","(41.0, 65.0, 62.375)","(4.0, 4.8, 4.642857142857142)","(2.15, 2.66, 2.6504000000000003)","(4.4, 5.1, 4.995652173913044)","(7.5, 11.0, 10.030303030303031)","(101.0, 390.0, 352.280701754386)"
14-12-2022 12:35:12.237717,"(10.0, 15.0, 13.738636363636363)","(41.0, 65.0, 62.375)","(4.0, 4.8, 4.642857142857142)","(2.15, 2.66, 2.6504000000000003)","(4.4, 5.1, 5.02)","(7.5, 11.0, 10.030303030303031)","(101.0, 360.0, 346.3636363636364)"
14-12-2022 12:35:13.562724,"(10.0, 14.5, 13.833333333333334)","(41.0, 65.0, 62.375)","(4.0, 4.8, 4.642857142857142)","(2.15, 2.66, 2.6504000000000003)","(4.4, 5.1, 5.02)","(7.5, 11.0, 10.030303030303031)","(101.0, 350.0, 336.72727272727275)"
14-12-2022 12:35:15.249943,"(10.0, 14.5, 13.714285714285714)","(41.0, 65.0, 62.375)","(4.0, 4.8, 4.78)","(2.15, 2.66, 2.675294117647059)","(4.4, 5.1, 5.314285714285715)","(7.5, 11.0, 9.666666666666668)","(101.0, 340.0, 336.72727272727275)"
14-12-2022 12:35:16.638039,"(10.0, 15.0, 13.714285714285714)","(41.0, 65.0, 62.375)","(4.0, 4.9, 4.571428571428571)","(2.15, 2.68, 2.6024242424242425)","(4.4, 5.4, 5.3591836734693885)","(7.5, 11.0, 9.76)","(101.0, 340.0, 336.72727272727275)"
14-12-2022 12:35:18.034989,"(10.0, 15.0, 14.1)","(41.0, 65.0, 62.66666666666667)","(4.0, 4.8, 4.571428571428571)","(2.15, 2.64, 2.6024242424242425)","(4.4, 5.4, 5.183333333333334)","(7.5, 11.0, 10.0)","(101.0, 340.0, 336.72727272727275)"
14-12-2022 12:35:19.405675,"(10.0, 15.0, 14.27027027027027)","(41.0, 65.0, 62.66666666666667)","(4.0, 4.8, 4.571428571428571)","(2.15, 2.64, 2.6024242424242425)","(4.4, 5.4, 5.183333333333334)","(7.5, 10.5, 10.0)","(101.0, 340.0, 336.72727272727275)"
14-12-2022 12:35:20.740672,"(10.0, 15.0, 14.27027027027027)","(41.0, 65.0, 63.0)","(4.0, 4.7, 4.5200000000000005)","(2.15, 2.64, 2.6025498007968126)","(4.4, 5.4, 5.229508196721311)","(7.5, 10.5, 10.041666666666666)","(101.0, 340.0, 336.72727272727275)"
14-12-2022 12:35:22.025918,"(10.0, 15.0, 14.27027027027027)","(41.0, 65.0, 63.0)","(4.0, 4.7, 4.557142857142857)","(2.15, 2.64, 2.6025498007968126)","(4.4, 5.4, 5.229508196721311)","(7.5, 10.5, 10.15625)","(101.0, 340.0, 336.72727272727275)"
14-12-2022 12:35:23.259468,"(10.0, 15.0, 14.27027027027027)","(41.0, 60.0, 58.476190476190474)","(4.0, 4.7, 4.575)","(2.15, 2.64, 2.6025498007968126)","(4.4, 5.4, 5.229508196721311)","(7.5, 10.5, 9.907692307692308)","(101.0, 340.0, 336.72727272727275)"
14-12-2022 12:35:24.522490,"(10.0, 17.0, 14.631578947368421)","(41.0, 60.0, 58.476190476190474)","(4.0, 4.6, 4.512903225806451)","(2.15, 2.64, 2.6025498007968126)","(4.4, 5.4, 5.229508196721311)","(7.5, 10.0, 9.866666666666667)","(101.0, 340.0, 335.17857142857144)"
14-12-2022 12:35:25.710804,"(10.0, 17.0, 14.631578947368421)","(41.0, 60.0, 58.476190476190474)","(4.0, 4.6, 4.523076923076923)","(2.15, 2.64, 2.6025498007968126)","(4.4, 5.4, 5.229508196721311)","(7.5, 10.0, 9.866666666666667)","(101.0, 340.0, 327.0909090909091)"
14-12-2022 12:35:26.918401,"(10.0, 17.0, 15.055555555555555)","(41.0, 60.0, 58.476190476190474)","(4.0, 4.6, 4.528947368421052)","(2.15, 2.64, 2.6025498007968126)","(4.4, 5.4, 5.229508196721311)","(7.5, 10.0, 9.866666666666667)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:28.209342,"(10.0, 17.0, 15.444444444444445)","(41.0, 60.0, 58.4)","(4.0, 4.5, 4.576923076923077)","(2.15, 2.64, 2.59)","(4.4, 5.4, 5.248543689320388)","(7.5, 10.0, 9.76)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:29.475059,"(10.0, 17.0, 15.133333333333333)","(41.0, 60.0, 58.4)","(4.0, 4.7, 4.456521739130435)","(2.15, 2.64, 2.59)","(4.4, 5.4, 5.248543689320388)","(7.5, 10.0, 9.76)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:30.686527,"(10.0, 17.0, 15.88)","(41.0, 60.0, 58.4)","(4.0, 4.7, 4.456521739130435)","(2.15, 2.64, 2.59)","(4.4, 5.4, 5.248543689320388)","(7.5, 10.0, 9.76)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:31.959740,"(10.0, 17.0, 15.88)","(31.0, 60.0, 58.4)","(4.0, 4.7, 4.381818181818182)","(2.15, 2.64, 2.679009287925697)","(4.4, 5.4, 5.271929824561403)","(7.5, 10.0, 9.55)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:33.195971,"(10.0, 17.0, 16.625)","(31.0, 60.0, 58.4)","(4.0, 4.4, 4.397837837837838)","(2.15, 2.68, 2.71843137254902)","(4.4, 5.3, 5.24)","(7.5, 10.0, 9.7)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:34.373797,"(10.0, 17.5, 17.3)","(31.0, 60.0, 58.4)","(4.0, 4.4, 4.352)","(2.15, 2.72, 2.6980327868852463)","(4.4, 5.4, 5.122916666666667)","(7.5, 10.0, 9.591666666666667)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:35.612823,"(10.0, 15.5, 15.125)","(31.0, 50.0, 47.10344827586207)","(4.0, 4.4, 4.352)","(2.15, 2.7, 2.6980327868852463)","(4.4, 5.2, 5.124444444444444)","(7.5, 9.6, 9.753846153846155)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:37.035019,"(10.0, 15.5, 15.166666666666666)","(31.0, 50.0, 47.29032258064516)","(4.0, 4.4, 4.338095238095238)","(2.15, 2.72, 2.704864864864865)","(4.4, 5.2, 5.155263157894737)","(7.5, 9.8, 9.753846153846155)","(101.0, 330.0, 327.0909090909091)"
14-12-2022 12:35:38.440418,"(10.0, 15.5, 15.166666666666666)","(31.0, 50.0, 47.29032258064516)","(4.0, 4.4, 4.336363636363636)","(2.15, 2.72, 2.704864864864865)","(4.4, 5.2, 5.155263157894737)","(7.5, 9.8, 9.753846153846155)","(101.0, 330.0, 327.0909090909091)"
