,Daysan,Vintage Diesel,Kypreos,Jack Duggan,Youthfull,Chappelli,See The Master
14-12-2022 12:39:11.217179,"(11.0, 22.0, 21.708333333333332)","(31.0, 55.0, 52.529411764705884)","(3.7, 4.4, 4.341666666666667)","(2.3, 2.84, 2.8270588235294114)","(4.4, 4.7, 4.6626666666666665)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:12.277850,"(11.0, 22.0, 20.25)","(31.0, 55.0, 52.529411764705884)","(3.7, 4.4, 4.34)","(2.3, 2.84, 2.8310931174089067)","(4.4, 4.7, 4.6626666666666665)","(7.0, 9.0, 8.963636363636363)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:13.338796,"(11.0, 22.0, 20.25)","(31.0, 55.0, 52.529411764705884)","(3.7, 4.4, 4.34)","(2.3, 2.84, 2.8310931174089067)","(4.4, 4.7, 4.6626666666666665)","(7.0, 9.0, 8.933333333333334)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:14.387023,"(11.0, 21.0, 20.934782608695652)","(31.0, 55.0, 52.42857142857143)","(3.7, 4.4, 4.3965517241379315)","(2.3, 2.84, 2.826742857142857)","(4.4, 4.7, 4.6034482758620685)","(7.0, 9.0, 8.933333333333334)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:15.486011,"(11.0, 21.0, 20.934782608695652)","(31.0, 55.0, 52.42857142857143)","(3.7, 4.4, 4.3965517241379315)","(2.3, 2.84, 2.826742857142857)","(4.4, 4.7, 4.6559055118110235)","(7.0, 9.0, 8.902222222222223)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:16.565724,"(11.0, 22.0, 21.450980392156865)","(31.0, 48.0, 47.578947368421055)","(3.7, 4.5, 4.349122807017544)","(2.3, 2.84, 2.82698224852071)","(4.4, 4.7, 4.6559055118110235)","(7.0, 9.0, 8.902222222222223)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:17.607673,"(11.0, 21.0, 20.275862068965516)","(31.0, 48.0, 47.42857142857143)","(3.7, 4.5, 4.349122807017544)","(2.3, 2.84, 2.82698224852071)","(4.4, 4.7, 4.6559055118110235)","(7.0, 9.0, 8.902222222222223)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:18.698638,"(11.0, 21.0, 20.275862068965516)","(31.0, 48.0, 47.0)","(3.7, 4.5, 4.3589473684210525)","(2.3, 2.84, 2.82698224852071)","(4.4, 4.7, 4.6559055118110235)","(7.0, 9.0, 8.866666666666667)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:19.764912,"(11.0, 19.5, 19.434782608695652)","(31.0, 48.0, 47.0)","(3.7, 4.5, 4.415189873417722)","(2.3, 2.84, 2.824255319148936)","(4.4, 4.6, 4.589320388349514)","(7.0, 9.0, 8.866666666666667)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:20.861732,"(11.0, 19.5, 19.404255319148938)","(31.0, 48.0, 47.0)","(3.7, 4.5, 4.41829268292683)","(2.3, 2.84, 2.823626943005181)","(4.4, 4.6, 4.585416666666666)","(7.0, 9.0, 8.856603773584906)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:21.927650,"(11.0, 21.0, 20.49056603773585)","(31.0, 48.0, 46.857142857142854)","(3.7, 4.5, 4.37)","(2.3, 2.84, 2.824722222222222)","(4.4, 4.7, 4.6300970873786405)","(7.0, 9.0, 8.881081081081081)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:22.921831,"(11.0, 21.0, 20.49056603773585)","(31.0, 48.0, 46.857142857142854)","(3.7, 4.5, 4.37)","(2.3, 2.84, 2.824722222222222)","(4.4, 4.7, 4.624074074074074)","(7.0, 9.0, 8.881081081081081)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:24.016473,"(11.0, 21.0, 20.49056603773585)","(31.0, 48.0, 46.857142857142854)","(3.7, 4.5, 4.37)","(2.3, 2.84, 2.824722222222222)","(4.4, 4.7, 4.624074074074074)","(7.0, 9.0, 8.881081081081081)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:25.070957,"(11.0, 21.0, 20.49056603773585)","(31.0, 48.0, 46.857142857142854)","(3.7, 4.5, 4.37)","(2.3, 2.84, 2.821463414634146)","(4.4, 4.7, 4.598529411764705)","(7.0, 9.0, 9.23529411764706)","(101.0, 340.0, 336.53846153846155)"
14-12-2022 12:39:26.073543,"(11.0, 21.0, 20.454545454545453)","(31.0, 48.0, 46.4)","(3.7, 4.4, 4.390000000000001)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.6, 4.712413793103448)","(7.0, 9.4, 9.023529411764706)","(101.0, 340.0, 336.53846153846155)"
14-12-2022 12:39:27.060142,"(11.0, 21.0, 20.41176470588235)","(31.0, 48.0, 47.05882352941177)","(3.7, 4.4, 4.37037037037037)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712413793103448)","(7.0, 9.2, 9.023529411764706)","(101.0, 340.0, 320.0)"
14-12-2022 12:39:28.153001,"(11.0, 21.0, 20.41176470588235)","(31.0, 55.0, 51.7)","(3.7, 4.4, 4.37037037037037)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712413793103448)","(7.0, 9.2, 9.046153846153846)","(101.0, 340.0, 320.0)"
14-12-2022 12:39:29.350847,"(11.0, 21.0, 20.41176470588235)","(31.0, 55.0, 51.7)","(3.7, 4.4, 4.37037037037037)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712413793103448)","(7.0, 9.2, 9.046153846153846)","(101.0, 340.0, 320.0)"
14-12-2022 12:39:30.514424,"(11.0, 21.0, 19.822222222222223)","(31.0, 55.0, 48.25)","(3.7, 4.4, 4.284962406015038)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712587412587412)","(7.0, 9.2, 9.046153846153846)","(101.0, 340.0, 312.5)"
14-12-2022 12:39:31.698640,"(11.0, 20.0, 19.822222222222223)","(31.0, 55.0, 48.25)","(3.7, 4.3, 4.284962406015038)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712413793103448)","(7.0, 9.2, 9.046153846153846)","(101.0, 330.0, 312.5)"
14-12-2022 12:39:33.026535,"(11.0, 20.0, 19.822222222222223)","(31.0, 55.0, 48.25)","(3.7, 4.3, 4.288439306358382)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712413793103448)","(7.0, 9.2, 9.046153846153846)","(101.0, 330.0, 312.5)"
14-12-2022 12:39:34.188533,"(11.0, 20.0, 19.822222222222223)","(31.0, 55.0, 48.25)","(3.7, 4.3, 4.288439306358382)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712413793103448)","(7.0, 9.2, 9.046153846153846)","(101.0, 330.0, 312.5)"
14-12-2022 12:39:35.570162,"(11.0, 20.0, 19.822222222222223)","(31.0, 55.0, 48.25)","(3.7, 4.3, 4.288439306358382)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.712413793103448)","(7.0, 9.2, 8.941176470588236)","(101.0, 330.0, 312.5)"
14-12-2022 12:39:36.838979,"(11.0, 20.0, 19.822222222222223)","(31.0, 55.0, 48.25)","(3.7, 4.3, 4.288439306358382)","(2.3, 2.84, 2.8158241758241758)","(4.4, 4.8, 4.710843373493976)","(7.0, 9.0, 8.784615384615384)","(101.0, 330.0, 350.0)"
14-12-2022 12:39:37.967786,"(11.0, 20.0, 19.875)","(31.0, 55.0, 49.75)","(3.7, 4.3, 4.288439306358382)","(2.3, 2.84, 2.8254304635761587)","(4.4, 4.8, 4.608974358974359)","(7.0, 9.0, 8.882352941176471)","(101.0, 380.0, 342.5)"
14-12-2022 12:39:39.063297,"(11.0, 21.0, 20.727272727272727)","(31.0, 55.0, 49.75)","(3.7, 4.4, 4.390062111801242)","(2.3, 2.84, 2.8254304635761587)","(4.4, 4.8, 4.608974358974359)","(7.0, 9.0, 8.882352941176471)","(101.0, 370.0, 342.5)"
14-12-2022 12:39:40.204253,"(11.0, 19.0, 18.949152542372882)","(31.0, 55.0, 49.75)","(3.7, 4.4, 4.390062111801242)","(2.3, 2.84, 2.8254304635761587)","(4.4, 4.8, 4.608974358974359)","(7.0, 9.0, 8.882352941176471)","(101.0, 370.0, 440.0)"
14-12-2022 12:39:41.329397,"(11.0, 19.0, 18.973214285714285)","(31.0, 55.0, 49.75)","(3.7, 4.4, 4.390062111801242)","(2.3, 2.84, 2.8287755102040815)","(4.4, 4.8, 4.608974358974359)","(7.0, 9.0, 8.882352941176471)","(101.0, 500.0, 312.5)"
14-12-2022 12:39:42.470867,"(11.0, 19.0, 18.973214285714285)","(31.0, 55.0, 51.5)","(3.7, 4.4, 4.392452830188679)","(2.3, 2.84, 2.8287755102040815)","(4.4, 4.8, 4.6119047619047615)","(7.0, 9.0, 8.882352941176471)","(101.0, 470.0, 307.5)"
14-12-2022 12:39:43.656980,"(11.0, 19.0, 18.973214285714285)","(31.0, 55.0, 51.5)","(3.7, 4.4, 4.396629213483146)","(2.3, 2.84, 2.8287755102040815)","(4.4, 4.7, 4.633928571428571)","(7.0, 9.0, 8.882352941176471)","(101.0, 450.0, 313.3333333333333)"
14-12-2022 12:39:44.814172,"(11.0, 19.0, 18.973214285714285)","(31.0, 55.0, 51.5)","(3.7, 4.5, 4.396629213483146)","(2.3, 2.84, 2.8287755102040815)","(4.4, 4.7, 4.633928571428571)","(7.0, 9.0, 8.882352941176471)","(101.0, 420.0, 310.0)"
14-12-2022 12:39:45.894175,"(11.0, 19.0, 18.966666666666665)","(31.0, 55.0, 51.5)","(3.7, 4.5, 4.396629213483146)","(2.3, 2.84, 2.8287755102040815)","(4.4, 4.7, 4.672413793103448)","(7.0, 9.0, 8.882352941176471)","(101.0, 410.0, 310.0)"
14-12-2022 12:39:46.987611,"(11.0, 19.0, 18.966666666666665)","(31.0, 55.0, 51.5)","(3.7, 4.5, 4.3464285714285715)","(2.3, 2.84, 2.818461538461538)","(4.4, 4.7, 4.6647058823529415)","(7.0, 9.0, 8.784615384615385)","(101.0, 410.0, 306.6666666666667)"
14-12-2022 12:39:48.272356,"(11.0, 19.0, 18.966666666666665)","(31.0, 50.0, 46.8)","(3.7, 4.4, 4.337142857142857)","(2.3, 2.82, 2.818461538461538)","(4.4, 4.7, 4.6647058823529415)","(7.0, 8.8, 8.784615384615385)","(101.0, 400.0, 306.6666666666667)"
14-12-2022 12:39:49.501810,"(11.0, 19.0, 18.966666666666665)","(31.0, 55.0, 53.5)","(3.7, 4.4, 4.337142857142857)","(2.3, 2.82, 2.818461538461538)","(4.4, 4.7, 4.6647058823529415)","(7.0, 8.8, 8.784615384615385)","(101.0, 400.0, 306.6666666666667)"
14-12-2022 12:39:50.587980,"(11.0, 19.0, 18.966666666666665)","(31.0, 55.0, 54.1)","(3.7, 4.4, 4.337142857142857)","(2.3, 2.82, 2.818461538461538)","(4.4, 4.7, 4.6647058823529415)","(7.0, 8.8, 8.784615384615385)","(101.0, 400.0, 330.0)"
14-12-2022 12:39:51.692989,"(11.0, 19.0, 18.966666666666665)","(31.0, 55.0, 54.1)","(3.7, 4.4, 4.337142857142857)","(2.3, 2.82, 2.818461538461538)","(4.4, 4.7, 4.6647058823529415)","(7.0, 8.8, 8.784615384615385)","(101.0, 400.0, 330.0)"
14-12-2022 12:39:52.844898,"(11.0, 19.0, 18.966666666666665)","(31.0, 55.0, 54.1)","(3.7, 4.4, 4.337142857142857)","(2.3, 2.82, 2.818461538461538)","(4.4, 4.7, 4.671428571428572)","(7.0, 8.8, 8.784615384615385)","(101.0, 400.0, 325.0)"
14-12-2022 12:39:53.970077,"(11.0, 19.0, 18.966666666666665)","(31.0, 55.0, 54.1)","(3.7, 4.4, 4.359090909090909)","(2.3, 2.82, 2.7807179487179483)","(4.4, 4.7, 4.632558139534884)","(7.0, 8.8, 8.875)","(101.0, 390.0, 325.0)"
14-12-2022 12:39:55.301133,"(11.0, 19.0, 18.966666666666665)","(31.0, 60.0, 56.0)","(3.7, 4.5, 4.346153846153846)","(2.3, 2.8, 2.7412500000000004)","(4.4, 4.8, 4.635802469135802)","(7.0, 9.0, 8.962962962962964)","(101.0, 390.0, 320.0)"
14-12-2022 12:39:56.629864,"(11.0, 19.0, 18.966666666666665)","(31.0, 60.0, 56.0)","(3.7, 4.5, 4.346153846153846)","(2.3, 2.8, 2.7526315789473688)","(4.4, 4.8, 4.6402010050251254)","(7.0, 9.0, 8.736363636363636)","(101.0, 380.0, 320.0)"
14-12-2022 12:39:57.900075,"(11.0, 21.0, 19.714285714285715)","(31.0, 60.0, 59.06666666666666)","(3.7, 4.3, 4.291616766467066)","(2.3, 2.86, 2.847857142857143)","(4.4, 4.8, 4.6402010050251254)","(7.0, 8.8, 8.740425531914894)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:39:59.107598,"(11.0, 21.0, 19.714285714285715)","(31.0, 60.0, 59.06666666666666)","(3.7, 4.3, 4.291616766467066)","(2.3, 2.86, 2.841111111111111)","(4.4, 4.8, 4.697560975609756)","(7.0, 8.8, 8.861538461538462)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:00.281051,"(11.0, 21.0, 19.90909090909091)","(31.0, 65.0, 52.25)","(3.7, 4.3, 4.299350649350649)","(2.3, 2.86, 2.84125)","(4.4, 4.7, 4.697560975609756)","(7.0, 9.0, 8.861538461538462)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:01.405719,"(11.0, 21.0, 19.90909090909091)","(31.0, 65.0, 52.25)","(3.8, 4.3, 4.275742574257426)","(2.35, 2.86, 2.836923076923077)","(4.2, 4.7, 4.64020618556701)","(7.0, 9.0, 8.861538461538462)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:02.533043,"(11.0, 21.0, 19.90909090909091)","(31.0, 65.0, 57.5625)","(3.8, 4.4, 4.279396984924623)","(2.35, 2.86, 2.824705882352941)","(4.2, 4.8, 4.648205128205128)","(7.0, 9.0, 8.512121212121212)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:03.700099,"(11.0, 21.0, 19.90909090909091)","(31.0, 65.0, 58.73684210526316)","(3.8, 4.3, 4.377011494252874)","(2.35, 2.86, 2.805454545454545)","(4.2, 4.8, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:04.750875,"(11.0, 20.0, 19.2)","(31.0, 55.0, 50.88235294117647)","(3.8, 4.4, 4.380116959064328)","(2.35, 2.86, 2.802028985507246)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:05.900493,"(11.0, 20.0, 19.2)","(31.0, 55.0, 52.5)","(3.8, 4.4, 4.380116959064328)","(2.35, 2.86, 2.802028985507246)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:07.106848,"(11.0, 20.0, 19.384615384615383)","(31.0, 55.0, 65.0)","(3.8, 4.4, 4.379069767441861)","(2.35, 2.86, 2.7824999999999998)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:08.275824,"(11.0, 20.0, 19.428571428571427)","(31.0, 70.0, 65.0)","(3.8, 4.4, 4.379069767441861)","(2.35, 2.84, 2.7824999999999998)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:09.414229,"(11.0, 20.0, 19.428571428571427)","(31.0, 70.0, 69.0625)","(3.8, 4.4, 4.375)","(2.35, 2.84, 2.7824999999999998)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:10.566122,"(11.0, 20.0, 19.428571428571427)","(31.0, 70.0, 69.0625)","(3.8, 4.4, 4.375)","(2.35, 2.84, 2.7824999999999998)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:11.684405,"(11.0, 20.0, 19.428571428571427)","(31.0, 70.0, 69.0625)","(3.8, 4.4, 4.375)","(2.35, 2.84, 2.7824999999999998)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:12.822731,"(11.0, 20.0, 19.428571428571427)","(31.0, 70.0, 69.0625)","(3.8, 4.4, 4.375)","(2.35, 2.84, 2.7824999999999998)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.569777777777778)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:13.971237,"(11.0, 20.0, 19.428571428571427)","(31.0, 70.0, 69.0625)","(3.8, 4.4, 4.377358490566038)","(2.35, 2.84, 2.7824999999999998)","(4.2, 4.7, 4.649122807017544)","(7.0, 8.6, 8.573636363636364)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:15.219918,"(11.0, 20.0, 19.11111111111111)","(31.0, 70.0, 69.0625)","(3.8, 4.4, 4.377483443708609)","(2.35, 2.84, 2.7824999999999998)","(4.2, 4.7, 4.62)","(7.0, 8.6, 8.573636363636364)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:16.482200,"(11.0, 20.0, 19.11111111111111)","(31.0, 70.0, 69.0625)","(3.8, 4.4, 4.377777777777778)","(2.35, 2.84, 2.774222222222222)","(4.2, 4.7, 4.626666666666667)","(7.0, 8.6, 8.561777777777777)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:17.722504,"(11.0, 20.0, 19.11111111111111)","(31.0, 80.0, 77.91666666666667)","(3.8, 4.4, 4.3902097902097905)","(2.35, 2.84, 2.7711627906976743)","(4.2, 4.7, 4.626666666666667)","(7.0, 8.6, 8.561777777777777)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:19.125014,"(11.0, 20.0, 19.11111111111111)","(31.0, 75.0, 61.92307692307692)","(3.8, 4.4, 4.391025641025641)","(2.35, 2.84, 2.7685714285714282)","(4.2, 4.7, 4.6045454545454545)","(7.0, 8.6, 8.566086956521739)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:20.441456,"(11.0, 20.0, 19.11111111111111)","(31.0, 85.0, 65.76923076923077)","(3.8, 4.4, 4.39041095890411)","(2.35, 2.82, 2.7646153846153845)","(4.2, 4.7, 4.64014598540146)","(7.0, 8.6, 8.566086956521739)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:21.773700,"(11.0, 20.0, 19.11111111111111)","(31.0, 80.0, 71.61290322580645)","(3.8, 4.4, 4.3957746478873245)","(2.35, 2.82, 2.7646153846153845)","(4.2, 4.7, 4.64014598540146)","(7.0, 8.6, 8.566812227074236)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:22.898849,"(11.0, 20.0, 19.82608695652174)","(31.0, 75.0, 71.61290322580645)","(3.8, 4.4, 4.3957746478873245)","(2.35, 2.82, 2.7646153846153845)","(4.2, 4.7, 4.6344)","(7.0, 8.6, 8.566812227074236)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:24.136472,"(11.0, 20.0, 19.272727272727273)","(31.0, 75.0, 71.61290322580645)","(3.8, 4.4, 4.4375)","(2.35, 2.82, 2.7646153846153845)","(4.2, 4.7, 4.632283464566929)","(7.0, 8.6, 8.566812227074236)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:25.318594,"(11.0, 20.0, 19.272727272727273)","(31.0, 75.0, 71.11111111111111)","(3.8, 4.5, 4.4375)","(2.35, 2.82, 2.7616216216216216)","(4.2, 4.7, 4.633333333333334)","(7.0, 8.6, 8.566812227074236)","(101.0, 380.0, 353.33333333333337)"
14-12-2022 12:40:26.553708,"(12.0, 20.0, 19.272727272727273)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.440425531914894)","(2.4, 2.82, 2.7616216216216216)","(4.2, 4.7, 4.627586206896551)","(7.0, 8.6, 8.581042654028435)","(101.0, 380.0, 345.55555555555554)"
14-12-2022 12:40:27.697321,"(12.0, 19.5, 19.09375)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.4282051282051285)","(2.4, 2.82, 2.7616216216216216)","(4.2, 4.7, 4.627586206896551)","(7.0, 8.6, 8.524444444444445)","(101.0, 370.0, 345.55555555555554)"
14-12-2022 12:40:28.881629,"(12.0, 19.5, 19.083333333333332)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.82, 2.7616216216216216)","(4.2, 4.7, 4.6286956521739135)","(7.0, 8.6, 8.524444444444445)","(101.0, 370.0, 337.77777777777777)"
14-12-2022 12:40:30.055153,"(12.0, 19.0, 18.96)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.82, 2.7612765957446808)","(4.2, 4.7, 4.6344)","(7.0, 8.6, 8.494915254237288)","(101.0, 360.0, 320.0)"
14-12-2022 12:40:31.245138,"(12.0, 19.5, 19.243589743589745)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.82, 2.7612765957446808)","(4.2, 4.7, 4.624444444444444)","(7.0, 8.6, 8.494915254237288)","(101.0, 360.0, 296.0)"
14-12-2022 12:40:32.452340,"(12.0, 19.5, 19.394736842105264)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.82, 2.7612765957446808)","(4.2, 4.7, 4.617037037037037)","(7.0, 8.6, 8.494915254237288)","(101.0, 320.0, 296.0)"
14-12-2022 12:40:33.624961,"(12.0, 18.5, 18.432692307692307)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.82, 2.7612765957446808)","(4.2, 4.7, 4.617037037037037)","(7.0, 8.6, 8.494915254237288)","(101.0, 320.0, 296.0)"
14-12-2022 12:40:34.867165,"(12.0, 19.5, 19.166666666666668)","(31.0, 75.0, 68.82352941176471)","(3.8, 4.5, 4.442222222222222)","(2.4, 2.82, 2.8072222222222223)","(4.2, 4.7, 4.63)","(7.0, 8.6, 8.494915254237288)","(101.0, 320.0, 296.0)"
14-12-2022 12:40:36.123974,"(12.0, 19.5, 19.404761904761905)","(31.0, 75.0, 66.92307692307692)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.82, 2.8072222222222223)","(4.2, 4.7, 4.611229946524064)","(7.0, 8.6, 8.68695652173913)","(101.0, 320.0, 296.0)"
14-12-2022 12:40:37.324034,"(12.0, 19.5, 19.439393939393938)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.82, 2.82705035971223)","(4.2, 4.7, 4.588571428571428)","(7.0, 8.8, 8.68695652173913)","(101.0, 320.0, 296.0)"
14-12-2022 12:40:38.584127,"(12.0, 19.5, 19.439393939393938)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.84, 2.82705035971223)","(4.2, 4.6, 4.588571428571428)","(7.0, 8.8, 8.68695652173913)","(101.0, 320.0, 326.0)"
14-12-2022 12:40:39.820357,"(12.0, 19.5, 19.439393939393938)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.384745762711864)","(2.4, 2.84, 2.798260869565217)","(4.2, 4.6, 4.588571428571428)","(7.0, 8.8, 8.68695652173913)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:41.034750,"(12.0, 19.5, 19.439393939393938)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.431578947368421)","(2.4, 2.84, 2.8313513513513513)","(4.2, 4.6, 4.595953757225433)","(7.0, 8.8, 8.766666666666667)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:42.273112,"(12.0, 19.5, 19.43103448275862)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.425714285714285)","(2.4, 2.84, 2.8313513513513513)","(4.2, 4.7, 4.595953757225433)","(7.0, 8.8, 8.766666666666667)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:43.656053,"(12.0, 19.5, 19.43103448275862)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.425714285714285)","(2.4, 2.84, 2.8145454545454545)","(4.2, 4.7, 4.601639344262296)","(7.0, 8.8, 8.658823529411766)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:44.884464,"(12.0, 19.5, 19.43103448275862)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.425714285714285)","(2.4, 2.84, 2.8145454545454545)","(4.2, 4.7, 4.601639344262296)","(7.0, 8.8, 8.688372093023256)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:46.155606,"(12.0, 19.5, 19.43103448275862)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.425714285714285)","(2.4, 2.84, 2.7939622641509434)","(4.2, 4.7, 4.600552486187845)","(7.0, 8.8, 8.676923076923078)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:47.376275,"(12.0, 19.5, 19.43103448275862)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.425714285714285)","(2.4, 2.82, 2.7939622641509434)","(4.0, 4.7, 4.600552486187845)","(7.0, 8.8, 8.676923076923078)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:48.619744,"(12.0, 19.5, 19.43103448275862)","(31.0, 75.0, 66.25)","(3.8, 4.5, 4.397777777777778)","(2.4, 2.82, 2.7939622641509434)","(4.0, 4.7, 4.600552486187845)","(7.0, 8.8, 8.676923076923078)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:49.701791,"(12.0, 21.0, 20.605263157894736)","(31.0, 75.0, 67.63157894736842)","(3.8, 4.5, 4.36060606060606)","(2.4, 2.82, 2.7939622641509434)","(4.0, 4.7, 4.600552486187845)","(7.0, 8.8, 8.657142857142858)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:50.833684,"(12.0, 21.0, 20.444444444444443)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.4, 4.338888888888889)","(2.4, 2.84, 2.83125)","(4.0, 4.6, 4.59381443298969)","(7.0, 8.8, 8.657142857142858)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:51.951087,"(12.0, 21.0, 20.5)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.4, 4.338888888888889)","(2.4, 2.84, 2.83125)","(4.0, 4.6, 4.58018018018018)","(7.0, 8.8, 8.657142857142858)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:53.170801,"(12.0, 21.0, 20.5)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.4, 4.363636363636364)","(2.4, 2.84, 2.8266666666666667)","(4.0, 4.6, 4.581651376146788)","(7.0, 8.8, 8.634782608695653)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:54.420761,"(12.0, 21.0, 20.67391304347826)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.4, 4.34375)","(2.4, 2.84, 2.7851063829787233)","(4.0, 4.6, 4.583157894736842)","(7.0, 8.8, 8.71764705882353)","(101.0, 370.0, 326.0)"
14-12-2022 12:40:55.644300,"(12.0, 21.0, 20.67391304347826)","(31.0, 75.0, 68.63636363636364)","(3.8, 4.5, 4.34375)","(2.4, 2.86, 2.7851063829787233)","(4.0, 4.6, 4.587292817679558)","(7.0, 8.8, 8.545945945945947)","(101.0, 370.0, 326.0)"
