,The Whizzer,Remarkable Rock,Twelve Oclock Rock,Bettor Arcade,Ideal Muscle
11-01-2023 15:54:49.235946,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:50.301297,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:51.383917,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:52.397622,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:53.484884,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:54.578814,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:55.584747,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:56.646549,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:57.853224,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:54:59.099973,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:00.208967,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:01.296820,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:02.300844,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:03.299006,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:04.414310,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:05.438855,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:06.436786,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:07.556298,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:08.526150,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:09.536865,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 70.0, 44.75)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:10.524545,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:11.584440,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:12.686102,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:13.818898,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:14.981855,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:16.005532,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:17.158802,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:18.412402,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:19.501998,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:20.542481,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:21.526298,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:22.489393,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:23.489908,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:24.490284,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:25.481128,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:26.468310,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:27.480176,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:28.467578,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:29.519853,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:30.732070,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:31.727437,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:32.896891,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:34.035809,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:35.233606,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:36.405088,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:37.826159,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:38.856796,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 27.083333333333332)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:39.915009,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:41.054613,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:42.083727,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:43.029389,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:43.997607,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:44.984646,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:46.005467,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:46.980459,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:47.945192,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:48.880295,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:49.798897,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:50.795834,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:51.740371,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:52.759732,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:53.890012,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:54.854900,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:55.773310,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:56.790162,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:57.775669,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:58.810794,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:55:59.872100,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:00.863798,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:01.826629,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:02.853974,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:03.741508,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:04.768984,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:05.749763,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:06.608679,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:07.609771,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:08.617128,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:09.729982,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:10.716474,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:11.621155,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:12.644452,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:13.788607,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:14.790213,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:15.990535,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:16.897665,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:17.979811,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:19.195423,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 33.72727272727273)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:20.243909,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 65.0, 38.125)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:21.229713,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 36.25)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:22.191138,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 36.25)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:23.214428,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 36.25)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:24.281497,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 36.25)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:25.350597,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 36.25)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:26.354336,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 36.25)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:27.395491,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 36.25)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:28.482570,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 60.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:29.662784,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:30.868506,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:32.067170,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:33.129213,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:34.250449,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:35.338176,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:36.220947,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:37.313244,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:38.376219,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:39.334326,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:40.347319,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:41.361622,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:42.335590,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 41.8)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:43.370200,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:44.373859,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:45.349508,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:46.402360,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:47.476893,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:48.429869,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:49.317790,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:50.282442,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:51.296606,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:52.210480,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:53.114122,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:54.141808,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:55.022676,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:56.006181,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:56.930164,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:57.817515,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:58.721864,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:56:59.696782,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:57:00.680592,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:57:01.524746,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:57:02.495978,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
11-01-2023 15:57:03.515940,"(7.0, 12.0, 9.5)","(8.5, 15.0, 11.8)","(26.0, 55.0, 31.333333333333336)","(1.95, 2.58, 2.4333333333333336)","(2.3, 3.35, 2.65)"
