,So Daring,The Snuggler,Bringme,Gepard,Hoff His Face,Von Crumb,Maralah,Shapin Power,Valiant Joan,Princess Pollyanna,Pheebles Spirit,Slinkys Star
05-01-2023 13:45:28.404791,"(19.0, 42.0, 35.333333333333336)","(3.8, 4.6, 4.461538461538462)","(81.0, 110.0, 107.85714285714286)","(61.0, 150.0, 110.0)","(61.0, 110.0, 102.5)","(7.5, 9.6, 9.700000000000001)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.1043478260869564)","(5.5, 7.8, 7.685714285714285)","(101.0, 320.0, 280.0)","(11.0, 13.0, 12.652173913043478)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:29.913486,"(19.0, 42.0, 35.333333333333336)","(3.8, 4.6, 4.461538461538462)","(81.0, 110.0, 105.0)","(61.0, 150.0, 128.0)","(61.0, 110.0, 98.0)","(7.5, 9.8, 9.288888888888888)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.1043478260869564)","(5.5, 7.8, 7.35)","(101.0, 320.0, 263.3333333333333)","(11.0, 13.0, 12.652173913043478)","(31.0, 80.0, 62.54545454545455)"
05-01-2023 13:45:31.404723,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.461538461538462)","(81.0, 110.0, 105.0)","(61.0, 150.0, 128.0)","(61.0, 110.0, 112.0)","(7.5, 9.4, 9.288888888888888)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.1043478260869564)","(5.5, 7.8, 7.3090909090909095)","(101.0, 310.0, 270.0)","(11.0, 13.0, 12.652173913043478)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:32.939931,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.461538461538462)","(81.0, 110.0, 105.0)","(61.0, 150.0, 128.0)","(61.0, 130.0, 111.66666666666667)","(7.5, 9.4, 9.288888888888888)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.1043478260869564)","(5.5, 7.8, 7.376470588235294)","(101.0, 300.0, 250.0)","(11.0, 13.0, 12.652173913043478)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:34.436511,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.49090909090909)","(81.0, 110.0, 105.0)","(61.0, 150.0, 120.38461538461539)","(61.0, 120.0, 111.11111111111111)","(7.5, 9.4, 9.288888888888888)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.1043478260869564)","(5.5, 7.8, 7.376470588235294)","(101.0, 300.0, 250.0)","(11.0, 13.0, 12.652173913043478)","(31.0, 80.0, 58.666666666666664)"
05-01-2023 13:45:36.020818,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.461538461538462)","(81.0, 110.0, 102.5)","(61.0, 150.0, 101.875)","(61.0, 120.0, 112.5)","(7.5, 9.4, 9.288888888888888)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.1043478260869564)","(5.5, 7.8, 7.3090909090909095)","(101.0, 300.0, 250.0)","(11.0, 13.0, 12.652173913043478)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:37.453490,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.4799999999999995)","(81.0, 110.0, 102.5)","(61.0, 150.0, 125.71428571428572)","(61.0, 120.0, 112.0)","(7.5, 9.4, 9.288888888888888)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.1043478260869564)","(5.5, 7.8, 7.3090909090909095)","(101.0, 300.0, 250.0)","(11.0, 13.0, 12.652173913043478)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:38.934571,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.4799999999999995)","(81.0, 110.0, 102.5)","(61.0, 140.0, 125.71428571428572)","(61.0, 130.0, 113.33333333333333)","(7.5, 9.4, 9.288888888888888)","(16.0, 18.5, 18.46923076923077)","(2.6, 3.15, 3.125)","(5.5, 7.8, 7.3090909090909095)","(101.0, 300.0, 250.0)","(11.0, 13.0, 10.365384615384615)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:40.295055,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.497142857142856)","(81.0, 110.0, 102.5)","(61.0, 130.0, 118.0)","(61.0, 130.0, 113.33333333333333)","(7.5, 9.4, 9.288888888888888)","(16.0, 18.5, 18.080645161290324)","(2.6, 3.15, 3.1120689655172415)","(5.5, 7.8, 7.384615384615385)","(101.0, 300.0, 250.0)","(11.0, 10.5, 11.142857142857142)","(31.0, 80.0, 58.666666666666664)"
05-01-2023 13:45:41.822680,"(19.0, 38.0, 34.44444444444444)","(3.8, 4.6, 4.466666666666667)","(81.0, 110.0, 102.5)","(61.0, 120.0, 103.07692307692307)","(61.0, 130.0, 113.33333333333333)","(7.5, 9.4, 9.288888888888888)","(16.0, 19.0, 18.080645161290324)","(2.6, 3.2, 3.1014285714285714)","(5.5, 7.8, 7.384615384615385)","(101.0, 300.0, 250.0)","(11.0, 12.0, 11.28)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:43.215209,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.425000000000001)","(81.0, 110.0, 102.5)","(61.0, 110.0, 95.0)","(61.0, 130.0, 113.33333333333333)","(7.5, 9.4, 9.288888888888888)","(16.0, 19.0, 18.080645161290324)","(2.6, 3.2, 3.0949999999999998)","(5.5, 7.8, 7.384615384615385)","(101.0, 300.0, 250.0)","(11.0, 12.0, 11.28)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:44.601357,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.425000000000001)","(81.0, 110.0, 102.5)","(61.0, 110.0, 95.0)","(61.0, 130.0, 113.33333333333333)","(7.5, 9.4, 9.28235294117647)","(16.0, 19.0, 18.080645161290324)","(2.6, 3.2, 3.1014285714285714)","(5.5, 7.8, 7.384615384615385)","(101.0, 300.0, 250.0)","(11.0, 12.0, 11.142857142857142)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:45.955195,"(19.0, 38.0, 34.4)","(3.8, 4.6, 4.428571428571429)","(81.0, 110.0, 96.36363636363636)","(61.0, 110.0, 105.0)","(61.0, 130.0, 113.33333333333333)","(7.5, 9.4, 9.28235294117647)","(16.0, 19.0, 18.080645161290324)","(2.6, 3.2, 3.0613744075829383)","(5.5, 7.8, 7.384615384615385)","(101.0, 300.0, 250.0)","(11.0, 12.0, 11.142857142857142)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:47.337720,"(19.0, 38.0, 34.36363636363637)","(3.8, 4.6, 4.425000000000001)","(81.0, 110.0, 96.36363636363636)","(61.0, 110.0, 105.0)","(71.0, 130.0, 113.33333333333333)","(7.5, 9.4, 9.28235294117647)","(16.0, 19.0, 18.080645161290324)","(2.7, 3.25, 3.064018691588785)","(6.0, 7.8, 7.384615384615385)","(101.0, 300.0, 270.0)","(11.0, 12.0, 11.142857142857142)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:48.763348,"(19.0, 38.0, 34.36363636363637)","(3.8, 4.6, 4.425000000000001)","(81.0, 110.0, 96.36363636363636)","(61.0, 110.0, 105.0)","(71.0, 130.0, 112.0)","(7.5, 9.4, 9.28235294117647)","(16.0, 19.0, 18.080645161290324)","(2.7, 3.25, 3.064018691588785)","(6.0, 7.8, 7.384615384615385)","(101.0, 300.0, 270.0)","(11.0, 12.0, 11.117647058823529)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:50.103345,"(19.0, 38.0, 34.36363636363637)","(3.8, 4.6, 4.428571428571429)","(81.0, 110.0, 96.36363636363636)","(61.0, 110.0, 105.0)","(71.0, 130.0, 112.0)","(7.5, 9.4, 9.28235294117647)","(16.0, 19.5, 19.2)","(2.7, 3.25, 3.069090909090909)","(6.0, 7.8, 7.384615384615385)","(101.0, 400.0, 356.6666666666667)","(11.0, 12.0, 11.117647058823529)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:51.543344,"(19.0, 38.0, 31.77777777777778)","(3.8, 4.6, 4.415384615384616)","(81.0, 110.0, 96.36363636363636)","(61.0, 110.0, 105.0)","(71.0, 130.0, 112.0)","(7.5, 9.4, 9.34)","(16.0, 19.5, 19.2)","(2.7, 3.25, 3.069090909090909)","(6.0, 7.8, 7.384615384615385)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.117647058823529)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:52.922412,"(19.0, 36.0, 34.666666666666664)","(3.8, 4.6, 4.415384615384616)","(81.0, 110.0, 96.36363636363636)","(61.0, 110.0, 95.0)","(71.0, 130.0, 112.0)","(7.5, 9.6, 9.34)","(16.0, 19.5, 19.166666666666668)","(2.7, 3.25, 3.069090909090909)","(6.0, 7.8, 7.384615384615385)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.117647058823529)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:54.276488,"(19.0, 36.0, 33.23076923076923)","(3.8, 4.6, 4.415384615384616)","(81.0, 110.0, 96.36363636363636)","(61.0, 190.0, 126.66666666666667)","(71.0, 130.0, 112.0)","(7.5, 9.6, 9.333333333333332)","(16.0, 19.5, 19.166666666666668)","(2.7, 3.25, 3.069090909090909)","(6.0, 7.8, 7.384615384615385)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.117647058823529)","(31.0, 80.0, 56.0)"
05-01-2023 13:45:55.677692,"(19.0, 36.0, 33.23076923076923)","(3.8, 4.6, 4.413333333333334)","(81.0, 110.0, 96.36363636363636)","(61.0, 160.0, 126.66666666666667)","(71.0, 130.0, 112.0)","(7.5, 9.6, 9.312)","(16.0, 19.5, 19.166666666666668)","(2.7, 3.25, 3.255)","(6.0, 7.8, 7.384615384615385)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.095238095238095)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:57.038122,"(19.0, 36.0, 31.2)","(3.8, 4.6, 4.378947368421052)","(81.0, 110.0, 96.36363636363636)","(61.0, 160.0, 123.33333333333333)","(71.0, 130.0, 111.42857142857143)","(7.5, 9.6, 9.312)","(16.0, 19.5, 19.166666666666668)","(2.7, 3.3, 3.255)","(6.0, 7.8, 7.384615384615385)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.095238095238095)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:58.417869,"(19.0, 36.0, 31.2)","(3.8, 4.6, 4.378947368421052)","(81.0, 110.0, 96.36363636363636)","(61.0, 150.0, 123.33333333333333)","(71.0, 120.0, 111.42857142857143)","(7.5, 9.6, 9.312)","(16.0, 19.5, 19.166666666666668)","(2.7, 3.3, 3.255)","(6.0, 7.8, 7.384615384615385)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.095238095238095)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:45:59.716036,"(19.0, 36.0, 31.2)","(3.8, 4.6, 4.378947368421052)","(81.0, 110.0, 96.36363636363636)","(61.0, 150.0, 125.0)","(71.0, 120.0, 109.28571428571428)","(7.5, 9.6, 9.312)","(16.0, 19.5, 19.3)","(2.7, 3.3, 3.255)","(6.0, 7.8, 7.384615384615385)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.095238095238095)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:46:01.005874,"(19.0, 36.0, 31.2)","(3.8, 4.6, 4.378947368421052)","(81.0, 110.0, 96.36363636363636)","(61.0, 150.0, 125.0)","(71.0, 120.0, 109.28571428571428)","(7.5, 9.6, 9.239999999999998)","(16.0, 19.5, 19.3)","(2.7, 3.3, 3.255)","(6.0, 7.8, 7.523076923076923)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.0, 11.375)","(31.0, 80.0, 57.33333333333333)"
05-01-2023 13:46:02.363195,"(19.0, 36.0, 31.2)","(3.8, 4.6, 4.352941176470588)","(81.0, 110.0, 96.36363636363636)","(61.0, 150.0, 125.0)","(71.0, 120.0, 108.75)","(7.5, 9.6, 9.239999999999998)","(16.0, 19.5, 19.3)","(2.7, 3.3, 3.255)","(6.0, 7.8, 7.523076923076923)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.5, 11.375)","(31.0, 80.0, 56.0)"
05-01-2023 13:46:03.762746,"(19.0, 36.0, 31.5)","(3.8, 4.6, 4.434210526315789)","(81.0, 110.0, 96.36363636363636)","(61.0, 150.0, 125.0)","(71.0, 110.0, 118.88888888888889)","(7.5, 9.6, 9.32)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.2541666666666664)","(6.0, 7.6, 7.300000000000001)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.5, 11.666666666666666)","(31.0, 80.0, 58.666666666666664)"
05-01-2023 13:46:05.087790,"(19.0, 36.0, 34.0)","(3.8, 4.6, 4.421428571428572)","(81.0, 110.0, 96.36363636363636)","(61.0, 150.0, 125.0)","(71.0, 130.0, 107.5)","(7.5, 9.6, 9.299999999999999)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.2541666666666664)","(6.0, 7.4, 7.0476190476190474)","(101.0, 390.0, 356.6666666666667)","(11.0, 12.5, 11.894736842105264)","(31.0, 80.0, 57.5)"
05-01-2023 13:46:06.741630,"(19.0, 36.0, 32.4)","(3.8, 4.6, 4.421428571428572)","(81.0, 110.0, 95.83333333333333)","(61.0, 150.0, 140.0)","(71.0, 120.0, 114.11764705882354)","(7.5, 9.6, 9.299999999999999)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.2541666666666664)","(6.0, 7.2, 6.8307692307692305)","(101.0, 390.0, 354.0)","(11.0, 12.0, 11.274193548387096)","(31.0, 80.0, 56.92307692307692)"
05-01-2023 13:46:08.278541,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.41764705882353)","(81.0, 100.0, 95.83333333333333)","(61.0, 150.0, 142.0)","(71.0, 120.0, 116.0)","(7.5, 9.6, 9.32)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.2541666666666664)","(6.0, 7.2, 6.872727272727273)","(101.0, 390.0, 343.3333333333333)","(11.0, 12.0, 11.511363636363637)","(31.0, 65.0, 56.92307692307692)"
05-01-2023 13:46:09.727072,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.415789473684211)","(81.0, 100.0, 95.83333333333333)","(61.0, 150.0, 142.0)","(71.0, 120.0, 115.38461538461539)","(7.5, 9.6, 9.299999999999999)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.2541666666666664)","(6.0, 7.2, 6.84)","(101.0, 390.0, 343.3333333333333)","(11.0, 12.0, 11.511363636363637)","(31.0, 65.0, 56.42857142857143)"
05-01-2023 13:46:11.191706,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.454166666666667)","(81.0, 100.0, 96.0)","(61.0, 150.0, 135.0)","(71.0, 120.0, 115.38461538461539)","(7.5, 9.6, 9.371428571428572)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.2541666666666664)","(6.0, 7.2, 6.84)","(101.0, 390.0, 360.0)","(10.0, 12.0, 11.522222222222222)","(31.0, 65.0, 56.42857142857143)"
05-01-2023 13:46:12.533064,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.454166666666667)","(81.0, 100.0, 96.0)","(61.0, 150.0, 135.0)","(71.0, 120.0, 115.38461538461539)","(7.5, 9.4, 9.371428571428572)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.27027027027027)","(6.0, 7.2, 6.84)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.522222222222222)","(31.0, 65.0, 56.42857142857143)"
05-01-2023 13:46:14.131034,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.459090909090909)","(81.0, 100.0, 96.0)","(61.0, 150.0, 135.0)","(71.0, 120.0, 115.38461538461539)","(7.5, 9.4, 9.371428571428572)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.27027027027027)","(6.0, 7.2, 6.857142857142857)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.522222222222222)","(31.0, 65.0, 56.42857142857143)"
05-01-2023 13:46:15.644704,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.459090909090909)","(81.0, 100.0, 96.0)","(61.0, 150.0, 135.0)","(71.0, 120.0, 117.72727272727272)","(7.5, 9.4, 9.377142857142857)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.27027027027027)","(6.0, 7.2, 6.728)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.522222222222222)","(31.0, 65.0, 56.42857142857143)"
05-01-2023 13:46:16.978506,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.459090909090909)","(81.0, 100.0, 95.58823529411765)","(61.0, 150.0, 135.0)","(71.0, 130.0, 117.72727272727272)","(7.5, 9.4, 9.377142857142857)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.27027027027027)","(6.0, 7.0, 6.728)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.552631578947368)","(31.0, 65.0, 56.42857142857143)"
05-01-2023 13:46:18.404026,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.459090909090909)","(81.0, 100.0, 95.58823529411765)","(61.0, 150.0, 135.0)","(71.0, 130.0, 117.72727272727272)","(7.5, 9.4, 9.377142857142857)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.27027027027027)","(6.0, 7.0, 6.728)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.552631578947368)","(31.0, 65.0, 62.85714285714286)"
05-01-2023 13:46:19.764886,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.459090909090909)","(81.0, 100.0, 95.58823529411765)","(61.0, 150.0, 135.0)","(71.0, 130.0, 121.66666666666667)","(7.5, 9.4, 9.377142857142857)","(16.0, 19.5, 19.25)","(2.7, 3.3, 3.27027027027027)","(6.0, 7.0, 6.728)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.552631578947368)","(31.0, 65.0, 62.85714285714286)"
05-01-2023 13:46:21.214209,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.6, 4.459090909090909)","(81.0, 100.0, 95.58823529411765)","(61.0, 150.0, 135.0)","(71.0, 130.0, 117.72727272727272)","(7.5, 9.4, 9.247619047619049)","(16.0, 19.5, 20.238095238095237)","(2.7, 3.3, 3.3854748603351954)","(6.0, 7.0, 6.767441860465116)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.645833333333334)","(31.0, 65.0, 62.85714285714286)"
05-01-2023 13:46:22.512388,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.5, 4.428571428571429)","(81.0, 150.0, 106.66666666666666)","(61.0, 150.0, 135.0)","(71.0, 130.0, 117.72727272727272)","(7.5, 9.4, 9.235897435897437)","(16.0, 21.0, 20.238095238095237)","(2.7, 3.4, 3.3944444444444444)","(6.0, 7.0, 6.767441860465116)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.696428571428571)","(31.0, 65.0, 62.85714285714286)"
05-01-2023 13:46:23.986737,"(19.0, 36.0, 35.526315789473685)","(3.8, 4.5, 4.4)","(81.0, 140.0, 106.66666666666666)","(61.0, 150.0, 135.0)","(71.0, 130.0, 117.72727272727272)","(7.5, 9.4, 9.227272727272727)","(16.0, 21.0, 19.72)","(2.7, 3.4, 3.3724409448818897)","(6.0, 7.0, 6.699999999999999)","(101.0, 400.0, 360.0)","(10.0, 12.0, 11.928571428571429)","(31.0, 65.0, 62.85714285714286)"
05-01-2023 13:46:25.456898,"(19.0, 36.0, 33.4)","(3.8, 4.5, 4.6571428571428575)","(81.0, 140.0, 102.5)","(61.0, 150.0, 130.0)","(71.0, 130.0, 110.58823529411765)","(7.5, 9.4, 9.2)","(16.0, 21.0, 19.636363636363637)","(2.7, 3.4, 3.4)","(6.0, 7.0, 6.676470588235294)","(101.0, 400.0, 360.0)","(10.0, 12.5, 11.96938775510204)","(31.0, 65.0, 57.5)"
05-01-2023 13:46:26.764818,"(19.0, 34.0, 33.16279069767442)","(3.8, 4.7, 4.6625000000000005)","(71.0, 140.0, 102.5)","(61.0, 140.0, 142.0)","(71.0, 120.0, 110.58823529411765)","(7.5, 9.4, 9.175609756097561)","(16.0, 20.0, 19.555555555555557)","(2.7, 3.45, 3.327272727272727)","(6.0, 6.8, 6.689230769230769)","(101.0, 400.0, 360.0)","(10.0, 12.5, 11.925925925925926)","(31.0, 65.0, 59.333333333333336)"
05-01-2023 13:46:28.280883,"(19.0, 34.0, 33.16279069767442)","(3.8, 4.7, 4.6625000000000005)","(71.0, 140.0, 102.5)","(61.0, 150.0, 140.0)","(71.0, 120.0, 110.0)","(7.5, 9.4, 9.194594594594594)","(16.0, 20.0, 19.142857142857142)","(2.7, 3.4, 3.2583333333333333)","(6.0, 6.8, 6.669090909090909)","(101.0, 400.0, 360.0)","(10.0, 12.5, 11.925925925925926)","(31.0, 65.0, 55.111111111111114)"
05-01-2023 13:46:29.648440,"(19.0, 34.0, 30.666666666666668)","(3.8, 4.7, 4.6000000000000005)","(71.0, 130.0, 101.42857142857143)","(61.0, 150.0, 140.0)","(71.0, 120.0, 111.42857142857143)","(7.5, 9.4, 9.211764705882354)","(16.0, 20.0, 19.142857142857142)","(2.7, 3.3, 3.2129921259842518)","(6.0, 6.8, 6.726470588235294)","(101.0, 400.0, 360.0)","(10.0, 12.5, 11.925925925925926)","(31.0, 80.0, 55.111111111111114)"
05-01-2023 13:46:31.135498,"(19.0, 34.0, 30.666666666666668)","(3.8, 4.7, 4.64375)","(71.0, 130.0, 105.0)","(61.0, 150.0, 140.0)","(71.0, 120.0, 100.0)","(7.5, 9.4, 9.254545454545454)","(16.0, 20.0, 19.289473684210527)","(2.7, 3.25, 3.213829787234043)","(6.0, 7.0, 6.48)","(101.0, 400.0, 360.0)","(10.0, 12.5, 12.196969696969697)","(31.0, 80.0, 58.125)"
05-01-2023 13:46:32.710513,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.7, 4.637931034482759)","(71.0, 130.0, 105.0)","(61.0, 150.0, 146.66666666666666)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.276923076923078)","(16.0, 21.0, 19.333333333333332)","(2.7, 3.25, 3.206153846153846)","(6.0, 6.8, 6.5)","(101.0, 400.0, 360.0)","(10.0, 12.5, 12.083333333333334)","(31.0, 80.0, 57.6)"
05-01-2023 13:46:34.257637,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.7, 4.664)","(71.0, 130.0, 101.25)","(61.0, 150.0, 147.5)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.276923076923078)","(16.0, 20.0, 19.058823529411764)","(2.7, 3.25, 3.2055555555555557)","(6.0, 6.8, 6.48695652173913)","(101.0, 400.0, 360.0)","(10.0, 12.5, 11.583333333333334)","(31.0, 80.0, 57.6)"
05-01-2023 13:46:35.796551,"(19.0, 34.0, 32.54545454545455)","(3.8, 4.7, 4.664)","(71.0, 120.0, 101.25)","(61.0, 150.0, 147.5)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.276923076923078)","(16.0, 20.0, 19.307692307692307)","(2.7, 3.25, 3.2055555555555557)","(6.0, 6.8, 6.575)","(101.0, 400.0, 360.0)","(10.0, 12.5, 11.732558139534884)","(31.0, 70.0, 55.333333333333336)"
05-01-2023 13:46:37.210112,"(19.0, 34.0, 32.54545454545455)","(3.8, 4.7, 4.664)","(71.0, 120.0, 101.25)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.24)","(16.0, 20.0, 19.307692307692307)","(2.7, 3.25, 3.2055555555555557)","(6.0, 6.8, 6.62)","(101.0, 400.0, 388.57142857142856)","(10.0, 12.5, 11.732558139534884)","(31.0, 70.0, 52.25)"
05-01-2023 13:46:38.658957,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.7, 4.679166666666667)","(71.0, 120.0, 97.5)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.208)","(16.0, 20.0, 19.25)","(2.7, 3.25, 3.2055555555555557)","(6.0, 6.8, 6.62)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 11.631578947368421)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:40.153050,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.7, 4.578494623655914)","(71.0, 110.0, 95.45454545454545)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.25)","(16.0, 20.0, 19.296875)","(2.7, 3.25, 3.2111111111111112)","(6.0, 6.8, 6.694117647058824)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 11.652173913043478)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:41.642136,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.6, 4.542857142857143)","(71.0, 110.0, 95.45454545454545)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.410714285714285)","(2.7, 3.25, 3.2111111111111112)","(6.0, 6.8, 6.727272727272727)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.0, 11.6)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:43.190833,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.6, 4.542857142857143)","(71.0, 110.0, 95.45454545454545)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.410714285714285)","(2.7, 3.25, 3.2111111111111112)","(6.0, 6.8, 6.7384615384615385)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.0, 11.564516129032258)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:44.579084,"(19.0, 34.0, 32.8235294117647)","(3.8, 4.6, 4.542857142857143)","(71.0, 110.0, 95.45454545454545)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.410714285714285)","(2.7, 3.25, 3.2111111111111112)","(6.0, 6.8, 6.7384615384615385)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.0, 11.564516129032258)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:46.060141,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.5, 4.490909090909091)","(71.0, 110.0, 95.71428571428572)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.454545454545453)","(2.7, 3.25, 3.218421052631579)","(6.0, 6.8, 6.718918918918919)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.0, 11.928571428571429)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:47.487857,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.6, 4.528358208955224)","(71.0, 110.0, 95.71428571428572)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.5)","(2.7, 3.3, 3.218421052631579)","(5.5, 6.8, 6.724770642201835)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 11.91025641025641)","(31.0, 65.0, 50.42857142857143)"
05-01-2023 13:46:48.966902,"(19.0, 34.0, 32.333333333333336)","(3.8, 4.6, 4.528358208955224)","(71.0, 110.0, 95.71428571428572)","(61.0, 150.0, 145.0)","(71.0, 120.0, 97.77777777777777)","(7.5, 9.4, 9.285714285714286)","(16.0, 20.0, 19.5)","(2.7, 3.3, 3.202777777777778)","(5.5, 7.0, 6.672131147540983)","(101.0, 400.0, 388.3333333333333)","(10.0, 12.5, 12.055555555555555)","(31.0, 65.0, 57.15384615384615)"
