,Maddys Girl,Andos A Thief,Miss Mel,Cashmere Kaos,Book Of Love,Deep Sapphire,Shes A Sully
04-01-2023 14:29:19.752355,"(14.0, 34.0, 30.916666666666668)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:20.863252,"(14.0, 34.0, 30.916666666666668)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:21.996562,"(14.0, 34.0, 30.916666666666668)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:23.140443,"(14.0, 34.0, 30.916666666666668)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:24.258504,"(14.0, 34.0, 30.916666666666668)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:25.244792,"(14.0, 34.0, 30.916666666666668)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:26.296581,"(14.0, 34.0, 29.5)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:27.402641,"(14.0, 34.0, 29.5)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:28.929729,"(14.0, 34.0, 25.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.0454545454545454)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:30.417796,"(14.0, 34.0, 25.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.3)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.65)"
04-01-2023 14:29:31.549990,"(14.0, 34.0, 25.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:32.622344,"(14.0, 34.0, 28.333333333333336)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:33.746586,"(14.0, 34.0, 28.333333333333336)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:34.928667,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:36.070888,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 275.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 325.0)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:37.214001,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 325.0)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:38.452462,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 325.0)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:39.957168,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 150.0)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 325.0)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:41.278837,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.6333333333333333)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:42.571888,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:43.730212,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:44.959263,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:46.077521,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:47.150001,"(14.0, 34.0, 25.75)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:48.383181,"(14.0, 34.0, 28.666666666666664)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:49.481952,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:50.655481,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:51.919561,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:52.938180,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:54.397965,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 327.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:55.497902,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:56.551710,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:57.677799,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:58.794042,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:29:59.926586,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 148.66666666666669)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:30:01.099036,"(14.0, 34.0, 26.25)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 323.7391304347826)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 580.0, 272.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:30:02.212731,"(14.0, 34.0, 23.666666666666668)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 323.7391304347826)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:30:03.388173,"(14.0, 34.0, 26.5)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 323.7391304347826)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:30:04.499924,"(14.0, 34.0, 26.5)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 323.7391304347826)","(7.5, 15.5, 10.045454545454545)","(2.9, 4.5, 3.1)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.0)"
04-01-2023 14:30:05.543015,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.34, 2.078888888888889)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 11.007692307692306)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.044444444444444)"
04-01-2023 14:30:06.511092,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 11.007692307692306)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.133333333333334)"
04-01-2023 14:30:07.608716,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.18888888888889)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.542857142857143)"
04-01-2023 14:30:08.610179,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.18888888888889)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.542857142857143)"
04-01-2023 14:30:09.610489,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.18888888888889)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.542857142857143)"
04-01-2023 14:30:10.628203,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.18888888888889)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.542857142857143)"
04-01-2023 14:30:11.548244,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.18888888888889)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.542857142857143)"
04-01-2023 14:30:12.475840,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.18888888888889)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.133333333333333)"
04-01-2023 14:30:13.497310,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.18888888888889)","(2.9, 4.5, 3.3461538461538463)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.133333333333333)"
04-01-2023 14:30:14.543413,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 11.253846153846153)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.720000000000001)"
04-01-2023 14:30:15.515651,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 11.253846153846153)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.720000000000001)"
04-01-2023 14:30:16.509517,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.544444444444444)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.720000000000001)"
04-01-2023 14:30:17.439468,"(14.0, 34.0, 24.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.544444444444444)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.720000000000001)"
04-01-2023 14:30:18.419837,"(14.0, 34.0, 27.0)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.544444444444444)","(2.9, 4.5, 3.4230769230769234)","(71.0, 580.0, 322.5)","(5.5, 10.0, 6.720000000000001)"
04-01-2023 14:30:19.382015,"(14.0, 34.0, 27.0)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.544444444444444)","(2.9, 4.5, 3.4230769230769234)","(71.0, 580.0, 322.5)","(5.5, 10.0, 6.720000000000001)"
04-01-2023 14:30:20.384662,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.544444444444444)","(2.9, 4.5, 3.6)","(71.0, 580.0, 322.5)","(5.5, 10.0, 8.222222222222221)"
04-01-2023 14:30:21.421200,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 11.5)","(2.9, 4.5, 3.5)","(71.0, 580.0, 322.5)","(5.5, 10.0, 8.222222222222221)"
04-01-2023 14:30:22.441378,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.899999999999999)","(2.9, 4.5, 3.5)","(71.0, 580.0, 322.5)","(5.5, 10.0, 8.222222222222221)"
04-01-2023 14:30:23.450463,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.899999999999999)","(2.9, 4.5, 3.5)","(71.0, 580.0, 322.5)","(5.5, 10.0, 6.96)"
04-01-2023 14:30:24.406360,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.899999999999999)","(2.9, 4.5, 3.5)","(71.0, 580.0, 272.5)","(5.5, 10.0, 6.96)"
04-01-2023 14:30:25.349769,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.899999999999999)","(2.9, 4.5, 3.5)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.96)"
04-01-2023 14:30:26.228616,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.899999999999999)","(2.9, 4.5, 3.5)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.96)"
04-01-2023 14:30:27.301024,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.899999999999999)","(2.9, 4.5, 3.5)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.96)"
04-01-2023 14:30:28.330723,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 153.33333333333331)","(7.5, 15.5, 9.899999999999999)","(2.9, 4.5, 3.6666666666666665)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.4)"
04-01-2023 14:30:29.434262,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 11.746153846153847)","(2.9, 4.5, 3.6666666666666665)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.4)"
04-01-2023 14:30:30.391894,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 11.746153846153847)","(2.9, 4.5, 3.6666666666666665)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.279999999999999)"
04-01-2023 14:30:31.407850,"(14.0, 34.0, 25.333333333333332)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.255555555555555)","(2.9, 4.5, 3.5769230769230766)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.279999999999999)"
04-01-2023 14:30:32.457558,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.255555555555555)","(2.9, 4.5, 3.5769230769230766)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.279999999999999)"
04-01-2023 14:30:33.461723,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.255555555555555)","(2.9, 4.5, 3.5769230769230766)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.279999999999999)"
04-01-2023 14:30:34.419659,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.255555555555555)","(2.9, 4.5, 3.5769230769230766)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.279999999999999)"
04-01-2023 14:30:35.379158,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.255555555555555)","(2.9, 4.5, 3.5769230769230766)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.577777777777778)"
04-01-2023 14:30:36.276677,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.255555555555555)","(2.9, 4.5, 3.5769230769230766)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.577777777777778)"
04-01-2023 14:30:37.204888,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 11.992307692307692)","(2.9, 4.5, 3.6538461538461537)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.6)"
04-01-2023 14:30:38.149209,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.433333333333334)","(2.9, 4.5, 3.6538461538461537)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.6)"
04-01-2023 14:30:39.102408,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.61111111111111)","(2.9, 4.5, 3.6538461538461537)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.6)"
04-01-2023 14:30:40.059384,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.61111111111111)","(2.9, 4.5, 3.6538461538461537)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.6)"
04-01-2023 14:30:41.000163,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.61111111111111)","(2.9, 4.5, 3.6538461538461537)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.6)"
04-01-2023 14:30:41.913927,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.61111111111111)","(2.9, 4.5, 3.6538461538461537)","(71.0, 480.0, 322.5)","(5.5, 10.0, 7.6)"
04-01-2023 14:30:42.862033,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.61111111111111)","(2.9, 4.5, 3.1)","(71.0, 580.0, 322.5)","(5.5, 10.0, 8.755555555555556)"
04-01-2023 14:30:43.830552,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 10.61111111111111)","(2.9, 4.5, 3.473333333333333)","(71.0, 580.0, 322.5)","(5.5, 10.0, 8.755555555555556)"
04-01-2023 14:30:44.812950,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 12.423076923076923)","(2.9, 4.5, 3.3461538461538463)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.92)"
04-01-2023 14:30:45.817158,"(14.0, 34.0, 31.11111111111111)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 12.423076923076923)","(2.9, 4.5, 3.3461538461538463)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.92)"
04-01-2023 14:30:46.828701,"(14.0, 34.0, 32.166666666666664)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 11.5)","(2.9, 4.5, 3.464285714285714)","(71.0, 580.0, 322.5)","(5.5, 10.0, 7.92)"
04-01-2023 14:30:47.842172,"(14.0, 34.0, 32.42857142857143)","(1.85, 2.32, 2.07)","(51.0, 350.0, 160.0)","(7.5, 15.5, 11.5)","(2.9, 4.5, 3.3846153846153846)","(71.0, 580.0, 272.5)","(5.5, 10.0, 7.92)"
04-01-2023 14:30:48.816064,"(14.0, 34.0, 32.42857142857143)","(1.85, 2.32, 2.07)","(51.0, 350.0, 264.2857142857143)","(7.5, 15.5, 11.5)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 7.92)"
04-01-2023 14:30:49.797278,"(14.0, 34.0, 32.42857142857143)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 11.5)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.933333333333334)"
04-01-2023 14:30:50.767236,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 11.5)","(2.9, 4.5, 3.533333333333333)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.416666666666667)"
04-01-2023 14:30:51.661676,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.533333333333333)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.416666666666667)"
04-01-2023 14:30:52.614686,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.928571428571429)"
04-01-2023 14:30:53.562324,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 6.416666666666667)"
04-01-2023 14:30:54.535397,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.23076923076923)"
04-01-2023 14:30:55.492184,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 10.0, 8.285714285714285)"
04-01-2023 14:30:56.450496,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 9.4, 8.64)"
04-01-2023 14:30:57.397559,"(14.0, 34.0, 32.625)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 9.4, 8.64)"
04-01-2023 14:30:58.302725,"(14.0, 34.0, 32.625)","(1.85, 2.34, 1.9158536585365855)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 11.5)","(2.9, 4.5, 3.4230769230769234)","(71.0, 480.0, 272.5)","(5.5, 9.4, 8.64)"
04-01-2023 14:30:59.253149,"(14.0, 34.0, 32.625)","(1.85, 2.32, 2.07)","(51.0, 350.0, 163.33333333333331)","(7.5, 15.5, 13.038461538461538)","(2.9, 4.5, 3.5)","(71.0, 480.0, 272.5)","(5.5, 9.4, 8.64)"
