,Eight Gifts,Quick Shadow,Nigels Chance,Roma Bella,Redeeming Eight,Midnight Vandal,Pretty Witch
11-01-2023 20:43:26.775479,"(31.0, 220.0, 156.0)","(1.65, 2.22, 1.8075)","(17.0, 65.0, 30.714285714285715)","(5.0, 11.0, 9.033333333333333)","(91.0, 580.0, 495.83333333333337)","(14.0, 44.0, 33.5)","(3.1, 4.7, 4.1)"
11-01-2023 20:43:27.846525,"(31.0, 220.0, 156.0)","(1.65, 2.22, 1.8075)","(17.0, 65.0, 30.714285714285715)","(5.0, 11.0, 9.033333333333333)","(91.0, 580.0, 495.83333333333337)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.5375)"
11-01-2023 20:43:28.809569,"(31.0, 220.0, 156.0)","(1.65, 2.22, 1.8075)","(17.0, 65.0, 30.714285714285715)","(5.0, 11.0, 9.033333333333333)","(91.0, 580.0, 504.16666666666663)","(14.0, 44.0, 33.5)","(3.1, 4.7, 4.1)"
11-01-2023 20:43:29.767930,"(31.0, 220.0, 156.0)","(1.65, 2.56, 1.7470270270270272)","(17.0, 65.0, 30.714285714285715)","(5.0, 11.0, 9.033333333333333)","(91.0, 590.0, 504.16666666666663)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.5375)"
11-01-2023 20:43:30.769634,"(31.0, 220.0, 156.0)","(1.65, 2.56, 1.7470270270270272)","(17.0, 65.0, 30.714285714285715)","(5.0, 11.0, 9.033333333333333)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.5375)"
11-01-2023 20:43:31.811507,"(31.0, 220.0, 156.0)","(1.65, 2.56, 1.7470270270270272)","(17.0, 65.0, 30.714285714285715)","(5.0, 11.0, 9.033333333333333)","(91.0, 590.0, 327.5)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.5375)"
11-01-2023 20:43:32.853463,"(31.0, 220.0, 156.0)","(1.65, 2.52, 1.8156521739130436)","(17.0, 65.0, 30.714285714285715)","(5.0, 11.0, 6.25)","(91.0, 590.0, 327.5)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.5375)"
11-01-2023 20:43:33.903172,"(31.0, 220.0, 156.0)","(1.65, 2.52, 1.8156521739130436)","(17.0, 65.0, 30.714285714285715)","(5.0, 12.0, 9.366666666666667)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.5375)"
11-01-2023 20:43:34.876831,"(31.0, 220.0, 156.0)","(1.65, 2.52, 1.8156521739130436)","(17.0, 65.0, 35.0)","(5.0, 11.5, 9.366666666666667)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.5375)"
11-01-2023 20:43:35.868271,"(31.0, 190.0, 136.0)","(1.65, 2.52, 1.8156521739130436)","(17.0, 65.0, 35.0)","(5.0, 11.5, 9.366666666666667)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.7, 3.6392857142857142)"
11-01-2023 20:43:36.906425,"(31.0, 190.0, 136.0)","(1.65, 2.52, 1.8156521739130436)","(17.0, 65.0, 35.0)","(5.0, 11.5, 7.66)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.7, 4.423529411764706)"
11-01-2023 20:43:37.973365,"(31.0, 190.0, 136.0)","(1.65, 2.5, 2.2485714285714287)","(17.0, 65.0, 35.0)","(5.0, 11.5, 7.66)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.6, 4.6)"
11-01-2023 20:43:39.048056,"(31.0, 190.0, 136.0)","(1.65, 2.54, 1.82)","(17.0, 65.0, 35.0)","(5.0, 11.5, 7.66)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:40.113674,"(31.0, 190.0, 136.0)","(1.65, 2.52, 2.262857142857143)","(17.0, 65.0, 35.0)","(5.0, 11.5, 7.66)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:41.137476,"(31.0, 190.0, 136.0)","(1.65, 2.52, 1.92)","(17.0, 65.0, 35.0)","(5.0, 11.5, 7.66)","(91.0, 590.0, 325.0)","(14.0, 44.0, 33.5)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:42.076442,"(31.0, 190.0, 136.0)","(1.65, 2.5, 2.2485714285714287)","(17.0, 65.0, 35.0)","(5.0, 11.5, 7.66)","(91.0, 590.0, 320.0)","(14.0, 44.0, 33.65384615384615)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:43.160789,"(31.0, 190.0, 151.0)","(1.65, 2.5, 2.2485714285714287)","(17.0, 65.0, 30.09090909090909)","(5.0, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 40.0, 33.65384615384615)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:44.226442,"(31.0, 190.0, 151.0)","(1.65, 2.5, 2.2485714285714287)","(17.0, 65.0, 30.09090909090909)","(5.0, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 40.0, 33.65384615384615)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:45.317638,"(31.0, 190.0, 151.0)","(1.65, 2.56, 2.5453125)","(17.0, 65.0, 30.09090909090909)","(5.0, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 40.0, 33.65384615384615)","(3.1, 4.8, 4.3)"
11-01-2023 20:43:46.399460,"(31.0, 190.0, 151.0)","(1.65, 2.54, 2.183913043478261)","(17.0, 65.0, 30.818181818181817)","(5.0, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 40.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:47.373482,"(31.0, 190.0, 151.0)","(1.65, 2.54, 2.183913043478261)","(17.0, 65.0, 30.818181818181817)","(5.0, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:48.408642,"(41.0, 190.0, 151.0)","(1.65, 2.54, 2.183913043478261)","(17.0, 65.0, 33.666666666666664)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:49.437800,"(41.0, 190.0, 151.0)","(1.65, 2.54, 2.183913043478261)","(17.0, 65.0, 36.14285714285714)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:50.501263,"(41.0, 190.0, 151.0)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:51.596699,"(41.0, 190.0, 151.0)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:52.815986,"(41.0, 190.0, 151.0)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:54.088009,"(41.0, 190.0, 151.0)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:55.185161,"(41.0, 190.0, 151.0)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:56.378506,"(41.0, 230.0, 83.0)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:57.561510,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 30.714285714285715)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:58.807027,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 38.0, 28.75)","(3.1, 4.8, 4.14)"
11-01-2023 20:43:59.890032,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.2241463414634146)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 330.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 4.14)"
11-01-2023 20:44:01.011003,"(41.0, 230.0, 83.0)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 590.0, 478.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 4.14)"
11-01-2023 20:44:02.042698,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 4.14)"
11-01-2023 20:44:03.140632,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 7.66)","(91.0, 580.0, 478.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 4.14)"
11-01-2023 20:44:04.258458,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 478.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 4.14)"
11-01-2023 20:44:05.353931,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 478.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:06.407751,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 478.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:07.497755,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 478.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:08.483351,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 460.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:09.493260,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 980.0, 525.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:10.628398,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 980.0, 525.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:11.827652,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 980.0, 495.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:12.940995,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 495.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:14.068696,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 353.3333333333333)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:15.169872,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 353.3333333333333)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:16.304150,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 353.3333333333333)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:17.452622,"(41.0, 230.0, 83.0)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 580.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:18.560781,"(41.0, 220.0, 173.5)","(1.65, 2.5, 2.107647058823529)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:19.651626,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1267924528301885)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:20.813782,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:21.884370,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:22.931074,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:23.941634,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 32.33333333333333)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:24.984324,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:26.025259,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:27.141351,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 486.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:28.352498,"(41.0, 230.0, 105.28571428571429)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 570.0, 436.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:29.535366,"(41.0, 220.0, 189.33333333333334)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 510.0, 436.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:30.688608,"(41.0, 230.0, 105.28571428571429)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 510.0, 436.66666666666663)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:31.817255,"(41.0, 230.0, 105.28571428571429)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 510.0, 295.0)","(14.0, 32.0, 28.75)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:32.934463,"(41.0, 230.0, 57.2)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 30.09090909090909)","(4.8, 11.5, 6.014285714285714)","(91.0, 510.0, 166.0)","(14.0, 32.0, 19.333333333333332)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:34.025579,"(41.0, 230.0, 57.2)","(1.65, 2.5, 2.1166666666666667)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.014285714285714)","(91.0, 510.0, 166.0)","(14.0, 32.0, 19.333333333333332)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:35.049139,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 166.0)","(14.0, 32.0, 19.333333333333332)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:36.125443,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 166.0)","(14.0, 32.0, 19.333333333333332)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:37.218076,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 166.0)","(14.0, 32.0, 19.333333333333332)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:38.279333,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 166.0)","(14.0, 32.0, 19.333333333333332)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:39.416451,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 166.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:40.491883,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 174.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:41.594443,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 174.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:42.682796,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 22.77777777777778)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 174.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:43.800964,"(41.0, 230.0, 57.2)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 345.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:45.033302,"(41.0, 230.0, 70.0)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 600.0, 345.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:46.444858,"(41.0, 230.0, 70.0)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 600.0, 350.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:48.055096,"(41.0, 230.0, 70.0)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 610.0, 350.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:49.250035,"(41.0, 230.0, 70.0)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 610.0, 302.5)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:50.384227,"(41.0, 230.0, 70.0)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 302.5)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:51.449927,"(41.0, 230.0, 70.0)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 302.5)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:52.470099,"(41.0, 230.0, 70.0)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:53.555590,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:54.712189,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:55.837061,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 25.416666666666668)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:56.979048,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 35.3125)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:58.010881,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 35.625)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:44:59.077106,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:00.214163,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:01.385253,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:02.526699,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:03.663671,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 305.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:04.722516,"(41.0, 230.0, 71.66666666666667)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 310.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:05.822084,"(41.0, 230.0, 73.33333333333333)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 510.0, 360.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:06.917672,"(41.0, 230.0, 73.33333333333333)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 610.0, 360.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:08.056281,"(41.0, 230.0, 73.33333333333333)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 610.0, 360.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
11-01-2023 20:45:09.192972,"(41.0, 230.0, 73.33333333333333)","(1.65, 2.48, 2.4246666666666665)","(17.0, 65.0, 26.25)","(4.8, 11.5, 6.699999999999999)","(91.0, 610.0, 360.0)","(14.0, 32.0, 19.666666666666668)","(3.1, 4.8, 3.7666666666666666)"
