,Homebush Abby,Homebush Classy,Know Stamina,Gotcha Charged,Goldstar Benji,Homebush Gracen,Lucky Luciano,My Idol
09-01-2023 09:03:27.049110,"(4.4, 10.0, 9.48)","(20.0, 80.0, 64.66666666666667)","(6.5, 7.6, 7.566666666666666)","(3.2, 3.9, 3.7333333333333334)","(3.4, 3.9, 3.8347826086956522)","(12.0, 28.0, 19.666666666666668)","(51.0, 400.0, 330.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:28.019930,"(4.4, 10.0, 8.56)","(20.0, 80.0, 64.66666666666667)","(6.5, 7.6, 7.566666666666666)","(3.2, 4.1, 4.0974545454545455)","(3.4, 3.9, 3.8347826086956522)","(12.0, 28.0, 19.666666666666668)","(51.0, 400.0, 330.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:29.040252,"(4.4, 10.0, 9.28)","(20.0, 80.0, 75.81818181818181)","(6.5, 7.6, 7.566666666666666)","(3.2, 4.1, 4.097810218978102)","(3.4, 3.9, 3.775)","(12.0, 28.0, 19.666666666666668)","(51.0, 400.0, 330.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:30.053202,"(4.4, 10.0, 9.28)","(20.0, 80.0, 75.81818181818181)","(6.5, 7.6, 7.566666666666666)","(3.2, 4.1, 4.097810218978102)","(3.4, 3.9, 3.775)","(12.0, 28.0, 19.666666666666668)","(51.0, 400.0, 330.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:31.141367,"(4.4, 10.0, 8.428571428571429)","(20.0, 80.0, 75.81818181818181)","(6.5, 7.6, 7.199999999999999)","(3.2, 4.2, 4.184536082474227)","(3.4, 3.9, 3.775)","(12.0, 28.0, 20.235294117647058)","(51.0, 400.0, 330.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:32.191165,"(4.4, 10.0, 9.45)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.4, 6.9)","(3.2, 4.2, 4.184536082474227)","(3.4, 3.9, 3.775)","(12.0, 27.0, 20.235294117647058)","(51.0, 400.0, 330.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:33.257618,"(4.4, 10.0, 9.083333333333334)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 7.04)","(3.2, 4.2, 4.183082706766918)","(3.4, 3.9, 3.7714285714285714)","(12.0, 27.0, 19.09375)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:34.243473,"(4.4, 10.0, 9.083333333333334)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.183082706766918)","(3.4, 3.9, 3.7714285714285714)","(12.0, 27.0, 17.71153846153846)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:35.239751,"(4.4, 10.0, 9.38888888888889)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.183082706766918)","(3.4, 3.85, 3.8045454545454547)","(12.0, 27.0, 17.71153846153846)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:36.227535,"(4.4, 10.0, 9.285714285714285)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.183082706766918)","(3.4, 3.85, 3.8045454545454547)","(12.0, 27.0, 17.71153846153846)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:37.256750,"(4.4, 10.0, 9.473684210526315)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.183082706766918)","(3.4, 3.85, 3.783333333333333)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:38.306738,"(4.4, 10.0, 8.799999999999999)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.004347826086956)","(3.4, 3.85, 3.783333333333333)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:39.396832,"(4.4, 10.0, 9.345454545454546)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.004347826086956)","(3.4, 3.85, 3.7)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:40.420290,"(4.6, 10.0, 9.345454545454546)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.004347826086956)","(3.4, 3.85, 3.6954545454545453)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:41.481288,"(4.6, 10.0, 9.657142857142857)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.91764705882353)","(3.2, 4.2, 4.2976190476190474)","(3.4, 3.85, 3.7552631578947366)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 298.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:42.557917,"(4.6, 10.0, 9.36)","(20.0, 80.0, 77.80952380952381)","(6.5, 7.2, 6.694339622641509)","(3.2, 4.3, 4.033333333333333)","(3.4, 3.85, 3.7552631578947366)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 284.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:43.568757,"(4.6, 10.0, 9.36)","(20.0, 80.0, 77.80952380952381)","(6.5, 6.8, 6.694339622641509)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.7552631578947366)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 303.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:44.558600,"(4.6, 10.0, 9.542857142857143)","(20.0, 80.0, 77.80952380952381)","(6.5, 6.6, 6.541935483870967)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.7552631578947366)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 303.33333333333337)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:45.582048,"(4.6, 10.0, 9.542857142857143)","(20.0, 80.0, 77.80952380952381)","(6.5, 6.6, 6.533333333333333)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.7552631578947366)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 363.75)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:46.594275,"(4.6, 10.0, 9.542857142857143)","(20.0, 80.0, 77.80952380952381)","(6.5, 6.6, 6.533333333333333)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.747727272727273)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 363.75)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:47.715439,"(4.6, 9.8, 9.2)","(20.0, 80.0, 77.80952380952381)","(6.5, 6.6, 6.533333333333333)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.747727272727273)","(12.0, 27.0, 18.055555555555557)","(51.0, 400.0, 363.75)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:48.724373,"(4.6, 9.8, 9.4)","(20.0, 80.0, 77.80952380952381)","(6.5, 6.6, 6.527586206896552)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.5875)","(12.0, 27.0, 16.916666666666668)","(51.0, 400.0, 363.75)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:49.740003,"(4.6, 9.8, 9.4)","(20.0, 80.0, 65.33333333333333)","(6.5, 6.8, 6.588235294117647)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.5875)","(12.0, 27.0, 19.347826086956523)","(51.0, 400.0, 288.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:50.790172,"(4.6, 9.8, 9.457142857142857)","(20.0, 80.0, 69.0)","(6.5, 6.8, 6.48695652173913)","(3.2, 4.4, 4.033333333333333)","(3.4, 3.85, 3.54375)","(12.0, 27.0, 19.347826086956523)","(51.0, 400.0, 288.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:51.780802,"(4.6, 10.5, 10.183333333333334)","(20.0, 80.0, 69.0)","(6.5, 6.8, 6.48695652173913)","(3.2, 4.4, 4.025)","(3.4, 3.85, 3.54375)","(12.0, 27.0, 19.347826086956523)","(51.0, 400.0, 288.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:52.777121,"(4.6, 11.0, 9.707692307692307)","(20.0, 80.0, 76.85714285714286)","(6.5, 6.8, 6.48695652173913)","(3.2, 4.4, 4.025)","(3.4, 3.8, 3.5473684210526315)","(12.0, 27.0, 19.636363636363637)","(51.0, 400.0, 363.75)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:53.772336,"(4.6, 10.5, 9.74)","(20.0, 80.0, 78.08695652173913)","(6.5, 6.4, 6.292307692307692)","(3.2, 4.4, 4.025)","(3.4, 3.8, 3.526470588235294)","(12.0, 26.0, 19.636363636363637)","(51.0, 400.0, 363.75)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:54.750642,"(4.6, 10.5, 9.866666666666667)","(20.0, 80.0, 78.08695652173913)","(6.5, 6.8, 6.5)","(3.2, 4.4, 4.025)","(3.4, 3.75, 3.607142857142857)","(12.0, 26.0, 19.333333333333332)","(51.0, 400.0, 292.0)","(6.5, 8.4, 7.9625)"
09-01-2023 09:03:55.793030,"(4.6, 10.5, 9.881818181818183)","(20.0, 80.0, 78.08695652173913)","(6.5, 6.8, 6.4)","(3.2, 4.4, 4.025)","(3.4, 3.75, 3.607142857142857)","(12.0, 26.0, 19.304347826086957)","(51.0, 400.0, 310.0)","(6.5, 8.4, 7.8090909090909095)"
09-01-2023 09:03:56.890110,"(4.6, 10.5, 10.046666666666667)","(20.0, 80.0, 78.08695652173913)","(6.5, 6.8, 6.4)","(3.2, 4.4, 4.025)","(3.4, 3.75, 3.5174418604651163)","(12.0, 26.0, 19.304347826086957)","(51.0, 400.0, 310.0)","(6.5, 8.4, 7.8090909090909095)"
09-01-2023 09:03:57.958779,"(4.6, 10.5, 10.046666666666667)","(20.0, 80.0, 78.08695652173913)","(6.5, 6.8, 6.4)","(3.2, 4.4, 4.166666666666667)","(3.4, 3.75, 3.5174418604651163)","(12.0, 26.0, 19.304347826086957)","(51.0, 400.0, 346.0)","(6.5, 8.4, 7.858333333333333)"
09-01-2023 09:03:58.987095,"(4.6, 10.5, 10.046666666666667)","(20.0, 80.0, 78.08695652173913)","(6.5, 6.6, 6.5)","(3.2, 4.3, 4.0777777777777775)","(3.4, 3.75, 3.5174418604651163)","(12.0, 26.0, 19.304347826086957)","(51.0, 400.0, 346.0)","(6.5, 8.4, 7.858333333333333)"
09-01-2023 09:04:00.058345,"(5.0, 10.5, 9.3)","(21.0, 80.0, 78.08695652173913)","(6.5, 6.4, 6.292307692307692)","(3.2, 4.3, 4.125)","(3.3, 3.75, 3.5174418604651163)","(12.0, 26.0, 19.304347826086957)","(51.0, 400.0, 346.0)","(6.5, 8.4, 7.858333333333333)"
09-01-2023 09:04:01.047454,"(5.0, 10.5, 9.3)","(21.0, 80.0, 78.08695652173913)","(6.5, 6.4, 6.342857142857143)","(3.2, 4.2, 4.125)","(3.3, 3.75, 3.5174418604651163)","(12.0, 26.0, 19.304347826086957)","(51.0, 400.0, 376.3636363636364)","(6.5, 8.4, 7.858333333333333)"
09-01-2023 09:04:02.027994,"(5.0, 10.5, 9.3)","(21.0, 80.0, 78.08695652173913)","(6.5, 6.4, 6.342857142857143)","(3.2, 4.2, 4.073684210526316)","(3.3, 3.75, 3.5174418604651163)","(12.0, 26.0, 19.304347826086957)","(51.0, 400.0, 388.1818181818182)","(6.5, 8.4, 7.858333333333333)"
09-01-2023 09:04:03.017904,"(5.0, 10.5, 9.3)","(21.0, 80.0, 78.08695652173913)","(6.5, 6.4, 6.342857142857143)","(3.2, 4.2, 4.166666666666667)","(3.3, 3.5, 3.35)","(12.0, 26.0, 19.318181818181817)","(51.0, 400.0, 388.1818181818182)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:04.040843,"(5.0, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.5, 6.4, 6.342857142857143)","(3.2, 4.2, 4.1854545454545455)","(3.3, 3.5, 3.34375)","(12.0, 26.0, 19.318181818181817)","(51.0, 400.0, 388.1818181818182)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:05.067462,"(5.0, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.5, 6.4, 6.342857142857143)","(3.2, 4.2, 4.1854545454545455)","(3.3, 3.5, 3.34375)","(12.0, 26.0, 19.318181818181817)","(51.0, 400.0, 337.5)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:06.134999,"(5.0, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.5, 6.4, 6.347169811320755)","(3.2, 4.2, 4.196954314720813)","(3.3, 3.5, 3.34375)","(12.0, 26.0, 19.318181818181817)","(51.0, 400.0, 350.0)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:07.171921,"(5.0, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.5, 6.4, 6.347169811320755)","(3.2, 4.2, 4.197972972972973)","(3.3, 3.5, 3.34375)","(12.0, 26.0, 19.318181818181817)","(51.0, 400.0, 386.1111111111111)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:08.219434,"(5.0, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.5, 6.4, 6.347169811320755)","(3.2, 4.2, 4.197972972972973)","(3.3, 3.5, 3.34375)","(12.0, 26.0, 19.318181818181817)","(51.0, 400.0, 391.07142857142856)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:09.233764,"(5.0, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.5, 6.4, 6.347169811320755)","(3.2, 4.2, 4.197972972972973)","(3.3, 3.5, 3.34375)","(12.0, 26.0, 19.318181818181817)","(51.0, 400.0, 390.0)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:10.250605,"(5.5, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.2, 4.197972972972973)","(3.1, 3.5, 3.26875)","(12.0, 26.0, 20.2)","(61.0, 400.0, 390.0)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:11.341024,"(5.5, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.2, 4.197972972972973)","(3.1, 3.5, 3.316666666666667)","(12.0, 25.0, 20.0)","(61.0, 400.0, 390.0)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:12.440811,"(5.5, 10.5, 10.038461538461538)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.2, 4.197972972972973)","(3.1, 3.45, 3.316666666666667)","(12.0, 25.0, 20.0)","(61.0, 400.0, 390.0)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:13.490154,"(5.5, 10.5, 9.710526315789474)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.2, 4.197972972972973)","(3.1, 3.45, 3.316666666666667)","(12.0, 25.0, 20.0)","(61.0, 400.0, 390.0)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:14.557361,"(5.5, 10.5, 9.710526315789474)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.2, 4.197972972972973)","(3.1, 3.45, 3.316666666666667)","(12.0, 25.0, 19.375)","(61.0, 400.0, 390.0)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:15.603448,"(5.5, 10.5, 9.710526315789474)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.4, 4.304)","(3.1, 3.45, 3.35)","(12.0, 25.0, 19.23076923076923)","(61.0, 400.0, 390.38461538461536)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:16.801548,"(5.5, 10.5, 9.710526315789474)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.4, 4.336)","(3.1, 3.45, 3.35)","(12.0, 25.0, 19.23076923076923)","(61.0, 400.0, 390.38461538461536)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:17.920486,"(5.5, 10.5, 9.710526315789474)","(21.0, 80.0, 78.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.4, 4.336)","(3.1, 3.45, 3.35)","(12.0, 25.0, 19.22222222222222)","(61.0, 400.0, 390.38461538461536)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:18.984893,"(5.5, 10.5, 9.880952380952381)","(21.0, 80.0, 59.0)","(6.0, 6.4, 6.347169811320755)","(3.3, 4.4, 4.305882352941177)","(3.1, 3.45, 3.2833333333333337)","(12.0, 25.0, 19.22222222222222)","(61.0, 400.0, 331.8181818181818)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:20.218623,"(5.5, 10.5, 9.880952380952381)","(21.0, 80.0, 69.5)","(6.0, 6.4, 6.3500000000000005)","(3.3, 4.4, 4.276923076923077)","(3.1, 3.45, 3.335714285714286)","(12.0, 25.0, 19.833333333333332)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.4, 7.715789473684211)"
09-01-2023 09:04:21.374204,"(5.5, 10.5, 9.75)","(21.0, 80.0, 77.0)","(6.0, 6.4, 6.3500000000000005)","(3.3, 4.4, 4.276923076923077)","(3.1, 3.45, 3.325)","(12.0, 24.0, 19.25)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.4, 7.640000000000001)"
09-01-2023 09:04:22.437761,"(5.5, 10.5, 9.46875)","(21.0, 80.0, 78.38461538461539)","(6.0, 6.4, 6.3500000000000005)","(3.3, 4.4, 4.276923076923077)","(3.1, 3.45, 3.3666666666666667)","(12.0, 24.0, 19.166666666666668)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:23.496056,"(5.5, 10.5, 9.522222222222222)","(21.0, 80.0, 78.44444444444444)","(6.0, 6.4, 6.3500000000000005)","(3.3, 4.4, 4.305882352941177)","(3.1, 3.45, 3.3666666666666667)","(12.0, 24.0, 19.178571428571427)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:24.578935,"(5.5, 10.5, 9.92142857142857)","(21.0, 80.0, 78.44444444444444)","(6.0, 6.4, 6.3500000000000005)","(3.3, 4.4, 4.305882352941177)","(3.1, 3.45, 3.3444444444444446)","(12.0, 24.0, 19.666666666666668)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:25.673382,"(5.5, 11.0, 10.377777777777778)","(21.0, 80.0, 78.44444444444444)","(6.0, 6.4, 6.3500000000000005)","(3.3, 4.4, 4.305882352941177)","(3.1, 3.45, 3.3007462686567166)","(12.0, 23.0, 19.444444444444443)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:26.755661,"(5.5, 11.0, 10.377777777777778)","(21.0, 80.0, 78.44444444444444)","(6.0, 6.4, 6.342857142857143)","(3.3, 4.4, 4.305882352941177)","(3.1, 3.45, 3.3007462686567166)","(12.0, 23.0, 19.444444444444443)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:27.865218,"(5.5, 11.0, 10.377777777777778)","(21.0, 80.0, 78.44444444444444)","(6.0, 6.4, 6.342857142857143)","(3.3, 4.4, 4.305882352941177)","(3.1, 3.45, 3.2096153846153848)","(12.0, 23.0, 19.444444444444443)","(61.0, 390.0, 331.8181818181818)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:28.958239,"(5.5, 11.0, 10.377777777777778)","(21.0, 80.0, 78.18181818181819)","(6.0, 6.4, 6.33)","(3.3, 4.4, 4.305882352941177)","(3.1, 3.45, 3.2096153846153848)","(12.0, 23.0, 19.210526315789473)","(71.0, 390.0, 341.6666666666667)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:30.062941,"(5.5, 11.0, 10.377777777777778)","(21.0, 80.0, 78.18181818181819)","(6.0, 6.4, 6.33)","(3.3, 4.4, 4.185714285714286)","(3.1, 3.45, 3.2096153846153848)","(12.0, 23.0, 19.137931034482758)","(71.0, 380.0, 341.6666666666667)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:31.265388,"(5.5, 11.0, 10.377777777777778)","(21.0, 80.0, 78.18181818181819)","(6.0, 6.4, 6.33)","(3.3, 4.4, 4.263636363636364)","(3.1, 3.45, 3.2096153846153848)","(12.0, 23.0, 19.137931034482758)","(71.0, 380.0, 350.0)","(6.5, 8.0, 7.6000000000000005)"
09-01-2023 09:04:32.360044,"(5.5, 11.0, 10.377777777777778)","(21.0, 75.0, 70.625)","(6.0, 6.4, 6.33)","(3.3, 4.4, 4.296296296296297)","(3.1, 3.45, 3.2096153846153848)","(12.0, 23.0, 19.14814814814815)","(71.0, 390.0, 350.0)","(6.0, 8.0, 7.541176470588235)"
09-01-2023 09:04:33.427029,"(5.5, 11.0, 10.377777777777778)","(21.0, 75.0, 69.4)","(6.0, 6.4, 6.33)","(3.3, 4.4, 4.055172413793104)","(3.1, 3.45, 3.2096153846153848)","(12.0, 23.0, 19.14814814814815)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.541176470588235)"
09-01-2023 09:04:34.471217,"(5.5, 11.0, 10.766666666666666)","(21.0, 75.0, 48.6)","(6.0, 6.4, 6.33)","(3.3, 4.4, 4.141379310344828)","(3.1, 3.45, 3.2416666666666667)","(12.0, 23.0, 19.181818181818183)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:35.493193,"(5.5, 11.0, 10.766666666666666)","(21.0, 75.0, 66.2)","(6.0, 6.4, 6.33)","(3.3, 4.4, 4.2823529411764705)","(3.1, 3.45, 3.2416666666666667)","(12.0, 23.0, 19.181818181818183)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:36.547293,"(5.5, 11.0, 10.766666666666666)","(21.0, 75.0, 69.72)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.4, 4.280851063829788)","(3.1, 3.45, 3.2116279069767444)","(12.0, 23.0, 19.181818181818183)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:37.645361,"(5.5, 11.0, 10.766666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.3, 4.257142857142857)","(3.1, 3.45, 3.2363636363636363)","(12.0, 23.0, 19.5)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:38.736980,"(5.5, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.3, 4.250632911392405)","(3.1, 3.4, 3.2363636363636363)","(12.0, 22.0, 19.5)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:39.847801,"(5.5, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.3, 4.250632911392405)","(3.1, 3.4, 3.2363636363636363)","(12.0, 22.0, 19.5)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:40.986287,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.3, 4.250632911392405)","(3.1, 3.4, 3.2363636363636363)","(12.0, 22.0, 19.5)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:42.096105,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.3, 4.250632911392405)","(3.1, 3.4, 3.2363636363636363)","(12.0, 22.0, 19.5)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:43.186236,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.3, 4.295522388059702)","(3.1, 3.4, 3.2363636363636363)","(12.0, 22.0, 19.115384615384617)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:44.248910,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.337777777777778)","(3.3, 4.3, 4.295522388059702)","(3.0, 3.4, 3.2363636363636363)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:45.322262,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.266666666666667)","(3.3, 4.3, 4.295522388059702)","(3.0, 3.4, 3.2375000000000003)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:46.310510,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.3, 4.295522388059702)","(3.0, 3.35, 3.2375000000000003)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:47.366929,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.3, 4.245454545454545)","(2.9, 3.35, 3.2375000000000003)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:48.414341,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 76.69565217391305)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.3, 4.245454545454545)","(2.9, 3.35, 3.2375000000000003)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:49.532428,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 72.0)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.3, 4.215492957746479)","(2.9, 3.35, 3.2375000000000003)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:50.624292,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 72.0)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.3, 4.215492957746479)","(2.9, 3.35, 3.2375000000000003)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
09-01-2023 09:04:51.735019,"(6.0, 11.0, 10.066666666666666)","(21.0, 80.0, 72.0)","(6.0, 6.4, 6.333333333333334)","(3.3, 4.3, 4.218918918918919)","(2.9, 3.35, 3.3306451612903225)","(12.0, 22.0, 20.076923076923077)","(71.0, 390.0, 331.8181818181818)","(6.0, 8.0, 7.333333333333333)"
