,Tiffany Twisted,True Character,Austin Dutton,Blazing Bob,Velocity Touched,Lizard,Jimary Everest,Context
12-01-2023 13:37:01.412647,"(51.0, 420.0, 140.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.63)","(9.0, 19.5, 13.666666666666666)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:02.734737,"(51.0, 420.0, 140.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.63)","(9.0, 19.5, 13.666666666666666)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:03.995463,"(51.0, 420.0, 108.88888888888889)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.63)","(9.0, 19.5, 13.666666666666666)","(51.0, 400.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:05.347531,"(51.0, 420.0, 108.88888888888889)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.63)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:06.692703,"(51.0, 420.0, 108.88888888888889)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.63)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:08.005332,"(51.0, 420.0, 108.88888888888889)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.63)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:09.357583,"(51.0, 420.0, 108.88888888888889)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.6542857142857144)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:10.764935,"(51.0, 420.0, 108.88888888888889)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 3.1, 2.6227272727272726)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:12.205109,"(51.0, 420.0, 108.88888888888889)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 3.05, 2.618181818181818)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:13.954372,"(51.0, 420.0, 245.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 3.0, 2.618181818181818)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:15.511041,"(51.0, 420.0, 245.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 3.0, 2.618181818181818)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:16.836087,"(51.0, 420.0, 245.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 3.0, 2.618181818181818)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:18.210591,"(51.0, 420.0, 245.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 3.0, 2.66)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:19.561506,"(51.0, 420.0, 245.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.66)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:20.913098,"(51.0, 420.0, 245.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.66)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:22.216477,"(51.0, 420.0, 245.0)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.66)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:23.992038,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.416666666666666)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.66)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:25.491416,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.833333333333334)","(3.6, 5.7, 4.08125)","(2.4, 2.98, 2.66)","(9.0, 19.5, 13.666666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:26.914394,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.1)","(3.6, 5.7, 4.004166666666666)","(2.4, 2.98, 2.705)","(9.0, 19.5, 13.8)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:28.500806,"(51.0, 420.0, 125.625)","(9.0, 23.0, 15.333333333333334)","(3.6, 5.7, 4.433333333333334)","(2.4, 2.98, 2.6133333333333333)","(9.0, 19.0, 14.5)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:29.881578,"(51.0, 480.0, 272.5)","(9.0, 22.0, 13.833333333333334)","(3.6, 5.6, 4.2875)","(2.4, 2.98, 2.6133333333333333)","(9.0, 18.5, 14.333333333333334)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:31.180854,"(51.0, 470.0, 272.5)","(9.0, 23.0, 13.1)","(3.6, 5.6, 4.2875)","(2.4, 2.98, 2.705)","(9.0, 18.0, 13.416666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:32.516555,"(51.0, 420.0, 247.5)","(9.0, 23.0, 15.333333333333334)","(3.6, 5.6, 4.2875)","(2.4, 2.98, 2.705)","(9.0, 18.0, 13.416666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:33.789233,"(51.0, 420.0, 247.5)","(9.0, 22.0, 13.833333333333334)","(3.6, 5.6, 4.2875)","(2.4, 2.98, 2.705)","(9.0, 18.0, 13.416666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:35.000867,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.833333333333334)","(3.6, 5.6, 4.2875)","(2.4, 2.98, 2.705)","(9.0, 18.0, 13.416666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.566666666666667)"
12-01-2023 13:37:36.310558,"(51.0, 420.0, 247.5)","(9.0, 23.0, 12.6875)","(3.6, 5.6, 4.2875)","(2.4, 2.98, 2.7133333333333334)","(9.0, 18.0, 13.416666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.5384615384615383)"
12-01-2023 13:37:37.680509,"(51.0, 420.0, 247.5)","(9.0, 23.0, 12.6875)","(3.6, 5.6, 4.18)","(2.4, 2.98, 2.645)","(9.0, 18.0, 13.416666666666666)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.5, 3.542105263157895)"
12-01-2023 13:37:38.996451,"(51.0, 420.0, 247.5)","(9.0, 23.0, 12.846153846153847)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 18.0, 13.75)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.3, 3.85)"
12-01-2023 13:37:40.201779,"(51.0, 420.0, 247.5)","(9.0, 23.0, 12.846153846153847)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 20.0, 14.25)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:41.549472,"(51.0, 420.0, 247.5)","(9.0, 23.0, 12.6875)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 14.25)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:42.874578,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.15625)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 14.25)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:44.203772,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.083333333333334)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:45.560889,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.083333333333334)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:46.941940,"(51.0, 420.0, 144.0)","(9.0, 23.0, 13.55)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:48.442924,"(51.0, 430.0, 252.5)","(9.0, 23.0, 13.55)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 490.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:49.711536,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.55)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:50.981540,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.55)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:52.403918,"(51.0, 420.0, 247.5)","(9.0, 23.0, 13.55)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:53.751966,"(51.0, 420.0, 247.5)","(9.0, 23.0, 14.25)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:55.240498,"(51.0, 420.0, 247.5)","(9.0, 23.0, 14.25)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.85)"
12-01-2023 13:37:56.484231,"(51.0, 420.0, 247.5)","(9.0, 23.0, 14.25)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.5636363636363635)"
12-01-2023 13:37:57.671432,"(51.0, 420.0, 247.5)","(9.0, 23.0, 14.25)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.5636363636363635)"
12-01-2023 13:37:58.860335,"(51.0, 420.0, 247.5)","(9.0, 23.0, 14.25)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.5636363636363635)"
12-01-2023 13:38:00.122072,"(51.0, 420.0, 247.5)","(9.0, 23.0, 14.25)","(3.6, 5.5, 4.4)","(2.4, 2.96, 2.645)","(9.0, 19.5, 13.136363636363637)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.5636363636363635)"
12-01-2023 13:38:01.349518,"(51.0, 420.0, 247.5)","(9.0, 23.0, 14.25)","(3.6, 5.5, 4.433333333333334)","(2.4, 2.96, 2.62)","(9.0, 19.5, 17.615384615384617)","(51.0, 400.0, 232.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 4.2, 3.8)"
12-01-2023 13:38:02.546612,"(51.0, 420.0, 247.5)","(9.0, 23.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.94, 2.62)","(9.0, 19.0, 16.763157894736842)","(51.0, 400.0, 113.33333333333334)","(21.0, 70.0, 30.88888888888889)","(3.2, 3.9, 3.81)"
12-01-2023 13:38:03.760479,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.94, 2.62)","(9.0, 18.5, 17.411764705882355)","(51.0, 500.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:04.911734,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.94, 2.6228571428571428)","(9.0, 18.0, 16.5)","(51.0, 490.0, 277.5)","(21.0, 70.0, 30.88888888888889)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:06.149198,"(51.0, 430.0, 252.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.62)","(9.0, 19.5, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:07.462312,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:08.711189,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:09.974363,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:11.261000,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:12.485841,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:13.747151,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:15.006077,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:16.277958,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:17.504335,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:18.724842,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:19.973296,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.62)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:21.203413,"(51.0, 420.0, 247.5)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.8121951219512193)"
12-01-2023 13:38:22.417907,"(51.0, 440.0, 148.0)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.845945945945946)"
12-01-2023 13:38:23.665302,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.845945945945946)"
12-01-2023 13:38:24.989211,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.9, 3.7731707317073173)"
12-01-2023 13:38:26.298415,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.85, 3.794736842105263)"
12-01-2023 13:38:27.512484,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.85, 3.794736842105263)"
12-01-2023 13:38:28.700079,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.85, 3.794736842105263)"
12-01-2023 13:38:29.936233,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.85, 3.794736842105263)"
12-01-2023 13:38:31.135436,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.433333333333334)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 3.85, 3.967857142857143)"
12-01-2023 13:38:32.327944,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.973529411764706)"
12-01-2023 13:38:33.652613,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 277.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.973529411764706)"
12-01-2023 13:38:34.931804,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 490.0, 101.25)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.973529411764706)"
12-01-2023 13:38:36.197230,"(51.0, 440.0, 127.14285714285714)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 500.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:37.591762,"(51.0, 420.0, 124.28571428571428)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:39.128045,"(51.0, 420.0, 124.28571428571428)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:40.504813,"(51.0, 420.0, 124.28571428571428)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:41.830253,"(51.0, 420.0, 124.28571428571428)","(9.0, 24.0, 16.333333333333332)","(3.6, 5.6, 4.141666666666667)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 32.285714285714285)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:43.197601,"(51.0, 420.0, 124.28571428571428)","(9.0, 24.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 232.5)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:44.491587,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:45.693143,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:46.898343,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:48.125261,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:49.336493,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.4, 2.92, 2.618823529411765)","(9.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:50.564311,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
