,Bucks Lodge,Astral Ride,Tricky Strong,Waynes Hope,Motivated Speaker,Brotherfromanother,Ridunculous
06-01-2023 09:28:10.142128,"(5.0, 9.2, 4.933333333333334)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:11.070658,"(5.0, 9.2, 4.933333333333334)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:12.080731,"(5.0, 9.2, 4.933333333333334)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:13.046351,"(5.0, 9.2, 4.933333333333334)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:14.098676,"(5.0, 9.2, 4.933333333333334)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:15.063695,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:16.076725,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:17.068250,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:18.069474,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:19.022850,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:19.999935,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:20.938170,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:21.931802,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:22.888194,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:23.895991,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:24.913386,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:25.916592,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:26.925993,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:27.913497,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:28.873369,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:29.836360,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:30.819751,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:32.045023,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:33.200752,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:34.346021,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:35.489915,"(5.0, 8.8, 6.6000000000000005)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:36.556870,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:37.592314,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:38.624284,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:39.672603,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:40.636851,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:41.633914,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:42.546080,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:43.554936,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:44.576593,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:45.561316,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:46.563118,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:47.483023,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:48.511861,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:49.552336,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:50.542862,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:51.488689,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:52.490221,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:53.479597,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:54.444721,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:55.509153,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:56.555942,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:57.592751,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:58.803226,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:28:59.909196,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:01.074996,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:02.172505,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:03.156216,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:04.179351,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:05.245576,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:06.316212,"(5.0, 8.6, 8.404761904761905)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 23.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:07.341109,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 32.0, 16.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:08.342906,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 38.0, 25.666666666666668)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:09.422239,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 36.0, 25.666666666666668)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:10.403180,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 36.0, 25.666666666666668)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:11.319904,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 36.0, 25.666666666666668)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:12.333307,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 36.0, 25.666666666666668)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:13.340089,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 36.0, 14.25)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:14.320125,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 42.0, 31.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:15.295255,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 44.0, 31.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:16.237240,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 44.0, 31.0)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:17.226604,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 44.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:18.185391,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:19.220071,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:20.180377,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:21.112677,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:22.069641,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:23.016951,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:24.024169,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:24.949087,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 160.0, 108.33333333333333)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:25.877720,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:26.942388,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:27.880442,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:28.807574,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:29.749432,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:30.699797,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:31.641300,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:32.595556,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:33.541133,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:34.478899,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:35.423880,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:36.401954,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:37.316115,"(5.0, 8.6, 6.6)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:38.250578,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:39.176891,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:40.149114,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:41.109886,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:42.115212,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 101.66666666666667)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:43.077377,"(5.0, 8.8, 6.7)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 150.0, 19.5)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:44.086148,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 34.0, 19.5)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:45.069329,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 34.0, 19.5)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:46.101926,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 34.0, 19.5)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:47.125185,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 34.0, 19.5)","(31.0, 230.0, 123.75)"
06-01-2023 09:29:48.074091,"(5.0, 8.6, 6.5)","(1.65, 2.06, 1.935)","(8.0, 19.0, 15.836363636363636)","(13.0, 26.0, 19.36)","(7.0, 18.5, 11.928571428571429)","(12.0, 34.0, 19.5)","(31.0, 230.0, 123.75)"
