,Akatino,Moenave,Breton,Dollar Dollar,Commanders Watch,Divine Purpose,Craiglea Agena
10-01-2023 14:52:28.099686,"(7.0, 9.2, 9.164444444444444)","(11.0, 14.5, 14.414893617021276)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.914634146341463)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.59, 1.5857173913043479)","(11.0, 15.0, 14.765060240963855)"
10-01-2023 14:52:29.280010,"(7.0, 9.2, 9.141379310344828)","(11.0, 14.5, 14.414893617021276)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.902777777777779)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.59, 1.5857905982905984)","(11.0, 15.0, 14.722222222222221)"
10-01-2023 14:52:30.414242,"(7.0, 9.2, 9.119298245614035)","(11.0, 14.5, 14.411111111111111)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.746478873239436)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.59, 1.5942477876106196)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:31.554710,"(7.0, 9.0, 8.97922077922078)","(11.0, 14.5, 14.382352941176471)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.746478873239436)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.6, 1.5941338582677167)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:32.714334,"(7.0, 9.0, 8.977777777777778)","(11.0, 14.5, 14.382352941176471)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.727272727272727)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.6, 1.593991935483871)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:33.861905,"(7.0, 9.0, 8.977777777777778)","(11.0, 14.5, 14.22340425531915)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.727272727272727)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.6, 1.5944394618834081)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:34.927783,"(7.0, 9.2, 9.02909090909091)","(11.0, 14.5, 14.128571428571428)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.727272727272727)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.6, 1.5944394618834081)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:35.930212,"(7.0, 9.0, 8.944)","(11.0, 14.5, 14.128571428571428)","(21.0, 32.0, 30.666666666666668)","(9.0, 12.0, 11.5)","(101.0, 230.0, 214.6153846153846)","(1.45, 1.6, 1.5967908309455587)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:37.024175,"(7.0, 9.0, 8.966666666666667)","(11.0, 14.5, 14.310344827586206)","(21.0, 32.0, 31.243243243243242)","(9.0, 11.5, 11.41044776119403)","(101.0, 230.0, 213.33333333333334)","(1.45, 1.6, 1.5985953177257526)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:38.056531,"(7.0, 9.0, 8.966666666666667)","(11.0, 14.5, 14.346153846153847)","(21.0, 32.0, 31.243243243243242)","(9.0, 11.5, 11.31547619047619)","(101.0, 230.0, 213.33333333333334)","(1.45, 1.6, 1.6008)","(11.0, 15.0, 14.632183908045977)"
10-01-2023 14:52:39.042102,"(7.0, 9.0, 8.966666666666667)","(11.0, 14.5, 14.166666666666666)","(21.0, 32.0, 31.066666666666666)","(9.0, 11.5, 11.31547619047619)","(101.0, 230.0, 213.33333333333334)","(1.45, 1.61, 1.603888888888889)","(11.0, 15.0, 14.607476635514018)"
10-01-2023 14:52:40.154812,"(6.5, 9.0, 8.970967741935484)","(11.0, 14.5, 14.133333333333333)","(21.0, 32.0, 30.695652173913043)","(9.0, 11.5, 11.30625)","(101.0, 230.0, 211.42857142857142)","(1.45, 1.61, 1.60496062992126)","(11.0, 15.0, 14.607476635514018)"
10-01-2023 14:52:41.344773,"(6.5, 8.8, 8.782300884955752)","(11.0, 14.0, 13.767857142857142)","(21.0, 34.0, 32.54054054054054)","(9.0, 11.5, 11.092715231788079)","(101.0, 230.0, 213.33333333333334)","(1.45, 1.61, 1.6074358974358975)","(11.0, 15.0, 14.776785714285714)"
10-01-2023 14:52:42.421735,"(7.0, 9.0, 8.892307692307693)","(11.0, 14.0, 13.767857142857142)","(21.0, 34.0, 32.54054054054054)","(9.0, 11.5, 11.092715231788079)","(101.0, 230.0, 213.33333333333334)","(1.45, 1.61, 1.6052777777777778)","(11.0, 15.0, 14.776785714285714)"
10-01-2023 14:52:43.433719,"(6.5, 9.0, 8.847826086956522)","(11.0, 14.0, 13.767857142857142)","(21.0, 34.0, 32.25806451612903)","(9.0, 11.5, 11.092715231788079)","(101.0, 230.0, 213.33333333333334)","(1.45, 1.61, 1.6052777777777778)","(11.0, 15.0, 14.71830985915493)"
10-01-2023 14:52:44.491684,"(6.5, 9.0, 8.847826086956522)","(11.0, 14.0, 13.796875)","(21.0, 34.0, 32.89795918367347)","(9.0, 11.5, 11.092715231788079)","(101.0, 230.0, 213.33333333333334)","(1.45, 1.61, 1.6051977401129944)","(11.0, 15.0, 14.71830985915493)"
10-01-2023 14:52:45.586531,"(6.5, 9.0, 8.847826086956522)","(11.0, 14.0, 13.796875)","(21.0, 34.0, 32.89795918367347)","(9.0, 11.5, 10.901734104046243)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6166459627329193)","(11.0, 15.0, 14.66891891891892)"
10-01-2023 14:52:46.619079,"(6.5, 9.0, 8.867605633802818)","(11.0, 14.0, 13.617647058823529)","(21.0, 34.0, 32.89795918367347)","(9.0, 11.0, 10.901734104046243)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.62, 1.6161290322580646)","(11.0, 15.0, 14.88135593220339)"
10-01-2023 14:52:47.644555,"(6.5, 9.0, 8.877372262773722)","(11.0, 14.0, 13.595238095238095)","(21.0, 34.0, 32.68292682926829)","(9.0, 11.0, 10.894409937888199)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.62, 1.6147826086956523)","(11.0, 15.0, 14.894736842105264)"
10-01-2023 14:52:48.767049,"(6.5, 9.0, 8.877372262773722)","(11.0, 14.0, 13.75)","(21.0, 34.0, 32.3125)","(9.0, 11.0, 10.894409937888199)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.62, 1.606271186440678)","(11.0, 15.0, 14.894736842105264)"
10-01-2023 14:52:49.890026,"(6.5, 9.0, 8.929577464788732)","(11.0, 14.0, 13.858695652173912)","(21.0, 34.0, 32.3125)","(9.0, 11.0, 10.894409937888199)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6083269961977187)","(11.0, 15.0, 14.898550724637682)"
10-01-2023 14:52:50.931616,"(6.5, 9.2, 8.939622641509434)","(11.0, 14.0, 13.858695652173912)","(21.0, 34.0, 32.3125)","(9.0, 11.0, 10.87797619047619)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6095319148936171)","(11.0, 15.0, 14.8671875)"
10-01-2023 14:52:51.969129,"(6.5, 9.2, 8.935779816513762)","(11.0, 14.0, 13.858695652173912)","(21.0, 34.0, 32.3125)","(9.0, 11.0, 10.87797619047619)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6095319148936171)","(11.0, 15.5, 15.108695652173912)"
10-01-2023 14:52:53.032382,"(6.5, 9.2, 8.935779816513762)","(11.0, 14.0, 13.858695652173912)","(21.0, 34.0, 32.36363636363637)","(9.0, 11.0, 10.87797619047619)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6095238095238096)","(11.0, 15.5, 15.10576923076923)"
10-01-2023 14:52:54.118206,"(6.5, 9.2, 8.935779816513762)","(11.0, 14.0, 13.858695652173912)","(21.0, 34.0, 32.36363636363637)","(9.0, 11.0, 10.87797619047619)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6089908256880734)","(11.0, 15.5, 15.054347826086957)"
10-01-2023 14:52:55.149491,"(7.0, 9.2, 9.082926829268292)","(11.0, 14.0, 13.858695652173912)","(21.0, 34.0, 32.36363636363637)","(9.0, 11.0, 10.825641025641026)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6087272727272728)","(11.0, 15.5, 15.054347826086957)"
10-01-2023 14:52:56.221028,"(7.0, 9.2, 9.102)","(11.0, 14.0, 13.858695652173912)","(21.0, 34.0, 32.36363636363637)","(9.0, 11.0, 10.7875)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.61, 1.6107328605200946)","(11.0, 15.5, 15.080645161290322)"
10-01-2023 14:52:57.327502,"(7.0, 9.0, 8.9)","(11.0, 14.0, 13.75)","(21.0, 34.0, 32.36363636363637)","(9.0, 11.0, 10.7875)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.62, 1.6111838790931992)","(11.0, 15.5, 15.142201834862385)"
10-01-2023 14:52:58.398607,"(7.0, 9.2, 8.966666666666667)","(11.0, 13.5, 13.416083916083917)","(21.0, 34.0, 32.36363636363637)","(9.0, 11.0, 10.66)","(101.0, 230.0, 212.6315789473684)","(1.45, 1.62, 1.6111838790931992)","(12.0, 15.5, 15.142201834862385)"
10-01-2023 14:52:59.468163,"(7.0, 9.2, 8.977777777777778)","(11.0, 13.5, 13.423387096774194)","(21.0, 34.0, 32.36363636363637)","(9.0, 11.0, 10.708661417322835)","(101.0, 230.0, 212.6315789473684)","(1.45, 1.62, 1.62663807890223)","(12.0, 15.5, 15.117977528089888)"
10-01-2023 14:53:00.539899,"(7.0, 9.0, 8.925842696629214)","(11.0, 13.5, 13.423387096774194)","(21.0, 34.0, 33.2)","(9.0, 11.0, 10.70703125)","(101.0, 230.0, 210.9090909090909)","(1.45, 1.63, 1.6272908366533865)","(12.0, 15.5, 15.02112676056338)"
10-01-2023 14:53:01.578567,"(7.0, 9.0, 8.878260869565217)","(11.0, 13.5, 13.36320754716981)","(21.0, 32.0, 31.529411764705884)","(9.0, 11.0, 10.690082644628099)","(101.0, 230.0, 211.33333333333334)","(1.45, 1.63, 1.617396694214876)","(12.0, 15.5, 15.149484536082474)"
10-01-2023 14:53:02.659368,"(7.0, 9.0, 8.93)","(11.0, 13.5, 13.36320754716981)","(21.0, 32.0, 31.529411764705884)","(9.0, 11.0, 10.690082644628099)","(101.0, 230.0, 211.66666666666666)","(1.45, 1.62, 1.6171363636363638)","(12.0, 15.5, 15.149484536082474)"
10-01-2023 14:53:03.678952,"(7.0, 9.0, 8.923636363636364)","(11.0, 13.5, 13.395604395604396)","(21.0, 32.0, 31.24137931034483)","(9.0, 11.0, 10.690082644628099)","(101.0, 230.0, 208.0)","(1.45, 1.62, 1.6171040723981902)","(12.0, 15.5, 15.168292682926829)"
10-01-2023 14:53:04.801983,"(7.0, 9.0, 8.898550724637682)","(11.0, 13.5, 13.42578125)","(21.0, 32.0, 31.333333333333332)","(9.0, 11.0, 10.6796875)","(101.0, 230.0, 208.0)","(1.45, 1.62, 1.6179617834394906)","(11.0, 15.5, 15.080246913580247)"
10-01-2023 14:53:06.002728,"(7.0, 9.0, 8.918604651162791)","(11.0, 14.0, 13.738636363636363)","(21.0, 32.0, 31.333333333333332)","(9.0, 11.0, 10.6796875)","(101.0, 230.0, 208.0)","(1.45, 1.62, 1.6179617834394906)","(11.0, 15.5, 15.080246913580247)"
10-01-2023 14:53:07.235516,"(7.0, 9.0, 8.918604651162791)","(11.0, 14.0, 13.738636363636363)","(21.0, 32.0, 31.214285714285715)","(9.0, 11.0, 10.698275862068966)","(101.0, 230.0, 208.0)","(1.45, 1.62, 1.6179421221864954)","(11.0, 15.5, 15.080246913580247)"
10-01-2023 14:53:08.200940,"(7.0, 9.2, 9.013333333333334)","(11.0, 14.0, 13.738636363636363)","(21.0, 32.0, 31.214285714285715)","(9.0, 11.0, 10.698275862068966)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.62, 1.6176208178438662)","(11.0, 15.5, 15.080246913580247)"
10-01-2023 14:53:09.263308,"(7.0, 9.2, 9.038095238095238)","(11.0, 14.0, 13.690909090909091)","(21.0, 32.0, 31.096774193548388)","(9.0, 11.0, 11.107142857142858)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.62, 1.609140625)","(11.0, 15.5, 15.056818181818182)"
10-01-2023 14:53:10.334179,"(7.0, 9.2, 8.973737373737373)","(11.0, 13.5, 13.44949494949495)","(21.0, 32.0, 30.944444444444443)","(9.0, 11.5, 11.107142857142858)","(101.0, 230.0, 208.0)","(1.45, 1.61, 1.6090677966101696)","(11.0, 15.5, 15.046511627906977)"
10-01-2023 14:53:11.351163,"(7.0, 9.2, 8.973737373737373)","(11.0, 14.0, 13.762195121951219)","(21.0, 32.0, 30.871794871794872)","(9.0, 11.5, 11.063888888888888)","(101.0, 230.0, 208.0)","(1.45, 1.61, 1.6236842105263158)","(11.0, 15.5, 15.043010752688172)"
10-01-2023 14:53:12.444022,"(7.0, 9.0, 8.888)","(11.0, 14.0, 13.736263736263735)","(21.0, 32.0, 30.871794871794872)","(9.0, 11.5, 10.912337662337663)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.63, 1.6244759206798867)","(11.0, 15.5, 14.907407407407408)"
10-01-2023 14:53:13.499016,"(7.0, 9.0, 8.92396694214876)","(11.0, 14.0, 13.772151898734178)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.0, 10.912337662337663)","(101.0, 230.0, 208.0)","(1.45, 1.63, 1.6234931506849315)","(12.0, 15.0, 14.907407407407408)"
10-01-2023 14:53:14.593256,"(7.0, 9.0, 8.92396694214876)","(11.0, 14.0, 13.772151898734178)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.0, 10.981060606060606)","(101.0, 230.0, 208.0)","(1.45, 1.63, 1.6234931506849315)","(12.0, 15.0, 14.907407407407408)"
10-01-2023 14:53:15.962839,"(7.0, 9.0, 8.920689655172414)","(11.0, 14.0, 13.772151898734178)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.0, 10.977272727272727)","(101.0, 230.0, 208.0)","(1.45, 1.63, 1.6234931506849315)","(12.0, 15.0, 14.907407407407408)"
10-01-2023 14:53:17.001686,"(7.0, 9.0, 8.920689655172414)","(11.0, 14.0, 13.772151898734178)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.0, 10.89179104477612)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.63, 1.625)","(12.0, 15.0, 14.907407407407408)"
10-01-2023 14:53:18.043680,"(7.0, 9.0, 8.907692307692308)","(11.0, 14.0, 13.772151898734178)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.0, 10.89179104477612)","(101.0, 230.0, 208.0)","(1.45, 1.63, 1.626086956521739)","(12.0, 15.0, 14.907407407407408)"
10-01-2023 14:53:19.391131,"(7.0, 9.0, 8.953398058252427)","(11.0, 14.0, 13.772151898734178)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.0, 10.89179104477612)","(101.0, 230.0, 208.0)","(1.45, 1.63, 1.6367952522255191)","(12.0, 15.0, 14.907407407407408)"
10-01-2023 14:53:20.726067,"(7.0, 9.0, 8.761061946902656)","(11.0, 14.0, 13.731884057971014)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.0, 10.854609929078014)","(101.0, 230.0, 208.0)","(1.45, 1.64, 1.6347482014388488)","(11.0, 15.0, 14.907407407407408)"
10-01-2023 14:53:21.903191,"(7.0, 8.8, 8.756435643564357)","(11.0, 14.0, 13.731884057971014)","(21.0, 32.0, 30.647058823529413)","(9.0, 11.0, 10.883211678832117)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.64, 1.634251968503937)","(11.0, 15.0, 14.89179104477612)"
10-01-2023 14:53:23.051747,"(7.0, 8.8, 8.771739130434783)","(11.0, 14.0, 13.67910447761194)","(21.0, 32.0, 30.733333333333334)","(9.0, 11.5, 10.899239543726235)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.64, 1.6327363184079602)","(12.0, 15.0, 14.89179104477612)"
10-01-2023 14:53:24.190657,"(7.0, 8.8, 8.771739130434783)","(11.0, 14.0, 13.676470588235293)","(21.0, 32.0, 30.733333333333334)","(9.0, 11.5, 11.205882352941176)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.64, 1.6290545454545453)","(12.0, 15.0, 14.89179104477612)"
10-01-2023 14:53:25.247479,"(7.0, 8.8, 8.740425531914894)","(11.0, 14.0, 13.661538461538461)","(21.0, 32.0, 30.733333333333334)","(9.0, 11.5, 11.205882352941176)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.63, 1.6288546255506606)","(12.0, 15.0, 14.89179104477612)"
10-01-2023 14:53:26.223335,"(7.0, 8.8, 8.740425531914894)","(11.0, 14.0, 13.661538461538461)","(21.0, 32.0, 30.733333333333334)","(9.0, 11.5, 11.288793103448276)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.63, 1.6292830188679244)","(12.0, 15.0, 14.422018348623853)"
10-01-2023 14:53:27.193929,"(7.0, 8.8, 8.669565217391304)","(11.0, 14.0, 13.729166666666666)","(21.0, 32.0, 30.848484848484848)","(9.0, 11.5, 11.311538461538461)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.63, 1.632680412371134)","(12.0, 14.5, 14.422018348623853)"
10-01-2023 14:53:28.290113,"(7.0, 8.8, 8.698305084745764)","(11.0, 14.0, 13.729166666666666)","(21.0, 32.0, 30.82758620689655)","(9.0, 11.5, 11.299180327868852)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.64, 1.623728813559322)","(12.0, 14.5, 14.414141414141413)"
10-01-2023 14:53:29.366482,"(7.0, 8.8, 8.698305084745764)","(11.0, 14.0, 13.717391304347826)","(21.0, 32.0, 31.0)","(9.0, 11.5, 11.467948717948717)","(101.0, 230.0, 206.66666666666666)","(1.45, 1.63, 1.62365988909427)","(12.0, 14.5, 14.414141414141413)"
10-01-2023 14:53:30.395696,"(7.0, 8.8, 8.698305084745764)","(11.0, 14.0, 13.717391304347826)","(21.0, 30.0, 29.65714285714286)","(9.0, 11.5, 11.467948717948717)","(101.0, 230.0, 212.6315789473684)","(1.45, 1.63, 1.6234416826003824)","(12.0, 14.5, 14.569444444444445)"
10-01-2023 14:53:31.533946,"(7.0, 9.0, 8.74025974025974)","(11.0, 14.0, 13.717391304347826)","(21.0, 30.0, 29.357142857142858)","(9.0, 12.0, 11.616822429906541)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.63, 1.6234416826003824)","(12.0, 15.0, 14.569444444444445)"
10-01-2023 14:53:32.602882,"(7.0, 9.0, 8.74025974025974)","(11.0, 14.0, 13.717391304347826)","(21.0, 30.0, 29.357142857142858)","(9.0, 12.0, 12.071428571428571)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.63, 1.6232967032967034)","(12.0, 15.0, 14.333333333333334)"
10-01-2023 14:53:33.620760,"(7.0, 8.6, 8.597979797979798)","(11.0, 14.0, 13.702702702702704)","(21.0, 30.0, 29.322580645161292)","(9.0, 12.5, 12.133333333333333)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.63, 1.6232967032967034)","(12.0, 14.5, 14.387323943661972)"
10-01-2023 14:53:34.634434,"(7.0, 8.6, 8.536764705882353)","(11.0, 14.0, 13.702702702702704)","(21.0, 30.0, 29.3125)","(9.0, 12.0, 12.02112676056338)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.63, 1.6187912087912089)","(12.0, 14.5, 14.465277777777779)"
10-01-2023 14:53:35.649960,"(7.0, 8.6, 8.576576576576576)","(11.0, 14.0, 13.771604938271604)","(21.0, 30.0, 29.3125)","(9.0, 12.5, 12.074324324324325)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.62, 1.6181911262798636)","(12.0, 14.5, 14.465277777777779)"
10-01-2023 14:53:36.703958,"(7.0, 8.6, 8.575471698113207)","(11.0, 14.0, 13.782051282051283)","(21.0, 30.0, 29.3125)","(9.0, 12.5, 12.074324324324325)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.62, 1.6183025830258304)","(12.0, 14.5, 14.380681818181818)"
10-01-2023 14:53:37.769161,"(7.0, 8.6, 8.589795918367347)","(11.0, 14.0, 13.782051282051283)","(21.0, 30.0, 29.3125)","(9.0, 12.5, 12.281045751633988)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.62, 1.618)","(12.0, 14.5, 14.436746987951807)"
10-01-2023 14:53:38.787331,"(7.0, 8.6, 8.589690721649484)","(11.0, 14.0, 13.782051282051283)","(21.0, 30.0, 29.3125)","(9.0, 12.5, 12.241573033707866)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.62, 1.6183823529411765)","(12.0, 14.5, 14.483333333333333)"
10-01-2023 14:53:39.891652,"(7.0, 8.6, 8.589690721649484)","(11.0, 14.0, 13.75)","(21.0, 30.0, 29.526315789473685)","(9.0, 12.5, 12.27)","(101.0, 230.0, 215.65217391304347)","(1.45, 1.62, 1.5984490740740742)","(12.0, 14.5, 14.577205882352942)"
10-01-2023 14:53:40.995281,"(7.0, 8.8, 8.796296296296298)","(11.0, 14.0, 13.80232558139535)","(21.0, 30.0, 29.564102564102566)","(9.0, 12.5, 12.282926829268293)","(101.0, 230.0, 216.25)","(1.45, 1.6, 1.5972277227722773)","(12.0, 15.0, 14.63103448275862)"
10-01-2023 14:53:42.049389,"(7.0, 9.0, 8.812)","(11.0, 14.0, 13.817073170731707)","(21.0, 30.0, 29.564102564102566)","(10.0, 12.5, 12.594871794871795)","(101.0, 230.0, 211.66666666666666)","(1.45, 1.6, 1.5874000000000001)","(12.0, 15.0, 14.745945945945946)"
10-01-2023 14:53:43.055433,"(7.0, 9.0, 8.893150684931507)","(11.0, 14.0, 13.940677966101696)","(21.0, 32.0, 30.615384615384617)","(10.0, 13.0, 12.58421052631579)","(101.0, 230.0, 211.66666666666666)","(1.45, 1.59, 1.5874000000000001)","(12.0, 15.0, 14.73015873015873)"
10-01-2023 14:53:44.120356,"(7.0, 8.8, 8.752727272727274)","(11.0, 14.0, 13.866197183098592)","(21.0, 32.0, 30.363636363636363)","(10.0, 13.0, 12.904411764705882)","(101.0, 230.0, 216.25)","(1.45, 1.59, 1.578457142857143)","(12.0, 15.0, 14.79816513761468)"
10-01-2023 14:53:45.197043,"(7.0, 8.8, 8.766666666666667)","(11.0, 14.0, 13.940677966101696)","(21.0, 32.0, 30.714285714285715)","(10.0, 13.0, 13.143835616438356)","(101.0, 230.0, 211.66666666666666)","(1.45, 1.58, 1.5769797421731124)","(12.0, 15.0, 14.775)"
10-01-2023 14:53:46.253488,"(7.0, 8.8, 8.766666666666667)","(11.0, 14.0, 13.992857142857142)","(21.0, 32.0, 30.714285714285715)","(10.0, 13.5, 13.365384615384615)","(101.0, 230.0, 246.66666666666666)","(1.45, 1.58, 1.5686324786324788)","(12.0, 15.0, 14.938095238095238)"
10-01-2023 14:53:47.283755,"(7.0, 9.0, 8.916831683168317)","(11.0, 14.0, 13.99367088607595)","(21.0, 32.0, 30.38095238095238)","(10.0, 13.5, 13.404255319148936)","(101.0, 250.0, 247.14285714285714)","(1.45, 1.57, 1.5685919540229887)","(12.0, 15.0, 14.893162393162394)"
10-01-2023 14:53:48.337394,"(7.0, 8.8, 8.746938775510204)","(11.0, 14.5, 14.136363636363637)","(21.0, 32.0, 30.38095238095238)","(10.0, 13.5, 13.425)","(101.0, 250.0, 247.14285714285714)","(1.45, 1.57, 1.5752830188679245)","(12.0, 15.0, 14.830645161290322)"
10-01-2023 14:53:49.349108,"(7.0, 8.8, 8.68099173553719)","(11.0, 14.5, 14.195238095238095)","(21.0, 32.0, 30.38095238095238)","(10.0, 13.5, 13.326923076923077)","(101.0, 250.0, 245.0)","(1.45, 1.58, 1.5832727272727274)","(12.0, 15.0, 14.783505154639176)"
10-01-2023 14:53:50.408724,"(7.0, 8.4, 8.378125)","(11.0, 14.0, 13.925675675675675)","(21.0, 32.0, 30.38095238095238)","(10.0, 13.5, 13.271428571428572)","(101.0, 250.0, 245.0)","(1.45, 1.59, 1.5910887772194306)","(12.0, 15.0, 14.813333333333333)"
10-01-2023 14:53:51.385874,"(7.0, 8.4, 8.324812030075188)","(11.0, 14.0, 13.925675675675675)","(21.0, 32.0, 30.38095238095238)","(10.0, 13.5, 13.241935483870968)","(101.0, 250.0, 245.0)","(1.45, 1.6, 1.5932383808095953)","(12.0, 15.0, 14.813333333333333)"
10-01-2023 14:53:52.310072,"(7.0, 8.2, 8.183561643835615)","(11.0, 14.0, 13.925675675675675)","(21.0, 32.0, 30.38095238095238)","(10.0, 13.5, 13.241935483870968)","(101.0, 250.0, 245.0)","(1.45, 1.6, 1.5926997245179064)","(12.0, 15.0, 14.813333333333333)"
10-01-2023 14:53:53.314645,"(7.0, 8.2, 8.184375)","(11.0, 14.0, 13.875)","(21.0, 32.0, 30.38095238095238)","(10.0, 13.5, 13.210144927536232)","(101.0, 250.0, 246.66666666666666)","(1.45, 1.6, 1.5926997245179064)","(12.0, 15.0, 14.813333333333333)"
10-01-2023 14:53:54.368304,"(7.0, 8.2, 8.184375)","(11.0, 14.0, 13.761363636363637)","(21.0, 32.0, 30.64)","(10.0, 13.5, 13.210144927536232)","(101.0, 250.0, 246.66666666666666)","(1.45, 1.6, 1.5927184466019417)","(12.0, 15.0, 14.813333333333333)"
10-01-2023 14:53:55.386806,"(7.0, 8.2, 8.183333333333334)","(11.0, 14.0, 13.827868852459016)","(21.0, 32.0, 30.64)","(10.0, 13.5, 13.246835443037975)","(101.0, 250.0, 246.66666666666666)","(1.45, 1.6, 1.5927184466019417)","(12.0, 15.0, 14.813333333333333)"
10-01-2023 14:53:56.503330,"(7.0, 8.2, 8.183333333333334)","(11.0, 14.0, 13.8125)","(21.0, 32.0, 30.64)","(10.0, 13.5, 13.246835443037975)","(101.0, 250.0, 246.66666666666666)","(1.45, 1.6, 1.5927184466019417)","(12.0, 15.0, 14.813333333333333)"
10-01-2023 14:53:57.665030,"(7.0, 8.2, 8.166666666666666)","(11.0, 14.0, 13.8125)","(21.0, 32.0, 32.285714285714285)","(10.0, 13.5, 13.46)","(101.0, 270.0, 239.0909090909091)","(1.45, 1.6, 1.5899222797927461)","(12.0, 15.0, 14.81081081081081)"
10-01-2023 14:53:58.704562,"(7.0, 8.2, 8.166666666666666)","(11.0, 14.0, 13.8125)","(21.0, 34.0, 32.285714285714285)","(10.0, 13.5, 13.46)","(101.0, 270.0, 239.0909090909091)","(1.45, 1.59, 1.5924121212121214)","(12.0, 15.0, 14.942105263157895)"
10-01-2023 14:53:59.785180,"(7.0, 8.2, 8.178260869565216)","(11.0, 14.0, 13.71505376344086)","(21.0, 34.0, 31.473684210526315)","(10.0, 13.5, 13.883720930232558)","(101.0, 270.0, 239.0909090909091)","(1.45, 1.6, 1.5903693570451438)","(12.0, 15.0, 14.81858407079646)"
10-01-2023 14:54:00.830093,"(7.0, 8.2, 8.168831168831169)","(11.0, 14.0, 13.5859375)","(21.0, 32.0, 31.473684210526315)","(10.0, 14.0, 13.853571428571428)","(101.0, 270.0, 234.21052631578948)","(1.45, 1.6, 1.5912846347607055)","(12.0, 15.0, 14.839449541284404)"
10-01-2023 14:54:01.967677,"(7.0, 8.2, 8.145263157894735)","(11.0, 14.0, 13.47196261682243)","(21.0, 32.0, 31.636363636363637)","(10.0, 14.0, 13.872549019607844)","(101.0, 270.0, 245.0)","(1.45, 1.6, 1.5922748815165877)","(12.0, 15.0, 14.827205882352942)"
10-01-2023 14:54:03.077487,"(7.0, 8.2, 8.146391752577319)","(11.0, 13.5, 13.463302752293577)","(26.0, 34.0, 32.074074074074076)","(10.0, 14.0, 13.887755102040817)","(101.0, 260.0, 245.0)","(1.45, 1.6, 1.5930575176589306)","(12.0, 15.0, 14.842307692307692)"
