,Perfect Skipper,Tuta Mimosa,Little Bit Tipsy,Shes So Gnarley,Seldom Quits,Ranger Rod,Septimo
09-01-2023 13:28:28.722464,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:29.864331,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:30.839388,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:31.903113,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:32.903296,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:34.017139,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:35.145136,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:36.141722,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:37.070720,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:38.057610,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:39.140780,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:40.204426,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:41.232160,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:42.241475,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:43.296645,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:44.393198,"(4.4, 6.8, 5.3375)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:45.482070,"(4.4, 6.8, 5.3375)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:46.543779,"(4.4, 6.8, 5.3375)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:47.616097,"(4.4, 6.8, 5.3375)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:48.597233,"(4.4, 6.8, 5.3375)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:49.607211,"(4.4, 6.8, 5.3375)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:50.570323,"(4.4, 6.8, 5.3375)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:51.490694,"(4.4, 6.6, 5.492307692307692)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:52.525580,"(4.4, 6.4, 6.125)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:53.539866,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:54.584294,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:55.624666,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:56.612064,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:57.708856,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:58.736644,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:28:59.721496,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:00.672512,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:01.651380,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:02.617729,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:03.596831,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:04.648169,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:05.706756,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:06.744246,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:07.719098,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:08.761798,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:09.781648,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:10.822195,"(4.4, 6.4, 5.1625000000000005)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:11.856022,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:12.825023,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:13.783678,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:14.767950,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:15.754032,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:16.778593,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:17.882763,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:18.830972,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:19.825733,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:20.897271,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:21.956452,"(4.4, 6.4, 4.816000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:23.002566,"(4.4, 6.4, 4.841666666666667)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:24.069019,"(4.4, 8.0, 6.1)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:25.026243,"(4.4, 7.8, 5.88)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:26.018357,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:27.050601,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:28.105987,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:29.146118,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:30.087647,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:31.030245,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:32.078204,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:33.153057,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:34.218403,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:35.311061,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:36.348205,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:37.414073,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:38.517385,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:39.566172,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:40.571997,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:41.590803,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:42.609713,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:43.699125,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:44.891707,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:45.984397,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:47.103866,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:48.185143,"(4.4, 7.6, 5.9)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:49.281706,"(4.4, 7.4, 5.800000000000001)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:50.302357,"(4.4, 7.2, 6.825)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:51.409781,"(4.4, 7.2, 6.825)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:52.455334,"(4.4, 7.2, 6.825)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:53.440772,"(4.4, 7.2, 6.825)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:54.525364,"(4.4, 7.2, 6.825)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:55.585334,"(4.4, 7.2, 5.5125)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:56.608209,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:57.671572,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:58.745685,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:29:59.836126,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:00.946629,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:02.045893,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:03.089277,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:04.226230,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:05.237501,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:06.256613,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:07.311909,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:08.338805,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
09-01-2023 13:30:09.373504,"(4.4, 6.8, 6.475)","(31.0, 290.0, 164.0)","(5.0, 8.6, 6.666666666666667)","(2.6, 3.65, 3.1550000000000002)","(3.3, 5.7, 4.575)","(16.0, 55.0, 30.3125)","(10.0, 32.0, 29.625)"
