,Perfect Skipper,Tuta Mimosa,Little Bit Tipsy,Shes So Gnarley,Seldom Quits,Ranger Rod,Septimo
09-01-2023 13:33:53.974483,"(4.4, 6.8, 6.26)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 34.0, 30.3)","(10.0, 48.0, 44.125)"
09-01-2023 13:33:55.133260,"(4.4, 6.8, 6.26)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 34.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:33:56.245637,"(4.4, 6.4, 6.308)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:33:57.300137,"(4.4, 6.4, 6.308)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:33:58.395862,"(4.4, 6.4, 6.308)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:33:59.391067,"(4.4, 6.4, 5.94)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:00.301216,"(4.4, 6.4, 5.94)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:01.302491,"(4.4, 6.4, 5.94)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:02.299479,"(4.4, 6.4, 5.94)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:03.396596,"(4.4, 6.4, 5.94)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:04.511571,"(4.4, 6.4, 5.94)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:05.753377,"(4.4, 6.2, 6.116)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:06.815810,"(4.4, 6.0, 5.9239999999999995)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:07.864736,"(4.4, 6.0, 5.9239999999999995)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:09.043030,"(4.4, 6.0, 5.9239999999999995)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:10.275672,"(4.4, 6.0, 5.9239999999999995)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:11.424998,"(4.4, 6.0, 5.9239999999999995)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:12.568978,"(4.4, 6.0, 5.9239999999999995)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:13.780072,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:15.095557,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 26.272727272727273)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:16.372539,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 26.272727272727273)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:17.516165,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 3.165)","(3.3, 5.7, 3.771428571428572)","(16.0, 55.0, 26.272727272727273)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:18.654657,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:19.765175,"(4.4, 6.0, 5.1)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:21.012405,"(4.4, 6.0, 5.1)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:22.097178,"(4.4, 6.0, 5.1)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.875)","(2.6, 3.65, 2.835714285714286)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:23.258129,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.835714285714286)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:24.460677,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 7.8999999999999995)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:25.681507,"(4.4, 6.0, 5.788888888888889)","(31.0, 290.0, 128.0)","(5.0, 8.6, 8.1)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:26.898586,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 128.0)","(5.0, 8.6, 8.1)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:27.957781,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.1)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:29.113516,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:30.307452,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:31.365313,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:32.441168,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:34:33.525735,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:34:34.708267,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:34:35.879305,"(4.4, 6.0, 5.185714285714285)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 27.0)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:34:37.115748,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 27.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:38.274119,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 27.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:39.402131,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 27.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:40.494844,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 27.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:41.682070,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 27.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:42.926740,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 27.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:44.041883,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 29.333333333333336)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:45.125801,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.611111111111114)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:46.370649,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.611111111111114)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:47.574075,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.611111111111114)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:48.748649,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 27.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:49.820311,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 27.666666666666664)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:50.985524,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:52.211853,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:53.479205,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:54.707558,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:55.841092,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:56.909131,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:57.963548,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 44.125)"
09-01-2023 13:34:59.048580,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:35:00.105127,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 118.3076923076923)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:35:01.200262,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 131.85714285714286)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:35:02.475251,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 131.85714285714286)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:35:03.768793,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 131.85714285714286)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.0)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:35:05.028253,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 131.85714285714286)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 48.0, 45.41666666666667)"
09-01-2023 13:35:06.230309,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 131.85714285714286)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 48.0, 21.583333333333336)"
09-01-2023 13:35:07.243340,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 125.42857142857142)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 22.0, 21.583333333333336)"
09-01-2023 13:35:08.342263,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 125.42857142857142)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 22.0, 21.583333333333336)"
09-01-2023 13:35:09.464387,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 125.42857142857142)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 22.0, 21.583333333333336)"
09-01-2023 13:35:10.600943,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 125.42857142857142)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 22.0, 21.583333333333336)"
09-01-2023 13:35:11.799144,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 125.42857142857142)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 22.0, 21.583333333333336)"
09-01-2023 13:35:12.913432,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 125.42857142857142)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.400000000000006)","(10.0, 22.0, 21.583333333333336)"
09-01-2023 13:35:14.096028,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 31.066666666666666)","(10.0, 22.0, 21.583333333333336)"
09-01-2023 13:35:15.279152,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 39.349999999999994)","(10.0, 22.0, 27.083333333333332)"
09-01-2023 13:35:16.444716,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 39.349999999999994)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:17.455922,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 35.208333333333336)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:18.487662,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 50.0, 35.208333333333336)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:19.741415,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.666666666666664)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:20.904559,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.666666666666664)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:22.130356,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 33.666666666666664)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:23.254225,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:24.417095,"(4.4, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(5.0, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(16.0, 55.0, 28.666666666666664)","(10.0, 28.0, 27.083333333333332)"
09-01-2023 13:35:25.643028,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 28.0, 30.75)"
09-01-2023 13:35:26.799818,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:27.913860,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:28.918798,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:30.151646,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:31.421775,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:32.672700,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:33.894912,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:35.069343,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:36.207512,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:37.403628,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:38.473499,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:39.466641,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:40.660851,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
09-01-2023 13:35:41.852533,"(4.0, 6.0, 5.366666666666666)","(31.0, 290.0, 114.15384615384616)","(4.8, 8.6, 8.116666666666667)","(2.6, 3.65, 2.89)","(3.3, 5.7, 4.0125)","(17.0, 55.0, 28.666666666666664)","(11.0, 32.0, 30.75)"
