,Sort Of Sublime,Mac Frenzy,Finniss Rose,Fawn Lawn,Thanks Joan,Suhana,Somersby,Missouri Belle
06-01-2023 12:03:44.464690,"(5.5, 11.5, 6.666666666666667)","(6.5, 12.5, 8.066666666666666)","(10.0, 23.0, 12.200000000000001)","(14.0, 34.0, 24.0)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:45.606971,"(5.5, 11.5, 6.666666666666667)","(6.5, 12.5, 8.066666666666666)","(10.0, 23.0, 12.200000000000001)","(14.0, 34.0, 24.0)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:46.983774,"(5.5, 11.5, 6.666666666666667)","(6.5, 12.5, 8.066666666666666)","(10.0, 23.0, 12.200000000000001)","(14.0, 34.0, 24.0)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:48.366648,"(5.5, 11.5, 6.666666666666667)","(6.5, 12.5, 8.7)","(10.0, 23.0, 16.3)","(14.0, 34.0, 24.0)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:49.764458,"(5.5, 11.5, 6.666666666666667)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.0)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:51.108509,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.0)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:52.283178,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.0)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:53.383645,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 29.9)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:54.490435,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:55.689849,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:56.851369,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:58.029669,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:03:59.206288,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:00.383078,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:01.550052,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:02.715588,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.8018181818181818)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:03.945432,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:05.156844,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:06.324690,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:07.447690,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:08.652034,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:09.895336,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:11.146065,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 39.18181818181819)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:12.406638,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 85.0, 43.75)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:13.683593,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 80.0, 43.75)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:15.009921,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 80.0, 43.75)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:16.254110,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 80.0, 43.75)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:17.539252,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 8.0)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:18.945748,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 24.25)","(6.0, 11.5, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.795)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:20.344332,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 49.33333333333333)"
06-01-2023 12:04:21.598292,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.75)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 53.84615384615385)"
06-01-2023 12:04:22.800387,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:24.026553,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:25.253963,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:26.490192,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:27.745009,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:28.999398,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:30.277770,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:31.515924,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:32.674409,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 64.70588235294119)"
06-01-2023 12:04:33.857173,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 8.7)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.271428571428572)","(21.0, 80.0, 37.81818181818181)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:35.045843,"(5.5, 11.0, 9.675)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 80.0, 29.333333333333332)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:36.245155,"(5.5, 11.0, 9.7)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 80.0, 29.333333333333332)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:37.441872,"(5.5, 11.0, 8.45)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 80.0, 29.333333333333332)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:38.638948,"(5.5, 11.0, 9.725)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 11.88888888888889)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 80.0, 29.333333333333332)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:39.856990,"(5.5, 11.0, 8.25)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 13.0)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 80.0, 29.333333333333332)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:41.011594,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 13.0)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 80.0, 29.333333333333332)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:42.235408,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 13.0)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 80.0, 28.77777777777778)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:43.409574,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 13.0)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 75.0, 28.2)","(1.75, 2.62, 1.7892307692307692)","(26.0, 100.0, 34.22222222222222)"
06-01-2023 12:04:44.603871,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 75.0, 31.666666666666664)","(1.75, 2.62, 2.35)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:45.779300,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 75.0, 31.666666666666664)","(1.75, 2.62, 2.35)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:47.019025,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 75.0, 31.666666666666664)","(1.75, 2.62, 2.35)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:48.272183,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 75.0, 31.666666666666664)","(1.75, 2.62, 2.35)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:49.512513,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.2)","(21.0, 75.0, 31.666666666666664)","(1.75, 2.62, 2.35)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:50.671346,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 9.266666666666666)","(21.0, 75.0, 31.666666666666664)","(1.75, 2.62, 2.56)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:51.734652,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.4)","(21.0, 75.0, 33.333333333333336)","(1.75, 2.62, 2.6468965517241383)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:52.838658,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.7)","(21.0, 85.0, 33.333333333333336)","(1.75, 2.68, 2.6855172413793102)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:54.020979,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.7)","(21.0, 85.0, 33.333333333333336)","(1.75, 2.72, 2.7048275862068967)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:55.320054,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.7)","(21.0, 85.0, 33.333333333333336)","(1.75, 2.74, 2.7048275862068967)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:56.486343,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.7)","(21.0, 85.0, 33.333333333333336)","(1.75, 2.74, 2.7048275862068967)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:57.626965,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.7)","(21.0, 85.0, 33.333333333333336)","(1.75, 2.74, 2.7048275862068967)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:58.699637,"(5.5, 11.0, 8.6)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 10.15)","(21.0, 85.0, 34.166666666666664)","(1.75, 2.74, 2.7060000000000004)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:04:59.787475,"(5.5, 11.0, 10.214285714285715)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 34.166666666666664)","(1.75, 2.74, 2.7060000000000004)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:00.991387,"(5.5, 11.0, 8.35)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 34.166666666666664)","(1.75, 2.74, 2.7060000000000004)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:02.154626,"(5.5, 11.0, 8.35)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 34.166666666666664)","(1.75, 2.74, 2.7060000000000004)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:03.348951,"(5.5, 11.0, 8.35)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 34.166666666666664)","(1.75, 2.74, 2.4678947368421054)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:04.537957,"(5.5, 11.0, 8.35)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 31.666666666666664)","(1.75, 2.7, 2.4678947368421054)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:05.713530,"(5.5, 11.0, 10.214285714285715)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 2.3989655172413795)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:06.828694,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 2.3989655172413795)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:07.905191,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 2.3989655172413795)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:08.970141,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 2.3989655172413795)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:10.298981,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 2.3989655172413795)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:11.764780,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:13.078950,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:14.441114,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:15.662576,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:16.895815,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:18.152144,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:19.402518,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:20.595117,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 38.333333333333336)"
06-01-2023 12:05:21.727767,"(5.5, 11.0, 9.233333333333334)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.854)","(26.0, 100.0, 32.72727272727273)"
06-01-2023 12:05:22.875317,"(5.5, 11.0, 8.3)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.818)","(26.0, 100.0, 32.72727272727273)"
06-01-2023 12:05:24.093213,"(5.5, 11.0, 9.65)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 1.827)","(26.0, 100.0, 32.72727272727273)"
06-01-2023 12:05:25.412415,"(5.5, 11.0, 9.675)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 2.238095238095238)","(26.0, 100.0, 32.72727272727273)"
06-01-2023 12:05:26.660547,"(5.5, 11.0, 9.7)","(6.5, 12.5, 9.242857142857144)","(10.0, 23.0, 14.071428571428571)","(14.0, 34.0, 21.0)","(6.0, 11.0, 8.5)","(21.0, 85.0, 32.5)","(1.75, 2.7, 2.238095238095238)","(26.0, 100.0, 32.72727272727273)"
