,Yankee Empire,He Came True,Cairo Boogie,Adys Munny,Gratitude Attitude,Factotum,Similar Taste
12-01-2023 09:30:55.785142,"(4.8, 7.4, 6.6000000000000005)","(8.5, 14.0, 11.538461538461538)","(7.0, 13.5, 9.566666666666666)","(7.0, 10.0, 8.96)","(6.0, 27.0, 20.2)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:30:56.823974,"(4.8, 7.4, 6.6000000000000005)","(8.5, 14.0, 11.538461538461538)","(7.0, 13.5, 9.566666666666666)","(7.0, 10.0, 8.96)","(6.0, 27.0, 16.6)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:30:57.783599,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.0, 9.28)","(6.0, 27.0, 16.6)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:30:58.707420,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.6)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:30:59.637565,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.700000000000003)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:00.541500,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.700000000000003)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:01.462177,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.700000000000003)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:02.389960,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.700000000000003)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:03.357987,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.700000000000003)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:04.350973,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 10.1)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.6)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:05.361460,"(4.8, 7.4, 6.266666666666667)","(8.5, 14.0, 10.375)","(7.0, 13.5, 8.67142857142857)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.6)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:06.423847,"(4.8, 7.0, 5.978571428571429)","(8.5, 14.0, 10.375)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 27.0, 16.6)","(3.2, 3.75, 3.49)","(7.0, 34.0, 24.6)"
12-01-2023 09:31:07.375956,"(4.8, 7.0, 5.978571428571429)","(8.5, 14.0, 10.375)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 27.0, 8.75)","(3.2, 3.75, 3.49)","(7.0, 34.0, 11.4375)"
12-01-2023 09:31:08.359422,"(4.8, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.49)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:09.381496,"(4.8, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.49)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:10.369579,"(4.8, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:11.337094,"(4.8, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:12.263816,"(4.8, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:13.281430,"(4.8, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:14.157510,"(4.8, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:15.154468,"(4.8, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 8.842857142857143)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:16.202762,"(4.8, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.5, 9.433333333333334)","(7.0, 10.5, 9.58)","(6.0, 13.0, 8.75)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.4375)"
12-01-2023 09:31:17.220579,"(4.8, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 13.0, 9.98)","(3.2, 3.75, 3.316666666666667)","(7.0, 13.0, 11.7)"
12-01-2023 09:31:18.333386,"(4.8, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.316666666666667)","(7.0, 12.5, 11.7)"
12-01-2023 09:31:19.436622,"(4.8, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.316666666666667)","(7.0, 12.5, 11.7)"
12-01-2023 09:31:20.477088,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.7)"
12-01-2023 09:31:21.435609,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.7)"
12-01-2023 09:31:22.395501,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.7)"
12-01-2023 09:31:23.304685,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.7)"
12-01-2023 09:31:24.269110,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.7)"
12-01-2023 09:31:25.181813,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.7)"
12-01-2023 09:31:26.048920,"(5.0, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.7)"
12-01-2023 09:31:27.024263,"(5.0, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.045454545454545)"
12-01-2023 09:31:28.174396,"(5.0, 7.0, 5.978571428571429)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:29.498865,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:30.561477,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:31.787293,"(5.0, 6.8, 6.171428571428572)","(8.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:32.972529,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:34.059974,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:35.073631,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:36.040800,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:37.024610,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:38.052021,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:38.969908,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:39.872635,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:40.780817,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:41.743452,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:42.785071,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:43.913323,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:44.855328,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:45.874879,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.316666666666667)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:46.941597,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:47.948153,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:48.961442,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:49.951563,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:51.036200,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:52.104810,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:53.065874,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:53.971621,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.594444444444444)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:54.985683,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.5642857142857145)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:55.986673,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.5642857142857145)","(7.5, 12.5, 11.166666666666666)"
12-01-2023 09:31:57.044561,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 12.5, 10.65)"
12-01-2023 09:31:58.110750,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:31:59.241653,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:32:00.361920,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:32:01.399993,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.879999999999999)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:32:02.480060,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:32:03.640063,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:32:04.584664,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:32:05.603496,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.1, 3.75, 3.533333333333333)","(7.5, 11.0, 10.65)"
12-01-2023 09:32:06.639380,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:07.757112,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:08.773105,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:09.842057,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:10.949058,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:12.096323,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:13.274035,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:14.342646,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:15.407009,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:16.540451,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:17.635996,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(6.0, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:18.696280,"(5.0, 6.8, 6.171428571428572)","(8.0, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:19.706001,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:20.846401,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:21.882453,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:22.913327,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:23.897982,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:24.914897,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:26.000710,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:26.988424,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:28.017436,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:29.045875,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:30.131890,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:31.108325,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
12-01-2023 09:32:32.075490,"(5.0, 6.8, 6.171428571428572)","(7.5, 14.0, 10.88888888888889)","(7.0, 11.0, 9.266666666666667)","(7.0, 10.5, 9.58)","(5.5, 12.5, 9.98)","(3.2, 3.75, 3.533333333333333)","(7.0, 11.0, 10.65)"
