,Gentle Giant Nz,Polka Dot Dance Nz,Dont Need Bling,Shaded,Spot On Chic,Katlas Dream,Highview Sadler Nz,Rocking Lou,Explosive Bronski
10-01-2023 14:36:27.902145,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:29.666503,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:31.053088,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:32.340934,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:33.627690,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:34.837688,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:35.947849,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:37.154046,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:38.366401,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:39.611361,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:40.923021,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:42.184158,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:43.458006,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:44.707862,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:46.078538,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.866666666666667)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:47.432678,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.8, 8.822222222222221)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:48.705035,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.6, 8.822222222222221)","(21.0, 48.0, 38.857142857142854)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:49.905744,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 9.6, 9.45)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:51.095981,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.45)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:52.269152,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.45)","(21.0, 48.0, 29.5625)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 67.05882352941177)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:53.437139,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.45)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 74.38461538461539)"
10-01-2023 14:36:54.587994,"(3.3, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.45)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 82.81818181818181)"
10-01-2023 14:36:55.707073,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.45)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 82.81818181818181)"
10-01-2023 14:36:56.876060,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.45)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 82.81818181818181)"
10-01-2023 14:36:58.086331,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.45)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 82.81818181818181)"
10-01-2023 14:36:59.352013,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.600000000000001)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 82.81818181818181)"
10-01-2023 14:37:00.632601,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.600000000000001)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 82.81818181818181)"
10-01-2023 14:37:01.954029,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 9.600000000000001)","(21.0, 48.0, 36.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.4615384615384612)","(6.0, 99999, 99990)","(31.0, 100.0, 75.0)","(31.0, 95.0, 82.81818181818181)"
10-01-2023 14:37:03.212059,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 12.0, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.8, 3.6333333333333333)","(6.0, 99999, 99990)","(31.0, 100.0, 74.0)","(31.0, 95.0, 75.85714285714286)"
10-01-2023 14:37:04.519648,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.6333333333333333)","(6.0, 99999, 99990)","(31.0, 95.0, 77.33333333333334)","(31.0, 95.0, 75.85714285714286)"
10-01-2023 14:37:05.809361,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.6333333333333333)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 75.85714285714286)"
10-01-2023 14:37:07.172769,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.5166666666666666)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:08.658100,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:09.969140,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:11.263792,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:12.507514,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:13.690650,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:14.988706,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:16.312967,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:17.678523,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.55)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:19.018216,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.475)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:20.381014,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.475)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:21.726494,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:23.119484,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:24.548594,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:26.069594,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:27.428220,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:28.735237,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:30.214159,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:31.564221,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:32.965841,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:34.663202,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:36.393759,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:37.810751,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.533333333333333)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:39.249076,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.1375)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:40.658683,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.1375)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:42.063123,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.1375)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4291666666666667)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:43.411964,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.1375)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4699999999999998)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:44.818652,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.4699999999999998)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:46.162653,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.75, 3.525)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:47.538495,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.525)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:48.972406,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.525)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:50.347388,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.525)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:51.782904,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 31.142857142857142)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.4499999999999997)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 51.0)"
10-01-2023 14:37:53.181367,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.6)","(21.0, 48.0, 33.25)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.4499999999999997)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:37:54.513311,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 48.0, 33.25)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.4625)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:37:55.790260,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 48.0, 38.9)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.4625)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 55.4)"
10-01-2023 14:37:57.207827,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 44.0, 34.166666666666664)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.4625)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:37:58.473055,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 42.0, 34.166666666666664)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.4625)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:37:59.670647,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 42.0, 34.166666666666664)","(101.0, 220.0, 191.42857142857144)","(2.6, 3.65, 3.481818181818182)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:00.848337,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 42.0, 35.7)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.3, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:02.265691,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 40.0, 35.7)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:04.283080,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 38.0, 31.5)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:05.557251,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 11.114285714285714)","(21.0, 38.0, 36.666666666666664)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:06.913338,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.96)","(21.0, 38.0, 29.5)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:08.418295,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.666666666666666)","(21.0, 38.0, 29.5)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:09.921686,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.666666666666666)","(21.0, 38.0, 31.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:11.305122,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.666666666666666)","(21.0, 38.0, 31.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:12.634719,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.666666666666666)","(21.0, 38.0, 31.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
10-01-2023 14:38:14.014822,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.0, 11.5, 10.666666666666666)","(21.0, 38.0, 31.2)","(101.0, 220.0, 191.42857142857144)","(2.6, 4.2, 3.56)","(6.0, 99999, 99990)","(31.0, 100.0, 77.33333333333334)","(31.0, 95.0, 49.30769230769231)"
