,So You Can,Craiglea Blizzard,Action In Cairns,Charm Slinga,Yardstick,Geminga,Magicourt,Dadorable,Roll Me Away,Oamaru Poppy
04-01-2023 16:12:54.973780,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.06)","(14.0, 18.0, 17.6)","(26.0, 120.0, 78.31578947368422)","(41.0, 60.0, 50.0)"
04-01-2023 16:12:56.480439,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.06)","(14.0, 18.0, 17.6)","(26.0, 120.0, 78.31578947368422)","(41.0, 60.0, 50.0)"
04-01-2023 16:12:58.004627,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.06)","(14.0, 18.0, 17.6)","(26.0, 120.0, 78.31578947368422)","(41.0, 60.0, 50.0)"
04-01-2023 16:12:59.542788,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.06)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:01.068295,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.06)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:02.865205,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.06)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:04.633046,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.06)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:06.121400,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.925)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:07.746895,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.925)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:09.348224,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.96)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:10.905716,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.96)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:12.380761,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.96)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:13.819903,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.676470588235294)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.96)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:15.212899,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.96)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:16.697871,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.96)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:18.162767,"(7.0, 9.0, 8.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 5.96)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 50.0)"
04-01-2023 16:13:19.598517,"(7.0, 9.0, 8.966666666666667)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.6, 6.1)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 60.0, 46.0)"
04-01-2023 16:13:21.022918,"(7.0, 9.2, 8.966666666666667)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.4, 6.220000000000001)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 55.0, 47.5)"
04-01-2023 16:13:22.478061,"(7.0, 9.2, 8.899999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.4, 6.220000000000001)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:23.913692,"(7.0, 9.2, 8.899999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 18.181818181818183)","(5.0, 7.0, 6.952272727272727)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.569230769230769)","(5.5, 6.4, 6.220000000000001)","(14.0, 18.0, 17.6)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:25.365311,"(7.0, 9.2, 9.514285714285714)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 7.0, 6.950588235294118)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.527272727272727)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:26.782476,"(7.0, 10.5, 9.514285714285714)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 7.0, 6.950588235294118)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.527272727272727)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:28.006082,"(7.0, 10.0, 8.9)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 7.0, 6.950588235294118)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.527272727272727)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:29.265837,"(7.0, 10.0, 8.9)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 7.0, 6.950588235294118)","(3.8, 4.7, 4.636363636363637)","(3.7, 4.8, 4.527272727272727)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:30.665765,"(7.0, 10.0, 9.633333333333333)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 7.0, 8.066666666666666)","(3.8, 4.7, 4.65)","(3.7, 4.8, 4.523076923076923)","(5.5, 6.4, 6.220000000000001)","(14.0, 18.0, 17.6)","(26.0, 120.0, 78.31578947368422)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:32.138388,"(7.0, 10.0, 9.633333333333333)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.800000000000001)","(3.8, 4.7, 4.65)","(3.7, 4.6, 4.523076923076923)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:33.495270,"(7.0, 10.0, 9.633333333333333)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.800000000000001)","(3.8, 4.7, 4.65)","(3.7, 4.6, 4.523076923076923)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:34.689081,"(7.0, 10.0, 9.633333333333333)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.800000000000001)","(3.8, 4.7, 4.65)","(3.7, 4.6, 4.523076923076923)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:35.955697,"(7.0, 10.0, 9.78)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.014285714285714)","(3.8, 4.7, 4.671428571428572)","(3.7, 4.8, 4.686792452830189)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:37.236748,"(7.0, 10.0, 9.78)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.014285714285714)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:38.450711,"(7.0, 10.0, 9.78)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.014285714285714)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.5, 6.4, 6.1)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:39.687952,"(7.0, 10.0, 9.78)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.5, 6.4, 5.666666666666666)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:40.890976,"(7.0, 10.0, 9.78)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.5, 5.8, 5.666666666666666)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:42.093285,"(7.0, 10.0, 9.78)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.5, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:43.323350,"(7.0, 10.0, 9.755555555555556)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:44.569676,"(7.0, 9.8, 9.57777777777778)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:45.804118,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:47.031301,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:48.294627,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:49.578958,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:50.932127,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:52.313734,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:53.580355,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:54.774457,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:55.927111,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:57.113050,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:58.407954,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:13:59.699058,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:14:00.972699,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:14:02.227097,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:14:03.476646,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:14:04.788593,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.686792452830189)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 50.714285714285715)"
04-01-2023 16:14:06.043862,"(7.0, 10.0, 9.153846153846153)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 55.0, 48.0)"
04-01-2023 16:14:07.272113,"(7.0, 9.8, 8.8)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.133333333333333)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.777777777777778)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 60.0, 48.0)"
04-01-2023 16:14:08.443965,"(7.0, 9.8, 8.8)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 60.0, 49.166666666666664)"
04-01-2023 16:14:09.655777,"(7.0, 9.8, 8.8)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 85.0, 49.166666666666664)"
04-01-2023 16:14:10.920829,"(7.0, 9.8, 8.8)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 85.0, 49.166666666666664)"
04-01-2023 16:14:12.199568,"(7.0, 9.8, 8.8)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.883333333333334)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 85.0, 49.166666666666664)"
04-01-2023 16:14:13.446614,"(7.0, 9.6, 9.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.883333333333334)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 85.0, 54.666666666666664)"
04-01-2023 16:14:14.697481,"(7.0, 9.6, 9.3)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.883333333333334)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.666666666666666)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:15.901889,"(7.0, 9.6, 8.7)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 7.883333333333334)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.666666666666666)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:17.184840,"(7.0, 9.6, 8.799999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.666666666666666)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:18.495888,"(7.0, 9.6, 8.442857142857143)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.771428571428571)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:19.909919,"(7.0, 9.6, 8.799999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:21.286159,"(7.0, 9.6, 8.799999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:22.620155,"(7.0, 9.6, 8.799999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:23.785022,"(7.0, 9.6, 8.799999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
04-01-2023 16:14:25.024947,"(7.0, 9.6, 8.799999999999999)","(31.0, 120.0, 58.333333333333336)","(12.0, 19.0, 17.392857142857142)","(5.0, 8.8, 8.066666666666666)","(3.8, 4.7, 4.677777777777778)","(3.7, 4.8, 4.582608695652174)","(5.0, 5.8, 5.76)","(14.0, 18.0, 17.5)","(26.0, 120.0, 70.5)","(41.0, 80.0, 64.375)"
