,Palace House,Prized Benefit,Empire Club,Roys Road,Indiana Falls,Miss Rinehart,Naughty Possum,Playing Hookie
10-01-2023 14:09:33.833259,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 37.0)","(5.5, 6.6, 6.381818181818182)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 75.0, 47.705882352941174)","(14.0, 21.0, 20.857142857142858)","(3.3, 4.0, 3.8058823529411767)"
10-01-2023 14:09:35.010881,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 37.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 75.0, 47.705882352941174)","(14.0, 21.0, 20.857142857142858)","(3.3, 4.0, 3.7833333333333337)"
10-01-2023 14:09:36.157897,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 42.90909090909091)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 75.0, 52.0)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.95, 3.7857142857142856)"
10-01-2023 14:09:37.325442,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 70.0, 52.0)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7857142857142856)"
10-01-2023 14:09:38.475436,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 70.0, 49.42857142857143)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7857142857142856)"
10-01-2023 14:09:39.572055,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 70.0, 49.42857142857143)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7857142857142856)"
10-01-2023 14:09:40.741892,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 70.0, 52.333333333333336)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7857142857142856)"
10-01-2023 14:09:41.860708,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 65.0, 48.714285714285715)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:43.049324,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 65.0, 48.714285714285715)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:44.179821,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 65.0, 48.714285714285715)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:45.264208,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.625)","(41.0, 65.0, 50.75)","(14.0, 21.0, 20.857142857142858)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:46.352388,"(3.5, 4.3, 4.28314606741573)","(26.0, 44.0, 43.0)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.0, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 21.0, 23.0)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:47.501697,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 24.0, 23.0)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:48.639671,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 24.0, 22.18181818181818)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:49.794005,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 24.0, 22.18181818181818)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:50.939453,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 24.0, 22.0)","(3.3, 3.9, 3.7705882352941176)"
10-01-2023 14:09:52.057980,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:09:53.073167,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:09:54.030766,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:09:55.053657,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:09:56.153393,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:09:57.304795,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:09:58.480159,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:09:59.572299,"(3.5, 4.3, 4.28314606741573)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.716666666666667)"
10-01-2023 14:10:00.640605,"(3.5, 4.3, 4.282954545454546)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.83125)"
10-01-2023 14:10:01.679067,"(3.5, 4.3, 4.282954545454546)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 50.75)","(14.0, 23.0, 22.0)","(3.3, 3.9, 3.8448275862068964)"
10-01-2023 14:10:02.669070,"(3.5, 4.3, 4.282954545454546)","(26.0, 50.0, 44.375)","(5.5, 6.6, 6.3428571428571425)","(3.9, 5.5, 5.1923076923076925)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 52.333333333333336)","(14.0, 23.0, 22.2)","(3.3, 3.9, 3.797674418604651)"
10-01-2023 14:10:03.714239,"(3.5, 4.3, 4.277894736842105)","(26.0, 48.0, 43.0)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.4, 5.153846153846154)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 53.6)","(14.0, 23.0, 22.2)","(3.3, 3.9, 3.807692307692308)"
10-01-2023 14:10:04.744199,"(3.5, 4.3, 4.277894736842105)","(26.0, 48.0, 36.333333333333336)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.4, 5.153846153846154)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 53.6)","(14.0, 23.0, 22.2)","(3.3, 3.9, 3.807692307692308)"
10-01-2023 14:10:05.892805,"(3.5, 4.3, 4.277894736842105)","(26.0, 48.0, 36.333333333333336)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.4, 5.153846153846154)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 53.6)","(14.0, 23.0, 22.2)","(3.3, 3.9, 3.826)"
10-01-2023 14:10:06.942339,"(3.5, 4.3, 4.277894736842105)","(26.0, 48.0, 36.333333333333336)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.4, 5.153846153846154)","(8.0, 18.5, 17.833333333333332)","(41.0, 65.0, 51.6)","(14.0, 23.0, 22.5)","(3.3, 3.85, 3.826)"
10-01-2023 14:10:08.018040,"(3.5, 4.3, 4.2776595744680845)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.4, 5.095238095238095)","(8.0, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 23.0, 22.5)","(3.3, 3.85, 3.826)"
10-01-2023 14:10:09.381509,"(3.5, 4.3, 4.2776595744680845)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.4, 5.095238095238095)","(8.0, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 23.0, 22.666666666666668)","(3.3, 3.85, 3.826)"
10-01-2023 14:10:10.438295,"(3.5, 4.3, 4.2776595744680845)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.4, 5.095238095238095)","(8.0, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 23.0, 22.666666666666668)","(3.3, 3.85, 3.826)"
10-01-2023 14:10:11.895103,"(3.5, 4.3, 4.2776595744680845)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 23.0, 22.666666666666668)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:13.031505,"(3.6, 4.3, 4.2776595744680845)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 23.0, 22.666666666666668)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:14.230216,"(3.6, 4.3, 4.2776595744680845)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 23.0, 22.666666666666668)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:15.303874,"(3.6, 4.3, 4.2776595744680845)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 23.0, 23.6)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:16.323460,"(3.6, 4.3, 4.2690721649484535)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 24.0, 23.6)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:17.478963,"(3.6, 4.3, 4.2690721649484535)","(26.0, 48.0, 35.4)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 24.0, 22.8)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:18.891198,"(3.6, 4.3, 4.2693877551020405)","(26.0, 46.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.217391304347828)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:20.056931,"(3.6, 4.3, 4.166666666666666)","(26.0, 46.0, 37.333333333333336)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:21.115380,"(3.6, 4.3, 4.2384615384615385)","(26.0, 44.0, 37.333333333333336)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:22.138745,"(3.6, 4.3, 4.2384615384615385)","(26.0, 44.0, 37.333333333333336)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:23.384984,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:24.446589,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:25.471977,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 40.666666666666664)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:26.444315,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 40.666666666666664)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:27.457857,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 40.666666666666664)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:28.555687,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 40.666666666666664)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.166666666666667)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:29.634768,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.115384615384615)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.83)"
10-01-2023 14:10:30.870671,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.115384615384615)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.8323529411764707)"
10-01-2023 14:10:31.946252,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.075)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.8323529411764707)"
10-01-2023 14:10:32.950270,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.075)","(8.5, 18.5, 17.833333333333332)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.473684210526315)","(3.4, 3.85, 3.8323529411764707)"
10-01-2023 14:10:34.067609,"(3.6, 4.1, 4.098863636363636)","(26.0, 44.0, 38.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.2153846153846155)","(8.5, 18.5, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 26.0, 23.615384615384617)","(3.4, 3.85, 3.76)"
10-01-2023 14:10:35.091435,"(3.6, 4.3, 4.25)","(26.0, 42.0, 36.0)","(5.5, 6.6, 6.274074074074075)","(3.9, 5.3, 5.2153846153846155)","(8.5, 18.0, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 25.0, 23.75)","(3.4, 3.8, 3.7555555555555555)"
10-01-2023 14:10:36.268563,"(3.6, 4.3, 4.25)","(26.0, 42.0, 36.0)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.3, 5.246153846153846)","(8.5, 18.0, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:37.326763,"(3.6, 4.3, 4.256756756756756)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.3, 5.246153846153846)","(8.5, 18.0, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:38.364949,"(3.6, 4.3, 4.256756756756756)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.3, 5.246153846153846)","(8.5, 18.0, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:39.393651,"(3.6, 4.3, 4.256756756756756)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.264516129032258)","(3.9, 5.3, 5.246153846153846)","(8.5, 18.0, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:40.581316,"(3.6, 4.3, 4.256756756756756)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:41.576927,"(3.6, 4.3, 4.256756756756756)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 51.6)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:42.657389,"(3.6, 4.3, 4.256756756756756)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:43.894836,"(3.6, 4.3, 4.256756756756756)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.236363636363636)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:45.022889,"(3.6, 4.1, 4.0807692307692305)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.236363636363636)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.7403846153846154)"
10-01-2023 14:10:46.132653,"(3.6, 4.1, 4.0807692307692305)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.236363636363636)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:47.228365,"(3.6, 4.1, 4.090425531914893)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.236363636363636)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:48.373151,"(3.6, 4.1, 4.090425531914893)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.236363636363636)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:49.399399,"(3.6, 4.3, 4.296511627906977)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.236363636363636)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:50.451733,"(3.6, 4.3, 4.26)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:51.546876,"(3.6, 4.3, 4.26)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:52.698546,"(3.6, 4.3, 4.26)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:53.782214,"(3.6, 4.3, 4.26)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:54.843370,"(3.6, 4.3, 4.26)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:55.892658,"(3.6, 4.3, 4.26)","(26.0, 42.0, 35.45454545454545)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.3, 5.246153846153846)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:56.976617,"(3.6, 4.1, 4.094623655913978)","(26.0, 42.0, 34.8)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.2625)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:58.090975,"(3.6, 4.1, 4.094444444444444)","(26.0, 42.0, 34.8)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.3, 5.557142857142857)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:10:59.225422,"(3.6, 4.1, 4.09438202247191)","(26.0, 42.0, 34.8)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:00.283136,"(3.6, 4.1, 4.094318181818181)","(26.0, 42.0, 34.8)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.7, 5.588888888888889)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:01.353609,"(3.6, 4.1, 4.094318181818181)","(26.0, 42.0, 34.8)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.7, 5.588888888888889)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:02.381338,"(3.6, 4.1, 4.094318181818181)","(26.0, 42.0, 34.8)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.7, 5.588888888888889)","(9.0, 18.0, 17.571428571428573)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:03.495611,"(3.6, 4.1, 4.094318181818181)","(26.0, 42.0, 36.0)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.7, 5.588888888888889)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 50.666666666666664)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
