,Little Hero,Mr Bigwig,Baptiste,Homebush Reign,Homebush Roman,Homebush Sassy,Tiger Jane
10-01-2023 08:28:52.396866,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:53.309040,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:54.280150,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:55.227295,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:56.172210,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:57.077221,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:57.993301,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:58.876975,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:28:59.799697,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:00.684347,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:01.598265,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:02.513126,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:03.439049,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:04.376911,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:05.349201,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:06.355780,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:07.326856,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:08.270553,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:09.233510,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:10.156904,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:11.099327,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:12.011323,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:12.949187,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:13.904419,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:14.874707,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:15.841730,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:16.803309,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:17.749046,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:18.702750,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:19.591030,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:20.478830,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:21.369643,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:22.289670,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:23.206520,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:24.174461,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:25.150466,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:26.147612,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:27.168132,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:28.144067,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:29.118097,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:30.037049,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:30.975105,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:31.884740,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:32.788402,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:33.723313,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:34.667339,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:35.614469,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:36.552043,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:37.502850,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:38.433776,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:39.373932,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:40.291334,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:41.194263,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:42.090034,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:43.017540,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:43.926386,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:44.830072,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:45.753731,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:46.699298,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:47.643710,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:48.614009,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:49.568915,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:50.549616,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:51.517282,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:52.463743,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:53.371218,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:54.283997,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:55.216252,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:56.190158,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:57.127103,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:58.096434,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:59.048701,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:29:59.972673,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:00.905572,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:01.820937,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:02.721578,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:03.592419,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:04.491695,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:05.418253,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:06.341437,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:07.292899,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:08.285937,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:09.274555,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:10.255292,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:11.221807,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:12.185500,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:13.133712,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:14.057633,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
10-01-2023 08:30:14.976300,"(6.0, 25.0, 20.428571428571427)","(3.9, 15.0, 5.955555555555556)","(1.5, 1.54, 1.5233333333333334)","(21.0, 230.0, 112.77777777777777)","(21.0, 230.0, 112.77777777777777)","(19.0, 210.0, 102.5)","(10.0, 50.0, 35.357142857142854)"
