,Refulgent,Kaseys Money,Shy But Savage,Out Of Aussie,Laughing Les,Pocket Money,Zipping Victoria,Shes In Clover
07-01-2023 18:56:15.630310,"(2.5, 2.7, 2.5533333333333332)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:16.858859,"(2.5, 2.7, 2.5533333333333332)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:18.092882,"(2.5, 2.7, 2.5533333333333332)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:19.312568,"(2.5, 2.7, 2.5307692307692307)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:20.618438,"(2.5, 2.7, 2.4454545454545453)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:21.867725,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:23.006164,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:24.172513,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:25.441655,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:26.683064,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:27.837209,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:29.050727,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:30.218736,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:31.435471,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:32.598315,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:33.809614,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:35.055587,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:36.253161,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:37.430458,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:38.648077,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:39.933385,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:41.209690,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:42.379638,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:43.613437,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:44.773705,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:45.952125,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:47.039662,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:48.110079,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:49.251778,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 8.466666666666667)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:50.433928,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 7.133333333333334)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:51.651909,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 7.133333333333334)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:52.895029,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 7.133333333333334)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:54.108917,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 7.133333333333334)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:55.512368,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 7.133333333333334)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:56.700708,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 7.133333333333334)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:57.834740,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:56:58.950881,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:00.027506,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:01.206246,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:02.354952,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:03.479089,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:04.553747,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:05.703354,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:06.829932,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:07.906245,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:08.949596,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:10.085261,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:11.317335,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:12.525098,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:13.810950,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:15.052918,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:16.232569,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:17.548480,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:18.728072,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:19.781118,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:20.900251,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:22.100793,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:23.329344,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:24.536257,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:25.690411,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:26.843123,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:27.952711,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:29.096662,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:30.154642,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:31.242973,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:32.425411,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:33.607254,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:34.869722,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:36.124955,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:37.198955,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:38.264001,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:39.418023,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:40.637547,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:41.821636,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:42.953565,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:44.166116,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:45.205514,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 23.653846153846153)","(91.0, 730.0, 665.0)","(31.0, 320.0, 145.23076923076923)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 42.63636363636364)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:46.336425,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:47.475868,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:48.524932,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:49.663997,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:50.810839,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:51.977031,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:53.045120,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
07-01-2023 18:57:54.151125,"(2.5, 2.7, 2.513333333333333)","(16.0, 42.0, 27.27777777777778)","(91.0, 730.0, 621.6666666666666)","(31.0, 320.0, 178.0)","(5.0, 9.8, 6.425)","(5.5, 9.8, 6.6)","(21.0, 95.0, 50.0)","(2.5, 4.5, 4.075)"
