,Nolde,Muay Thai,First Premio,Diamond Blitz,Sky Dinski,Mount Pelliar,Claim Of Passion,Bronze Warrior
07-01-2023 09:11:32.469771,"(10.0, 11.5, 11.236842105263158)","(14.0, 21.0, 19.666666666666668)","(1.85, 2.08, 2.0631818181818184)","(8.0, 12.0, 11.403225806451612)","(17.0, 32.0, 28.727272727272727)","(21.0, 48.0, 37.333333333333336)","(6.5, 6.8, 6.666666666666666)","(7.5, 11.5, 11.125)"
07-01-2023 09:11:33.490450,"(10.0, 11.5, 11.236842105263158)","(14.0, 21.0, 19.666666666666668)","(1.85, 2.08, 2.0635443037974683)","(8.0, 12.0, 11.403225806451612)","(17.0, 32.0, 28.727272727272727)","(21.0, 48.0, 37.333333333333336)","(6.5, 6.8, 6.666666666666666)","(7.5, 11.5, 11.125)"
07-01-2023 09:11:34.468972,"(10.0, 11.5, 11.236842105263158)","(14.0, 21.0, 19.666666666666668)","(1.85, 2.08, 2.0635443037974683)","(8.0, 12.0, 11.403225806451612)","(17.0, 32.0, 28.727272727272727)","(21.0, 48.0, 37.333333333333336)","(6.5, 6.8, 6.666666666666666)","(7.5, 11.5, 11.125)"
07-01-2023 09:11:35.500587,"(10.0, 11.5, 11.1875)","(14.0, 21.0, 19.0)","(1.85, 2.08, 2.063389830508475)","(8.0, 12.0, 11.385964912280702)","(17.0, 32.0, 27.5)","(21.0, 46.0, 42.8)","(6.5, 6.8, 6.635294117647058)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:36.488967,"(10.0, 11.5, 11.1875)","(14.0, 21.0, 19.0)","(1.85, 2.08, 2.063389830508475)","(8.0, 12.0, 11.385964912280702)","(17.0, 32.0, 27.5)","(21.0, 46.0, 43.33333333333333)","(6.5, 6.8, 6.635294117647058)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:37.506205,"(10.0, 11.5, 11.1875)","(14.0, 21.0, 19.0)","(1.85, 2.08, 2.062666666666667)","(8.0, 12.0, 11.385964912280702)","(17.0, 32.0, 27.5)","(21.0, 46.0, 43.33333333333333)","(6.5, 6.8, 6.635294117647058)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:38.520949,"(10.0, 11.5, 11.1875)","(14.0, 21.0, 19.0)","(1.85, 2.08, 2.0628985507246376)","(8.0, 12.0, 11.385964912280702)","(17.0, 32.0, 31.333333333333332)","(21.0, 46.0, 41.333333333333336)","(6.5, 6.8, 6.635294117647058)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:39.551937,"(10.0, 11.5, 11.4)","(14.0, 21.0, 19.0)","(1.85, 2.1, 2.06256)","(8.0, 12.0, 11.846153846153847)","(17.0, 34.0, 31.333333333333332)","(21.0, 46.0, 41.333333333333336)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:40.598307,"(10.0, 11.5, 11.4)","(14.0, 21.0, 19.0)","(1.85, 2.1, 2.067612456747405)","(8.0, 12.0, 11.846153846153847)","(17.0, 34.0, 30.0)","(21.0, 46.0, 41.333333333333336)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:41.606218,"(9.0, 11.5, 11.4)","(14.0, 21.0, 19.153846153846153)","(1.9, 2.08, 2.075492957746479)","(8.0, 12.0, 11.846153846153847)","(17.0, 34.0, 29.333333333333332)","(20.0, 46.0, 41.333333333333336)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:42.655197,"(9.0, 11.5, 11.4)","(14.0, 21.0, 19.153846153846153)","(1.9, 2.08, 2.075492957746479)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 41.333333333333336)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:43.642782,"(9.0, 11.5, 11.4)","(14.0, 21.0, 19.153846153846153)","(1.9, 2.08, 2.075492957746479)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 41.333333333333336)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:44.667726,"(9.0, 11.5, 11.4)","(14.0, 19.0, 18.555555555555557)","(1.9, 2.08, 2.075492957746479)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 41.333333333333336)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:45.675336,"(9.0, 11.5, 11.4)","(14.0, 19.0, 18.555555555555557)","(1.9, 2.08, 2.075492957746479)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 43.2)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:46.709825,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.27777777777778)","(1.9, 2.08, 2.075492957746479)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 43.6)","(6.5, 6.8, 6.678260869565217)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:47.699971,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.0722222222222224)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 43.6)","(6.5, 6.8, 6.669767441860465)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:48.713200,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.0722222222222224)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 44.72727272727273)","(6.5, 6.8, 6.669767441860465)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:49.702508,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.0722222222222224)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 44.72727272727273)","(6.5, 6.8, 6.669767441860465)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:50.692943,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.0734146341463413)","(8.0, 12.0, 11.846153846153847)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 44.72727272727273)","(6.5, 6.8, 6.635294117647059)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:51.688423,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.074255319148936)","(8.0, 12.0, 11.894736842105264)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 44.72727272727273)","(6.5, 6.8, 6.644444444444444)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:52.672717,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.074255319148936)","(8.0, 12.0, 11.894736842105264)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 44.72727272727273)","(6.5, 6.8, 6.644444444444444)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:53.652099,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.074255319148936)","(8.0, 12.0, 11.894736842105264)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 44.44444444444444)","(6.5, 6.8, 6.672727272727273)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:54.665399,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.074255319148936)","(8.0, 12.0, 11.894736842105264)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 44.44444444444444)","(6.5, 6.8, 6.672727272727273)","(7.5, 11.5, 11.166666666666666)"
07-01-2023 09:11:55.671568,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.074255319148936)","(8.0, 12.0, 11.894736842105264)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 43.6)","(6.5, 6.8, 6.672727272727273)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:11:56.684687,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.074255319148936)","(8.0, 12.5, 11.875)","(17.0, 36.0, 31.5)","(20.0, 46.0, 43.6)","(6.5, 6.8, 6.672727272727273)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:11:57.667833,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.0632432432432433)","(8.0, 12.0, 11.875)","(17.0, 36.0, 31.5)","(20.0, 46.0, 43.6)","(6.5, 6.8, 6.672727272727273)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:11:58.709197,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.08, 2.062753036437247)","(8.0, 12.0, 11.75)","(17.0, 36.0, 31.5)","(20.0, 46.0, 43.6)","(6.5, 6.8, 6.661538461538461)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:11:59.703346,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.1, 2.062753036437247)","(8.0, 12.0, 11.75)","(17.0, 36.0, 31.5)","(20.0, 46.0, 44.44444444444444)","(6.5, 6.8, 6.661538461538461)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:00.720174,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.136363636363637)","(1.9, 2.1, 2.0647058823529414)","(8.0, 12.0, 11.961538461538462)","(17.0, 36.0, 29.333333333333332)","(20.0, 46.0, 43.6)","(6.5, 6.8, 6.487272727272727)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:01.724072,"(9.0, 11.5, 11.4)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.0647058823529414)","(8.0, 12.0, 11.9)","(17.0, 36.0, 30.285714285714285)","(20.0, 46.0, 43.6)","(6.5, 6.6, 6.464150943396227)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:02.743513,"(9.0, 12.5, 11.5)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.0814814814814815)","(8.0, 12.0, 11.9)","(17.0, 36.0, 30.285714285714285)","(20.0, 46.0, 43.6)","(6.5, 6.6, 6.464150943396227)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:03.778990,"(9.0, 12.5, 11.5)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.0814814814814815)","(8.0, 12.0, 11.9)","(17.0, 36.0, 30.285714285714285)","(20.0, 46.0, 43.6)","(6.5, 6.6, 6.419512195121952)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:04.839517,"(9.0, 12.5, 11.5)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.0812295081967216)","(8.0, 12.0, 11.9)","(17.0, 36.0, 30.285714285714285)","(20.0, 46.0, 43.6)","(6.5, 6.6, 6.419512195121952)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:05.852838,"(9.0, 12.5, 11.5)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.0812295081967216)","(8.0, 12.0, 11.9)","(17.0, 36.0, 30.285714285714285)","(20.0, 46.0, 43.6)","(6.5, 6.6, 6.419512195121952)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:06.858020,"(9.0, 12.0, 11.6)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.084864864864865)","(8.0, 12.0, 11.9)","(17.0, 36.0, 30.285714285714285)","(20.0, 46.0, 43.6)","(6.5, 6.6, 6.419512195121952)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:07.871416,"(9.0, 12.0, 11.6)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.084113475177305)","(8.0, 12.0, 11.708333333333334)","(17.0, 36.0, 27.714285714285715)","(20.0, 46.0, 37.07692307692308)","(6.5, 6.6, 6.419512195121952)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:08.901054,"(9.0, 12.0, 11.13953488372093)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.084113475177305)","(8.0, 12.0, 11.416666666666666)","(17.0, 34.0, 27.714285714285715)","(20.0, 44.0, 37.07692307692308)","(6.5, 6.6, 6.435555555555556)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:09.914673,"(9.0, 12.0, 11.13953488372093)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.084113475177305)","(8.0, 12.0, 11.551282051282051)","(17.0, 34.0, 27.714285714285715)","(20.0, 44.0, 37.07692307692308)","(6.5, 6.6, 6.435555555555556)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:10.935200,"(9.0, 12.0, 11.13953488372093)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.084113475177305)","(8.0, 12.0, 11.551282051282051)","(17.0, 34.0, 27.714285714285715)","(20.0, 44.0, 37.07692307692308)","(6.5, 6.6, 6.435555555555556)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:11.934955,"(9.0, 12.0, 11.13953488372093)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.084113475177305)","(8.0, 12.0, 11.396825396825397)","(17.0, 34.0, 28.133333333333333)","(20.0, 44.0, 37.07692307692308)","(6.5, 6.6, 6.435555555555556)","(7.5, 11.5, 11.136363636363637)"
07-01-2023 09:12:12.951763,"(9.0, 12.0, 11.13953488372093)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.084113475177305)","(8.0, 12.0, 11.396825396825397)","(17.0, 34.0, 28.133333333333333)","(20.0, 44.0, 37.07692307692308)","(6.5, 6.6, 6.435555555555556)","(7.5, 11.5, 11.08974358974359)"
07-01-2023 09:12:13.972707,"(9.0, 12.0, 11.13953488372093)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.396825396825397)","(17.0, 34.0, 28.133333333333333)","(20.0, 44.0, 37.07692307692308)","(6.5, 6.6, 6.833333333333333)","(7.5, 11.5, 11.08974358974359)"
07-01-2023 09:12:14.965565,"(9.0, 11.5, 11.3)","(14.0, 18.5, 18.214285714285715)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.396825396825397)","(17.0, 34.0, 28.133333333333333)","(20.0, 44.0, 37.07692307692308)","(6.5, 7.0, 6.857142857142857)","(7.5, 11.5, 11.08974358974359)"
07-01-2023 09:12:15.975653,"(9.0, 11.5, 11.192307692307692)","(14.0, 18.5, 17.833333333333332)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.396825396825397)","(17.0, 34.0, 28.133333333333333)","(20.0, 44.0, 37.07692307692308)","(6.5, 7.0, 6.857142857142857)","(7.5, 11.5, 11.08974358974359)"
07-01-2023 09:12:16.991148,"(9.0, 11.5, 11.192307692307692)","(14.0, 18.5, 17.833333333333332)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.396825396825397)","(17.0, 34.0, 28.133333333333333)","(20.0, 44.0, 37.07692307692308)","(6.5, 7.0, 6.857142857142857)","(7.5, 11.5, 11.08974358974359)"
07-01-2023 09:12:18.005539,"(9.0, 11.0, 10.875)","(14.0, 18.5, 17.833333333333332)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 27.142857142857142)","(20.0, 44.0, 37.07692307692308)","(6.5, 7.0, 6.88)","(7.5, 11.5, 11.042857142857143)"
07-01-2023 09:12:18.992255,"(9.0, 11.0, 10.771428571428572)","(14.0, 18.5, 17.61111111111111)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 27.142857142857142)","(20.0, 44.0, 37.07692307692308)","(6.5, 7.0, 6.88)","(7.5, 11.5, 11.042857142857143)"
07-01-2023 09:12:19.988505,"(9.0, 11.5, 11.113636363636363)","(14.0, 18.5, 17.61111111111111)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 27.142857142857142)","(20.0, 44.0, 37.07692307692308)","(6.5, 7.0, 6.88)","(7.5, 11.5, 11.042857142857143)"
07-01-2023 09:12:20.988678,"(9.0, 11.5, 10.428571428571429)","(14.0, 18.0, 17.22222222222222)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 27.142857142857142)","(20.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.88)","(7.5, 11.5, 11.042857142857143)"
07-01-2023 09:12:22.000276,"(9.0, 11.5, 10.964285714285714)","(14.0, 18.0, 17.22222222222222)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 27.142857142857142)","(20.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.88)","(7.5, 11.5, 11.042857142857143)"
07-01-2023 09:12:22.994819,"(9.0, 11.5, 10.964285714285714)","(14.0, 18.0, 17.22222222222222)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 28.0)","(20.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.88)","(7.5, 11.5, 10.5)"
07-01-2023 09:12:24.000348,"(9.0, 11.5, 11.105263157894736)","(13.0, 18.0, 17.22222222222222)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 28.0)","(20.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.88)","(7.5, 11.0, 10.5)"
07-01-2023 09:12:24.982306,"(9.0, 11.5, 11.0)","(13.0, 18.0, 17.22222222222222)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 28.0)","(20.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.88)","(7.5, 11.0, 10.5)"
07-01-2023 09:12:25.980611,"(9.0, 11.5, 11.0)","(13.0, 18.0, 17.22222222222222)","(1.9, 2.1, 2.083116883116883)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 28.857142857142858)","(20.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.88)","(7.5, 11.0, 10.5)"
07-01-2023 09:12:26.951782,"(9.0, 11.5, 11.159090909090908)","(13.0, 18.0, 17.22222222222222)","(1.9, 2.1, 2.082089552238806)","(8.0, 12.0, 11.424242424242424)","(17.0, 34.0, 28.857142857142858)","(20.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.866666666666666)","(7.5, 11.0, 10.5)"
07-01-2023 09:12:27.953922,"(9.0, 11.5, 11.058823529411764)","(13.0, 18.0, 17.363636363636363)","(1.9, 2.12, 2.111875)","(8.5, 12.0, 11.424242424242424)","(17.0, 34.0, 28.857142857142858)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.852173913043478)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:28.940609,"(9.0, 11.5, 11.265625)","(13.0, 18.0, 17.363636363636363)","(1.9, 2.14, 2.1232)","(8.5, 11.5, 11.4375)","(17.0, 34.0, 28.857142857142858)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.838095238095238)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:29.934886,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.363636363636363)","(1.9, 2.14, 2.1094545454545455)","(8.5, 11.5, 11.4375)","(17.0, 34.0, 28.857142857142858)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.838095238095238)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:30.929236,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.363636363636363)","(1.9, 2.12, 2.11625)","(8.5, 11.5, 11.4375)","(17.0, 34.0, 28.857142857142858)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:31.930437,"(9.0, 11.5, 11.136363636363637)","(13.0, 17.0, 16.8125)","(1.9, 2.14, 2.1094545454545455)","(8.5, 11.5, 11.4375)","(17.0, 34.0, 28.857142857142858)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:32.935323,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.5)","(1.9, 2.14, 2.1052830188679246)","(8.5, 11.5, 11.4375)","(17.0, 34.0, 29.5)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:33.966667,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.5)","(1.9, 2.12, 2.1091428571428574)","(8.5, 11.5, 11.4375)","(17.0, 34.0, 30.25)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:34.943384,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.5)","(1.9, 2.12, 2.1062745098039217)","(8.5, 12.0, 11.424242424242424)","(17.0, 34.0, 30.25)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:35.940303,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.5)","(1.9, 2.12, 2.1062745098039217)","(8.5, 12.0, 11.424242424242424)","(17.0, 34.0, 30.25)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:37.082555,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.636363636363637)","(1.9, 2.12, 2.1062745098039217)","(8.5, 12.0, 11.37704918032787)","(17.0, 34.0, 30.25)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:38.104642,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.636363636363637)","(1.9, 2.12, 2.1062745098039217)","(8.5, 12.0, 11.37704918032787)","(17.0, 34.0, 30.25)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:39.188840,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.636363636363637)","(1.9, 2.12, 2.1062745098039217)","(8.5, 12.0, 11.37704918032787)","(17.0, 34.0, 30.25)","(21.0, 44.0, 37.07692307692308)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.5)"
07-01-2023 09:12:40.295388,"(9.0, 11.5, 11.136363636363637)","(13.0, 18.0, 17.714285714285715)","(1.9, 2.12, 2.1065454545454547)","(8.5, 12.0, 11.884615384615385)","(17.0, 32.0, 30.285714285714285)","(21.0, 42.0, 40.0)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.2)"
07-01-2023 09:12:41.354322,"(9.0, 12.0, 11.636363636363637)","(13.0, 18.0, 17.714285714285715)","(1.9, 2.12, 2.1075)","(8.5, 12.5, 11.884615384615385)","(17.0, 32.0, 30.285714285714285)","(21.0, 42.0, 40.0)","(6.0, 7.0, 6.858333333333333)","(8.0, 11.0, 10.2)"
07-01-2023 09:12:42.433598,"(9.0, 11.5, 11.375)","(13.0, 18.0, 17.714285714285715)","(1.9, 2.14, 2.1065454545454547)","(8.5, 12.5, 11.884615384615385)","(17.0, 32.0, 30.285714285714285)","(21.0, 42.0, 40.0)","(6.0, 7.0, 6.869230769230769)","(8.0, 11.0, 10.2)"
07-01-2023 09:12:43.513110,"(9.0, 11.5, 11.45)","(13.0, 18.0, 17.714285714285715)","(1.9, 2.14, 2.1065454545454547)","(8.5, 12.5, 11.884615384615385)","(17.0, 32.0, 30.285714285714285)","(21.0, 42.0, 40.0)","(6.0, 7.0, 6.869230769230769)","(8.0, 11.0, 10.2)"
07-01-2023 09:12:44.556093,"(9.0, 11.5, 11.1)","(13.0, 18.0, 17.714285714285715)","(1.9, 2.12, 2.115)","(8.5, 12.5, 11.884615384615385)","(17.0, 32.0, 30.285714285714285)","(21.0, 42.0, 40.0)","(6.0, 7.0, 6.869230769230769)","(8.0, 11.0, 10.2)"
07-01-2023 09:12:45.718409,"(9.0, 11.0, 10.615384615384615)","(13.0, 18.0, 17.714285714285715)","(1.9, 2.12, 2.104390243902439)","(8.5, 12.5, 11.884615384615385)","(17.0, 32.0, 30.285714285714285)","(21.0, 42.0, 40.5)","(6.0, 7.0, 6.869230769230769)","(8.0, 11.0, 10.2)"
07-01-2023 09:12:46.857882,"(9.0, 11.0, 10.607142857142858)","(13.0, 18.0, 17.714285714285715)","(1.9, 2.12, 2.104390243902439)","(8.5, 12.5, 11.884615384615385)","(17.0, 32.0, 30.285714285714285)","(21.0, 42.0, 41.333333333333336)","(6.0, 7.0, 6.869230769230769)","(8.0, 11.0, 10.2)"
07-01-2023 09:12:47.934115,"(9.0, 11.0, 10.76086956521739)","(13.0, 18.0, 17.77777777777778)","(1.9, 2.12, 2.1095652173913044)","(8.5, 12.5, 12.010204081632653)","(17.0, 32.0, 34.0)","(21.0, 42.0, 40.666666666666664)","(6.0, 7.0, 6.912820512820513)","(8.0, 11.0, 10.6)"
07-01-2023 09:12:49.033266,"(9.0, 11.0, 10.766666666666667)","(13.0, 18.5, 17.86842105263158)","(1.9, 2.12, 2.1025)","(8.5, 12.5, 12.010204081632653)","(17.0, 36.0, 34.0)","(21.0, 42.0, 40.666666666666664)","(6.0, 7.0, 6.912820512820513)","(8.0, 11.0, 10.6)"
07-01-2023 09:12:50.073119,"(9.0, 11.0, 10.766666666666667)","(13.0, 18.5, 17.86842105263158)","(1.9, 2.12, 2.104)","(8.5, 12.5, 12.010204081632653)","(17.0, 36.0, 34.0)","(21.0, 42.0, 40.666666666666664)","(6.0, 7.0, 6.912820512820513)","(8.0, 11.0, 10.6)"
07-01-2023 09:12:51.188481,"(9.0, 11.0, 10.847826086956522)","(13.0, 18.5, 17.833333333333332)","(1.9, 2.1, 2.098787878787879)","(8.5, 12.5, 12.010204081632653)","(17.0, 36.0, 34.0)","(21.0, 42.0, 40.666666666666664)","(6.0, 7.0, 6.912820512820513)","(8.0, 11.0, 10.6)"
07-01-2023 09:12:52.261792,"(9.0, 11.0, 10.923076923076923)","(13.0, 18.5, 17.833333333333332)","(1.9, 2.12, 2.114859437751004)","(8.5, 12.5, 11.93859649122807)","(17.0, 36.0, 34.0)","(21.0, 42.0, 40.666666666666664)","(6.0, 7.0, 6.912820512820513)","(8.0, 11.0, 10.6)"
07-01-2023 09:12:53.305056,"(9.0, 11.0, 10.93939393939394)","(13.0, 18.5, 17.833333333333332)","(1.9, 2.12, 2.1149407114624506)","(8.5, 12.5, 11.657894736842104)","(17.0, 36.0, 34.0)","(21.0, 42.0, 40.666666666666664)","(6.0, 7.0, 6.912820512820513)","(8.0, 11.0, 10.6)"
07-01-2023 09:12:54.340061,"(9.0, 11.0, 10.79)","(13.0, 18.5, 17.833333333333332)","(1.9, 2.14, 2.1098550724637684)","(8.5, 12.0, 11.756756756756756)","(17.0, 36.0, 34.0)","(21.0, 42.0, 40.666666666666664)","(6.0, 7.0, 6.912820512820513)","(8.0, 11.0, 10.6)"
