,Areyougonnakissme,Pinnacle Reef,Xcellent Start,Sparked A Notion,Colt Rock,No Love For Juba,Neverpopthecork,Jubas Notion,Lord Of Cork
08-01-2023 13:14:36.204604,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 21.88095238095238)","(20.0, 42.0, 41.2)","(3.9, 4.7, 4.416129032258064)","(16.0, 23.0, 21.25)","(1.8, 2.24, 2.2388679245283023)","(15.0, 21.0, 20.1)"
08-01-2023 13:14:37.394700,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 21.88095238095238)","(20.0, 42.0, 41.2)","(3.9, 4.7, 4.416129032258064)","(16.0, 23.0, 21.25)","(1.8, 2.24, 2.2388679245283023)","(15.0, 21.0, 20.1)"
08-01-2023 13:14:38.570782,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 21.88095238095238)","(20.0, 42.0, 41.2)","(3.9, 4.7, 4.416129032258064)","(16.0, 23.0, 21.25)","(1.8, 2.24, 2.238846153846154)","(15.0, 21.0, 20.1)"
08-01-2023 13:14:39.790283,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 21.142857142857142)","(20.0, 42.0, 40.666666666666664)","(3.9, 4.7, 4.416129032258064)","(16.0, 23.0, 21.416666666666668)","(1.8, 2.24, 2.238846153846154)","(15.0, 21.0, 19.25)"
08-01-2023 13:14:40.938580,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 21.142857142857142)","(20.0, 42.0, 40.666666666666664)","(3.9, 4.7, 4.416129032258064)","(16.0, 22.0, 21.0)","(1.8, 2.24, 2.238846153846154)","(15.0, 20.0, 19.25)"
08-01-2023 13:14:42.138339,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 21.142857142857142)","(20.0, 42.0, 40.666666666666664)","(3.9, 4.7, 4.416129032258064)","(16.0, 22.0, 19.666666666666668)","(1.8, 2.24, 2.238846153846154)","(15.0, 20.0, 19.25)"
08-01-2023 13:14:43.280789,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.9, 4.7, 4.416129032258064)","(16.0, 22.0, 20.6)","(1.8, 2.24, 2.2336842105263157)","(15.0, 20.0, 19.555555555555557)"
08-01-2023 13:14:44.450990,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(10.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.9, 4.7, 4.416129032258064)","(16.0, 22.0, 19.55)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 19.555555555555557)"
08-01-2023 13:14:45.616298,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.416129032258064)","(16.0, 22.0, 20.0)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 19.166666666666668)"
08-01-2023 13:14:46.808895,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.88095238095238)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.416129032258064)","(16.0, 21.0, 19.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 19.166666666666668)"
08-01-2023 13:14:48.007440,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.88095238095238)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.416129032258064)","(16.0, 21.0, 19.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 18.833333333333332)"
08-01-2023 13:14:49.195569,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.416129032258064)","(16.0, 21.0, 19.0)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 18.5)"
08-01-2023 13:14:50.384360,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.361538461538461)","(16.0, 21.0, 19.25)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 17.833333333333332)"
08-01-2023 13:14:51.501664,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.361538461538461)","(16.0, 21.0, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 17.666666666666668)"
08-01-2023 13:14:52.794970,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 17.666666666666668)"
08-01-2023 13:14:53.953933,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.88095238095238)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 19.0)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 18.25)"
08-01-2023 13:14:55.045235,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.88095238095238)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 19.0)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 18.25)"
08-01-2023 13:14:56.274438,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.88095238095238)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 19.0)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 18.25)"
08-01-2023 13:14:57.747750,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.294117647058826)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 18.25)"
08-01-2023 13:14:59.174495,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 39.142857142857146)","(3.8, 4.7, 4.361538461538461)","(16.0, 19.5, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 18.333333333333332)"
08-01-2023 13:15:00.487330,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 19.5, 18.5)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 18.333333333333332)"
08-01-2023 13:15:01.779745,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 19.5, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 18.333333333333332)"
08-01-2023 13:15:02.961004,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 19.5, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 18.5)"
08-01-2023 13:15:04.072501,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.829545454545453)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 19.5, 19.142857142857142)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 18.4)"
08-01-2023 13:15:05.169243,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.829545454545453)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 22.0, 19.142857142857142)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 18.4)"
08-01-2023 13:15:06.377982,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 21.829545454545453)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 22.0, 18.916666666666668)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.0, 19.6)"
08-01-2023 13:15:07.570401,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 21.0, 18.857142857142858)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 17.112903225806452)"
08-01-2023 13:15:08.709045,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.0, 11.857142857142858)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 21.0, 18.857142857142858)","(1.8, 2.26, 2.236923076923077)","(15.0, 17.5, 17.112903225806452)"
08-01-2023 13:15:09.923737,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 11.58695652173913)","(11.0, 22.0, 20.8)","(20.0, 42.0, 41.4)","(3.8, 4.7, 4.361538461538461)","(16.0, 21.0, 18.333333333333332)","(1.8, 2.26, 2.236923076923077)","(15.0, 21.0, 18.0)"
08-01-2023 13:15:11.156436,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 19.333333333333332)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 18.0)"
08-01-2023 13:15:12.410946,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 19.333333333333332)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 18.0)"
08-01-2023 13:15:13.625212,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 18.0)"
08-01-2023 13:15:14.836968,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 21.829545454545453)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.361538461538461)","(16.0, 20.0, 18.75)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 18.0)"
08-01-2023 13:15:16.106554,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.7, 4.5)","(16.0, 20.0, 18.5)","(1.8, 2.26, 2.236923076923077)","(15.0, 20.0, 17.833333333333332)"
08-01-2023 13:15:17.308957,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.6, 4.5)","(16.0, 19.5, 18.5)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 17.833333333333332)"
08-01-2023 13:15:18.443245,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.666666666666664)","(3.8, 4.6, 4.5)","(16.0, 19.5, 18.5)","(1.8, 2.26, 2.236923076923077)","(15.0, 19.5, 17.5)"
08-01-2023 13:15:19.642168,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.227272727272727)","(11.0, 22.0, 20.8)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.5)","(16.0, 19.5, 18.5)","(1.8, 2.26, 2.2464406779661017)","(15.0, 18.5, 17.5)"
08-01-2023 13:15:20.817386,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.25)","(11.0, 22.0, 21.0)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.52)","(16.0, 19.5, 18.5)","(1.8, 2.26, 2.2497435897435896)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:22.030486,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 12.25)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.52)","(16.0, 19.5, 18.25)","(1.8, 2.26, 2.2497435897435896)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:23.224608,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 12.25)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.52)","(16.0, 19.0, 18.25)","(1.8, 2.26, 2.2497435897435896)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:24.405008,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 12.25)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.52)","(16.0, 19.0, 18.555555555555557)","(1.8, 2.26, 2.2497435897435896)","(15.0, 18.5, 17.133333333333333)"
08-01-2023 13:15:25.565488,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.0, 11.90909090909091)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.52)","(16.0, 19.0, 18.555555555555557)","(1.8, 2.26, 2.225217391304348)","(15.0, 19.0, 17.133333333333333)"
08-01-2023 13:15:26.701196,"(26.0, 38.0, 34.5)","(20.0, 30.0, 26.25)","(9.0, 12.0, 11.90909090909091)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.52)","(16.0, 19.0, 18.25)","(1.8, 2.26, 2.233913043478261)","(15.0, 19.0, 17.133333333333333)"
08-01-2023 13:15:27.781682,"(26.0, 38.0, 34.5)","(20.0, 30.0, 26.25)","(9.0, 12.0, 11.90909090909091)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.285714285714285)","(3.8, 4.6, 4.52)","(16.0, 19.0, 18.25)","(1.8, 2.26, 2.233913043478261)","(15.0, 19.0, 17.133333333333333)"
08-01-2023 13:15:28.943399,"(26.0, 38.0, 34.5)","(20.0, 30.0, 26.25)","(9.0, 12.0, 11.9375)","(11.0, 22.0, 20.5)","(20.0, 42.0, 39.5)","(3.8, 4.6, 4.52)","(16.0, 22.0, 18.785714285714285)","(1.8, 2.26, 2.2514893617021277)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:30.074853,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.6, 4.52)","(16.0, 22.0, 19.142857142857142)","(1.8, 2.26, 2.2497435897435896)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:31.299910,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.6, 4.427272727272728)","(16.0, 22.0, 19.142857142857142)","(1.8, 2.26, 2.2514893617021277)","(15.0, 18.5, 18.0)"
08-01-2023 13:15:32.475754,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.7, 4.427272727272728)","(16.0, 22.0, 19.142857142857142)","(1.8, 2.26, 2.2514893617021277)","(15.0, 18.5, 18.0)"
08-01-2023 13:15:33.699546,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.7, 4.434615384615385)","(16.0, 22.0, 18.785714285714285)","(1.8, 2.26, 2.2514893617021277)","(15.0, 18.5, 18.0)"
08-01-2023 13:15:34.841750,"(26.0, 38.0, 36.25)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.7, 4.434615384615385)","(16.0, 22.0, 20.11111111111111)","(1.8, 2.26, 2.2514893617021277)","(15.0, 18.5, 17.25)"
08-01-2023 13:15:36.041877,"(26.0, 38.0, 36.25)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.7, 4.434615384615385)","(16.0, 21.0, 19.833333333333332)","(1.8, 2.26, 2.2514893617021277)","(15.0, 19.0, 17.25)"
08-01-2023 13:15:37.209841,"(26.0, 38.0, 36.25)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.7, 4.434615384615385)","(16.0, 21.0, 19.833333333333332)","(1.8, 2.26, 2.2514893617021277)","(15.0, 19.0, 17.25)"
08-01-2023 13:15:38.344075,"(26.0, 38.0, 36.25)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.2)","(3.8, 4.7, 4.434615384615385)","(16.0, 21.0, 19.833333333333332)","(1.8, 2.26, 2.2514893617021277)","(15.0, 19.0, 17.25)"
08-01-2023 13:15:39.496804,"(26.0, 38.0, 36.25)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.434615384615385)","(16.0, 21.0, 19.5)","(1.8, 2.26, 2.2497435897435896)","(15.0, 19.0, 18.0)"
08-01-2023 13:15:40.646559,"(26.0, 38.0, 36.25)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.434615384615385)","(16.0, 21.0, 19.0)","(1.8, 2.26, 2.249333333333333)","(15.0, 18.5, 17.9)"
08-01-2023 13:15:41.846381,"(26.0, 38.0, 36.0)","(20.0, 30.0, 27.0)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.434615384615385)","(16.0, 20.0, 19.0)","(1.8, 2.26, 2.249333333333333)","(15.0, 18.5, 17.5)"
08-01-2023 13:15:43.066823,"(26.0, 38.0, 36.0)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.333333333333334)","(11.0, 22.0, 21.829545454545453)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.423076923076923)","(16.0, 20.0, 19.0)","(1.8, 2.26, 2.2464406779661017)","(15.0, 18.5, 17.5)"
08-01-2023 13:15:44.302976,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 12.333333333333334)","(11.0, 22.0, 21.829545454545453)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.423076923076923)","(16.0, 20.0, 19.0)","(1.8, 2.26, 2.198095238095238)","(15.0, 18.5, 17.5)"
08-01-2023 13:15:45.524470,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.0)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.505405405405406)","(16.0, 20.0, 18.75)","(1.8, 2.26, 2.1729032258064516)","(15.0, 18.5, 17.133333333333333)"
08-01-2023 13:15:46.762137,"(26.0, 38.0, 34.5)","(20.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.425000000000001)","(16.0, 20.0, 18.75)","(1.8, 2.26, 2.1729032258064516)","(15.0, 19.0, 17.75)"
08-01-2023 13:15:47.896347,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 40.18181818181818)","(3.8, 4.7, 4.425000000000001)","(16.0, 19.5, 18.75)","(1.8, 2.26, 2.1729032258064516)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:49.005618,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 20.5)","(20.0, 42.0, 41.130434782608695)","(3.8, 4.7, 4.425000000000001)","(16.0, 19.5, 19.916666666666668)","(1.8, 2.26, 2.1729032258064516)","(15.0, 18.5, 17.133333333333333)"
08-01-2023 13:15:50.129807,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.714285714285715)","(3.8, 4.7, 4.425000000000001)","(16.0, 22.0, 19.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 19.0, 17.75)"
08-01-2023 13:15:51.238158,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.714285714285715)","(3.8, 4.7, 4.425000000000001)","(16.0, 22.0, 19.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:52.339628,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.714285714285715)","(3.8, 4.7, 4.425000000000001)","(16.0, 22.0, 19.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 17.133333333333333)"
08-01-2023 13:15:53.527984,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.0)","(3.8, 4.7, 4.425000000000001)","(16.0, 22.0, 19.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 19.0, 17.75)"
08-01-2023 13:15:54.639235,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 21.0, 19.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:55.748868,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 21.0, 19.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 17.75)"
08-01-2023 13:15:56.796612,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 21.0, 19.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 18.0)"
08-01-2023 13:15:57.948651,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 41.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 21.0, 19.333333333333332)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 17.25)"
08-01-2023 13:15:59.062979,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 41.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 20.0, 19.333333333333332)","(1.8, 2.26, 2.1670175438596493)","(15.0, 19.0, 17.25)"
08-01-2023 13:16:00.274283,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.142857142857142)","(20.0, 42.0, 39.5)","(3.8, 4.7, 4.417142857142857)","(16.0, 20.0, 18.75)","(1.8, 2.26, 2.1670175438596493)","(15.0, 19.0, 18.0)"
08-01-2023 13:16:01.416900,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.25)","(20.0, 42.0, 39.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 20.0, 18.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 18.0)"
08-01-2023 13:16:02.578204,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.25)","(20.0, 42.0, 39.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 19.5, 18.5)","(1.8, 2.26, 2.1670175438596493)","(15.0, 18.5, 18.0)"
08-01-2023 13:16:03.730652,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.5, 11.833333333333334)","(11.0, 22.0, 21.25)","(20.0, 42.0, 39.0)","(3.8, 4.7, 4.417142857142857)","(16.0, 19.5, 18.5)","(1.8, 2.26, 2.1752380952380954)","(15.0, 18.5, 18.0)"
08-01-2023 13:16:04.901206,"(26.0, 38.0, 34.5)","(21.0, 30.0, 27.428571428571427)","(9.0, 12.0, 11.64)","(11.0, 22.0, 21.25)","(20.0, 42.0, 41.09090909090909)","(3.8, 4.7, 4.417142857142857)","(16.0, 19.5, 18.75)","(1.8, 2.24, 2.2060000000000004)","(15.0, 18.5, 17.25)"
