,Roscos Rescue,Stonebridge Star,White Star Village,Pete Mitchell,Rainbow Rain,Bulldog Brawler,I Runformum,Storm Stride,Mista Pumblechook,Half Moon Beach
10-01-2023 17:08:46.346947,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:47.629165,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:48.924621,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:50.152083,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:51.377397,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:52.770316,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:54.176472,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:55.586548,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:56.922108,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:58.389423,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:59.657682,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:00.920134,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:02.181318,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:03.461172,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:04.750973,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:06.111291,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:07.378349,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:08.589742,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:09.859594,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:11.068650,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:12.255370,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:13.489811,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:14.753838,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:16.241358,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:17.761084,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:19.089163,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:20.337856,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:21.580759,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:22.837854,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:24.201835,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:25.530433,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:26.880367,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:28.191132,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:29.458065,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 40.111111111111114)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:30.743318,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 40.111111111111114)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:09:31.979852,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 40.111111111111114)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:33.268563,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 40.111111111111114)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:34.590393,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 40.111111111111114)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:35.954281,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:37.358551,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:38.760476,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:40.391930,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:41.878103,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:43.258947,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:44.552324,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 17.76923076923077)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.8)"
10-01-2023 17:09:45.866562,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 43.476190476190474)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 14.146666666666667)"
10-01-2023 17:09:47.309715,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:48.644205,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:49.980462,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:51.278331,"(3.3, 4.6, 3.8730769230769226)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:52.577125,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 11.25)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:53.941437,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 11.25)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:55.279679,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 11.25)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:56.620268,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 11.25)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:57.895878,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 11.25)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:09:59.131667,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 11.25)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:10:00.419087,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 38.85714285714286)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.15)","(8.5, 14.5, 11.25)","(11.0, 19.0, 14.0)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 10.866666666666667)"
10-01-2023 17:10:01.713271,"(3.3, 4.3, 3.7642857142857142)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:02.965108,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 18.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:04.226885,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 18.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:05.599665,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 18.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:06.882941,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 18.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:08.211566,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 18.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:09.414715,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 18.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:10.640290,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.25)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 18.0)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:11.877572,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.636363636363637)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:13.098484,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 11.636363636363637)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:14.351597,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 30.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 10.142857142857142)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 11.9)"
10-01-2023 17:10:15.617878,"(3.3, 4.3, 3.786842105263158)","(26.0, 46.0, 34.0)","(5.5, 8.4, 7.366666666666667)","(4.4, 7.2, 6.3)","(8.5, 14.5, 10.142857142857142)","(11.0, 19.0, 16.857142857142858)","(7.5, 11.5, 8.233333333333333)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 11.9)"
