,Hilltop Surfer,El Awoman,Aces Shadow,Celestial Topaz,Always Steamed Up,Soho Nadel
09-01-2023 12:34:49.212534,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:50.084160,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:51.029861,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:51.925065,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:52.826688,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:53.806739,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:54.702057,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:55.685380,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:56.668461,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:57.810550,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:34:59.076963,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:00.136015,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:01.132038,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:02.221826,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:03.245643,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:04.195209,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:05.172079,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:06.100295,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:06.989409,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:07.974083,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:08.986638,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:09.970936,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:10.999515,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:11.928858,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:12.906339,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:13.906836,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:14.879027,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:15.871998,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:16.827767,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:17.840556,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:18.802119,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:19.715811,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:20.686087,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:21.668334,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:22.676712,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:23.678437,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:24.669092,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:25.649499,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:26.594722,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:27.650664,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:28.666148,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:29.710636,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:30.741363,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:31.718596,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:32.694606,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:33.638171,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:34.660721,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:35.681783,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:36.962240,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:38.200447,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:39.378021,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:40.442115,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:41.499818,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:42.535259,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:43.619897,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:44.672323,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:45.675140,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:46.627632,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:47.706318,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:48.748518,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:49.880315,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:50.948577,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:52.038378,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:53.117815,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:54.303564,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:55.390429,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:56.606057,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:57.679140,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:58.729328,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:35:59.698814,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:00.706863,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:01.759239,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:02.788112,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:03.839020,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:04.935113,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:05.945081,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:06.974888,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:07.987148,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:09.055090,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:10.085645,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:11.113948,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:12.139479,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:13.154166,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:14.139614,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:15.118712,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:16.071221,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:17.084866,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:18.191950,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:19.309188,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:20.427371,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:21.490799,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:22.561696,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:23.549583,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:24.558432,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:25.712614,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:26.925163,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:27.990334,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:29.015458,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:30.133574,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:31.205688,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:32.282600,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:33.435119,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:34.535743,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:35.644065,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:36.794848,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:37.966991,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:39.129891,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:40.224659,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:41.269650,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:42.264936,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:43.297113,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:44.302084,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:45.349344,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
09-01-2023 12:36:46.393661,"(1.85, 2.5, 2.4)","(4.2, 5.5, 4.54)","(4.0, 6.8, 6.5)","(11.0, 26.0, 15.285714285714286)","(6.0, 8.2, 7.533333333333333)","(12.0, 28.0, 16.0)"
