,Sir Simon,Swoop Dog,White Hawk,Alpine Wolf,Shbourne Renegade,Reward Achiever,Rising Light,Shbourne Rebel,Vallabar,Dramazing,Ethical Dilemma,Skyway Star,Maincourt,Argyle Beach
11-01-2023 15:15:42.455996,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.505263157894737)","(41.0, 100.0, 44.63636363636363)","(5.0, 6.8, 6.4)","(31.0, 85.0, 59.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 29.166666666666664)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 118.33333333333334)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 60.666666666666664)"
11-01-2023 15:15:44.279996,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.505263157894737)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.0, 6.3076923076923075)","(31.0, 85.0, 59.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 29.166666666666664)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 118.33333333333334)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 60.666666666666664)"
11-01-2023 15:15:46.076637,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.505263157894737)","(41.0, 100.0, 44.63636363636363)","(5.0, 7.0, 6.25)","(31.0, 85.0, 59.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 29.166666666666664)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 118.33333333333334)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 60.666666666666664)"
11-01-2023 15:15:47.941664,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.505263157894737)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.0, 6.3076923076923075)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 29.166666666666664)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:15:49.736891,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.505263157894737)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.0, 6.571428571428571)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 29.166666666666664)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:15:51.447334,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 49.92307692307692)","(5.0, 7.0, 6.4)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:15:53.145078,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.4, 6.4)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:15:54.925358,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.4, 6.4)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:15:56.820541,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.4, 6.4)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:15:58.719754,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.4, 6.4)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:00.526775,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.4, 6.4)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:02.421283,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 41.565217391304344)","(5.0, 7.4, 6.4)","(31.0, 85.0, 56.5)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.493286219081273)","(81.0, 140.0, 107.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:04.340928,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 100.0, 65.5)","(5.0, 7.4, 6.4)","(31.0, 85.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 24.333333333333332)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.165517241379311)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:06.106802,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.4, 6.4)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 24.333333333333332)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.165517241379311)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:07.826332,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 65.5)","(5.0, 7.4, 6.4)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 24.333333333333332)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:09.561484,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 65.5)","(5.0, 7.4, 6.4)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 24.333333333333332)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:11.289083,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 65.5)","(5.0, 7.4, 6.4)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 24.333333333333332)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:13.180584,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 65.5)","(5.0, 7.4, 6.4)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 24.333333333333332)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:14.932757,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 65.5)","(5.0, 7.4, 6.4)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 29.166666666666664)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:17.032569,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 65.5)","(5.0, 7.4, 6.329411764705882)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 29.166666666666664)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:18.821180,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 78.71428571428571)","(5.0, 7.4, 6.05)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.05)","(9.0, 10.0, 9.0)","(19.0, 34.0, 30.0)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:20.854025,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.556521739130434)","(41.0, 95.0, 78.71428571428571)","(5.0, 6.2, 5.85)","(31.0, 80.0, 54.0)","(4.8, 9.4, 8.8)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:22.705574,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.8, 5.215384615384615)","(41.0, 95.0, 78.71428571428571)","(5.0, 6.2, 5.85)","(31.0, 80.0, 54.0)","(4.8, 10.0, 8.8)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:24.563464,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.6, 5.390909090909091)","(41.0, 95.0, 78.71428571428571)","(5.0, 6.2, 5.85)","(31.0, 80.0, 54.0)","(4.8, 10.0, 7.844444444444444)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:26.290355,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.5, 5.390909090909091)","(41.0, 95.0, 78.71428571428571)","(5.0, 6.2, 5.85)","(31.0, 80.0, 51.5)","(4.8, 9.8, 7.844444444444444)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:28.048081,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.5, 5.390909090909091)","(41.0, 95.0, 80.75)","(5.0, 6.2, 5.85)","(31.0, 75.0, 61.857142857142854)","(4.8, 9.8, 7.85)","(9.0, 10.0, 9.0)","(19.0, 34.0, 27.5)","(31.0, 80.0, 52.0)","(6.5, 7.2, 6.176109215017065)","(81.0, 130.0, 102.5)","(101.0, 210.0, 164.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 67.0)"
11-01-2023 15:16:29.910299,"(5.5, 8.0, 7.888888888888889)","(4.4, 5.5, 5.390909090909091)","(41.0, 95.0, 87.4)","(5.0, 6.2, 6.1125)","(31.0, 75.0, 69.88888888888889)","(4.8, 9.6, 7.766666666666667)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 71.6)","(6.5, 7.2, 6.274074074074075)","(81.0, 130.0, 116.25)","(101.0, 210.0, 166.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 81.63636363636363)"
11-01-2023 15:16:31.893230,"(5.5, 8.0, 7.888888888888889)","(4.4, 5.5, 5.390909090909091)","(41.0, 95.0, 61.705882352941174)","(5.0, 6.2, 6.141666666666667)","(31.0, 75.0, 69.88888888888889)","(4.8, 9.6, 8.6)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 71.6)","(6.5, 7.2, 6.274074074074075)","(81.0, 130.0, 116.25)","(101.0, 210.0, 166.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 81.63636363636363)"
11-01-2023 15:16:33.885774,"(5.5, 8.0, 7.888888888888889)","(4.4, 5.5, 5.277777777777778)","(41.0, 100.0, 45.21739130434783)","(5.0, 6.2, 6.141666666666667)","(31.0, 75.0, 52.5)","(4.8, 9.6, 8.933333333333334)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.274074074074075)","(81.0, 130.0, 113.57142857142857)","(101.0, 210.0, 166.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 81.63636363636363)"
11-01-2023 15:16:35.761826,"(5.5, 8.0, 7.888888888888889)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 45.21739130434783)","(5.0, 6.2, 6.141666666666667)","(31.0, 75.0, 52.5)","(4.8, 9.6, 8.933333333333334)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.274074074074075)","(81.0, 120.0, 113.57142857142857)","(101.0, 210.0, 166.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 81.63636363636363)"
11-01-2023 15:16:37.708703,"(5.5, 8.0, 7.888888888888889)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 45.21739130434783)","(5.0, 6.2, 6.08)","(31.0, 75.0, 52.5)","(4.8, 9.6, 8.933333333333334)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.274074074074075)","(81.0, 120.0, 113.57142857142857)","(101.0, 210.0, 166.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 81.63636363636363)"
11-01-2023 15:16:39.605373,"(5.5, 8.0, 7.888888888888889)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 45.21739130434783)","(5.0, 6.2, 6.125)","(31.0, 75.0, 52.5)","(4.8, 9.6, 8.933333333333334)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.274074074074075)","(81.0, 120.0, 113.57142857142857)","(101.0, 210.0, 166.0)","(101.0, 200.0, 165.0)","(41.0, 90.0, 81.63636363636363)"
11-01-2023 15:16:41.565865,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 58.0)","(5.0, 6.2, 6.125)","(31.0, 75.0, 68.57142857142857)","(4.8, 9.6, 9.32)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.284249084249084)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 77.42857142857143)"
11-01-2023 15:16:43.420057,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 58.0)","(5.0, 6.2, 6.125)","(31.0, 75.0, 68.57142857142857)","(4.8, 9.6, 8.738461538461538)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.284249084249084)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 77.42857142857143)"
11-01-2023 15:16:45.446630,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 58.0)","(5.0, 6.2, 6.125)","(31.0, 75.0, 68.57142857142857)","(4.8, 9.6, 8.738461538461538)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.284249084249084)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 77.42857142857143)"
11-01-2023 15:16:47.367720,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 53.15384615384615)","(5.0, 6.2, 6.125)","(31.0, 75.0, 68.57142857142857)","(4.8, 9.6, 8.738461538461538)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.284249084249084)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 77.42857142857143)"
11-01-2023 15:16:49.261998,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 53.15384615384615)","(5.0, 6.2, 6.125)","(31.0, 75.0, 86.0)","(4.8, 9.6, 8.738461538461538)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.284249084249084)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 77.42857142857143)"
11-01-2023 15:16:51.251310,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 53.15384615384615)","(5.0, 6.2, 6.125)","(31.0, 100.0, 86.0)","(4.8, 9.6, 8.738461538461538)","(9.0, 10.0, 9.0)","(19.0, 34.0, 26.0)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.284249084249084)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 77.42857142857143)"
11-01-2023 15:16:53.122660,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 63.09090909090909)","(5.0, 6.2, 6.125)","(31.0, 100.0, 86.0)","(4.8, 9.6, 9.376)","(9.0, 10.0, 9.0)","(19.0, 34.0, 32.5)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.234749034749035)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 83.23076923076923)"
11-01-2023 15:16:54.994840,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 63.09090909090909)","(5.0, 6.2, 6.125)","(31.0, 100.0, 59.2)","(4.8, 9.6, 9.135849056603774)","(9.0, 10.0, 9.0)","(19.0, 34.0, 30.75)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.234749034749035)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 83.23076923076923)"
11-01-2023 15:16:57.237417,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 63.09090909090909)","(5.0, 6.2, 6.125)","(31.0, 100.0, 59.2)","(4.8, 9.4, 9.135849056603774)","(9.0, 10.0, 9.0)","(19.0, 32.0, 30.75)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.234749034749035)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 83.23076923076923)"
11-01-2023 15:16:59.299398,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 63.09090909090909)","(5.0, 6.2, 6.125)","(31.0, 100.0, 57.2)","(4.8, 9.4, 9.135849056603774)","(9.0, 10.0, 9.0)","(19.0, 32.0, 30.75)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.234749034749035)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 83.23076923076923)"
11-01-2023 15:17:01.443422,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 100.0, 87.42857142857143)","(5.0, 6.2, 6.125)","(31.0, 95.0, 72.6)","(4.8, 9.4, 9.135849056603774)","(9.0, 10.0, 9.0)","(19.0, 32.0, 30.75)","(31.0, 80.0, 53.333333333333336)","(6.5, 7.2, 6.234749034749035)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 83.23076923076923)"
11-01-2023 15:17:03.748500,"(5.5, 8.0, 7.454545454545454)","(4.4, 5.4, 5.277777777777778)","(41.0, 95.0, 83.22222222222223)","(5.0, 6.2, 6.125)","(31.0, 90.0, 77.57142857142858)","(4.8, 9.4, 9.135849056603774)","(9.0, 10.0, 9.0)","(19.0, 32.0, 25.333333333333332)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.231007751937985)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 79.0)"
11-01-2023 15:17:06.255459,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 83.22222222222223)","(5.0, 6.2, 6.125)","(31.0, 90.0, 81.07692307692308)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 32.0, 28.0)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.231007751937985)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 79.0)"
11-01-2023 15:17:08.676188,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 83.22222222222223)","(5.0, 6.2, 6.125)","(31.0, 90.0, 81.07692307692308)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 32.0, 28.0)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.231007751937985)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 79.0)"
11-01-2023 15:17:10.632906,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 83.22222222222223)","(5.0, 6.2, 6.125)","(31.0, 90.0, 81.07692307692308)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 32.0, 28.0)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.231007751937985)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 79.0)"
11-01-2023 15:17:12.675107,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 83.22222222222223)","(5.0, 6.2, 6.125)","(31.0, 90.0, 81.07692307692308)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 32.0, 25.333333333333332)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.231007751937985)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 79.0)"
11-01-2023 15:17:14.598609,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 85.0)","(5.0, 6.2, 6.125)","(31.0, 90.0, 81.07692307692308)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 32.0, 25.333333333333332)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.231007751937985)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 81.63636363636363)"
11-01-2023 15:17:16.597196,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 79.85714285714286)","(5.0, 6.2, 6.125)","(31.0, 90.0, 74.0)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 32.0, 25.333333333333332)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.403187250996016)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 77.42857142857143)"
11-01-2023 15:17:18.641623,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 61.0)","(5.0, 6.2, 6.125)","(31.0, 90.0, 54.0)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 32.0, 24.0)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.231007751937985)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 62.0)"
11-01-2023 15:17:20.712684,"(5.5, 8.0, 7.454545454545454)","(4.6, 5.4, 5.277777777777778)","(41.0, 95.0, 61.0)","(5.0, 6.2, 6.125)","(31.0, 90.0, 54.0)","(4.8, 9.4, 9.135849056603774)","(10.0, 10.0, 9.0)","(20.0, 30.0, 24.0)","(31.0, 75.0, 57.5)","(6.5, 7.2, 6.211857707509882)","(81.0, 120.0, 105.0)","(101.0, 210.0, 173.33333333333331)","(101.0, 200.0, 165.0)","(41.0, 90.0, 62.0)"
