,Sly Corner,Best To Hurry,Printmaker,Storm Harbour,Mandalay Blonde,Top Babe,In Great Nic,Sizzling Diamond,Romance Factor,Mishani Pharoah
05-01-2023 15:24:04.033763,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 57.5)","(18.0, 32.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 74.0)"
05-01-2023 15:24:05.242045,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 57.5)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 74.0)"
05-01-2023 15:24:06.491353,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 57.5)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 74.0)"
05-01-2023 15:24:07.735604,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 74.0)"
05-01-2023 15:24:09.055578,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 74.0)"
05-01-2023 15:24:10.414083,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 74.0)"
05-01-2023 15:24:11.648598,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 74.0)"
05-01-2023 15:24:12.849599,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 62.0)"
05-01-2023 15:24:14.092730,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 62.0)"
05-01-2023 15:24:15.291836,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:16.647126,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 3.9)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 69.85714285714286)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:17.895965,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.1, 4.2)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:19.163431,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 4.2)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:20.435505,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 4.733333333333333)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:21.657146,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 4.733333333333333)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:22.889116,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 4.733333333333333)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:24.109586,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 4.733333333333333)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:25.304067,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 4.733333333333333)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:26.482143,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 3.971428571428571)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.6911111111111112)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:27.706202,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 3.971428571428571)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.78, 2.641170731707317)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:28.934654,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 3.971428571428571)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.641170731707317)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:30.183726,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 3.971428571428571)","(26.0, 44.0, 40.22222222222222)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.641170731707317)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 24.0)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:31.456892,"(6.0, 8.0, 7.733333333333333)","(3.4, 5.0, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411594202898554)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 48.285714285714285)"
05-01-2023 15:24:32.673847,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411594202898554)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 110.0, 46.85714285714286)"
05-01-2023 15:24:33.860654,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411483253588517)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:35.029630,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411483253588517)","(26.0, 40.0, 32.2)","(21.0, 85.0, 71.75)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:36.192067,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411483253588517)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:37.379487,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411483253588517)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:38.555242,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411483253588517)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:39.758788,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411483253588517)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:41.014370,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.6411483253588517)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:42.299570,"(6.0, 8.0, 7.733333333333333)","(3.4, 4.8, 3.9)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.66, 2.4242718446601943)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:43.506029,"(6.0, 8.0, 7.8)","(3.4, 4.8, 3.9818181818181815)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.6, 2.4242718446601943)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:44.759606,"(6.0, 8.0, 7.8)","(3.4, 4.8, 3.9818181818181815)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.6, 2.5046511627906978)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:45.971986,"(6.0, 8.0, 7.8)","(3.4, 4.8, 3.9450000000000003)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.58, 2.54)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 66.66666666666667)","(31.0, 100.0, 58.66666666666667)"
05-01-2023 15:24:47.204924,"(6.0, 8.0, 7.8)","(3.4, 4.8, 3.9899999999999998)","(26.0, 44.0, 36.0)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.56, 2.54)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 80.0, 63.75)","(31.0, 100.0, 52.25)"
05-01-2023 15:24:48.368126,"(6.0, 8.0, 7.8)","(3.4, 4.8, 4.035)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.50909090909091)","(2.25, 2.56, 2.54)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 95.0, 52.25)"
05-01-2023 15:24:49.523181,"(6.0, 8.0, 7.8)","(3.4, 4.8, 4.035)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.614285714285714)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 95.0, 72.0)"
05-01-2023 15:24:50.698391,"(6.0, 8.0, 7.8)","(3.4, 4.8, 4.035)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.614285714285714)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 72.0)"
05-01-2023 15:24:51.917269,"(6.0, 8.0, 7.8)","(3.4, 4.8, 4.035)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.614285714285714)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 72.0)"
05-01-2023 15:24:53.165674,"(6.0, 8.0, 7.8)","(3.4, 4.8, 4.035)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.614285714285714)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 63.0)"
05-01-2023 15:24:54.407745,"(6.0, 8.0, 7.8)","(3.4, 4.8, 4.035)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.614285714285714)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 63.0)"
05-01-2023 15:24:55.646172,"(6.0, 8.0, 7.8)","(3.4, 4.8, 4.1000000000000005)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 63.0)"
05-01-2023 15:24:56.894709,"(6.0, 8.0, 7.8)","(3.4, 4.7, 4.1000000000000005)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 63.0)"
05-01-2023 15:24:58.126290,"(6.0, 8.0, 7.8)","(3.4, 4.7, 4.1000000000000005)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 63.0)"
05-01-2023 15:24:59.330700,"(6.0, 8.0, 7.8)","(3.4, 4.7, 4.140000000000001)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 63.0)"
05-01-2023 15:25:00.530977,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.140000000000001)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 90.0, 55.6)"
05-01-2023 15:25:01.791628,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.140000000000001)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 85.0, 67.375)"
05-01-2023 15:25:03.083385,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.140000000000001)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 66.42857142857143)","(31.0, 85.0, 67.375)"
05-01-2023 15:25:04.333664,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.140000000000001)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 67.375)"
05-01-2023 15:25:05.599333,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.140000000000001)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 67.375)"
05-01-2023 15:25:06.788992,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.140000000000001)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 67.375)"
05-01-2023 15:25:08.062942,"(6.0, 8.0, 7.65)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 60.5)"
05-01-2023 15:25:09.288832,"(6.0, 7.8, 7.65)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 60.5)"
05-01-2023 15:25:10.524947,"(6.0, 7.8, 7.65)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 60.5)"
05-01-2023 15:25:11.759406,"(6.0, 7.8, 7.65)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 60.5)"
05-01-2023 15:25:13.024861,"(6.0, 7.8, 7.65)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 60.5)"
05-01-2023 15:25:14.318706,"(6.0, 7.8, 7.65)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 85.0, 62.0)"
05-01-2023 15:25:15.610296,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 75.0, 61.5)"
05-01-2023 15:25:16.818974,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.496)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 53.0)"
05-01-2023 15:25:18.013495,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.18)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.56, 2.403850267379679)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:19.168785,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.26)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.52, 2.403850267379679)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:20.343301,"(6.0, 8.0, 7.8)","(3.4, 4.9, 4.26)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.52, 2.403850267379679)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:21.521844,"(6.0, 7.8, 7.65)","(3.4, 4.9, 4.633333333333334)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.52, 2.4037894736842103)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:22.779806,"(6.0, 7.8, 7.65)","(3.4, 5.5, 5.22)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.52, 2.4037894736842103)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:24.031982,"(6.0, 7.8, 7.6)","(3.4, 5.4, 4.4222222222222225)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.52, 2.4037894736842103)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:25.315503,"(6.0, 7.8, 7.6)","(3.4, 5.4, 4.572413793103449)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.549999999999999)","(2.25, 2.52, 2.4037894736842103)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:26.544026,"(6.0, 7.8, 7.6)","(3.4, 5.4, 4.338461538461539)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.52, 2.4037894736842103)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 26.4)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:27.761572,"(6.0, 7.8, 7.6)","(3.4, 5.4, 4.871428571428571)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.52, 2.4037894736842103)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 24.0)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
05-01-2023 15:25:28.948996,"(6.0, 7.8, 7.6)","(3.4, 5.3, 4.663636363636363)","(26.0, 42.0, 32.25)","(6.5, 9.0, 8.446153846153846)","(2.25, 2.52, 2.4037894736842103)","(26.0, 40.0, 32.2)","(21.0, 85.0, 48.33333333333333)","(18.0, 30.0, 24.0)","(51.0, 75.0, 63.75)","(31.0, 70.0, 44.5)"
