,Kaisons Curse,Boy From Hill,Coco Coaster,Phoebes Baby,Snake Fist,Bruces Angel
06-01-2023 11:09:30.110346,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:31.028299,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:32.042194,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:33.094519,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:34.040898,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:35.086164,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:36.196901,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:37.267965,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:38.191625,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:39.422444,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 10.25)","(2.9, 4.9, 4.7)","(7.0, 14.5, 8.11)"
06-01-2023 11:09:40.755720,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.5, 11.525)"
06-01-2023 11:09:41.855291,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.0, 11.525)"
06-01-2023 11:09:43.026080,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.0, 11.257142857142856)"
06-01-2023 11:09:44.235271,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.0, 11.257142857142856)"
06-01-2023 11:09:45.239904,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.0, 11.257142857142856)"
06-01-2023 11:09:46.273043,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.0, 11.257142857142856)"
06-01-2023 11:09:47.270383,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.0, 11.257142857142856)"
06-01-2023 11:09:48.247330,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.7)","(7.0, 14.0, 11.257142857142856)"
06-01-2023 11:09:49.254381,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.9, 4.0888888888888895)","(7.0, 14.0, 11.2)"
06-01-2023 11:09:50.174131,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:51.110919,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:52.073105,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:53.126765,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:54.163664,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:55.176200,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:56.125239,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:57.007010,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:57.948247,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:09:58.991894,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:10:00.058151,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:10:01.039056,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.0888888888888895)","(7.0, 13.0, 11.2)"
06-01-2023 11:10:02.136796,"(3.0, 5.3, 3.5083333333333333)","(4.4, 6.8, 5.245454545454545)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.140000000000001)","(7.0, 13.0, 11.0)"
06-01-2023 11:10:03.164468,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 5.054166666666667)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.140000000000001)","(7.0, 13.0, 11.0)"
06-01-2023 11:10:04.198837,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.4, 5.7)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 4.4, 4.175)","(7.0, 13.0, 10.0)"
06-01-2023 11:10:05.244784,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.985714285714286)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.3, 4.425)","(7.0, 14.0, 10.0)"
06-01-2023 11:10:06.358012,"(3.0, 5.2, 3.6625)","(4.4, 6.8, 5.985714285714286)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.2, 3.873076923076923)","(7.0, 14.0, 10.0)"
06-01-2023 11:10:07.457222,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.985714285714286)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.1, 3.873076923076923)","(7.0, 14.0, 10.4)"
06-01-2023 11:10:08.499232,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.985714285714286)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.1, 3.873076923076923)","(7.0, 14.0, 10.4)"
06-01-2023 11:10:09.631926,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.985714285714286)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.1, 3.873076923076923)","(7.0, 14.0, 10.4)"
06-01-2023 11:10:10.698644,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.1, 3.873076923076923)","(7.0, 14.0, 10.0)"
06-01-2023 11:10:11.940141,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.1, 3.873076923076923)","(7.0, 14.0, 10.192857142857143)"
06-01-2023 11:10:12.982976,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.1, 3.873076923076923)","(7.0, 14.5, 10.192857142857143)"
06-01-2023 11:10:14.101718,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.1, 3.873076923076923)","(7.0, 14.5, 10.192857142857143)"
06-01-2023 11:10:15.160478,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.590909090909092)","(2.9, 5.1, 3.92)","(7.0, 14.5, 10.0)"
06-01-2023 11:10:16.228880,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.590909090909092)","(2.9, 5.0, 3.92)","(7.0, 14.5, 10.0)"
06-01-2023 11:10:17.372283,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.0, 11.533333333333333)","(2.9, 5.0, 3.92)","(7.0, 14.5, 11.058823529411764)"
06-01-2023 11:10:18.321975,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.0, 9.711111111111112)","(2.9, 5.0, 3.92)","(7.0, 14.5, 11.058823529411764)"
06-01-2023 11:10:19.234344,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.766666666666667)","(2.9, 5.0, 3.92)","(7.0, 14.5, 11.466666666666667)"
06-01-2023 11:10:20.295095,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.5, 10.5, 7.5)","(9.0, 17.5, 9.590909090909092)","(2.9, 5.0, 3.92)","(7.0, 14.5, 11.466666666666667)"
06-01-2023 11:10:21.287885,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.0, 3.92)","(7.0, 14.5, 11.466666666666667)"
06-01-2023 11:10:22.340077,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.0, 3.92)","(7.0, 14.5, 11.466666666666667)"
06-01-2023 11:10:23.428920,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.0, 3.92)","(7.0, 14.5, 11.466666666666667)"
06-01-2023 11:10:24.464439,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 4.933333333333334)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.0, 3.98)","(7.0, 14.5, 11.466666666666667)"
06-01-2023 11:10:25.450563,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.866666666666666)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.68)","(7.0, 14.5, 11.466666666666667)"
06-01-2023 11:10:26.381413,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.4)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.68)","(7.0, 14.5, 10.37)"
06-01-2023 11:10:27.375067,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.4)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.68)","(7.0, 14.5, 11.55)"
06-01-2023 11:10:28.381924,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.4)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.68)","(7.0, 14.5, 8.2875)"
06-01-2023 11:10:29.294945,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.2, 5.1)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.68)","(7.0, 14.5, 9.981818181818182)"
06-01-2023 11:10:30.222696,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.4)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.527777777777778)","(7.0, 14.5, 9.981818181818182)"
06-01-2023 11:10:31.243499,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 4.9)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.5, 4.3)","(7.0, 14.5, 9.981818181818182)"
06-01-2023 11:10:32.234227,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 4.9)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.3)","(7.0, 14.5, 10.591666666666667)"
06-01-2023 11:10:33.117237,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.4)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.3)","(7.0, 14.5, 10.591666666666667)"
06-01-2023 11:10:34.206608,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.9, 4.633333333333334)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.3)","(7.0, 14.5, 10.825)"
06-01-2023 11:10:35.249692,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.7, 4.85)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.3)","(7.0, 14.5, 11.743749999999999)"
06-01-2023 11:10:36.221236,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 4.9)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.3)","(7.0, 14.5, 11.743749999999999)"
06-01-2023 11:10:37.120175,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 4.9)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.3)","(7.0, 14.5, 11.058333333333334)"
06-01-2023 11:10:38.061311,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 4.9)","(6.0, 10.5, 7.5)","(7.5, 17.5, 9.590909090909092)","(2.9, 5.3, 4.3)","(7.0, 14.5, 10.510000000000002)"
06-01-2023 11:10:39.097945,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 5.0)","(6.0, 10.5, 7.5)","(7.5, 17.0, 11.533333333333333)","(2.9, 5.3, 4.3)","(7.0, 14.5, 11.175)"
06-01-2023 11:10:40.101311,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 5.242857142857143)","(6.0, 10.5, 7.5)","(7.5, 17.0, 11.533333333333333)","(2.9, 5.3, 4.266666666666667)","(7.0, 14.5, 11.175)"
06-01-2023 11:10:41.152249,"(3.0, 5.1, 3.6374999999999997)","(4.4, 5.8, 4.676923076923077)","(6.0, 10.5, 7.5)","(7.5, 17.0, 11.533333333333333)","(2.9, 5.2, 4.266666666666667)","(7.0, 14.5, 11.175)"
06-01-2023 11:10:42.255907,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.676923076923077)","(6.0, 10.5, 7.5)","(7.5, 17.0, 10.533333333333333)","(2.9, 5.2, 4.266666666666667)","(7.0, 14.5, 11.0)"
06-01-2023 11:10:43.325985,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.676923076923077)","(6.0, 10.5, 7.5)","(7.5, 14.0, 10.533333333333333)","(2.9, 5.2, 4.266666666666667)","(7.0, 14.5, 11.0)"
06-01-2023 11:10:44.275883,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.676923076923077)","(6.0, 10.5, 7.5)","(7.5, 14.0, 10.533333333333333)","(2.9, 5.2, 4.266666666666667)","(7.0, 14.5, 11.0)"
06-01-2023 11:10:45.301940,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.566666666666666)","(6.0, 10.5, 7.5)","(7.5, 14.0, 12.457142857142857)","(2.9, 5.2, 4.266666666666667)","(7.0, 14.5, 11.0)"
06-01-2023 11:10:46.342803,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.566666666666666)","(6.0, 10.5, 7.5)","(7.5, 14.0, 12.457142857142857)","(2.9, 5.2, 4.685714285714286)","(7.0, 14.5, 11.0)"
06-01-2023 11:10:47.291910,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.566666666666666)","(6.0, 10.5, 7.5)","(7.5, 14.0, 12.457142857142857)","(2.9, 5.2, 4.685714285714286)","(7.0, 14.5, 11.0)"
06-01-2023 11:10:48.355878,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.566666666666666)","(6.0, 10.5, 7.5)","(7.5, 14.0, 12.457142857142857)","(2.9, 5.2, 3.96)","(7.0, 14.5, 11.0)"
06-01-2023 11:10:49.378574,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.566666666666666)","(6.0, 10.5, 7.5)","(7.5, 14.0, 12.457142857142857)","(2.9, 5.2, 4.178571428571429)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:50.344238,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.4)","(6.0, 10.5, 7.5)","(7.5, 14.0, 12.457142857142857)","(2.9, 5.5, 4.525)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:51.434134,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 7.5)","(7.5, 17.0, 13.528571428571428)","(2.9, 5.4, 5.164285714285715)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:52.372688,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 7.5)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.4, 5.164285714285715)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:53.420197,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 7.5)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.4, 5.164285714285715)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:54.502086,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 7.5)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.4, 4.506521739130434)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:55.479273,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 7.5)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.2, 4.506521739130434)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:56.396564,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 7.5)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.2, 4.506521739130434)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:57.336324,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.733333333333333)","(6.0, 10.5, 7.5)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.2, 4.173333333333333)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:58.299009,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.733333333333333)","(6.0, 10.5, 7.5)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.2, 4.233333333333333)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:10:59.502762,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 8.25)","(7.5, 15.5, 13.528571428571428)","(2.9, 5.1, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:00.449475,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.0, 4.769230769230769)","(6.0, 10.5, 8.25)","(7.5, 15.5, 13.528571428571428)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:01.489966,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.2727272727272725)","(6.0, 10.5, 8.25)","(6.5, 15.5, 13.528571428571428)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:02.557874,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.2727272727272725)","(6.0, 10.5, 8.25)","(6.5, 15.5, 13.528571428571428)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:03.613388,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.8, 5.2727272727272725)","(6.0, 10.5, 8.25)","(6.5, 15.5, 11.8)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:04.680484,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 5.0)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:05.705554,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:06.883733,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:08.167047,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:09.477047,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(2.9, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:10.679584,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(3.0, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:11.669785,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(3.0, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:12.812567,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(3.0, 4.9, 4.0)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:14.030827,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 11.8)","(3.0, 4.9, 3.9229166666666666)","(7.0, 14.5, 11.933333333333334)"
06-01-2023 11:11:15.148013,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.619047619047619)","(6.0, 10.5, 8.25)","(6.5, 15.0, 12.892857142857142)","(3.0, 5.6, 4.108333333333333)","(7.0, 14.5, 11.588235294117647)"
06-01-2023 11:11:16.262884,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.911111111111111)","(6.0, 10.5, 8.25)","(6.5, 14.5, 11.052631578947368)","(3.0, 5.4, 4.955555555555556)","(7.0, 14.5, 11.588235294117647)"
06-01-2023 11:11:17.275982,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.911111111111111)","(6.0, 10.5, 8.25)","(6.5, 14.0, 12.83)","(3.0, 5.4, 4.955555555555556)","(7.0, 14.5, 11.588235294117647)"
06-01-2023 11:11:18.318507,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.911111111111111)","(6.0, 10.5, 8.25)","(6.5, 14.0, 12.83)","(3.0, 5.4, 4.955555555555556)","(7.0, 14.5, 11.588235294117647)"
06-01-2023 11:11:19.347401,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.911111111111111)","(6.0, 10.5, 8.25)","(6.5, 14.0, 11.72)","(3.0, 5.4, 5.1)","(7.0, 14.5, 11.588235294117647)"
06-01-2023 11:11:20.255482,"(3.0, 5.1, 3.6374999999999997)","(4.4, 6.6, 4.466666666666667)","(6.0, 10.5, 8.25)","(6.5, 14.0, 11.72)","(3.0, 5.3, 5.1)","(7.0, 14.5, 11.588235294117647)"
