,Cruising Bellew,Hoppers Dream,Manoeuver Man,Calculating Dancer,Mamma Kass,Midnight Sport,Captain Thunderbolt Nz,Passionate Pursuit,Absolution,My Golden Eagle
12-01-2023 15:11:21.818748,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 10.685714285714285)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:23.250856,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 10.685714285714285)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:24.632487,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 10.685714285714285)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:25.942926,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 10.685714285714285)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:27.325565,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 10.685714285714285)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:28.583169,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:29.939512,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:31.417512,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:32.874772,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:34.345988,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:35.802285,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:37.324622,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:38.742208,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:40.107092,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:41.528714,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7025)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:42.946424,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:44.290373,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:45.707943,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:47.137402,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:48.595981,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:49.987555,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:51.247407,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:52.572926,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:53.962296,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:55.489976,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:56.934586,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:58.451836,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:11:59.911422,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:01.766804,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:03.329713,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:05.010805,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:06.605105,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.672857142857143)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.78)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:08.239493,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:09.777594,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:11.247938,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 4.819999999999999)"
12-01-2023 15:12:12.736367,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:14.200059,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:15.558751,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:16.986267,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:18.355186,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7344444444444447)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:19.795682,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:21.293152,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:22.842716,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:24.302653,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:25.729946,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:27.258501,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:28.691318,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:30.163856,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:31.582193,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:32.991374,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:34.340425,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:35.658476,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:36.982086,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:38.299934,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:39.656944,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:40.957843,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:42.337604,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:43.680040,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:44.959494,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:46.340079,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:47.738251,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:49.086911,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:50.475844,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:51.843398,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:53.134652,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:54.423408,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:55.726181,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:57.057705,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:58.377787,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:12:59.633618,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:00.843472,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:02.132440,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:03.473928,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
