,Kaseys Money,Buster Up,She Wolf,Spring Luna,Kick Off,Sunset Charlie,Aces Up
10-01-2023 15:55:34.234438,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:35.383136,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:36.390033,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:37.467310,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:38.547861,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:39.549016,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:40.472494,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:41.504006,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:42.592770,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:43.662445,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:44.744865,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:45.906242,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.25)"
10-01-2023 15:55:47.036244,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.571428571428571)"
10-01-2023 15:55:48.137263,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 8.98181818181818)"
10-01-2023 15:55:49.276770,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 9.864285714285714)"
10-01-2023 15:55:50.399293,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.45)"
10-01-2023 15:55:51.403393,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.45)"
10-01-2023 15:55:52.385023,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.45)"
10-01-2023 15:55:53.412681,"(2.05, 2.28, 2.1094736842105264)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.121428571428572)"
10-01-2023 15:55:54.392739,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.541176470588235)"
10-01-2023 15:55:55.326202,"(2.05, 2.26, 2.14)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.541176470588235)"
10-01-2023 15:55:56.293511,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.747368421052633)"
10-01-2023 15:55:57.307127,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.747368421052633)"
10-01-2023 15:55:58.512369,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:55:59.694459,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:00.831102,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:01.987161,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:02.975946,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:04.034988,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:05.110207,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:06.109150,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:07.127937,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:08.096562,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:09.001403,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.646153846153846)"
10-01-2023 15:56:09.931415,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.438888888888889)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.585714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.5, 10.976470588235294)"
10-01-2023 15:56:10.950109,"(2.05, 2.24, 2.112727272727273)","(3.4, 6.6, 5.2139999999999995)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:12.004557,"(2.05, 2.22, 2.1133333333333333)","(3.4, 6.6, 3.975)","(11.0, 22.0, 17.5)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:12.968375,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.1)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:13.934918,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:14.959608,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:15.992588,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:17.043418,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:18.133034,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:19.397431,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:20.450924,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.39)"
10-01-2023 15:56:21.361421,"(2.05, 2.26, 2.117777777777778)","(3.4, 6.6, 5.230434782608695)","(11.0, 23.0, 18.0)","(26.0, 100.0, 38.23529411764706)","(7.0, 15.5, 9.98)","(11.0, 24.0, 23.266666666666666)","(6.0, 12.5, 11.707142857142857)"
10-01-2023 15:56:22.408028,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 5.615625)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 15.5, 9.98)","(11.0, 24.0, 23.233333333333334)","(6.0, 12.5, 11.707142857142857)"
10-01-2023 15:56:23.560170,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 5.615625)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 15.5, 9.98)","(11.0, 24.0, 23.233333333333334)","(6.0, 12.5, 11.707142857142857)"
10-01-2023 15:56:24.627858,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 5.357142857142857)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.75)","(6.0, 12.5, 11.75)"
10-01-2023 15:56:25.595863,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 5.362790697674418)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 15.5, 9.98)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:26.636752,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.6, 7.315384615384615)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 17.5, 13.05)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:27.837073,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.4, 6.683333333333334)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 17.5, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:28.960017,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 6.683333333333334)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:29.986749,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:30.991304,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:32.208630,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:33.394784,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:34.569642,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:35.700139,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:36.846343,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:37.908745,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:38.924214,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.75)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:39.982127,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 20.8)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 23.233333333333334)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:41.070307,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 16.88888888888889)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:42.084614,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 16.88888888888889)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:43.108543,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 16.88888888888889)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:44.081914,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 16.88888888888889)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:45.167801,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 16.88888888888889)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.0, 11.75)"
10-01-2023 15:56:46.269953,"(2.05, 2.26, 2.110666666666667)","(3.4, 7.2, 7.042105263157895)","(11.0, 23.0, 16.88888888888889)","(26.0, 100.0, 35.714285714285715)","(7.0, 18.0, 11.285714285714285)","(11.0, 24.0, 18.5)","(6.0, 12.0, 11.333333333333332)"
10-01-2023 15:56:47.367190,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.8, 5.5)","(11.0, 23.0, 15.666666666666666)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.833333333333332)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:56:48.481896,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 6.473684210526315)","(11.0, 23.0, 15.666666666666666)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.945454545454545)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:56:49.599180,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 6.473684210526315)","(11.0, 23.0, 15.666666666666666)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.945454545454545)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:56:50.580316,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 6.473684210526315)","(11.0, 23.0, 15.666666666666666)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.945454545454545)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:56:51.663014,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 6.473684210526315)","(11.0, 23.0, 15.666666666666666)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.945454545454545)","(11.0, 24.0, 18.5)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:56:52.819531,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 6.473684210526315)","(11.0, 23.0, 15.666666666666666)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 23.233333333333334)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:56:53.896561,"(2.05, 2.26, 2.110666666666667)","(3.4, 6.6, 6.271428571428571)","(11.0, 23.0, 15.666666666666666)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 19.0)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:56:54.868926,"(2.05, 2.26, 2.108888888888889)","(3.4, 6.6, 6.3)","(11.0, 23.0, 14.11111111111111)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 19.0)","(6.0, 12.5, 11.45)"
10-01-2023 15:56:55.939285,"(2.05, 2.26, 2.108888888888889)","(3.4, 6.6, 6.433333333333333)","(11.0, 23.0, 14.11111111111111)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 19.0)","(6.0, 12.5, 11.45)"
10-01-2023 15:56:57.041620,"(2.05, 2.26, 2.108888888888889)","(3.4, 6.6, 6.433333333333333)","(11.0, 23.0, 14.11111111111111)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 19.0)","(6.0, 12.5, 11.45)"
10-01-2023 15:56:58.109608,"(2.05, 2.26, 2.108888888888889)","(3.4, 6.6, 6.433333333333333)","(11.0, 23.0, 14.11111111111111)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 19.0)","(6.0, 12.5, 11.45)"
10-01-2023 15:56:59.208152,"(2.05, 2.26, 2.108888888888889)","(3.4, 6.6, 6.433333333333333)","(11.0, 23.0, 14.11111111111111)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 19.0)","(6.0, 12.5, 11.45)"
10-01-2023 15:57:00.320261,"(2.05, 2.26, 2.108888888888889)","(3.4, 6.6, 6.433333333333333)","(11.0, 23.0, 14.11111111111111)","(26.0, 100.0, 35.714285714285715)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 19.0)","(6.0, 12.5, 11.45)"
10-01-2023 15:57:01.492085,"(2.05, 2.26, 2.108888888888889)","(3.4, 6.6, 5.975)","(11.0, 23.0, 14.5)","(26.0, 100.0, 41.30434782608695)","(7.0, 16.0, 9.657142857142857)","(11.0, 24.0, 17.0)","(6.0, 12.5, 11.45)"
10-01-2023 15:57:02.598941,"(2.05, 2.26, 2.108421052631579)","(3.4, 6.6, 5.0249999999999995)","(11.0, 22.0, 14.25)","(26.0, 100.0, 63.33333333333333)","(7.0, 16.0, 10.083333333333334)","(11.0, 23.0, 16.666666666666668)","(6.0, 12.5, 10.75)"
10-01-2023 15:57:03.858358,"(2.05, 2.24, 2.128)","(3.4, 6.6, 5.0249999999999995)","(11.0, 15.5, 14.25)","(26.0, 90.0, 71.16666666666667)","(7.0, 15.5, 12.0)","(11.0, 22.0, 16.0)","(6.0, 12.0, 10.3125)"
10-01-2023 15:57:05.019795,"(2.05, 2.24, 2.128)","(3.4, 6.6, 5.0249999999999995)","(11.0, 15.5, 13.416666666666666)","(26.0, 80.0, 63.0)","(7.0, 15.0, 12.0)","(11.0, 20.0, 16.0)","(6.0, 12.0, 10.166666666666666)"
10-01-2023 15:57:06.125632,"(2.05, 2.24, 2.128)","(3.4, 6.6, 6.136363636363637)","(11.0, 15.5, 14.0)","(26.0, 75.0, 63.0)","(7.0, 15.0, 11.333333333333334)","(11.0, 20.0, 16.0)","(6.0, 12.0, 10.166666666666666)"
10-01-2023 15:57:07.335599,"(2.05, 2.24, 2.128)","(3.4, 6.6, 6.1909090909090905)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 10.166666666666666)","(11.0, 20.0, 16.0)","(6.0, 12.0, 10.166666666666666)"
10-01-2023 15:57:08.504901,"(2.05, 2.24, 2.128)","(3.4, 6.6, 6.1909090909090905)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 11.333333333333334)","(11.0, 20.0, 16.0)","(6.0, 12.0, 10.166666666666666)"
10-01-2023 15:57:09.608803,"(2.05, 2.24, 2.128)","(3.4, 6.6, 5.953846153846154)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 11.333333333333334)","(11.0, 20.0, 16.0)","(6.0, 12.0, 10.166666666666666)"
10-01-2023 15:57:10.781094,"(2.05, 2.24, 2.128)","(3.4, 6.6, 5.953846153846154)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 11.333333333333334)","(11.0, 20.0, 15.333333333333334)","(6.0, 12.0, 8.615384615384615)"
10-01-2023 15:57:11.901399,"(2.05, 2.24, 2.128)","(3.4, 6.6, 5.953846153846154)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 11.333333333333334)","(11.0, 20.0, 15.333333333333334)","(6.0, 12.0, 8.622222222222222)"
10-01-2023 15:57:13.009110,"(2.05, 2.24, 2.128)","(3.4, 6.6, 5.953846153846154)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 11.333333333333334)","(11.0, 20.0, 15.333333333333334)","(6.0, 12.0, 8.58)"
10-01-2023 15:57:14.180668,"(2.05, 2.24, 2.205714285714286)","(3.4, 6.6, 6.157894736842105)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 11.333333333333334)","(11.0, 20.0, 15.333333333333334)","(6.0, 12.0, 8.58)"
