,Jumbo Ozaki,Miss Destruction,Eve And Jan,Fan Cool Unit,Alinta Fire,Smart Times,Who Roux Dude,Lees Bonus
15-12-2022 11:34:56.340944,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 164.0)","(4.0, 7.0, 4.535)","(5.0, 10.0, 8.2)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.235294117647058)"
15-12-2022 11:34:57.379629,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 164.0)","(4.0, 7.0, 4.535)","(5.0, 10.0, 8.2)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.235294117647058)"
15-12-2022 11:34:58.519005,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 164.0)","(4.0, 7.0, 4.535)","(5.0, 10.0, 8.2)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.235294117647058)"
15-12-2022 11:34:59.649477,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 164.0)","(4.0, 7.0, 4.535)","(5.0, 10.0, 8.2)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.235294117647058)"
15-12-2022 11:35:00.822075,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.68)"
15-12-2022 11:35:01.948789,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:03.071867,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:04.300395,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:05.517490,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:06.669838,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:07.894882,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:08.939690,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:10.008468,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:11.132953,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 179.75)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:12.198453,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 168.0)","(41.0, 290.0, 69.5)","(4.0, 7.0, 4.945833333333333)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:13.367538,"(3.0, 4.1, 3.2291666666666665)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1038461538461535)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.384615384615385)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:14.630688,"(3.0, 4.1, 3.1865384615384613)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1038461538461535)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.872)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:15.814206,"(3.0, 4.1, 3.1865384615384613)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1038461538461535)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.872)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:16.887539,"(3.0, 4.1, 3.1865384615384613)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1038461538461535)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.872)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:17.954165,"(3.0, 4.1, 3.1865384615384613)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1038461538461535)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.872)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:19.077782,"(3.0, 4.1, 3.1865384615384613)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1038461538461535)","(5.0, 10.0, 8.875)","(4.8, 8.4, 7.872)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:20.215029,"(3.0, 4.1, 3.1865384615384613)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1038461538461535)","(5.0, 10.0, 8.044444444444444)","(4.8, 8.4, 6.977777777777778)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:21.412604,"(3.0, 4.1, 3.1865384615384613)","(18.0, 60.0, 40.68181818181819)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1692307692307695)","(5.0, 10.0, 8.646153846153846)","(4.8, 8.4, 7.415384615384616)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:22.590142,"(3.0, 4.0, 3.220833333333333)","(18.0, 60.0, 48.19444444444444)","(41.0, 300.0, 81.66666666666666)","(41.0, 290.0, 108.18181818181819)","(4.0, 7.0, 5.1692307692307695)","(5.0, 10.0, 8.4)","(4.8, 8.4, 6.871428571428572)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:23.811356,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 300.0, 155.89999999999998)","(41.0, 280.0, 112.0)","(4.0, 7.0, 5.0874999999999995)","(5.0, 10.0, 8.436363636363637)","(4.8, 7.8, 6.355555555555556)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:24.968202,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 300.0, 61.66666666666667)","(41.0, 280.0, 112.0)","(4.0, 7.0, 5.0874999999999995)","(5.0, 10.0, 8.676923076923078)","(4.8, 7.8, 6.355555555555556)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:26.064608,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 300.0, 61.66666666666667)","(41.0, 280.0, 112.0)","(4.0, 7.0, 5.0874999999999995)","(5.0, 10.0, 8.676923076923078)","(4.8, 7.8, 6.355555555555556)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:27.242367,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 300.0, 61.66666666666667)","(41.0, 280.0, 112.0)","(4.0, 7.0, 5.0874999999999995)","(5.0, 10.0, 8.676923076923078)","(4.8, 7.8, 6.355555555555556)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:28.339914,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 300.0, 61.66666666666667)","(41.0, 280.0, 109.0)","(4.0, 7.0, 5.300000000000001)","(5.0, 10.0, 8.707692307692309)","(4.8, 7.8, 6.907142857142857)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:29.497432,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 300.0, 71.25)","(41.0, 270.0, 106.0)","(4.0, 7.0, 5.300000000000001)","(5.0, 10.0, 8.707692307692309)","(4.8, 7.8, 6.907142857142857)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:30.665877,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 290.0, 71.25)","(41.0, 260.0, 106.0)","(4.0, 7.0, 5.300000000000001)","(5.0, 10.0, 8.707692307692309)","(4.8, 7.8, 6.907142857142857)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:31.802382,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 290.0, 70.0)","(41.0, 260.0, 103.0)","(4.0, 7.0, 4.895238095238096)","(5.0, 10.0, 7.9)","(4.8, 7.8, 6.411111111111111)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:33.163445,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 280.0, 70.0)","(41.0, 250.0, 103.0)","(4.0, 7.0, 4.895238095238096)","(5.0, 10.0, 7.9)","(4.8, 7.8, 6.411111111111111)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:34.461249,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 280.0, 70.0)","(41.0, 250.0, 103.0)","(4.0, 7.0, 5.365384615384615)","(5.0, 10.0, 8.73846153846154)","(4.8, 7.8, 6.942857142857143)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:35.697172,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 280.0, 70.0)","(41.0, 250.0, 128.66666666666666)","(4.0, 7.0, 5.365384615384615)","(5.0, 10.0, 8.73846153846154)","(4.8, 7.8, 6.942857142857143)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:37.055294,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 280.0, 68.75)","(41.0, 250.0, 106.0)","(4.0, 7.0, 4.976190476190476)","(5.0, 10.0, 7.95)","(4.8, 7.8, 6.466666666666667)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:38.276850,"(3.0, 3.95, 3.184782608695652)","(18.0, 60.0, 42.5)","(41.0, 270.0, 68.75)","(41.0, 230.0, 61.81818181818181)","(4.0, 7.0, 4.976190476190476)","(5.0, 10.0, 7.95)","(4.8, 7.8, 6.466666666666667)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:39.679802,"(3.0, 3.9, 3.1826086956521737)","(18.0, 60.0, 42.5)","(41.0, 270.0, 156.0)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 5.542857142857143)","(5.0, 10.0, 8.76923076923077)","(4.8, 7.8, 6.978571428571429)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:40.886170,"(3.0, 3.9, 3.175)","(18.0, 60.0, 42.5)","(41.0, 270.0, 156.0)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 5.542857142857143)","(5.0, 10.0, 8.222222222222221)","(4.8, 7.8, 6.65)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:42.290300,"(3.0, 3.85, 3.175)","(18.0, 60.0, 42.5)","(41.0, 270.0, 156.0)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 5.542857142857143)","(5.0, 10.0, 8.222222222222221)","(4.8, 7.8, 6.65)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:43.453436,"(3.0, 3.8, 3.177083333333333)","(18.0, 60.0, 42.5)","(41.0, 270.0, 156.0)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 5.226086956521739)","(5.0, 10.0, 7.95)","(4.8, 7.8, 6.466666666666667)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:44.545977,"(3.0, 3.8, 3.177083333333333)","(18.0, 60.0, 42.5)","(41.0, 270.0, 156.0)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 5.430769230769231)","(5.0, 10.0, 9.076923076923077)","(4.8, 7.8, 6.65)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:45.691425,"(3.0, 3.8, 3.177083333333333)","(18.0, 60.0, 42.5)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 5.496153846153846)","(5.0, 11.0, 9.0)","(4.8, 7.8, 6.65)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:46.878488,"(3.0, 3.8, 3.177083333333333)","(18.0, 60.0, 42.5)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 5.496153846153846)","(5.0, 10.5, 9.0)","(4.8, 7.8, 6.65)","(4.4, 8.2, 5.866666666666667)"
15-12-2022 11:35:48.027813,"(3.0, 3.8, 3.1696969696969695)","(18.0, 60.0, 42.5)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.0, 7.18)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.466666666666667)","(4.4, 8.2, 8.6375)"
15-12-2022 11:35:49.206386,"(3.0, 3.75, 3.1613207547169813)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.18)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.466666666666667)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:50.354668,"(3.0, 3.75, 3.1613207547169813)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.18)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.466666666666667)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:51.507498,"(3.0, 3.75, 3.1613207547169813)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.18)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 7.0058823529411764)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:52.708306,"(3.0, 3.75, 3.1613207547169813)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.5)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:53.916148,"(3.0, 3.65, 3.1884615384615382)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.355555555555556)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:55.071154,"(3.0, 3.65, 3.4)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.907142857142857)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:56.178704,"(3.0, 3.65, 3.4)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.907142857142857)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:57.231264,"(3.0, 3.65, 3.4)","(18.0, 75.0, 70.33333333333334)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.907142857142857)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:58.408970,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.411111111111111)","(4.4, 9.2, 8.6375)"
15-12-2022 11:35:59.586290,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.411111111111111)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:00.716061,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.411111111111111)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:01.873028,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.411111111111111)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:02.974922,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.411111111111111)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:04.012347,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.942857142857143)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:05.112637,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.942857142857143)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:06.263800,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.942857142857143)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:07.465087,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.466666666666667)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:08.719413,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.65)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:09.802123,"(3.0, 3.65, 3.4)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.65)","(4.4, 9.2, 8.6375)"
15-12-2022 11:36:10.960631,"(3.0, 3.65, 3.275)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.65)","(4.4, 9.2, 8.6625)"
15-12-2022 11:36:12.120890,"(3.0, 3.65, 3.275)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 8.6625)"
15-12-2022 11:36:13.221109,"(3.0, 3.65, 3.275)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 8.6625)"
15-12-2022 11:36:14.213110,"(3.0, 3.65, 3.275)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 8.6625)"
15-12-2022 11:36:15.302529,"(3.0, 3.65, 3.275)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 8.6625)"
15-12-2022 11:36:16.477366,"(3.0, 3.65, 3.275)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 61.81818181818181)","(4.0, 7.8, 7.371428571428571)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 9.2, 8.6625)"
15-12-2022 11:36:17.563023,"(3.0, 3.65, 3.275)","(18.0, 75.0, 71.0)","(41.0, 270.0, 201.6)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.8, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 9.2, 6.013636363636364)"
15-12-2022 11:36:18.654180,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:19.662265,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:20.716877,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:21.838212,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:23.360483,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:24.477740,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:25.623621,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:26.896055,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.085714285714286)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:27.946034,"(3.0, 3.65, 3.275)","(18.0, 60.0, 48.611111111111114)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:29.049975,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:30.107144,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
15-12-2022 11:36:31.311390,"(3.0, 3.65, 3.275)","(18.0, 60.0, 51.8)","(41.0, 270.0, 202.79999999999998)","(41.0, 240.0, 150.9090909090909)","(4.0, 7.2, 5.314285714285714)","(5.0, 10.5, 7.928571428571429)","(4.8, 7.8, 6.266666666666667)","(4.4, 8.4, 6.013636363636364)"
