,Farmor Hype,Pump My Tyre,Rosdue Kodiak,Ninja Redemption,On Any Day,Magique Noir,Champagne Ivy,Wild Apatite
09-01-2023 11:16:59.002459,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:00.295915,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:01.583806,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:02.836780,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:04.081686,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:05.341488,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:06.589172,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:07.754296,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:08.880485,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:10.053467,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:11.153362,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:12.258543,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:13.207540,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:14.236077,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:15.295559,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:16.403357,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:17.525207,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:18.713529,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.266666666666666)"
09-01-2023 11:17:19.843150,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:20.996544,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:22.166202,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:23.384969,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:24.535479,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:25.733325,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:26.931054,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:28.109650,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.222222222222221)"
09-01-2023 11:17:29.269307,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.911111111111111)"
09-01-2023 11:17:30.435968,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 12.933333333333334)"
09-01-2023 11:17:31.567109,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.37142857142857)"
09-01-2023 11:17:32.705843,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:33.839653,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:34.982284,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:36.147317,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:37.278264,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:38.425010,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:39.615546,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:40.766070,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:41.891021,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:43.016501,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:44.046505,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:45.042739,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:46.018169,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:47.071845,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:48.207879,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:49.387132,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:50.492238,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:51.663182,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:52.842894,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:54.027932,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:55.240668,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:56.432049,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:57.657579,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:17:58.843526,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.646153846153847)"
09-01-2023 11:18:00.036445,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.088888888888889)"
09-01-2023 11:18:01.238497,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.088888888888889)"
09-01-2023 11:18:02.411714,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:03.672771,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:04.830587,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:06.023980,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:07.224048,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:08.429104,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:09.621521,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:10.841483,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:12.066950,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:13.287078,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:14.457325,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:15.596492,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:16.750541,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:17.899521,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:19.089189,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:20.313576,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:21.501982,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:22.681729,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:23.877450,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:25.058776,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:26.224392,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:27.342229,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:28.451592,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 13.2)"
09-01-2023 11:18:29.528106,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.177777777777777)"
09-01-2023 11:18:30.536389,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.177777777777777)"
09-01-2023 11:18:31.512095,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.177777777777777)"
09-01-2023 11:18:32.529342,"(2.2, 3.1, 2.35)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 21.0, 15.2)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 16.0, 14.177777777777777)"
