,Stormy Paradise,Hyperdrive,Fast Liar,King Cujo,Little Capers,Lets Win Money,Kingsbrae Bear,Backcreek Bingo
05-01-2023 12:34:15.822219,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:17.045742,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:18.228630,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:19.335723,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 128.33333333333331)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:20.408186,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 128.33333333333331)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:21.434181,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 128.33333333333331)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:22.570271,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 128.33333333333331)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:23.755510,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 128.33333333333331)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:24.992413,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 128.33333333333331)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:26.277199,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 128.33333333333331)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:27.452755,"(3.3, 5.3, 3.3909090909090907)","(3.4, 5.9, 4.448529411764706)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:28.595263,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:29.683578,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:30.845419,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:32.030397,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:33.245381,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:34.400995,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:35.522934,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:36.638554,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:37.829025,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 8.428571428571429)","(51.0, 230.0, 209.55555555555554)","(31.0, 180.0, 69.0)","(81.0, 140.0, 122.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:39.068396,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:40.349423,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:41.600746,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:42.716188,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:43.769809,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:44.869470,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:46.037009,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:47.253856,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:48.474140,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:49.647651,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:50.770109,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:51.915705,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:53.094755,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:54.405055,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:55.711323,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:56.969970,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:58.185629,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:34:59.301630,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:00.381082,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:01.580855,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:02.831690,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:04.068260,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:05.269913,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:06.475454,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:07.610919,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:08.767554,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:09.984303,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:11.383967,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:12.779281,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:14.162121,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:15.461365,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:16.752175,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:18.043670,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:19.266603,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:20.498351,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:22.068619,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:23.550270,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:24.784448,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:26.047443,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:27.295169,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:28.558872,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:29.816319,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:31.032573,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:32.279158,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:33.640736,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:34.953073,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:36.250749,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:37.717521,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:38.986787,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:40.422553,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:41.674222,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:42.904730,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:44.256917,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:45.564444,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.563235294117647)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:46.841697,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:48.400311,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:49.841672,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:51.078591,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 7.341463414634147)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 8.825)"
05-01-2023 12:35:52.314534,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 6.959183673469388)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 7.763636363636364)"
05-01-2023 12:35:53.620484,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 6.959183673469388)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 7.763636363636364)"
05-01-2023 12:35:54.928854,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 6.959183673469388)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 7.763636363636364)"
05-01-2023 12:35:56.195341,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 6.959183673469388)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 7.763636363636364)"
05-01-2023 12:35:57.344900,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 6.959183673469388)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 7.763636363636364)"
05-01-2023 12:35:58.487744,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 6.959183673469388)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 7.763636363636364)"
05-01-2023 12:35:59.573074,"(3.3, 5.3, 3.3909090909090907)","(3.4, 6.2, 4.38)","(5.5, 9.0, 6.959183673469388)","(51.0, 230.0, 199.33333333333334)","(31.0, 180.0, 105.0)","(81.0, 140.0, 102.5)","(3.9, 7.8, 5.1)","(4.8, 9.4, 7.763636363636364)"
