,Unusual Culture,Defining,Intisar,Field Of Praise,Colorado Cruz,Girl,Little Miss Kubi
11-01-2023 17:56:35.649136,"(7.5, 8.8, 8.56829268292683)","(4.4, 5.4, 5.316993464052287)","(7.5, 8.6, 8.435460992907801)","(6.5, 7.8, 7.6109375)","(6.0, 8.0, 7.742857142857143)","(7.5, 9.0, 8.776623376623377)","(4.2, 4.9, 4.858991825613079)"
11-01-2023 17:56:36.933776,"(7.5, 8.8, 8.56829268292683)","(4.4, 5.4, 5.316993464052287)","(7.5, 8.6, 8.432)","(6.5, 7.8, 7.6109375)","(6.0, 8.0, 7.742857142857143)","(7.5, 9.0, 8.776623376623377)","(4.2, 4.9, 4.859806629834254)"
11-01-2023 17:56:38.260093,"(7.5, 8.8, 8.646575342465754)","(4.4, 5.4, 5.316993464052287)","(7.5, 8.6, 8.432)","(6.5, 7.8, 7.594520547945205)","(6.0, 8.0, 7.742857142857143)","(7.5, 9.0, 8.776623376623377)","(4.2, 4.9, 4.861405835543767)"
11-01-2023 17:56:39.491043,"(7.5, 8.8, 8.646575342465754)","(4.4, 5.4, 5.316993464052287)","(7.5, 8.6, 8.465868263473054)","(6.5, 7.6, 7.4390625)","(6.0, 8.0, 7.742857142857143)","(7.5, 9.0, 8.776623376623377)","(4.2, 4.9, 4.8485000000000005)"
11-01-2023 17:56:40.961795,"(7.5, 8.8, 8.522641509433964)","(4.4, 5.4, 5.3172757475083055)","(7.5, 8.6, 8.488)","(6.5, 7.6, 7.524817518248175)","(6.0, 8.0, 7.742857142857143)","(7.5, 9.0, 8.776623376623377)","(4.2, 4.9, 4.836167922497309)"
11-01-2023 17:56:42.344453,"(7.5, 8.8, 8.529353233830847)","(4.4, 5.4, 5.324778761061947)","(7.5, 8.6, 8.3408)","(6.5, 7.6, 7.537269372693727)","(6.0, 8.0, 7.742857142857143)","(7.5, 9.0, 8.776623376623377)","(4.2, 4.9, 4.83803317535545)"
11-01-2023 17:56:43.663608,"(7.5, 8.8, 8.664676616915424)","(4.4, 5.4, 5.329945054945055)","(7.5, 8.4, 8.456410256410257)","(6.5, 7.6, 7.547035573122529)","(6.0, 8.0, 7.7873417721518985)","(7.5, 9.0, 8.900709219858156)","(4.2, 4.9, 4.819393939393939)"
11-01-2023 17:56:45.194726,"(7.5, 8.6, 8.476470588235294)","(4.4, 5.4, 5.332717678100264)","(7.5, 8.6, 8.446575342465753)","(6.5, 7.6, 7.547035573122529)","(6.0, 8.0, 7.9222222222222225)","(7.5, 9.0, 8.915032679738562)","(4.2, 4.9, 4.819393939393939)"
11-01-2023 17:56:46.709848,"(7.5, 8.6, 8.476470588235294)","(4.4, 5.4, 5.326724137931034)","(7.5, 8.6, 8.446575342465753)","(6.5, 7.6, 7.537269372693727)","(6.0, 8.0, 7.951351351351351)","(7.5, 9.0, 8.89344262295082)","(4.2, 4.9, 4.789881324172392)"
11-01-2023 17:56:47.917596,"(7.5, 8.6, 8.479012345679012)","(4.4, 5.4, 5.326724137931034)","(7.5, 8.6, 8.459119496855346)","(6.5, 7.6, 7.560344827586206)","(6.0, 8.2, 8.025714285714285)","(7.5, 9.0, 8.902985074626866)","(4.2, 4.8, 4.7842882457176605)"
11-01-2023 17:56:49.019477,"(7.5, 8.6, 8.478367346938775)","(4.4, 5.4, 5.3349887133182845)","(7.5, 8.6, 8.459119496855346)","(6.5, 7.6, 7.560344827586206)","(6.0, 8.2, 8.024113475177305)","(7.5, 9.0, 8.902985074626866)","(4.2, 4.8, 4.784238488783943)"
11-01-2023 17:56:50.152105,"(7.5, 8.6, 8.478367346938775)","(4.4, 5.4, 5.3349887133182845)","(7.5, 8.6, 8.454970760233918)","(6.5, 7.6, 7.56017316017316)","(6.0, 8.2, 8.024113475177305)","(7.5, 9.0, 8.899280575539569)","(4.2, 4.8, 4.784238488783943)"
11-01-2023 17:56:51.454460,"(7.5, 8.6, 8.478367346938775)","(4.4, 5.4, 5.3349887133182845)","(7.5, 8.6, 8.454970760233918)","(6.5, 7.6, 7.56017316017316)","(6.0, 8.2, 8.024113475177305)","(7.5, 9.0, 8.899280575539569)","(4.2, 4.8, 4.773480947476828)"
11-01-2023 17:56:52.746395,"(7.5, 8.6, 8.478367346938775)","(4.4, 5.4, 5.3349887133182845)","(7.5, 8.6, 8.454970760233918)","(6.5, 7.6, 7.56)","(6.0, 8.2, 8.029411764705882)","(7.5, 9.0, 8.842696629213483)","(4.2, 4.8, 4.773480947476828)"
11-01-2023 17:56:54.034692,"(7.5, 8.6, 8.48267716535433)","(4.4, 5.4, 5.329238329238329)","(7.5, 8.8, 8.538823529411765)","(6.5, 7.6, 7.629714285714285)","(6.0, 8.2, 8.053164556962026)","(7.5, 9.0, 8.639160839160839)","(4.2, 4.8, 4.773516819571865)"
11-01-2023 17:56:55.260711,"(7.5, 8.6, 8.48267716535433)","(4.4, 5.4, 5.3349887133182845)","(7.5, 8.8, 8.6265625)","(6.5, 7.8, 7.61264367816092)","(6.0, 8.2, 8.153333333333332)","(7.5, 8.8, 8.582325581395349)","(4.2, 4.8, 4.762523540489642)"
11-01-2023 17:56:56.514620,"(7.5, 8.6, 8.473191489361703)","(4.4, 5.4, 5.329238329238329)","(7.5, 8.8, 8.6265625)","(6.5, 7.8, 7.621857923497267)","(6.0, 8.2, 8.153333333333332)","(7.5, 8.8, 8.582325581395349)","(4.2, 4.8, 4.762629107981221)"
11-01-2023 17:56:57.707061,"(7.5, 8.6, 8.430337078651686)","(4.4, 5.4, 5.3)","(7.5, 8.8, 8.749783549783551)","(6.5, 7.8, 7.65233644859813)","(6.0, 8.2, 8.176923076923076)","(7.5, 8.8, 8.594059405940595)","(4.2, 4.8, 4.76513671875)"
11-01-2023 17:56:58.979077,"(7.5, 8.6, 8.459207459207459)","(4.4, 5.3, 5.273740053050398)","(7.5, 8.8, 8.581609195402299)","(6.5, 7.8, 7.67603305785124)","(6.0, 8.2, 8.185185185185185)","(7.5, 8.6, 8.626666666666667)","(4.2, 4.8, 4.77001953125)"
11-01-2023 17:57:00.238946,"(7.5, 8.4, 8.362573099415204)","(4.4, 5.3, 5.275)","(7.5, 8.8, 8.568)","(6.5, 7.8, 7.715268817204301)","(6.0, 8.2, 8.232558139534884)","(7.5, 8.8, 8.66736842105263)","(4.2, 4.8, 4.771157495256167)"
11-01-2023 17:57:01.478105,"(7.5, 8.4, 8.36583850931677)","(4.4, 5.3, 5.275)","(7.5, 8.6, 8.53956834532374)","(6.5, 8.0, 7.717697228144989)","(6.0, 8.4, 8.237735849056603)","(7.5, 8.8, 8.682412060301507)","(4.2, 4.8, 4.7157190635451505)"
11-01-2023 17:57:02.690059,"(7.5, 8.4, 8.390714285714285)","(4.4, 5.3, 5.286642599277978)","(7.5, 8.6, 8.53956834532374)","(6.5, 8.0, 8.267605633802816)","(6.0, 8.4, 8.23125)","(7.5, 8.8, 8.6707182320442)","(4.2, 4.8, 4.679499518768046)"
11-01-2023 17:57:04.372416,"(7.5, 8.4, 8.390714285714285)","(4.4, 5.3, 5.269611307420495)","(7.5, 8.4, 8.498958333333333)","(6.5, 8.4, 8.34)","(6.0, 8.4, 8.256953642384106)","(7.5, 8.8, 8.681818181818182)","(4.2, 4.7, 4.67972972972973)"
11-01-2023 17:57:05.645812,"(7.5, 8.4, 8.338461538461537)","(4.4, 5.3, 5.265040650406504)","(7.5, 8.6, 8.447058823529412)","(6.5, 8.4, 8.329787234042554)","(6.0, 8.4, 8.286486486486487)","(7.5, 8.8, 8.676777251184834)","(4.2, 4.7, 4.56395173453997)"
11-01-2023 17:57:07.122386,"(7.5, 8.6, 8.46923076923077)","(4.4, 5.3, 5.265040650406504)","(7.5, 8.6, 8.447058823529412)","(6.5, 8.4, 8.329787234042554)","(6.0, 8.4, 8.286486486486487)","(7.5, 8.8, 8.683505154639175)","(4.2, 4.6, 4.554219948849105)"
11-01-2023 17:57:08.638602,"(7.5, 8.6, 8.535632183908046)","(4.4, 5.3, 5.307262569832402)","(7.5, 8.6, 8.472131147540983)","(6.5, 8.4, 8.437837837837836)","(6.0, 8.4, 7.92112676056338)","(7.5, 8.8, 8.697297297297297)","(4.2, 4.6, 4.560056657223796)"
11-01-2023 17:57:10.058008,"(7.5, 8.6, 8.546153846153846)","(4.4, 5.4, 5.332285115303983)","(7.5, 8.6, 8.547058823529412)","(6.5, 8.6, 8.195918367346938)","(6.0, 8.0, 7.8875)","(7.5, 8.8, 8.704602510460251)","(4.2, 4.6, 4.554684838160136)"
11-01-2023 17:57:11.625785,"(7.5, 8.6, 8.587755102040816)","(4.4, 5.4, 5.337037037037037)","(7.0, 8.6, 8.547058823529412)","(6.5, 8.2, 8.195918367346938)","(6.0, 8.0, 7.9399999999999995)","(7.5, 8.8, 8.704602510460251)","(4.2, 4.6, 4.5769784172661865)"
11-01-2023 17:57:12.875347,"(7.5, 8.6, 8.483257918552036)","(4.4, 5.4, 5.3390946502057615)","(7.0, 8.6, 8.654545454545454)","(6.5, 8.2, 7.875)","(6.0, 8.0, 7.9523809523809526)","(7.5, 8.8, 8.70379746835443)","(4.2, 4.6, 4.60008576329331)"
11-01-2023 17:57:14.095078,"(7.5, 8.6, 8.410294117647059)","(4.4, 5.4, 5.3390946502057615)","(7.0, 8.8, 8.654545454545454)","(6.5, 8.0, 7.9573770491803275)","(6.0, 8.0, 7.970588235294118)","(7.5, 8.8, 8.700819672131148)","(4.2, 4.7, 4.558353808353808)"
11-01-2023 17:57:15.306745,"(7.5, 8.6, 8.399303135888502)","(4.4, 5.4, 5.339260563380281)","(7.0, 8.8, 8.655813953488373)","(6.5, 8.0, 7.996116504854369)","(6.0, 8.0, 7.970588235294118)","(7.5, 8.8, 8.700819672131148)","(4.2, 4.7, 4.5588972431077694)"
11-01-2023 17:57:16.517696,"(7.5, 8.6, 8.399303135888502)","(4.4, 5.4, 5.331952662721894)","(7.0, 8.8, 8.690909090909091)","(6.5, 8.0, 7.967883211678832)","(6.0, 8.0, 7.946666666666666)","(7.5, 8.8, 8.931578947368422)","(4.2, 4.7, 4.447494033412888)"
11-01-2023 17:57:17.716969,"(7.5, 8.6, 8.418867924528302)","(4.4, 5.4, 5.331952662721894)","(7.0, 8.8, 8.690909090909091)","(6.5, 8.0, 7.960683760683761)","(6.0, 8.0, 7.840625)","(7.5, 9.0, 9.229268292682926)","(4.2, 4.5, 4.5438016528925615)"
11-01-2023 17:57:18.857524,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.32247191011236)","(7.0, 8.8, 8.690909090909091)","(6.5, 8.0, 7.962295081967213)","(6.0, 8.0, 7.840625)","(7.5, 9.4, 9.326436781609196)","(4.2, 4.6, 4.5456896551724135)"
11-01-2023 17:57:20.041021,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.329158110882957)","(7.0, 8.8, 8.690909090909091)","(6.5, 8.0, 7.949999999999999)","(6.0, 8.0, 7.840625)","(7.5, 9.4, 9.321951219512195)","(4.2, 4.6, 4.49921875)"
11-01-2023 17:57:21.113479,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.329158110882957)","(7.0, 8.8, 8.690909090909091)","(6.5, 8.2, 7.986407766990291)","(6.0, 8.0, 7.8545454545454545)","(7.5, 9.4, 9.664)","(4.2, 4.5, 4.47135955831608)"
11-01-2023 17:57:22.272136,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.320689655172414)","(7.0, 8.6, 8.375774647887324)","(6.5, 8.2, 7.883823529411765)","(6.0, 8.0, 7.857142857142857)","(7.5, 9.8, 9.848)","(4.2, 4.6, 4.501162790697674)"
11-01-2023 17:57:23.442643,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.320689655172414)","(7.0, 8.6, 8.371919770773639)","(6.5, 8.0, 7.902469135802469)","(6.0, 8.0, 7.715)","(7.5, 10.0, 9.80909090909091)","(4.2, 4.6, 4.51270325203252)"
11-01-2023 17:57:24.665449,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.3180522565320665)","(7.0, 8.6, 8.36551724137931)","(6.5, 8.0, 7.974412532637075)","(6.0, 7.8, 7.715702479338843)","(7.5, 10.0, 9.80952380952381)","(4.2, 4.6, 4.519004975124378)"
11-01-2023 17:57:25.970341,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.3180522565320665)","(7.0, 8.6, 8.36551724137931)","(6.5, 8.2, 7.940585774058577)","(6.0, 7.8, 7.768674698795181)","(7.5, 10.0, 9.846153846153847)","(4.2, 4.6, 4.501481481481481)"
11-01-2023 17:57:27.173209,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.3180522565320665)","(7.0, 8.6, 8.36551724137931)","(6.5, 8.2, 7.98876404494382)","(6.0, 7.8, 7.84406779661017)","(7.5, 10.0, 9.822727272727272)","(4.2, 4.6, 4.5220077220077215)"
11-01-2023 17:57:28.414109,"(7.5, 8.6, 8.399999999999999)","(4.4, 5.4, 5.3180522565320665)","(7.0, 8.6, 8.36551724137931)","(6.5, 8.0, 7.98876404494382)","(6.0, 8.0, 7.846875)","(7.5, 10.0, 9.822727272727272)","(4.2, 4.6, 4.524289772727273)"
11-01-2023 17:57:30.140599,"(7.5, 8.6, 8.365573770491803)","(4.4, 5.4, 5.320320855614973)","(7.0, 8.6, 8.38132530120482)","(6.5, 8.0, 7.972307692307692)","(6.0, 8.0, 7.846875)","(7.5, 10.0, 9.860714285714286)","(4.2, 4.6, 4.524393723252496)"
11-01-2023 17:57:31.434696,"(7.5, 8.6, 8.3578125)","(4.4, 5.4, 5.328519855595668)","(7.0, 8.4, 8.36923076923077)","(6.5, 8.0, 7.933018867924528)","(6.0, 8.0, 7.794444444444444)","(7.5, 10.0, 9.752500000000001)","(4.2, 4.6, 4.653342428376535)"
11-01-2023 17:57:32.650330,"(7.5, 8.4, 8.357142857142858)","(4.4, 5.4, 5.308904109589041)","(7.0, 8.4, 8.378169014084508)","(6.5, 8.0, 7.943589743589744)","(6.0, 7.8, 7.782716049382715)","(7.5, 9.8, 9.75529411764706)","(4.2, 4.7, 4.659431524547804)"
11-01-2023 17:57:33.905873,"(7.5, 8.4, 8.357142857142858)","(4.4, 5.4, 5.308904109589041)","(7.0, 8.4, 8.391397849462367)","(6.5, 8.0, 8.005211726384365)","(6.0, 7.8, 7.895833333333333)","(7.5, 9.8, 9.666666666666666)","(4.2, 4.7, 4.680701754385965)"
11-01-2023 17:57:35.162125,"(7.5, 8.6, 8.40632911392405)","(4.4, 5.3, 5.2624615384615385)","(7.0, 8.4, 8.380782918149466)","(6.5, 8.2, 7.920888888888888)","(6.0, 8.0, 7.881656804733728)","(7.5, 9.8, 9.525490196078431)","(4.2, 4.7, 4.7133858267716535)"
11-01-2023 17:57:36.371605,"(7.5, 8.4, 8.309189189189189)","(4.4, 5.3, 5.2624615384615385)","(7.0, 8.4, 8.366013071895425)","(6.5, 8.0, 7.919090909090909)","(6.0, 8.0, 7.864485981308411)","(7.5, 9.6, 9.45)","(4.2, 4.8, 4.748876404494382)"
11-01-2023 17:57:37.627076,"(7.5, 8.4, 8.301176470588235)","(4.4, 5.3, 5.262170542635658)","(7.0, 8.4, 8.366013071895425)","(6.5, 8.0, 7.922270742358078)","(6.0, 8.0, 7.864485981308411)","(7.5, 9.6, 9.45)","(4.2, 4.8, 4.750091407678245)"
11-01-2023 17:57:38.787115,"(7.5, 8.4, 8.301176470588235)","(4.4, 5.3, 5.265007320644217)","(7.0, 8.4, 8.368484848484849)","(6.5, 8.0, 7.918721461187214)","(6.0, 8.0, 7.825301204819277)","(7.5, 9.6, 9.371428571428572)","(4.2, 4.8, 4.808278145695364)"
11-01-2023 17:57:40.007110,"(7.5, 8.4, 8.3)","(4.4, 5.3, 5.265007320644217)","(7.0, 8.4, 8.368484848484849)","(6.5, 8.0, 7.918721461187214)","(6.0, 8.0, 7.7894736842105265)","(7.5, 9.4, 9.380952380952381)","(4.2, 4.9, 4.800000000000001)"
11-01-2023 17:57:41.269689,"(7.5, 8.4, 8.3)","(4.4, 5.3, 5.265007320644217)","(7.0, 8.4, 8.368484848484849)","(6.5, 8.0, 7.883333333333333)","(6.0, 7.8, 7.7894736842105265)","(7.5, 9.4, 9.494193548387097)","(4.2, 4.9, 4.803315881326353)"
11-01-2023 17:57:42.514107,"(7.5, 8.4, 8.3)","(4.4, 5.3, 5.265007320644217)","(7.0, 8.4, 8.376510067114094)","(6.5, 8.0, 7.88972602739726)","(6.0, 7.8, 7.589361702127659)","(7.5, 9.6, 9.523913043478261)","(4.2, 4.9, 4.888622754491018)"
11-01-2023 17:57:43.733389,"(7.5, 8.2, 8.170949720670391)","(4.4, 5.3, 5.271451104100946)","(7.0, 8.4, 8.377564102564103)","(6.5, 8.0, 7.88972602739726)","(6.0, 7.6, 7.508148148148148)","(7.5, 9.6, 9.48135593220339)","(4.2, 4.9, 4.924915824915825)"
11-01-2023 17:57:44.890342,"(7.5, 8.2, 8.170949720670391)","(4.4, 5.3, 5.266576086956522)","(7.0, 8.4, 8.377124183006536)","(6.5, 8.0, 7.88972602739726)","(6.0, 7.6, 7.508148148148148)","(7.5, 9.6, 9.506040268456376)","(4.2, 5.0, 4.900495049504951)"
11-01-2023 17:57:46.136537,"(7.5, 8.2, 8.166304347826086)","(4.4, 5.3, 5.266576086956522)","(7.0, 8.4, 8.377124183006536)","(6.5, 8.0, 7.88972602739726)","(6.0, 7.6, 7.508148148148148)","(7.5, 9.6, 9.506040268456376)","(4.2, 5.0, 4.900495049504951)"
11-01-2023 17:57:47.342306,"(7.5, 7.8, 7.789629629629629)","(4.4, 5.4, 5.3335)","(7.0, 8.4, 8.397810218978103)","(6.5, 8.0, 7.897452229299363)","(6.0, 7.6, 7.578048780487805)","(7.5, 9.6, 9.50909090909091)","(4.2, 5.0, 4.953894080996885)"
11-01-2023 17:57:48.500104,"(7.5, 7.8, 7.777241379310345)","(4.4, 5.4, 5.343081312410842)","(7.0, 8.4, 8.397810218978103)","(6.5, 8.0, 7.897452229299363)","(6.0, 7.6, 7.578048780487805)","(7.5, 9.6, 9.50909090909091)","(4.2, 5.0, 4.951132686084143)"
11-01-2023 17:57:49.628139,"(7.5, 7.8, 7.777241379310345)","(4.4, 5.4, 5.349557522123894)","(7.0, 8.4, 8.397810218978103)","(6.5, 8.0, 7.897452229299363)","(6.0, 7.6, 7.638297872340425)","(7.5, 9.6, 9.51025641025641)","(4.2, 5.0, 4.959840425531915)"
11-01-2023 17:57:50.808246,"(7.5, 7.8, 7.73876404494382)","(4.4, 5.4, 5.349107142857143)","(7.0, 8.4, 8.39709090909091)","(6.5, 8.0, 7.8765217391304345)","(6.0, 7.8, 7.638297872340425)","(7.5, 9.6, 9.51025641025641)","(4.2, 5.0, 4.964766839378238)"
11-01-2023 17:57:52.004268,"(7.5, 7.8, 7.728313253012048)","(4.4, 5.4, 5.3521680216802165)","(7.0, 8.4, 8.377704918032787)","(6.5, 8.0, 7.889147286821705)","(6.0, 7.8, 7.612345679012345)","(7.5, 9.6, 9.586842105263157)","(4.2, 5.0, 4.842669584245076)"
11-01-2023 17:57:53.213539,"(7.5, 7.8, 7.722191780821918)","(4.4, 5.4, 5.357001414427157)","(7.0, 8.4, 8.377704918032787)","(6.5, 8.0, 7.889147286821705)","(6.0, 7.8, 7.612345679012345)","(7.5, 9.6, 9.586842105263157)","(4.2, 4.9, 4.8428571428571425)"
11-01-2023 17:57:54.318798,"(7.5, 7.8, 7.722191780821918)","(4.4, 5.4, 5.357001414427157)","(7.0, 8.4, 8.377704918032787)","(6.5, 8.0, 7.889147286821705)","(6.0, 7.8, 7.612345679012345)","(7.5, 9.6, 9.586842105263157)","(4.2, 4.9, 4.8428571428571425)"
11-01-2023 17:57:55.427024,"(7.5, 7.8, 7.722191780821918)","(4.4, 5.4, 5.358154859967051)","(7.0, 8.4, 8.377704918032787)","(6.5, 8.2, 7.949579831932772)","(6.0, 7.6, 7.6113207547169806)","(7.5, 9.6, 9.68235294117647)","(4.2, 4.9, 4.82425068119891)"
11-01-2023 17:57:56.563958,"(7.5, 7.8, 7.7365079365079366)","(4.4, 5.4, 5.357660626029654)","(7.0, 8.6, 8.420622568093385)","(6.5, 8.2, 7.898604651162791)","(6.0, 7.8, 7.675903614457831)","(7.5, 9.8, 9.675675675675675)","(4.2, 4.9, 4.821621621621621)"
11-01-2023 17:57:57.790777,"(7.5, 7.8, 7.721311475409836)","(4.4, 5.4, 5.357660626029654)","(7.0, 8.6, 8.161538461538461)","(6.5, 8.0, 7.686656671664168)","(6.0, 7.8, 7.831764705882353)","(7.5, 9.8, 9.919444444444444)","(4.2, 4.9, 4.828235294117647)"
11-01-2023 17:57:59.039369,"(7.5, 7.6, 7.435549132947977)","(4.4, 5.4, 5.369051878354204)","(7.0, 8.2, 8.157966101694914)","(6.5, 7.8, 7.706666666666666)","(6.0, 8.0, 7.8754285714285714)","(7.5, 10.0, 10.055023923444976)","(4.2, 4.9, 4.836595744680851)"
11-01-2023 17:58:00.269509,"(7.5, 7.4, 7.363636363636364)","(4.4, 5.4, 5.369217081850534)","(7.0, 8.2, 8.134756097560976)","(6.5, 7.8, 7.90262697022767)","(6.0, 8.0, 7.8754285714285714)","(7.5, 10.5, 10.028350515463918)","(4.2, 4.9, 4.8404040404040405)"
11-01-2023 17:58:01.322340,"(7.5, 7.4, 7.394312796208531)","(4.4, 5.4, 5.369217081850534)","(7.0, 8.2, 8.134756097560976)","(6.5, 8.0, 7.90262697022767)","(6.0, 8.0, 7.8754285714285714)","(7.5, 10.5, 10.065104166666666)","(4.2, 4.9, 4.8404040404040405)"
11-01-2023 17:58:02.386855,"(7.5, 7.4, 7.3628318584070795)","(4.4, 5.4, 5.369217081850534)","(7.0, 8.2, 8.132278481012658)","(6.5, 8.0, 7.848913043478261)","(6.0, 8.0, 7.8768361581920905)","(7.5, 10.5, 10.065104166666666)","(4.2, 4.9, 4.8401606425702814)"
11-01-2023 17:58:03.615942,"(7.5, 7.4, 7.3628318584070795)","(4.4, 5.4, 5.369217081850534)","(7.0, 8.2, 8.132278481012658)","(6.5, 8.0, 7.848913043478261)","(6.0, 8.0, 7.88021978021978)","(7.5, 10.5, 10.03867403314917)","(4.2, 4.9, 4.840990099009901)"
11-01-2023 17:58:04.889066,"(7.5, 7.4, 7.3628318584070795)","(4.4, 5.4, 5.369217081850534)","(7.0, 8.2, 8.27966804979253)","(6.5, 8.0, 7.830687830687831)","(6.0, 8.0, 7.8545454545454545)","(7.5, 10.5, 10.057291666666666)","(4.2, 4.9, 4.841235059760956)"
11-01-2023 17:58:06.112118,"(7.5, 7.6, 7.4272)","(4.4, 5.4, 5.369808027923211)","(7.0, 8.4, 8.289943074003794)","(6.5, 8.0, 7.830687830687831)","(6.0, 8.0, 7.7888)","(7.5, 10.5, 10.057291666666666)","(4.2, 4.9, 4.846942446043165)"
11-01-2023 17:58:07.306421,"(7.5, 7.6, 7.438000000000001)","(4.4, 5.4, 5.362010221465077)","(7.0, 8.4, 8.289943074003794)","(6.5, 8.0, 7.814644808743169)","(6.0, 8.0, 7.773451327433628)","(7.5, 10.5, 10.056410256410256)","(4.2, 4.9, 4.8450651769087525)"
11-01-2023 17:58:08.497501,"(7.5, 7.6, 7.436981132075472)","(4.4, 5.4, 5.364603174603174)","(7.0, 8.4, 8.292397660818713)","(6.5, 8.0, 7.809223847019123)","(6.0, 8.0, 7.78876404494382)","(7.5, 10.5, 9.920574162679426)","(4.2, 4.9, 4.849203187250996)"
11-01-2023 17:58:09.772441,"(7.5, 7.6, 7.415647226173542)","(4.4, 5.4, 5.373201438848921)","(7.0, 8.4, 8.292397660818713)","(6.5, 8.0, 7.8462375339981865)","(6.0, 8.0, 7.78876404494382)","(7.5, 10.5, 9.920574162679426)","(4.2, 4.9, 4.849203187250996)"
11-01-2023 17:58:11.016571,"(7.0, 7.6, 7.415647226173542)","(4.6, 5.4, 5.373201438848921)","(7.0, 8.4, 8.292397660818713)","(7.0, 8.0, 7.8462375339981865)","(6.5, 8.0, 7.78876404494382)","(8.0, 10.5, 9.920574162679426)","(4.2, 4.9, 4.849203187250996)"
11-01-2023 17:58:12.340160,"(7.0, 7.6, 7.415647226173542)","(4.6, 5.4, 5.373201438848921)","(7.0, 8.4, 8.292397660818713)","(7.0, 8.0, 7.8462375339981865)","(6.5, 8.0, 7.78876404494382)","(8.0, 10.5, 9.920574162679426)","(4.2, 4.9, 4.849203187250996)"
11-01-2023 17:58:13.740797,"(7.0, 7.6, 7.415647226173542)","(4.6, 5.4, 5.431899109792285)","(7.0, 8.4, 8.310465116279069)","(7.0, 8.0, 7.806806282722513)","(6.5, 8.0, 7.858741258741259)","(8.0, 10.5, 10.068181818181818)","(4.2, 4.9, 4.8296875)"
11-01-2023 17:58:15.132971,"(7.0, 7.2, 7.130131004366812)","(4.6, 5.5, 5.4355685131195335)","(7.0, 8.4, 8.310465116279069)","(7.0, 8.0, 7.806806282722513)","(6.5, 8.0, 7.858741258741259)","(8.0, 10.5, 10.06072874493927)","(4.2, 4.9, 4.832646048109965)"
11-01-2023 17:58:16.530257,"(7.0, 7.2, 7.096946564885497)","(4.6, 5.5, 5.565237020316027)","(7.0, 8.4, 8.310291262135923)","(7.0, 8.0, 7.83413612565445)","(6.5, 8.0, 7.858741258741259)","(8.0, 10.5, 10.002293577981652)","(4.2, 4.9, 4.832203389830508)"
11-01-2023 17:58:17.635355,"(7.0, 7.2, 7.096946564885497)","(4.6, 5.6, 5.565237020316027)","(7.0, 8.4, 8.310291262135923)","(7.0, 8.0, 7.838532110091743)","(6.5, 8.0, 7.8220264317180614)","(8.0, 10.5, 10.002293577981652)","(4.2, 4.9, 4.832203389830508)"
11-01-2023 17:58:18.862457,"(7.0, 7.2, 7.096946564885497)","(4.6, 5.6, 5.548920863309353)","(7.0, 8.4, 8.308514851485148)","(7.0, 8.0, 7.838532110091743)","(6.5, 8.0, 7.8220264317180614)","(8.0, 10.5, 10.002293577981652)","(4.2, 4.9, 4.840298507462687)"
11-01-2023 17:58:20.052315,"(7.0, 7.2, 7.125742574257426)","(4.6, 5.6, 5.568478260869565)","(7.0, 8.4, 8.308514851485148)","(7.0, 8.0, 7.820204313280363)","(6.5, 8.0, 7.8220264317180614)","(8.0, 10.5, 9.986824324324324)","(4.2, 4.9, 4.840298507462687)"
11-01-2023 17:58:21.371580,"(7.0, 7.2, 7.067018469656992)","(4.6, 5.6, 5.575917431192661)","(7.0, 8.4, 8.307874015748032)","(7.0, 8.0, 7.756261022927689)","(6.5, 8.0, 7.823214285714285)","(8.0, 10.5, 9.983112582781457)","(4.2, 4.9, 4.835276073619632)"
11-01-2023 17:58:22.633150,"(7.0, 7.4, 7.182582582582583)","(4.6, 5.6, 5.575917431192661)","(7.0, 8.4, 8.307874015748032)","(7.0, 7.8, 7.765965583173996)","(6.5, 8.0, 7.802429149797571)","(8.5, 10.5, 9.983112582781457)","(4.2, 4.9, 4.838983050847458)"
11-01-2023 17:58:23.776366,"(7.0, 7.4, 7.245957446808511)","(4.6, 5.6, 5.575917431192661)","(7.0, 8.4, 8.32043956043956)","(7.0, 7.8, 7.765965583173996)","(6.5, 8.0, 7.813438735177866)","(8.5, 10.5, 9.99171974522293)","(4.2, 4.9, 4.845112781954887)"
11-01-2023 17:58:24.969571,"(7.0, 7.4, 7.301630434782609)","(4.6, 5.6, 5.580477223427332)","(7.0, 8.4, 8.354494382022471)","(7.0, 7.8, 7.759558823529412)","(6.5, 8.0, 7.813438735177866)","(8.5, 10.5, 9.998026315789474)","(4.2, 4.9, 4.76604938271605)"
