,Pat Me Down,Henning,Nasty Exaggerator,Oso Negro,Optimistic,Big Boss Man,Gs Storm,Caribe Nights,Miss Jennys Halo,Heathers Request
15-12-2022 12:38:40.013350,"(20.0, 55.0, 32.5)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.04)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.5)","(5.0, 6.0, 5.75)","(17.0, 36.0, 30.8)","(26.0, 350.0, 270.0)","(17.0, 34.0, 25.5)"
15-12-2022 12:38:41.295613,"(20.0, 55.0, 32.5)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.5)","(5.0, 6.0, 5.75)","(17.0, 36.0, 30.8)","(26.0, 350.0, 270.0)","(17.0, 34.0, 25.5)"
15-12-2022 12:38:42.565246,"(19.0, 55.0, 32.5)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.56)","(5.0, 6.0, 5.75)","(17.0, 36.0, 38.75)","(26.0, 350.0, 270.0)","(17.0, 34.0, 25.5)"
15-12-2022 12:38:43.796905,"(19.0, 55.0, 32.5)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.56)","(5.0, 6.0, 5.75)","(17.0, 44.0, 38.0)","(26.0, 350.0, 270.0)","(17.0, 34.0, 25.5)"
15-12-2022 12:38:45.083245,"(19.0, 55.0, 32.5)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.45)","(5.0, 6.0, 5.75)","(17.0, 48.0, 38.0)","(26.0, 350.0, 286.0)","(17.0, 34.0, 25.5)"
15-12-2022 12:38:46.309884,"(19.0, 55.0, 32.5)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.6)","(5.0, 6.0, 5.75)","(17.0, 48.0, 38.0)","(26.0, 350.0, 286.0)","(17.0, 34.0, 25.5)"
15-12-2022 12:38:47.550585,"(19.0, 55.0, 32.5)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.0, 5.75)","(17.0, 48.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 28.333333333333336)"
15-12-2022 12:38:48.714689,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.0, 5.75)","(17.0, 46.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 28.333333333333336)"
15-12-2022 12:38:49.881866,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.0, 5.75)","(17.0, 46.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 28.333333333333336)"
15-12-2022 12:38:51.074584,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.0, 5.75)","(17.0, 46.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 28.333333333333336)"
15-12-2022 12:38:52.225139,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.0, 5.75)","(17.0, 46.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 28.333333333333336)"
15-12-2022 12:38:53.450594,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.0, 5.605)","(17.0, 46.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 28.333333333333336)"
15-12-2022 12:38:54.714820,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.066666666666666)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.2, 5.605)","(17.0, 46.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 28.333333333333336)"
15-12-2022 12:38:55.923941,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.111111111111111)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.2, 5.605)","(17.0, 46.0, 35.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:38:57.139986,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 6.111111111111111)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.2, 5.605)","(17.0, 46.0, 35.0)","(26.0, 350.0, 191.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:38:58.336296,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 5.933333333333334)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.2, 5.444444444444445)","(17.0, 46.0, 35.0)","(26.0, 350.0, 191.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:38:59.578654,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.2, 5.95)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.2, 5.444444444444445)","(17.0, 46.0, 32.0)","(26.0, 350.0, 191.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:00.946643,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 12.625)","(5.0, 6.0, 5.85)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 10.0)","(5.0, 6.2, 5.550000000000001)","(17.0, 46.0, 32.0)","(26.0, 350.0, 138.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:02.203292,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.733333333333334)","(11.0, 14.5, 13.545454545454545)","(5.0, 6.0, 5.875)","(4.0, 4.9, 4.633333333333334)","(6.5, 11.0, 9.75)","(5.0, 6.0, 5.766666666666667)","(17.0, 46.0, 31.333333333333332)","(26.0, 350.0, 114.28571428571429)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:03.483236,"(19.0, 55.0, 39.57142857142857)","(6.0, 9.0, 8.5)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.916666666666667)","(4.0, 4.9, 4.633333333333334)","(6.5, 10.5, 9.75)","(5.0, 5.9, 5.766666666666667)","(17.0, 44.0, 31.333333333333332)","(26.0, 340.0, 114.28571428571429)","(17.0, 34.0, 25.75)"
15-12-2022 12:39:04.722087,"(19.0, 55.0, 41.5)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.916666666666667)","(4.0, 4.9, 4.633333333333334)","(6.5, 10.5, 9.75)","(5.0, 5.9, 5.766666666666667)","(17.0, 44.0, 31.333333333333332)","(26.0, 340.0, 177.0)","(17.0, 34.0, 25.75)"
15-12-2022 12:39:05.931896,"(19.0, 55.0, 41.5)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.833333333333333)","(4.0, 4.9, 4.846666666666667)","(6.5, 10.5, 9.366666666666667)","(5.0, 5.9, 5.6)","(17.0, 44.0, 31.333333333333332)","(26.0, 330.0, 177.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:07.206550,"(19.0, 55.0, 33.7)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.833333333333333)","(4.0, 4.9, 4.846666666666667)","(6.5, 10.5, 10.075)","(5.0, 5.8, 5.6)","(17.0, 44.0, 31.333333333333332)","(26.0, 330.0, 177.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:08.500451,"(19.0, 70.0, 44.75)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.833333333333333)","(4.0, 4.9, 4.846666666666667)","(6.5, 10.5, 10.25)","(5.0, 5.8, 5.6)","(17.0, 44.0, 31.333333333333332)","(26.0, 330.0, 177.0)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:09.827379,"(19.0, 70.0, 44.75)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.833333333333333)","(4.0, 4.9, 4.846666666666667)","(6.5, 10.5, 9.9)","(5.0, 5.8, 5.6)","(17.0, 44.0, 31.333333333333332)","(26.0, 330.0, 207.60000000000002)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:11.010398,"(19.0, 70.0, 49.599999999999994)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.833333333333333)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.9)","(5.0, 5.8, 5.6)","(17.0, 44.0, 38.57142857142857)","(26.0, 330.0, 253.5)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:12.166487,"(19.0, 70.0, 49.599999999999994)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.833333333333333)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.9)","(5.0, 5.8, 5.6)","(17.0, 44.0, 38.57142857142857)","(26.0, 330.0, 253.5)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:13.328243,"(19.0, 65.0, 43.125)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.9)","(5.0, 5.9, 5.766666666666667)","(17.0, 34.0, 32.714285714285715)","(26.0, 330.0, 187.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:14.528384,"(19.0, 65.0, 41.666666666666664)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.9)","(5.0, 5.9, 5.766666666666667)","(17.0, 34.0, 32.714285714285715)","(26.0, 330.0, 187.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:15.753261,"(19.0, 65.0, 41.666666666666664)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.9)","(5.0, 5.9, 5.766666666666667)","(17.0, 34.0, 32.5)","(26.0, 330.0, 187.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:17.000656,"(19.0, 65.0, 41.666666666666664)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.366666666666667)","(5.0, 5.9, 5.766666666666667)","(17.0, 34.0, 32.0)","(26.0, 330.0, 158.4)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:18.289884,"(19.0, 60.0, 52.5)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.866666666666667)","(5.0, 5.9, 5.766666666666667)","(17.0, 34.0, 32.0)","(26.0, 330.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:19.641006,"(19.0, 60.0, 50.66666666666667)","(6.0, 9.0, 8.68)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.65)","(5.0, 5.9, 5.688888888888888)","(17.0, 34.0, 31.333333333333332)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:20.916594,"(19.0, 60.0, 50.66666666666667)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.65)","(5.0, 5.8, 5.688888888888888)","(17.0, 34.0, 31.333333333333332)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:22.112992,"(19.0, 60.0, 50.66666666666667)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.65)","(5.0, 5.8, 5.58)","(17.0, 34.0, 31.333333333333332)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:23.282559,"(19.0, 60.0, 50.66666666666667)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.82)","(5.0, 5.7, 5.58)","(17.0, 34.0, 31.333333333333332)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:24.554201,"(19.0, 60.0, 50.66666666666667)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 9.82)","(5.0, 5.7, 5.58)","(17.0, 34.0, 31.333333333333332)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:25.793783,"(19.0, 60.0, 46.0)","(6.0, 9.0, 8.6)","(11.0, 14.5, 12.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.833333333333334)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 34.0, 31.333333333333332)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:27.008374,"(19.0, 60.0, 46.0)","(6.0, 9.0, 8.6)","(11.0, 14.5, 13.25)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 34.0, 31.333333333333332)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:28.216040,"(19.0, 60.0, 46.0)","(6.0, 9.0, 8.6)","(11.0, 15.0, 14.375)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 34.0, 30.0)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:29.423276,"(19.0, 60.0, 41.333333333333336)","(6.0, 9.0, 8.6)","(11.0, 15.0, 14.5)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 34.0, 30.0)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:30.593891,"(19.0, 60.0, 41.333333333333336)","(6.0, 9.0, 8.6)","(11.0, 15.0, 14.5)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 34.0, 30.0)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:31.790582,"(19.0, 60.0, 41.333333333333336)","(6.0, 9.0, 8.6)","(11.0, 15.0, 14.5)","(5.0, 6.0, 5.590909090909091)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 34.0, 29.5)","(26.0, 320.0, 182.0)","(17.0, 34.0, 28.0)"
15-12-2022 12:39:32.945559,"(19.0, 60.0, 52.5)","(6.0, 9.0, 8.714285714285714)","(11.0, 15.0, 14.5)","(5.0, 6.0, 5.625)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 34.0, 36.5)","(26.0, 320.0, 204.8)","(17.0, 34.0, 30.25)"
15-12-2022 12:39:34.111307,"(19.0, 60.0, 51.25)","(6.0, 9.0, 8.714285714285714)","(11.0, 15.0, 14.5)","(5.0, 6.4, 5.628571428571429)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 48.0, 36.5)","(26.0, 320.0, 204.8)","(17.0, 34.0, 26.5)"
15-12-2022 12:39:35.291839,"(19.0, 60.0, 51.25)","(6.0, 9.0, 8.714285714285714)","(11.0, 15.0, 14.5)","(5.0, 6.4, 5.628571428571429)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 48.0, 36.5)","(26.0, 320.0, 204.8)","(17.0, 34.0, 26.5)"
15-12-2022 12:39:36.481238,"(19.0, 60.0, 51.25)","(6.0, 9.0, 8.714285714285714)","(11.0, 15.0, 14.5)","(5.0, 6.4, 5.628571428571429)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 48.0, 36.5)","(26.0, 320.0, 204.8)","(17.0, 34.0, 26.5)"
15-12-2022 12:39:37.670850,"(19.0, 60.0, 51.25)","(6.0, 9.0, 8.714285714285714)","(11.0, 15.0, 14.5)","(5.0, 6.4, 5.628571428571429)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 48.0, 32.0)","(26.0, 320.0, 204.8)","(17.0, 34.0, 25.75)"
15-12-2022 12:39:38.899968,"(19.0, 60.0, 53.0)","(6.0, 9.0, 8.6)","(11.0, 15.0, 14.583333333333334)","(5.0, 6.2, 5.85)","(4.0, 4.9, 4.825)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 46.0, 31.333333333333332)","(26.0, 320.0, 204.8)","(17.0, 34.0, 25.75)"
15-12-2022 12:39:40.176998,"(19.0, 55.0, 35.0)","(6.0, 9.0, 8.6)","(11.0, 15.0, 18.458333333333332)","(5.0, 6.2, 5.733333333333333)","(4.0, 4.9, 4.933333333333333)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 44.0, 28.8)","(26.0, 320.0, 198.8)","(17.0, 34.0, 25.75)"
15-12-2022 12:39:41.485716,"(19.0, 55.0, 41.0)","(6.0, 9.0, 8.6)","(11.0, 19.0, 18.458333333333332)","(5.0, 6.0, 5.866666666666667)","(4.0, 5.1, 4.933333333333333)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 44.0, 28.8)","(26.0, 310.0, 198.8)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:42.755043,"(19.0, 55.0, 35.666666666666664)","(6.0, 9.0, 8.6)","(11.0, 19.0, 17.633333333333333)","(5.0, 6.0, 5.866666666666667)","(4.0, 5.1, 4.933333333333333)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 44.0, 28.8)","(26.0, 310.0, 198.8)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:43.991522,"(19.0, 55.0, 35.666666666666664)","(6.0, 9.0, 8.6)","(11.0, 19.5, 18.423076923076923)","(5.0, 6.0, 5.866666666666667)","(4.0, 5.1, 4.933333333333333)","(6.5, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 44.0, 28.8)","(26.0, 310.0, 198.8)","(17.0, 34.0, 23.0)"
15-12-2022 12:39:45.186321,"(19.0, 55.0, 31.333333333333336)","(6.0, 9.0, 8.6)","(11.0, 19.0, 17.142857142857142)","(5.0, 6.0, 5.866666666666667)","(4.0, 5.1, 4.933333333333333)","(7.0, 10.5, 10.075)","(5.0, 5.7, 5.58)","(17.0, 44.0, 28.8)","(26.0, 310.0, 198.8)","(17.0, 34.0, 27.0)"
15-12-2022 12:39:46.475427,"(19.0, 55.0, 31.333333333333336)","(6.0, 9.0, 8.6)","(11.0, 19.0, 16.8)","(5.0, 6.0, 5.91875)","(4.0, 5.1, 4.933333333333333)","(7.0, 10.5, 9.75)","(5.0, 5.7, 5.6000000000000005)","(17.0, 44.0, 31.6)","(26.0, 310.0, 126.0)","(17.0, 34.0, 25.8)"
15-12-2022 12:39:47.780213,"(19.0, 55.0, 31.333333333333336)","(6.0, 9.0, 8.6)","(11.0, 19.0, 16.8)","(5.0, 6.4, 5.91875)","(4.0, 5.1, 4.933333333333333)","(7.0, 10.5, 9.75)","(5.0, 5.7, 5.6000000000000005)","(17.0, 36.0, 31.6)","(26.0, 310.0, 126.0)","(17.0, 32.0, 24.75)"
15-12-2022 12:39:49.109469,"(19.0, 55.0, 31.333333333333336)","(6.0, 9.0, 8.8)","(11.0, 19.0, 16.8)","(5.0, 6.4, 5.91875)","(4.0, 5.1, 4.6625)","(7.0, 10.5, 9.75)","(5.0, 5.7, 5.6000000000000005)","(17.0, 36.0, 35.2)","(26.0, 310.0, 126.0)","(17.0, 32.0, 24.75)"
15-12-2022 12:39:50.454074,"(19.0, 55.0, 31.333333333333336)","(6.0, 9.0, 8.8)","(11.0, 19.0, 16.8)","(5.0, 6.4, 6.057142857142857)","(4.0, 5.1, 4.6625)","(7.0, 10.5, 9.75)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 167.0)","(17.0, 32.0, 24.75)"
15-12-2022 12:39:51.695436,"(19.0, 55.0, 31.333333333333336)","(6.0, 9.0, 8.8)","(11.0, 19.0, 15.333333333333334)","(5.0, 6.2, 6.057142857142857)","(4.0, 5.1, 4.6625)","(7.0, 10.5, 10.466666666666667)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 120.0)","(17.0, 32.0, 22.333333333333332)"
15-12-2022 12:39:52.976262,"(19.0, 55.0, 37.25)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.2, 6.057142857142857)","(4.0, 5.1, 4.6625)","(7.0, 11.0, 9.809090909090909)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 120.0)","(17.0, 34.0, 22.333333333333332)"
15-12-2022 12:39:54.179835,"(19.0, 55.0, 37.25)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.2, 6.057142857142857)","(4.0, 5.1, 4.6625)","(7.0, 10.5, 9.528571428571428)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 120.0)","(17.0, 34.0, 22.333333333333332)"
15-12-2022 12:39:55.366189,"(19.0, 55.0, 37.25)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.2, 6.057142857142857)","(4.0, 5.1, 4.6625)","(7.0, 10.5, 9.528571428571428)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 120.0)","(17.0, 34.0, 23.5)"
15-12-2022 12:39:56.524212,"(19.0, 55.0, 37.25)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.2, 5.905882352941177)","(4.0, 5.1, 4.6625)","(7.0, 10.0, 9.4)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 120.0)","(17.0, 34.0, 23.75)"
15-12-2022 12:39:57.745452,"(19.0, 55.0, 37.25)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.4, 5.905882352941177)","(4.0, 5.1, 4.6625)","(7.0, 10.0, 9.4)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 120.0)","(17.0, 34.0, 23.75)"
15-12-2022 12:39:58.925820,"(19.0, 55.0, 30.666666666666664)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.4, 5.905882352941177)","(4.0, 5.1, 4.6625)","(7.0, 10.0, 9.4)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 30.666666666666668)","(26.0, 310.0, 194.8)","(17.0, 34.0, 23.75)"
15-12-2022 12:40:00.141069,"(19.0, 55.0, 30.666666666666664)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.4, 5.905882352941177)","(4.0, 4.9, 4.675)","(7.0, 10.0, 9.63076923076923)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 34.8)","(26.0, 310.0, 194.8)","(17.0, 34.0, 23.75)"
15-12-2022 12:40:01.409764,"(19.0, 55.0, 30.666666666666664)","(6.0, 9.0, 8.84)","(11.0, 19.0, 15.666666666666666)","(5.0, 6.4, 5.927272727272728)","(4.0, 4.9, 4.675)","(7.0, 10.0, 9.63076923076923)","(5.0, 5.7, 5.6000000000000005)","(17.0, 42.0, 34.8)","(26.0, 310.0, 194.8)","(17.0, 34.0, 23.75)"
15-12-2022 12:40:02.755979,"(19.0, 55.0, 30.666666666666664)","(6.0, 9.0, 8.6)","(11.0, 18.5, 14.5625)","(5.0, 6.2, 5.831578947368421)","(4.0, 4.9, 4.56)","(7.0, 10.0, 9.545454545454545)","(5.0, 5.7, 5.54)","(17.0, 42.0, 34.0)","(26.0, 310.0, 227.42857142857142)","(17.0, 34.0, 20.333333333333332)"
15-12-2022 12:40:04.067043,"(19.0, 55.0, 36.75)","(6.0, 9.0, 8.6)","(11.0, 18.5, 15.35)","(5.0, 6.2, 5.866666666666667)","(4.0, 4.8, 4.56)","(7.0, 11.0, 9.545454545454545)","(5.0, 5.7, 5.54)","(17.0, 44.0, 28.0)","(26.0, 310.0, 117.33333333333333)","(17.0, 34.0, 26.545454545454547)"
15-12-2022 12:40:05.332393,"(19.0, 55.0, 31.0)","(6.0, 9.0, 8.65)","(11.0, 18.5, 15.7)","(5.0, 6.2, 5.866666666666667)","(4.0, 4.8, 4.56)","(7.0, 11.0, 9.545454545454545)","(5.0, 5.7, 5.54)","(17.0, 44.0, 29.333333333333332)","(26.0, 310.0, 117.33333333333333)","(17.0, 34.0, 26.545454545454547)"
15-12-2022 12:40:06.631668,"(19.0, 55.0, 37.0)","(6.0, 9.0, 8.65)","(11.0, 18.5, 16.0)","(5.0, 6.2, 5.866666666666667)","(4.0, 4.8, 4.56)","(7.0, 11.0, 9.528571428571428)","(5.0, 5.7, 5.558823529411765)","(17.0, 44.0, 28.5)","(26.0, 310.0, 173.0)","(17.0, 34.0, 23.333333333333332)"
15-12-2022 12:40:07.914538,"(19.0, 55.0, 43.8)","(6.0, 9.0, 8.65)","(11.0, 18.5, 15.55)","(5.0, 6.2, 5.88)","(4.0, 4.8, 4.522222222222222)","(7.0, 10.5, 9.528571428571428)","(5.0, 5.7, 5.558823529411765)","(17.0, 32.0, 28.5)","(26.0, 310.0, 173.0)","(17.0, 34.0, 23.333333333333332)"
