,Applejack Fly,Whiskey Deluxe,Baronga Breeze,Miss Captivator,Miss Sassy,Rolling Start,Daniher Hayze
11-01-2023 16:21:53.121052,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 103.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:21:54.072112,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 103.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:21:55.039077,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 104.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:21:56.115988,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 104.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:21:57.193684,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 105.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:21:58.207430,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 180.0, 105.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:21:59.171631,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:00.169672,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.698148148148148)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:01.304803,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.7, 3.7416666666666667)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:02.444802,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:03.506885,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:04.521688,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:05.483501,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:06.385185,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:07.410378,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:08.501567,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:09.651574,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:10.785359,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 28.333333333333332)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:11.913316,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 65.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:12.918833,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:13.859718,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:14.826683,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:15.851461,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:16.897405,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:17.902591,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:18.912233,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:19.822431,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:20.856108,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:21.931904,"(2.8, 4.5, 3.7888888888888888)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 180.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:23.016218,"(2.8, 4.5, 3.1)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:23.990455,"(2.8, 4.5, 3.1)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:24.996583,"(2.8, 4.5, 3.1)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 170.0, 101.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 11.0)","(3.3, 6.2, 4.4)"
11-01-2023 16:22:25.955005,"(2.8, 4.5, 3.1)","(3.3, 5.5, 3.7083333333333335)","(7.0, 14.0, 10.850000000000001)","(31.0, 160.0, 96.0)","(21.0, 60.0, 27.5)","(8.0, 14.0, 10.166666666666666)","(3.3, 6.2, 4.04)"
11-01-2023 16:22:26.977079,"(2.8, 4.3, 3.723529411764706)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 10.850000000000001)","(31.0, 160.0, 96.0)","(21.0, 60.0, 27.5)","(8.0, 14.5, 10.166666666666666)","(3.3, 6.2, 4.04)"
11-01-2023 16:22:28.021632,"(2.8, 4.3, 3.723529411764706)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 10.850000000000001)","(31.0, 160.0, 96.0)","(21.0, 60.0, 25.333333333333332)","(8.0, 14.5, 10.166666666666666)","(3.3, 6.2, 4.0)"
11-01-2023 16:22:29.072949,"(2.8, 4.3, 3.0925)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 10.850000000000001)","(31.0, 160.0, 96.0)","(21.0, 60.0, 25.333333333333332)","(8.0, 14.5, 10.166666666666666)","(3.3, 6.0, 4.0)"
11-01-2023 16:22:30.098249,"(2.8, 4.3, 3.0925)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 10.850000000000001)","(31.0, 160.0, 96.0)","(21.0, 60.0, 25.333333333333332)","(8.0, 14.5, 10.166666666666666)","(3.3, 6.0, 4.0)"
11-01-2023 16:22:30.998942,"(2.8, 4.3, 3.0925)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 10.850000000000001)","(31.0, 160.0, 96.0)","(21.0, 60.0, 25.333333333333332)","(8.0, 14.5, 10.166666666666666)","(3.3, 6.0, 4.0)"
11-01-2023 16:22:31.993848,"(2.8, 4.2, 3.176)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 10.850000000000001)","(31.0, 160.0, 96.0)","(21.0, 60.0, 29.5)","(8.0, 14.5, 8.857142857142858)","(3.3, 6.0, 3.55)"
11-01-2023 16:22:32.995847,"(2.8, 4.2, 3.176)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 12.425)","(31.0, 160.0, 96.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 3.9, 3.55)"
11-01-2023 16:22:34.005588,"(2.8, 4.2, 3.176)","(3.3, 5.5, 4.017241379310345)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 3.9, 4.1499999999999995)"
11-01-2023 16:22:35.071565,"(2.8, 4.2, 3.696)","(3.3, 5.5, 3.9230769230769234)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 4.6, 4.1499999999999995)"
11-01-2023 16:22:36.059628,"(2.8, 4.2, 3.696)","(3.3, 5.5, 4.035714285714286)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 4.6, 3.61)"
11-01-2023 16:22:37.038640,"(2.8, 4.2, 3.208)","(3.3, 5.5, 4.035714285714286)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 4.6, 3.61)"
11-01-2023 16:22:38.003216,"(2.8, 4.2, 3.208)","(3.3, 5.5, 4.108695652173913)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 4.6, 3.6142857142857143)"
11-01-2023 16:22:38.987759,"(2.8, 4.2, 3.097777777777778)","(3.3, 5.5, 4.269230769230769)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.1, 3.6142857142857143)"
11-01-2023 16:22:40.078915,"(2.8, 4.2, 3.097777777777778)","(3.3, 5.5, 4.023809523809524)","(7.0, 14.0, 12.8)","(31.0, 160.0, 54.25)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.1, 3.6142857142857143)"
11-01-2023 16:22:41.234202,"(2.8, 4.2, 3.097777777777778)","(3.3, 5.5, 4.023809523809524)","(7.0, 14.0, 12.8)","(31.0, 210.0, 116.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.1, 4.766666666666667)"
11-01-2023 16:22:42.317103,"(2.8, 4.2, 3.208)","(3.3, 5.5, 3.717391304347826)","(7.0, 14.0, 12.8)","(31.0, 200.0, 116.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.4, 5.366666666666667)"
11-01-2023 16:22:43.317497,"(2.8, 4.2, 3.208)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 200.0, 116.0)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.9, 5.0826086956521745)"
11-01-2023 16:22:44.312340,"(2.8, 4.2, 3.208)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 200.0, 44.92307692307692)","(21.0, 55.0, 29.5)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.9, 5.358823529411765)"
11-01-2023 16:22:45.287778,"(2.8, 4.2, 3.208)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 220.0, 126.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.9, 5.506666666666666)"
11-01-2023 16:22:46.335397,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.8, 5.506666666666666)"
11-01-2023 16:22:47.346363,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.8, 5.506666666666666)"
11-01-2023 16:22:48.390836,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.8, 5.506666666666666)"
11-01-2023 16:22:49.354656,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.8, 5.5)"
11-01-2023 16:22:50.309447,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.8, 5.215151515151515)"
11-01-2023 16:22:51.254868,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.7, 5.337931034482758)"
11-01-2023 16:22:52.229678,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.6, 5.337931034482758)"
11-01-2023 16:22:53.333804,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.6, 5.337931034482758)"
11-01-2023 16:22:54.341012,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.1)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.6, 5.251724137931035)"
11-01-2023 16:22:55.374330,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.5, 5.477419354838709)"
11-01-2023 16:22:56.299930,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.6, 5.477419354838709)"
11-01-2023 16:22:57.195286,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.6, 5.477419354838709)"
11-01-2023 16:22:58.198027,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 9.028571428571428)","(3.3, 5.6, 5.3428571428571425)"
11-01-2023 16:22:59.348781,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 160.0, 96.0)","(21.0, 55.0, 24.09090909090909)","(8.0, 14.0, 8.862499999999999)","(3.3, 5.6, 4.9)"
11-01-2023 16:23:00.451696,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 160.0, 46.46153846153846)","(21.0, 55.0, 24.09090909090909)","(8.0, 13.5, 9.799999999999999)","(3.3, 5.6, 5.469230769230769)"
11-01-2023 16:23:01.411515,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 220.0, 46.46153846153846)","(21.0, 55.0, 24.09090909090909)","(8.0, 13.0, 9.799999999999999)","(3.3, 5.6, 5.1875)"
11-01-2023 16:23:02.368725,"(2.8, 4.2, 3.115)","(3.3, 4.7, 4.521428571428571)","(7.0, 14.0, 12.8)","(31.0, 340.0, 304.0)","(21.0, 55.0, 38.0)","(8.0, 13.0, 11.08)","(3.3, 5.6, 5.05)"
11-01-2023 16:23:03.362959,"(2.8, 4.1, 3.9099999999999997)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.5)","(31.0, 330.0, 232.0)","(21.0, 50.0, 46.888888888888886)","(8.0, 13.0, 9.15)","(3.3, 6.0, 5.914285714285715)"
11-01-2023 16:23:04.474411,"(2.8, 4.1, 3.82)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.72222222222222)","(31.0, 330.0, 232.0)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.088888888888889)","(3.3, 6.0, 5.433333333333334)"
11-01-2023 16:23:05.583404,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 330.0, 232.0)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.444444444444445)","(3.3, 6.0, 5.25)"
11-01-2023 16:23:06.663218,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 330.0, 126.46153846153847)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.444444444444445)","(3.3, 6.0, 5.625)"
11-01-2023 16:23:07.617076,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 330.0, 126.46153846153847)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:08.603809,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 310.0, 218.66666666666666)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:09.606344,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 310.0, 163.0)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:10.663236,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 290.0, 137.6)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:11.776305,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 290.0, 133.6)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:12.884249,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 280.0, 153.0)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:13.914176,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 270.0, 143.0)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:14.894294,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 250.0, 143.0)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:15.837239,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 22.0, 20.954545454545453)","(31.0, 250.0, 143.0)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:16.723050,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 18.0, 17.318181818181817)","(31.0, 250.0, 107.33333333333333)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:17.763841,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 18.0, 17.318181818181817)","(31.0, 250.0, 107.33333333333333)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:18.964655,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 18.0, 17.318181818181817)","(31.0, 250.0, 113.6)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.3)"
11-01-2023 16:23:19.979349,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 18.0, 17.318181818181817)","(31.0, 230.0, 113.6)","(21.0, 50.0, 36.5)","(8.0, 13.0, 9.266666666666667)","(3.3, 6.0, 5.199999999999999)"
11-01-2023 16:23:20.986107,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.1)","(7.0, 18.0, 17.318181818181817)","(31.0, 230.0, 113.6)","(21.0, 50.0, 43.25)","(8.0, 13.0, 9.266666666666667)","(3.3, 5.8, 5.199999999999999)"
11-01-2023 16:23:21.900167,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.43)","(7.0, 18.0, 17.318181818181817)","(31.0, 230.0, 113.6)","(21.0, 50.0, 43.25)","(8.0, 13.0, 9.266666666666667)","(3.3, 5.8, 5.199999999999999)"
11-01-2023 16:23:22.873615,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.3875)","(7.0, 18.0, 17.318181818181817)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.123076923076924)","(3.3, 5.8, 5.199999999999999)"
11-01-2023 16:23:23.846625,"(2.8, 4.1, 3.55)","(3.3, 4.7, 4.3875)","(7.0, 18.0, 17.318181818181817)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.8, 5.199999999999999)"
11-01-2023 16:23:24.820913,"(2.8, 4.1, 3.55)","(3.3, 4.6, 3.9428571428571426)","(7.0, 18.0, 17.318181818181817)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.8, 4.684615384615384)"
11-01-2023 16:23:26.008874,"(2.8, 4.1, 3.55)","(3.3, 4.4, 3.8499999999999996)","(7.0, 18.0, 16.6)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.7, 5.1)"
11-01-2023 16:23:26.939143,"(2.8, 4.1, 3.55)","(3.3, 4.3, 3.8499999999999996)","(7.0, 18.0, 16.6)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.6, 5.1)"
11-01-2023 16:23:27.945879,"(2.8, 4.1, 3.55)","(3.3, 4.3, 3.8499999999999996)","(7.0, 20.0, 13.73913043478261)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.6, 5.1)"
11-01-2023 16:23:28.859940,"(2.8, 4.0, 3.3333333333333335)","(3.3, 4.3, 4.235714285714286)","(7.0, 19.5, 15.576923076923077)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.6, 5.1)"
11-01-2023 16:23:29.811608,"(2.8, 4.1, 3.55)","(3.3, 4.3, 3.8499999999999996)","(7.0, 19.0, 16.09090909090909)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.6, 5.1)"
11-01-2023 16:23:30.801054,"(2.8, 4.1, 3.55)","(3.3, 4.1, 3.9499999999999997)","(7.0, 19.5, 15.958333333333334)","(31.0, 230.0, 113.6)","(21.0, 50.0, 44.6)","(8.0, 13.0, 9.047058823529412)","(3.3, 5.6, 5.1)"
