,Windsors Star,Des Castle,Dont Get Caughtup,Im The Money Man,Tobi Wan Kenobi,Kaylees Spitfire,Ziggy Stardust,Denizetti,Grumpys Buddy,Little Roo Roo
15-12-2022 11:24:43.661401,"(16.0, 48.0, 37.650000000000006)","(12.0, 23.0, 21.2)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.9, 2.698857142857143)","(31.0, 80.0, 69.2)","(41.0, 990.0, 669.0)","(3.6, 5.1, 4.718181818181818)","(13.0, 14.5, 13.1)","(13.0, 18.5, 15.291666666666666)","(17.0, 30.0, 25.333333333333336)"
15-12-2022 11:24:44.794247,"(16.0, 80.0, 63.5)","(12.0, 23.0, 21.2)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.9, 2.698857142857143)","(31.0, 80.0, 69.2)","(41.0, 990.0, 669.0)","(3.6, 5.1, 4.718181818181818)","(13.0, 14.5, 13.1)","(13.0, 18.5, 15.291666666666666)","(17.0, 30.0, 25.333333333333336)"
15-12-2022 11:24:46.119141,"(16.0, 80.0, 72.66666666666666)","(12.0, 23.0, 21.2)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.9, 2.698857142857143)","(31.0, 80.0, 69.2)","(41.0, 990.0, 669.0)","(3.6, 5.1, 4.718181818181818)","(13.0, 14.5, 13.1)","(13.0, 18.5, 15.291666666666666)","(17.0, 30.0, 25.333333333333336)"
15-12-2022 11:24:47.329561,"(16.0, 80.0, 72.66666666666666)","(12.0, 23.0, 21.2)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.9, 2.732)","(31.0, 80.0, 71.0)","(41.0, 990.0, 714.8571428571429)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.5, 13.1)","(13.0, 18.5, 14.61111111111111)","(17.0, 30.0, 26.88888888888889)"
15-12-2022 11:24:48.504705,"(16.0, 80.0, 58.166666666666664)","(12.0, 23.0, 21.2)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.9, 2.732)","(31.0, 80.0, 71.0)","(41.0, 990.0, 714.8571428571429)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.5, 13.1)","(13.0, 18.5, 14.61111111111111)","(17.0, 30.0, 26.88888888888889)"
15-12-2022 11:24:49.676735,"(16.0, 80.0, 74.0909090909091)","(12.0, 23.0, 21.11111111111111)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.9, 2.665581395348837)","(31.0, 80.0, 71.0)","(41.0, 990.0, 714.8571428571429)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.5, 13.1)","(13.0, 18.5, 14.61111111111111)","(17.0, 30.0, 26.88888888888889)"
15-12-2022 11:24:50.846821,"(16.0, 80.0, 74.0909090909091)","(12.0, 23.0, 21.11111111111111)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.9, 2.761481481481481)","(31.0, 80.0, 71.0)","(41.0, 990.0, 714.8571428571429)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.5, 13.1)","(13.0, 18.5, 15.583333333333334)","(17.0, 30.0, 26.88888888888889)"
15-12-2022 11:24:52.138613,"(16.0, 80.0, 74.0909090909091)","(12.0, 23.0, 19.8)","(41.0, 990.0, 359.3333333333333)","(1.75, 2.88, 2.761481481481481)","(31.0, 80.0, 38.85714285714286)","(41.0, 990.0, 67.0)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.5, 13.1)","(13.0, 18.5, 15.75)","(17.0, 30.0, 23.700000000000003)"
15-12-2022 11:24:53.305715,"(16.0, 27.0, 24.230769230769234)","(12.0, 19.5, 18.272727272727273)","(41.0, 75.0, 59.5)","(1.75, 2.88, 2.761481481481481)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 51.5)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.5, 13.1)","(13.0, 18.0, 15.5)","(17.0, 27.0, 21.75)"
15-12-2022 11:24:54.430628,"(16.0, 27.0, 24.230769230769234)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.86, 2.7474074074074073)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 51.5)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.5, 12.95)","(13.0, 17.5, 14.214285714285714)","(17.0, 27.0, 21.75)"
15-12-2022 11:24:55.755854,"(16.0, 27.0, 24.230769230769234)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.86, 2.727826086956522)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 51.5)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.0, 12.95)","(13.0, 16.0, 14.214285714285714)","(17.0, 27.0, 21.75)"
15-12-2022 11:24:57.014837,"(16.0, 27.0, 24.230769230769234)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.86, 2.727826086956522)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 63.25)","(3.6, 5.1, 4.91578947368421)","(13.0, 14.0, 12.95)","(13.0, 16.0, 14.214285714285714)","(17.0, 27.0, 21.75)"
15-12-2022 11:24:58.184139,"(16.0, 27.0, 24.230769230769234)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.86, 2.727826086956522)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 63.25)","(3.6, 5.1, 4.8999999999999995)","(13.0, 14.0, 12.95)","(13.0, 16.0, 14.214285714285714)","(17.0, 27.0, 21.75)"
15-12-2022 11:24:59.329616,"(16.0, 27.0, 24.230769230769234)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.76, 2.63)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 63.25)","(3.6, 5.1, 4.8999999999999995)","(13.0, 14.0, 12.95)","(13.0, 16.0, 14.5)","(17.0, 27.0, 21.75)"
15-12-2022 11:25:00.478600,"(16.0, 27.0, 24.230769230769234)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.76, 2.63)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 63.25)","(3.6, 5.1, 4.8999999999999995)","(13.0, 14.0, 12.95)","(13.0, 15.5, 14.5)","(17.0, 27.0, 21.75)"
15-12-2022 11:25:01.718651,"(16.0, 27.0, 23.727272727272727)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.76, 2.583157894736842)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 63.25)","(3.6, 5.1, 4.9818181818181815)","(13.0, 14.0, 13.25)","(13.0, 15.5, 15.0)","(17.0, 27.0, 23.25)"
15-12-2022 11:25:02.820743,"(16.0, 27.0, 23.4)","(12.0, 19.5, 17.8125)","(41.0, 75.0, 59.5)","(1.75, 2.76, 2.583157894736842)","(31.0, 44.0, 38.85714285714286)","(41.0, 75.0, 53.2)","(3.6, 5.3, 5.147826086956522)","(13.0, 14.0, 14.444444444444445)","(13.0, 15.5, 15.1)","(17.0, 27.0, 23.42857142857143)"
15-12-2022 11:25:03.938656,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.84, 2.552)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.2, 5.147826086956522)","(13.0, 15.0, 14.833333333333332)","(13.0, 15.5, 15.1)","(17.0, 26.0, 23.42857142857143)"
15-12-2022 11:25:05.148402,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.84, 2.552)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.2, 5.147826086956522)","(13.0, 15.5, 14.166666666666666)","(13.0, 15.5, 15.1)","(17.0, 26.0, 23.42857142857143)"
15-12-2022 11:25:06.271940,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.84, 2.552)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.2, 5.147826086956522)","(13.0, 15.5, 14.166666666666666)","(13.0, 15.5, 15.1)","(17.0, 26.0, 23.42857142857143)"
15-12-2022 11:25:07.473070,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.84, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.2, 4.58)","(13.0, 15.5, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:08.665245,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 4.7, 4.58)","(13.0, 15.0, 14.583333333333334)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:10.054413,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.8999999999999995)","(13.0, 15.0, 14.583333333333334)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:11.330986,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.8999999999999995)","(13.0, 15.0, 14.583333333333334)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:12.528810,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.8999999999999995)","(13.0, 15.0, 14.583333333333334)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:13.996080,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.8999999999999995)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:15.258276,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.8999999999999995)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:16.625170,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.8999999999999995)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:17.971959,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.86, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.8428571428571425)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:19.137476,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.9799999999999995)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:20.421042,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.9799999999999995)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:21.638819,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:22.898313,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:24.167576,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:25.409203,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 22.6)"
15-12-2022 11:25:26.710539,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 22.6)"
15-12-2022 11:25:27.982148,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 22.6)"
15-12-2022 11:25:29.243322,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 22.6)"
15-12-2022 11:25:30.401644,"(16.0, 26.0, 23.555555555555557)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 15.5, 15.1)","(17.0, 26.0, 22.6)"
15-12-2022 11:25:31.610760,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.5, 14.375)","(13.0, 16.0, 14.954545454545455)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:32.879662,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.69)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.033333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.5, 15.833333333333334)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:34.187375,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.042857142857143)","(13.0, 15.5, 14.807692307692308)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:35.498767,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.6666666666666665)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.012499999999999)","(13.0, 15.5, 14.807692307692308)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:36.665534,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.5, 17.8125)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.6666666666666665)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.0588235294117645)","(13.0, 15.5, 14.807692307692308)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:37.831881,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.6666666666666665)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.0588235294117645)","(13.0, 15.5, 14.807692307692308)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:39.103074,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.6666666666666665)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.0588235294117645)","(13.0, 15.5, 14.807692307692308)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:40.346070,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.6666666666666665)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 5.0588235294117645)","(13.0, 15.5, 14.807692307692308)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:41.589754,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.425)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.807692307692308)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:42.843506,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.48, 2.73)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:43.990793,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.73)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:45.232541,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.73)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:46.472382,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.73)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:47.767053,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.73)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:49.051366,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.73)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:50.264327,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:51.485558,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:52.737428,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.375)","(13.0, 17.0, 15.5)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:54.036164,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.5, 14.285714285714286)","(13.0, 17.0, 15.25)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:55.271582,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 20.333333333333332)"
15-12-2022 11:25:56.474367,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:57.741462,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:25:59.026531,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.727272727272727)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:26:00.294012,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.7475862068965515)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:26:01.553710,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.71)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:26:02.799815,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.67)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.933333333333333)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:26:04.042262,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.7359999999999998)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.975)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:26:05.361659,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.675)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.975)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
15-12-2022 11:26:06.636601,"(16.0, 26.0, 22.857142857142858)","(12.0, 19.0, 17.857142857142858)","(41.0, 70.0, 52.666666666666664)","(1.75, 2.76, 2.737333333333333)","(31.0, 42.0, 37.42857142857143)","(41.0, 70.0, 53.2)","(3.6, 5.1, 4.975)","(13.0, 15.0, 14.285714285714286)","(13.0, 16.5, 15.25)","(17.0, 26.0, 21.75)"
