,Dixie Kade,Invictus Stella,Castle Sween,Clan Mcmillan,Celtic Bouy,Urana Vieri,Mt View Dodger
07-01-2023 10:32:19.934914,"(3.7, 4.9, 3.64)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.48, 1.7778947368421052)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:21.155801,"(3.7, 4.9, 3.64)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.8709090909090909)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:22.604223,"(3.7, 4.9, 3.64)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.8790909090909091)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:23.952063,"(3.7, 4.9, 3.64)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.8790909090909091)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:25.504894,"(3.7, 4.9, 3.64)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.8790909090909091)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:26.814291,"(3.7, 4.9, 3.566666666666667)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:28.069827,"(3.7, 6.2, 3.6285714285714286)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:29.289880,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:30.597814,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:31.720629,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:33.002135,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:34.248292,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:35.410338,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:36.503566,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:37.708260,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:39.017340,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:40.332137,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:41.605116,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:42.798601,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:44.006211,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:45.132748,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:46.324758,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:47.512627,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:48.553315,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 1.9772)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:49.721292,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 2.105)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:50.931444,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.46, 2.0949999999999998)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:52.114287,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.0949999999999998)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:53.403151,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.118)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:54.572901,"(3.7, 6.0, 3.6041666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.118)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:55.799705,"(3.7, 5.9, 3.609090909090909)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.118)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:56.983698,"(3.7, 5.9, 3.609090909090909)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.118)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:58.151635,"(3.7, 5.8, 3.73)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.118)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:32:59.348169,"(3.7, 5.8, 3.73)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:00.803878,"(3.7, 5.7, 3.6466666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:01.996915,"(3.7, 5.7, 3.6466666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:03.152035,"(3.7, 5.7, 3.6466666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:04.419645,"(3.7, 5.7, 3.6466666666666665)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:05.651213,"(3.7, 5.6, 3.92)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:06.954089,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:08.195173,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:09.500577,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:10.757147,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:11.897171,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:13.034354,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:14.183872,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:15.342714,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:16.551123,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:17.673364,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:18.834292,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:20.017674,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.138125)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:21.190193,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.44, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:22.375614,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:23.489535,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:24.566683,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:25.768451,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:26.917825,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:28.094027,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:29.314865,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:30.448188,"(3.7, 5.6, 3.71)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:31.593026,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:32.793155,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:33.920553,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:35.015315,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:36.032896,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:37.377542,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:38.616435,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:39.805083,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:41.206089,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:42.428340,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 15.063636363636364)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:43.925123,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:45.142408,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:46.233556,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:47.423975,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:48.558656,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:49.740903,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:50.854665,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:51.880741,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:53.084988,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:54.316881,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:55.461250,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:56.544804,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:57.729068,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:33:58.896154,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:00.096139,"(3.7, 5.5, 3.6333333333333333)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:01.177687,"(3.7, 6.4, 3.631818181818182)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 1.8444444444444446)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:02.197873,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:03.313320,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:04.423326,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:05.531825,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:06.599272,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:07.739682,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.135)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:08.928069,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
07-01-2023 10:34:10.104408,"(3.7, 5.4, 3.6266666666666665)","(8.0, 16.5, 11.366666666666667)","(7.5, 19.5, 9.916666666666666)","(7.0, 14.0, 9.2)","(1.7, 2.52, 2.1576470588235295)","(41.0, 290.0, 82.18181818181819)","(31.0, 200.0, 92.5)"
