,Go Albino,Hes Iconic,Chi Lin,Im No Princess,Uncle Albert
11-01-2023 12:09:39.136102,"(1.26, 1.37, 1.3513333333333335)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 17.73913043478261)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:40.220103,"(1.26, 1.37, 1.3478947368421053)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 17.833333333333332)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:41.084136,"(1.26, 1.37, 1.3478947368421053)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 17.833333333333332)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:41.893269,"(1.26, 1.37, 1.3478947368421053)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 17.704545454545453)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:42.724260,"(1.26, 1.37, 1.3478947368421053)","(17.0, 25.0, 23.61111111111111)","(10.0, 18.5, 17.704545454545453)","(7.5, 10.5, 10.41)","(11.0, 17.5, 14.7)"
11-01-2023 12:09:43.682455,"(1.26, 1.38, 1.364)","(17.0, 25.0, 23.61111111111111)","(10.0, 18.5, 17.704545454545453)","(7.5, 10.5, 10.44)","(11.0, 17.5, 15.568965517241379)"
11-01-2023 12:09:44.638020,"(1.26, 1.34, 1.3307894736842105)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 16.416666666666668)","(7.5, 10.5, 10.36)","(11.0, 17.5, 15.590909090909092)"
11-01-2023 12:09:45.545671,"(1.26, 1.34, 1.3295652173913044)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 16.416666666666668)","(7.5, 10.5, 10.333333333333334)","(11.0, 17.5, 15.590909090909092)"
11-01-2023 12:09:46.500011,"(1.26, 1.34, 1.3295652173913044)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 16.833333333333332)","(7.5, 10.5, 10.333333333333334)","(11.0, 17.5, 15.590909090909092)"
11-01-2023 12:09:47.419581,"(1.26, 1.34, 1.3266666666666667)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 16.833333333333332)","(7.5, 10.5, 10.333333333333334)","(11.0, 17.5, 15.590909090909092)"
11-01-2023 12:09:48.258947,"(1.26, 1.34, 1.3266666666666667)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 16.833333333333332)","(7.5, 10.5, 10.333333333333334)","(11.0, 17.5, 15.590909090909092)"
11-01-2023 12:09:49.129898,"(1.26, 1.34, 1.3253846153846154)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 18.23913043478261)","(7.5, 11.0, 10.222222222222221)","(11.0, 17.5, 14.60344827586207)"
11-01-2023 12:09:50.000370,"(1.26, 1.32, 1.3133333333333335)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 18.357142857142858)","(7.5, 14.0, 11.714285714285714)","(11.0, 17.5, 13.75)"
11-01-2023 12:09:50.828602,"(1.26, 1.32, 1.3133333333333335)","(17.0, 25.0, 24.0625)","(10.0, 18.5, 18.285714285714285)","(7.5, 13.5, 10.954545454545455)","(11.0, 17.5, 13.75)"
11-01-2023 12:09:51.657355,"(1.26, 1.32, 1.3164705882352943)","(17.0, 30.0, 28.2)","(10.0, 18.5, 17.666666666666668)","(7.5, 13.5, 10.807692307692308)","(11.0, 17.5, 13.75)"
11-01-2023 12:09:52.508695,"(1.26, 1.32, 1.318125)","(17.0, 32.0, 29.8)","(10.0, 18.5, 17.666666666666668)","(7.5, 13.5, 10.65625)","(11.0, 17.5, 14.576923076923077)"
11-01-2023 12:09:53.330173,"(1.26, 1.36, 1.3370833333333334)","(17.0, 32.0, 29.5)","(10.0, 18.5, 17.86842105263158)","(7.5, 11.0, 10.545454545454545)","(11.0, 17.5, 14.576923076923077)"
11-01-2023 12:09:54.168216,"(1.26, 1.35, 1.3373684210526318)","(17.0, 32.0, 28.0)","(10.0, 18.0, 17.84375)","(7.5, 11.0, 10.5)","(11.0, 17.5, 14.433333333333334)"
11-01-2023 12:09:55.075056,"(1.26, 1.32, 1.3117021276595746)","(17.0, 32.0, 24.857142857142858)","(10.0, 18.5, 16.5)","(7.5, 11.0, 10.916666666666666)","(11.0, 17.0, 16.0)"
11-01-2023 12:09:55.943804,"(1.26, 1.35, 1.3336363636363637)","(17.0, 32.0, 24.142857142857142)","(10.0, 19.5, 18.657894736842106)","(7.5, 12.0, 10.857142857142858)","(11.0, 17.0, 16.0)"
11-01-2023 12:09:56.788543,"(1.26, 1.35, 1.3336363636363637)","(17.0, 32.0, 24.38095238095238)","(10.0, 19.5, 18.657894736842106)","(7.5, 12.0, 10.857142857142858)","(11.0, 17.0, 16.166666666666668)"
11-01-2023 12:09:57.681234,"(1.26, 1.35, 1.3275000000000001)","(17.0, 32.0, 26.761904761904763)","(10.0, 21.0, 20.65625)","(7.5, 12.0, 10.857142857142858)","(11.0, 17.0, 15.125)"
11-01-2023 12:09:58.543946,"(1.26, 1.35, 1.3275000000000001)","(17.0, 32.0, 26.761904761904763)","(10.0, 19.5, 18.657894736842106)","(7.5, 12.0, 10.545454545454545)","(11.0, 17.0, 15.2)"
11-01-2023 12:09:59.432416,"(1.26, 1.35, 1.3275000000000001)","(17.0, 32.0, 25.88888888888889)","(10.0, 19.5, 17.944444444444443)","(7.5, 12.0, 10.76923076923077)","(11.0, 17.0, 15.055555555555555)"
11-01-2023 12:10:00.290951,"(1.26, 1.35, 1.328125)","(17.0, 32.0, 25.88888888888889)","(10.0, 19.5, 18.214285714285715)","(7.5, 12.0, 10.76923076923077)","(11.0, 17.0, 15.444444444444445)"
11-01-2023 12:10:01.127792,"(1.26, 1.35, 1.3284615384615386)","(17.0, 30.0, 26.25)","(10.0, 19.5, 17.25)","(7.5, 12.0, 10.76923076923077)","(11.0, 17.0, 15.727272727272727)"
11-01-2023 12:10:01.960465,"(1.26, 1.34, 1.33)","(17.0, 29.0, 27.666666666666664)","(10.0, 19.5, 18.136363636363637)","(7.5, 12.0, 10.88)","(11.0, 17.0, 16.096774193548388)"
11-01-2023 12:10:02.838441,"(1.26, 1.34, 1.3242682926829268)","(17.0, 22.0, 21.833333333333332)","(10.0, 19.5, 18.428571428571427)","(7.5, 12.0, 11.25)","(11.0, 17.0, 16.166666666666668)"
11-01-2023 12:10:03.710708,"(1.26, 1.34, 1.3128301886792453)","(17.0, 29.0, 25.57142857142857)","(10.0, 19.5, 18.5)","(7.5, 12.0, 11.1)","(11.0, 17.0, 16.375)"
11-01-2023 12:10:04.524199,"(1.26, 1.34, 1.3128301886792453)","(17.0, 28.0, 27.166666666666668)","(10.0, 19.5, 18.136363636363637)","(7.5, 12.0, 11.1)","(11.0, 17.0, 16.375)"
11-01-2023 12:10:05.358790,"(1.26, 1.34, 1.321326530612245)","(17.0, 28.0, 27.2)","(10.0, 19.5, 18.136363636363637)","(7.5, 12.0, 11.25)","(11.0, 17.0, 16.375)"
11-01-2023 12:10:06.198293,"(1.26, 1.33, 1.3118867924528304)","(17.0, 29.0, 25.53846153846154)","(10.0, 19.5, 18.666666666666668)","(7.5, 13.5, 11.7)","(11.0, 17.0, 15.95)"
11-01-2023 12:10:07.044103,"(1.26, 1.33, 1.3112987012987014)","(17.0, 29.0, 26.09090909090909)","(10.0, 22.0, 17.54054054054054)","(7.5, 12.5, 11.3)","(11.0, 17.0, 16.045454545454547)"
11-01-2023 12:10:07.896964,"(1.26, 1.33, 1.3112987012987014)","(17.0, 29.0, 26.09090909090909)","(10.0, 22.0, 17.73170731707317)","(7.5, 12.5, 11.166666666666666)","(11.0, 17.0, 16.045454545454547)"
11-01-2023 12:10:08.732906,"(1.26, 1.32, 1.3191666666666668)","(17.0, 29.0, 28.5)","(10.0, 22.0, 17.96153846153846)","(7.5, 12.5, 11.7)","(11.0, 17.0, 16.34375)"
11-01-2023 12:10:09.621226,"(1.24, 1.33, 1.3126506024096387)","(17.0, 30.0, 28.5)","(10.0, 22.0, 17.743243243243242)","(7.5, 12.5, 11.5)","(11.0, 17.0, 16.34375)"
11-01-2023 12:10:10.510935,"(1.24, 1.31, 1.2900280112044817)","(17.0, 30.0, 27.692307692307693)","(10.0, 20.0, 18.333333333333332)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.363636363636363)"
11-01-2023 12:10:11.389430,"(1.24, 1.31, 1.29003799620038)","(17.0, 30.0, 27.692307692307693)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.363636363636363)"
11-01-2023 12:10:12.306549,"(1.24, 1.31, 1.2901175181754805)","(17.0, 30.0, 27.692307692307693)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.416666666666668)"
11-01-2023 12:10:13.147220,"(1.24, 1.31, 1.2901510634068774)","(17.0, 30.0, 27.058823529411764)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.416666666666668)"
11-01-2023 12:10:13.944345,"(1.24, 1.31, 1.2901510634068774)","(17.0, 30.0, 27.22222222222222)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.58823529411765)"
11-01-2023 12:10:14.832176,"(1.24, 1.31, 1.2901510634068774)","(17.0, 30.0, 27.22222222222222)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.58823529411765)"
11-01-2023 12:10:15.697466,"(1.24, 1.31, 1.2901510634068774)","(17.0, 30.0, 27.22222222222222)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.666666666666668)"
11-01-2023 12:10:16.530141,"(1.24, 1.31, 1.2901510634068774)","(17.0, 30.0, 27.22222222222222)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.75)","(11.0, 17.0, 16.666666666666668)"
11-01-2023 12:10:17.334722,"(1.24, 1.31, 1.2901904384050784)","(17.0, 30.0, 27.53846153846154)","(10.0, 20.0, 18.26923076923077)","(7.5, 12.5, 11.617647058823529)","(11.0, 17.0, 16.666666666666668)"
11-01-2023 12:10:18.206845,"(1.24, 1.31, 1.290191006764823)","(17.0, 30.0, 27.53846153846154)","(10.0, 20.0, 18.833333333333332)","(7.5, 12.5, 11.833333333333334)","(11.0, 17.0, 16.666666666666668)"
11-01-2023 12:10:19.060210,"(1.24, 1.31, 1.2901308096323456)","(17.0, 30.0, 27.333333333333332)","(10.0, 20.0, 19.176470588235293)","(7.5, 12.5, 12.02127659574468)","(11.0, 17.0, 16.666666666666668)"
11-01-2023 12:10:19.920295,"(1.24, 1.31, 1.290140649762282)","(17.0, 30.0, 27.333333333333332)","(10.0, 20.0, 19.05263157894737)","(7.5, 12.5, 11.964285714285714)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:20.805118,"(1.24, 1.31, 1.290140649762282)","(17.0, 30.0, 28.315789473684212)","(10.0, 20.0, 19.05263157894737)","(7.5, 12.5, 12.02)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:21.714077,"(1.24, 1.31, 1.2901740334223277)","(17.0, 30.0, 28.153846153846153)","(10.0, 20.0, 19.05263157894737)","(7.5, 12.5, 11.964285714285714)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:22.544698,"(1.24, 1.31, 1.2901956207624765)","(17.0, 30.0, 28.285714285714285)","(10.0, 20.0, 19.05263157894737)","(7.5, 12.5, 11.964285714285714)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:23.399177,"(1.24, 1.31, 1.290196056589061)","(17.0, 30.0, 28.153846153846153)","(10.0, 20.0, 19.05263157894737)","(7.5, 12.5, 11.964285714285714)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:24.389555,"(1.24, 1.31, 1.290196056589061)","(17.0, 30.0, 28.153846153846153)","(10.0, 20.0, 19.05263157894737)","(7.5, 12.5, 12.02)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:25.296302,"(1.24, 1.31, 1.290196056589061)","(17.0, 30.0, 28.153846153846153)","(10.0, 20.0, 19.05263157894737)","(7.5, 12.5, 12.02)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:26.100393,"(1.24, 1.31, 1.290196056589061)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.363636363636363)","(7.5, 12.5, 12.02)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:26.897445,"(1.24, 1.31, 1.290196056589061)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.25)","(7.5, 12.5, 12.02)","(11.0, 17.0, 16.76923076923077)"
11-01-2023 12:10:27.788722,"(1.24, 1.3, 1.2935341365461848)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.083333333333332)","(7.5, 12.5, 11.94186046511628)","(11.0, 17.0, 16.948275862068964)"
11-01-2023 12:10:28.696054,"(1.24, 1.3, 1.2935341365461848)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.115384615384617)","(7.5, 12.5, 12.027777777777779)","(11.0, 17.0, 16.875)"
11-01-2023 12:10:29.579293,"(1.24, 1.3, 1.295398773006135)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.0, 18.958333333333332)","(7.5, 12.5, 12.027777777777779)","(11.0, 17.0, 16.875)"
11-01-2023 12:10:30.439691,"(1.24, 1.3, 1.2962121212121211)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.416666666666668)","(7.5, 12.0, 11.94)","(11.0, 17.0, 16.875)"
11-01-2023 12:10:31.269122,"(1.24, 1.3, 1.295398773006135)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.416666666666668)","(7.5, 12.5, 12.045454545454545)","(11.0, 17.0, 16.821428571428573)"
11-01-2023 12:10:32.149885,"(1.24, 1.3, 1.2953416149068324)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.444444444444443)","(7.5, 12.5, 12.285714285714286)","(11.0, 17.0, 16.821428571428573)"
11-01-2023 12:10:33.112141,"(1.24, 1.3, 1.2942142857142858)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.428571428571427)","(7.5, 12.5, 12.391304347826086)","(11.0, 17.0, 16.821428571428573)"
11-01-2023 12:10:34.062143,"(1.24, 1.3, 1.2942142857142858)","(17.0, 30.0, 28.153846153846153)","(10.0, 19.5, 19.428571428571427)","(7.5, 12.5, 12.391304347826086)","(11.0, 17.0, 16.821428571428573)"
11-01-2023 12:10:34.855257,"(1.2, 1.3, 1.2942142857142858)","(18.0, 30.0, 28.153846153846153)","(11.0, 19.5, 19.428571428571427)","(8.0, 12.5, 12.391304347826086)","(12.0, 17.0, 16.821428571428573)"
11-01-2023 12:10:35.671033,"(1.2, 1.3, 1.2963097949886104)","(18.0, 30.0, 28.153846153846153)","(11.0, 19.5, 19.428571428571427)","(8.0, 12.5, 12.391304347826086)","(12.0, 17.0, 16.821428571428573)"
11-01-2023 12:10:36.600012,"(1.2, 1.3, 1.2961180476730987)","(18.0, 30.0, 28.153846153846153)","(11.0, 19.5, 19.458333333333332)","(8.0, 12.5, 12.083333333333334)","(12.0, 17.0, 16.169811320754718)"
11-01-2023 12:10:37.503142,"(1.2, 1.3, 1.291255605381166)","(18.0, 30.0, 28.153846153846153)","(11.0, 19.5, 19.458333333333332)","(8.0, 12.5, 12.083333333333334)","(12.0, 16.5, 16.169811320754718)"
11-01-2023 12:10:38.405174,"(1.2, 1.3, 1.2952150537634408)","(18.0, 30.0, 28.153846153846153)","(11.0, 20.0, 19.75)","(8.0, 12.5, 12.076923076923077)","(12.0, 16.5, 16.15)"
11-01-2023 12:10:39.205851,"(1.2, 1.3, 1.2952150537634408)","(18.0, 30.0, 28.153846153846153)","(11.0, 20.0, 19.52)","(8.0, 12.5, 12.076923076923077)","(12.0, 16.5, 16.15)"
11-01-2023 12:10:40.038549,"(1.2, 1.3, 1.2933571428571429)","(18.0, 30.0, 29.35)","(11.0, 20.0, 19.526315789473685)","(8.0, 12.5, 12.076923076923077)","(12.0, 16.5, 16.193548387096776)"
11-01-2023 12:10:40.896777,"(1.2, 1.3, 1.2966415094339623)","(18.0, 30.0, 29.7)","(11.0, 19.5, 19.094594594594593)","(8.0, 12.5, 12.076923076923077)","(12.0, 16.5, 16.3)"
11-01-2023 12:10:41.769208,"(1.2, 1.3, 1.2934181818181818)","(18.0, 34.0, 31.5)","(11.0, 19.5, 18.791666666666668)","(8.0, 12.5, 12.083333333333334)","(12.0, 16.5, 16.305555555555557)"
11-01-2023 12:10:42.638899,"(1.2, 1.3, 1.2933699633699633)","(18.0, 36.0, 29.939393939393938)","(11.0, 19.0, 18.619565217391305)","(8.0, 12.5, 12.083333333333334)","(12.0, 16.5, 16.305555555555557)"
11-01-2023 12:10:43.516952,"(1.2, 1.3, 1.291766990291262)","(18.0, 36.0, 31.03448275862069)","(11.0, 19.0, 18.573333333333334)","(8.0, 12.5, 12.083333333333334)","(12.0, 16.5, 16.305555555555557)"
11-01-2023 12:10:44.359638,"(1.2, 1.3, 1.291766990291262)","(18.0, 36.0, 31.03448275862069)","(11.0, 19.0, 18.549295774647888)","(8.0, 12.5, 12.083333333333334)","(12.0, 16.5, 16.305555555555557)"
11-01-2023 12:10:45.288858,"(1.2, 1.3, 1.2916582914572865)","(18.0, 36.0, 31.03448275862069)","(11.0, 19.0, 18.529411764705884)","(8.0, 12.5, 12.083333333333334)","(12.0, 16.5, 16.323529411764707)"
11-01-2023 12:10:46.195299,"(1.2, 1.3, 1.2911936339522547)","(18.0, 36.0, 31.03448275862069)","(11.0, 19.0, 18.3)","(8.0, 12.5, 12.075471698113208)","(12.0, 16.5, 16.369565217391305)"
11-01-2023 12:10:47.104604,"(1.2, 1.3, 1.2913541666666668)","(18.0, 36.0, 31.03448275862069)","(11.0, 18.5, 18.3125)","(8.0, 12.5, 12.075471698113208)","(12.0, 16.5, 16.333333333333332)"
11-01-2023 12:10:47.952220,"(1.2, 1.3, 1.2913541666666668)","(18.0, 36.0, 31.03448275862069)","(11.0, 18.5, 18.3125)","(8.0, 12.5, 12.075471698113208)","(12.0, 16.5, 16.333333333333332)"
11-01-2023 12:10:48.738532,"(1.2, 1.3, 1.293032786885246)","(18.0, 36.0, 31.03448275862069)","(11.0, 19.0, 18.576923076923077)","(8.0, 12.5, 12.380952380952381)","(12.0, 16.5, 16.333333333333332)"
11-01-2023 12:10:49.622745,"(1.2, 1.27, 1.2606010107908756)","(18.0, 36.0, 34.53333333333333)","(11.0, 19.5, 19.137931034482758)","(8.0, 13.5, 13.4)","(12.0, 17.0, 16.85135135135135)"
11-01-2023 12:10:50.558879,"(1.2, 1.27, 1.260378829073772)","(18.0, 36.0, 33.42857142857143)","(11.0, 19.0, 18.9)","(8.0, 14.0, 13.814814814814815)","(12.0, 17.5, 17.825)"
11-01-2023 12:10:51.432895,"(1.2, 1.27, 1.2602135886577057)","(18.0, 36.0, 33.421052631578945)","(11.0, 19.5, 19.195652173913043)","(8.0, 14.0, 13.907407407407407)","(12.0, 18.5, 18.125)"
11-01-2023 12:10:52.219908,"(1.2, 1.27, 1.2602052007783477)","(18.0, 36.0, 33.2)","(11.0, 19.5, 19.25862068965517)","(8.0, 14.0, 13.895833333333334)","(12.0, 18.5, 18.125)"
11-01-2023 12:10:53.047720,"(1.2, 1.27, 1.2602173535037384)","(18.0, 36.0, 33.2)","(11.0, 19.5, 19.25862068965517)","(8.0, 14.0, 13.944444444444445)","(12.0, 18.5, 17.642857142857142)"
11-01-2023 12:10:53.969563,"(1.2, 1.27, 1.2602253470344331)","(18.0, 36.0, 31.8)","(11.0, 19.5, 19.25862068965517)","(8.0, 14.0, 13.944444444444445)","(12.0, 18.5, 17.615384615384617)"
11-01-2023 12:10:54.885065,"(1.2, 1.27, 1.2602253876667868)","(18.0, 36.0, 31.8)","(11.0, 19.5, 19.25862068965517)","(8.0, 14.0, 13.944444444444445)","(12.0, 19.0, 17.615384615384617)"
11-01-2023 12:10:55.798305,"(1.2, 1.27, 1.2602253876667868)","(18.0, 36.0, 31.655172413793103)","(11.0, 19.5, 19.416666666666668)","(8.0, 14.5, 14.23913043478261)","(12.0, 18.5, 17.59090909090909)"
11-01-2023 12:10:56.605360,"(1.2, 1.27, 1.2602199929602254)","(18.0, 36.0, 31.655172413793103)","(11.0, 19.5, 19.3)","(8.0, 14.5, 14.23913043478261)","(12.0, 18.5, 17.59090909090909)"
11-01-2023 12:10:57.480517,"(1.2, 1.27, 1.2602199929602254)","(18.0, 36.0, 31.655172413793103)","(11.0, 19.5, 19.3)","(8.0, 14.5, 14.23913043478261)","(12.0, 18.5, 17.735294117647058)"
11-01-2023 12:10:58.386315,"(1.2, 1.27, 1.260291754018169)","(18.0, 36.0, 30.31578947368421)","(11.0, 19.0, 18.958333333333332)","(8.0, 14.0, 13.6)","(12.0, 18.0, 17.708333333333332)"
11-01-2023 12:10:59.342784,"(1.2, 1.26, 1.2593167128347185)","(18.0, 36.0, 34.2)","(11.0, 19.5, 19.142857142857142)","(8.0, 14.0, 13.575221238938052)","(12.0, 18.0, 17.58823529411765)"
11-01-2023 12:11:00.225454,"(1.2, 1.27, 1.2601454952434248)","(18.0, 36.0, 32.28125)","(11.0, 19.5, 19.35)","(8.0, 14.0, 13.575221238938052)","(12.0, 18.0, 17.37037037037037)"
11-01-2023 12:11:01.002214,"(1.2, 1.27, 1.2601456854688085)","(18.0, 36.0, 32.868421052631575)","(11.0, 19.5, 18.746376811594203)","(8.0, 14.0, 13.696428571428571)","(12.0, 18.0, 17.37037037037037)"
11-01-2023 12:11:01.864023,"(1.2, 1.27, 1.2524688486459545)","(18.0, 36.0, 32.39393939393939)","(11.0, 19.5, 18.746376811594203)","(8.0, 14.0, 13.630434782608695)","(12.0, 18.0, 17.704545454545453)"
11-01-2023 12:11:02.831536,"(1.2, 1.27, 1.2602259259259259)","(18.0, 36.0, 32.5)","(11.0, 19.5, 18.746376811594203)","(8.0, 14.0, 13.73076923076923)","(12.0, 18.0, 17.704545454545453)"
11-01-2023 12:11:03.740813,"(1.2, 1.27, 1.2601694915254238)","(18.0, 36.0, 32.96666666666667)","(11.0, 19.5, 18.735294117647058)","(8.0, 14.0, 13.669811320754716)","(12.0, 18.0, 17.27777777777778)"
11-01-2023 12:11:04.621692,"(1.2, 1.26, 1.2599780941949617)","(18.0, 36.0, 32.125)","(11.0, 19.5, 18.691011235955056)","(8.0, 14.0, 13.656862745098039)","(12.0, 18.0, 17.098039215686274)"
11-01-2023 12:11:05.405668,"(1.2, 1.27, 1.2537569765587626)","(18.0, 36.0, 30.93103448275862)","(11.0, 19.5, 18.944444444444443)","(8.0, 15.0, 13.92)","(12.0, 17.5, 17.098039215686274)"
11-01-2023 12:11:06.280370,"(1.2, 1.27, 1.2602490243449174)","(18.0, 34.0, 32.529411764705884)","(11.0, 18.5, 18.15)","(8.0, 15.0, 14.571428571428571)","(12.0, 17.5, 17.146341463414632)"
11-01-2023 12:11:07.200094,"(1.2, 1.27, 1.2603705762460626)","(18.0, 34.0, 32.0)","(11.0, 18.5, 18.0)","(8.0, 15.0, 14.543478260869565)","(12.0, 17.5, 17.157894736842106)"
11-01-2023 12:11:08.119678,"(1.2, 1.27, 1.2603186792090613)","(18.0, 34.0, 32.88)","(11.0, 18.5, 18.0)","(8.0, 15.0, 14.53)","(12.0, 17.5, 17.094594594594593)"
11-01-2023 12:11:09.016213,"(1.2, 1.27, 1.260792404601059)","(18.0, 34.0, 32.32258064516129)","(11.0, 18.5, 17.64516129032258)","(8.0, 15.0, 14.53)","(12.0, 17.5, 17.094594594594593)"
11-01-2023 12:11:09.825965,"(1.2, 1.27, 1.260792404601059)","(18.0, 34.0, 32.32258064516129)","(11.0, 18.5, 17.64516129032258)","(8.0, 15.0, 14.528571428571428)","(12.0, 17.5, 17.094594594594593)"
11-01-2023 12:11:10.707406,"(1.18, 1.27, 1.2604849056603773)","(19.0, 34.0, 32.35294117647059)","(11.0, 18.5, 17.627659574468087)","(8.5, 15.0, 14.528436018957345)","(12.0, 17.5, 17.542857142857144)"
11-01-2023 12:11:11.662565,"(1.18, 1.27, 1.2601311154598827)","(19.0, 34.0, 32.5)","(11.0, 18.5, 17.61764705882353)","(8.5, 15.0, 14.263358778625955)","(12.0, 18.0, 17.542857142857144)"
11-01-2023 12:11:12.558933,"(1.18, 1.27, 1.26012672593153)","(19.0, 34.0, 33.07692307692308)","(11.0, 18.5, 17.61764705882353)","(8.5, 15.0, 14.263358778625955)","(12.0, 18.0, 17.542857142857144)"
11-01-2023 12:11:13.410215,"(1.18, 1.27, 1.2601214495592556)","(19.0, 34.0, 33.07692307692308)","(11.0, 18.5, 17.61764705882353)","(8.5, 15.0, 14.263358778625955)","(12.0, 18.0, 17.542857142857144)"
11-01-2023 12:11:14.215763,"(1.18, 1.27, 1.2601585081585083)","(19.0, 34.0, 33.294117647058826)","(11.0, 18.5, 17.681818181818183)","(8.5, 14.0, 13.921052631578947)","(12.0, 18.0, 17.609756097560975)"
11-01-2023 12:11:15.059310,"(1.18, 1.27, 1.2610302625723186)","(19.0, 34.0, 33.294117647058826)","(11.0, 18.5, 17.75)","(8.5, 14.0, 13.676991150442477)","(12.0, 18.0, 17.6734693877551)"
11-01-2023 12:11:15.915972,"(1.18, 1.27, 1.2609497081275258)","(19.0, 34.0, 33.294117647058826)","(11.0, 18.5, 18.08490566037736)","(8.5, 14.0, 13.677272727272728)","(12.0, 18.0, 17.711111111111112)"
11-01-2023 12:11:16.787052,"(1.18, 1.27, 1.2609497081275258)","(19.0, 34.0, 33.294117647058826)","(11.0, 18.5, 17.87142857142857)","(8.5, 14.0, 13.665094339622641)","(12.0, 18.0, 17.727272727272727)"
11-01-2023 12:11:17.631099,"(1.18, 1.27, 1.2609375)","(19.0, 34.0, 33.294117647058826)","(11.0, 18.5, 17.87142857142857)","(8.5, 14.0, 13.661904761904761)","(12.0, 18.0, 17.727272727272727)"
11-01-2023 12:11:18.492652,"(1.18, 1.27, 1.2607862857142857)","(19.0, 34.0, 33.375)","(11.0, 18.5, 17.8768115942029)","(8.5, 14.0, 13.661904761904761)","(12.0, 18.0, 17.818181818181817)"
11-01-2023 12:11:19.408151,"(1.18, 1.27, 1.2609313835770528)","(19.0, 34.0, 33.375)","(11.0, 18.5, 17.8768115942029)","(8.5, 14.0, 13.661904761904761)","(12.0, 18.0, 17.818181818181817)"
11-01-2023 12:11:20.292195,"(1.18, 1.27, 1.2602603664416587)","(19.0, 34.0, 33.375)","(11.0, 18.5, 17.74561403508772)","(8.5, 14.0, 13.883333333333333)","(12.0, 18.5, 19.09433962264151)"
11-01-2023 12:11:21.186178,"(1.18, 1.27, 1.26020253929867)","(20.0, 36.0, 33.63636363636363)","(11.0, 18.5, 16.5625)","(9.0, 14.5, 13.722222222222221)","(12.0, 20.0, 19.426470588235293)"
11-01-2023 12:11:21.994271,"(1.18, 1.27, 1.260208652961031)","(20.0, 36.0, 33.1764705882353)","(11.0, 18.0, 16.317460317460316)","(9.0, 14.5, 13.552631578947368)","(12.0, 20.0, 19.426470588235293)"
11-01-2023 12:11:22.847022,"(1.18, 1.27, 1.2600234192037472)","(20.0, 36.0, 32.689655172413794)","(11.0, 17.5, 16.75)","(9.0, 14.5, 13.868421052631579)","(12.0, 20.0, 19.61764705882353)"
11-01-2023 12:11:23.749943,"(1.18, 1.27, 1.2602834799608993)","(20.0, 36.0, 32.689655172413794)","(11.0, 17.5, 16.306818181818183)","(9.0, 14.5, 13.868421052631579)","(12.0, 20.0, 19.807692307692307)"
