,Daves Deal,Romeo,Know Ratio,Homebush Cricket,Tatis,Six Pack Nugget,Homebush Lennon,Rowdys Monster
12-01-2023 17:15:43.182598,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 17.5, 11.566666666666666)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.0, 5.366666666666667)"
12-01-2023 17:15:44.287619,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.733333333333333)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 5.366666666666667)"
12-01-2023 17:15:44.271634,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.733333333333333)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 5.366666666666667)"
12-01-2023 17:15:45.320225,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.733333333333333)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 5.366666666666667)"
12-01-2023 17:15:46.405102,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.733333333333333)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 5.366666666666667)"
12-01-2023 17:15:47.444215,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.733333333333333)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 5.366666666666667)"
12-01-2023 17:15:48.502421,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.733333333333333)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 5.366666666666667)"
12-01-2023 17:15:49.616810,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.733333333333333)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 5.366666666666667)"
12-01-2023 17:15:50.673111,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.0, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 7.2, 4.9799999999999995)"
12-01-2023 17:15:51.764434,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:15:52.772286,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:15:53.882838,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:15:54.859082,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 99.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:15:55.851929,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.2, 5.9799999999999995)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 180.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:15:56.872767,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.6, 6.55)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:15:57.901198,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:15:58.952411,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(14.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:00.033950,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(15.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:01.189732,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(15.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:02.243831,"(2.9, 3.85, 3.169090909090909)","(4.8, 8.8, 5.281818181818182)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(15.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:03.245685,"(2.9, 3.85, 3.636)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(15.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:04.280738,"(2.9, 3.85, 3.636)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 17.5, 10.0)","(15.0, 32.0, 18.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:05.389082,"(2.9, 3.95, 3.716)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 14.5, 9.75)","(15.0, 38.0, 26.0)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:06.430796,"(2.9, 3.95, 3.716)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 11.9)","(5.0, 14.5, 9.75)","(15.0, 38.0, 26.0)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:07.469719,"(2.9, 3.95, 3.716)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 15.614285714285714)","(5.0, 14.5, 9.25)","(15.0, 38.0, 28.0)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:08.509826,"(2.9, 3.95, 3.716)","(4.8, 8.8, 5.281818181818182)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 9.25)","(15.0, 42.0, 32.0)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:09.614563,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 9.75)","(15.0, 50.0, 32.0)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:10.657369,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 50.0, 34.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:11.685312,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 34.5)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:12.968224,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.44444444444444)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:14.110831,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.25)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:15.229616,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:16.448252,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:17.547239,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:18.572257,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:19.723049,"(2.9, 3.95, 3.716)","(4.8, 8.6, 6.14)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.25)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:20.987336,"(2.9, 3.95, 3.8200000000000003)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 9.25)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:22.023748,"(2.9, 3.95, 3.833)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:23.087709,"(2.9, 3.95, 3.183333333333333)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:24.150016,"(2.9, 3.95, 3.183333333333333)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:25.278951,"(2.9, 3.95, 3.183333333333333)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.25)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.9799999999999995)"
12-01-2023 17:16:26.378913,"(2.9, 3.95, 3.183333333333333)","(4.8, 8.8, 5.281818181818182)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 9.25)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.328571428571428)"
12-01-2023 17:16:27.428567,"(2.9, 3.95, 3.183333333333333)","(4.8, 8.8, 5.281818181818182)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 9.25)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.328571428571428)"
12-01-2023 17:16:28.460111,"(2.9, 3.95, 3.183333333333333)","(4.8, 8.8, 5.281818181818182)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 13.5, 6.9)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.6, 4.23125)"
12-01-2023 17:16:29.496819,"(2.9, 3.95, 3.8971428571428572)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 6.9)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 6.2, 4.0875)"
12-01-2023 17:16:30.572451,"(2.9, 3.95, 3.223333333333333)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 6.9)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:31.619713,"(2.9, 3.95, 3.223333333333333)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 6.9)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:32.734270,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 62.0)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:34.010628,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 62.0)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:35.261080,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 9.75)","(15.0, 55.0, 50.9)","(21.0, 130.0, 62.0)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:36.388648,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 14.5, 5.6)","(15.0, 55.0, 50.9)","(21.0, 130.0, 62.0)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:37.583188,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 8.0, 5.422222222222222)","(15.0, 55.0, 50.9)","(21.0, 130.0, 62.0)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:38.887087,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.281818181818182)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 8.0, 6.5)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:39.997674,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.281818181818182)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.033333333333333)","(5.0, 7.8, 6.0)","(15.0, 55.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:41.161515,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 15.614285714285714)","(5.0, 7.6, 6.0)","(15.0, 55.0, 37.0)","(21.0, 130.0, 74.75)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:42.306042,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 15.614285714285714)","(5.0, 7.6, 6.0)","(15.0, 60.0, 50.9)","(21.0, 130.0, 74.75)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:43.349375,"(2.9, 3.95, 3.732)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 21.5)","(9.0, 18.5, 12.166666666666666)","(5.0, 7.6, 5.8545454545454545)","(15.0, 55.0, 41.5)","(21.0, 130.0, 61.25)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:44.462724,"(2.9, 3.95, 3.078)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 23.0)","(9.0, 18.5, 12.166666666666666)","(5.0, 7.6, 5.753846153846154)","(15.0, 55.0, 41.5)","(21.0, 130.0, 61.25)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:45.520102,"(2.9, 3.95, 3.4050000000000002)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 23.0)","(9.0, 18.5, 12.166666666666666)","(5.0, 7.6, 5.753846153846154)","(15.0, 55.0, 41.5)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:46.633613,"(2.9, 3.95, 3.4050000000000002)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.835714285714285)","(5.0, 7.6, 6.142857142857143)","(15.0, 55.0, 41.5)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:47.749311,"(2.9, 3.95, 3.4050000000000002)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 23.0)","(9.0, 18.5, 13.95)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 41.5)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:48.990316,"(2.9, 3.95, 3.4050000000000002)","(4.8, 8.8, 5.728571428571429)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.3875)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 44.75)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:50.110889,"(2.9, 3.95, 3.4050000000000002)","(4.8, 8.8, 5.36)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.3875)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 44.75)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:51.156931,"(2.9, 3.95, 3.6593333333333335)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.0, 12.4)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 44.75)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:52.268599,"(2.9, 3.95, 3.6593333333333335)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 44.75)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:53.356396,"(2.9, 3.95, 3.6593333333333335)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 44.75)","(21.0, 130.0, 87.6923076923077)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:54.464427,"(2.9, 3.95, 3.6593333333333335)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 44.75)","(21.0, 130.0, 40.0)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:55.535128,"(2.9, 3.95, 3.7604347826086957)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 41.66666666666667)","(21.0, 130.0, 112.46153846153845)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:56.571688,"(2.9, 3.95, 3.094)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 41.66666666666667)","(21.0, 120.0, 49.45454545454545)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:57.626025,"(2.9, 3.95, 3.560909090909091)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 41.66666666666667)","(21.0, 120.0, 49.45454545454545)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:58.727029,"(2.9, 3.95, 3.25)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 41.66666666666667)","(21.0, 120.0, 49.45454545454545)","(3.9, 4.5, 4.0875)"
12-01-2023 17:16:59.876479,"(2.9, 3.95, 3.25)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.142857142857143)","(15.0, 55.0, 41.66666666666667)","(21.0, 120.0, 49.45454545454545)","(3.9, 4.5, 4.0875)"
12-01-2023 17:17:00.977629,"(2.9, 3.95, 3.25)","(4.8, 8.8, 5.575)","(13.0, 26.0, 23.0)","(9.0, 18.5, 17.016666666666666)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 44.75)","(21.0, 120.0, 47.85714285714286)","(3.9, 4.5, 4.39)"
12-01-2023 17:17:02.068398,"(2.9, 3.95, 3.0166666666666666)","(4.8, 8.8, 5.3)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 44.75)","(21.0, 110.0, 67.0)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:03.173016,"(2.9, 3.95, 3.0166666666666666)","(4.8, 8.8, 6.890909090909091)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 44.75)","(21.0, 100.0, 67.0)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:04.289256,"(2.9, 3.95, 3.0166666666666666)","(4.8, 8.8, 6.800000000000001)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 44.75)","(21.0, 100.0, 61.5)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:05.306828,"(2.9, 3.95, 3.094)","(4.8, 8.8, 6.800000000000001)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.0)","(21.0, 100.0, 61.5)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:06.315283,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 5.6461538461538465)","(13.0, 25.0, 21.166666666666668)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.22222222222222)","(21.0, 100.0, 61.5)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:07.368311,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 6.936363636363637)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 28.333333333333336)","(21.0, 100.0, 61.5)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:08.499902,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.091666666666667)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 28.666666666666664)","(21.0, 100.0, 61.5)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:09.577932,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.091666666666667)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 100.0, 61.5)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:10.570039,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.6, 8.1125)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 100.0, 61.5)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:11.637705,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.57)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 100.0, 61.285714285714285)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:12.709099,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.57)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 90.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:13.819592,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.57)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
12-01-2023 17:17:14.829071,"(2.9, 3.95, 3.2056521739130437)","(4.8, 8.8, 7.57)","(13.0, 25.0, 22.0)","(9.0, 18.5, 16.446153846153848)","(5.0, 7.4, 6.666666666666667)","(15.0, 55.0, 37.44444444444444)","(21.0, 85.0, 72.6)","(3.9, 4.5, 4.434)"
