,Our Georgie,Jayville Bolt,Akina Aria,Akina Adonis,On The Cusp,Spolly John,Skys Delight,Rio Blazer
09-01-2023 14:17:09.058732,"(3.6, 5.0, 4.311764705882353)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 20.6)","(5.0, 7.4, 6.775)","(3.0, 4.8, 3.5749999999999997)","(5.0, 11.5, 10.322222222222223)"
09-01-2023 14:17:10.182628,"(3.6, 5.0, 4.0625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 20.6)","(5.0, 7.4, 6.775)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.322222222222223)"
09-01-2023 14:17:11.325609,"(3.6, 4.9, 4.242857142857143)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.971428571428572)"
09-01-2023 14:17:12.607032,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 10.5, 9.971428571428572)"
09-01-2023 14:17:13.888690,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 10.92)","(20.0, 42.0, 34.5)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.7383333333333333)","(5.0, 10.5, 10.091666666666667)"
09-01-2023 14:17:15.256764,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 10.92)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 10.5, 9.54)"
09-01-2023 14:17:16.742553,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 10.92)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 10.5, 10.108333333333334)"
09-01-2023 14:17:18.021441,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 10.5, 9.475)"
09-01-2023 14:17:19.294051,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 10.5, 9.733333333333334)"
09-01-2023 14:17:20.570863,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 10.5, 10.141666666666667)"
09-01-2023 14:17:21.869157,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.54)","(5.0, 10.5, 9.244444444444444)"
09-01-2023 14:17:23.073560,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.88888888888889)","(20.0, 42.0, 34.5)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 10.0, 8.733333333333334)"
09-01-2023 14:17:24.337763,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.0)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 10.0, 9.244444444444444)"
09-01-2023 14:17:25.762993,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.0)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 10.0, 8.719999999999999)"
09-01-2023 14:17:27.148343,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.0)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 10.0, 9.088888888888889)"
09-01-2023 14:17:28.666720,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 9.8, 9.088888888888889)"
09-01-2023 14:17:29.916380,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 9.8, 9.088888888888889)"
09-01-2023 14:17:31.178508,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.033333333333333)","(3.0, 4.8, 3.2075)","(5.0, 9.8, 9.5)"
09-01-2023 14:17:32.342781,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.875)","(3.0, 4.8, 3.2075)","(5.0, 9.8, 10.645454545454545)"
09-01-2023 14:17:33.446735,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.875)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.645454545454545)"
09-01-2023 14:17:34.612187,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.033333333333333)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.645454545454545)"
09-01-2023 14:17:35.796201,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.033333333333333)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.645454545454545)"
09-01-2023 14:17:36.930043,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.033333333333333)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.645454545454545)"
09-01-2023 14:17:38.131751,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.266666666666666)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.5)","(3.0, 4.8, 3.82)","(5.0, 11.5, 10.0)"
09-01-2023 14:17:39.577957,"(3.6, 4.9, 4.196428571428571)","(7.0, 13.0, 11.266666666666666)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.5)","(3.0, 4.8, 3.54)","(5.0, 11.5, 9.780000000000001)"
09-01-2023 14:17:41.002232,"(3.6, 5.0, 4.388888888888889)","(7.0, 13.0, 11.266666666666666)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.5)","(3.0, 4.8, 3.54)","(5.0, 11.5, 9.780000000000001)"
09-01-2023 14:17:42.361213,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.266666666666666)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.5)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.780000000000001)"
09-01-2023 14:17:43.737591,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.266666666666666)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.5)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.780000000000001)"
09-01-2023 14:17:45.163581,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.266666666666666)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.5)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.780000000000001)"
09-01-2023 14:17:46.609729,"(3.6, 4.9, 4.196428571428571)","(7.0, 13.0, 11.88888888888889)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.5)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.780000000000001)"
09-01-2023 14:17:47.934281,"(3.6, 5.0, 4.388888888888889)","(7.0, 13.0, 11.0)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.0625)","(3.0, 4.8, 3.54)","(5.0, 11.5, 10.133333333333333)"
09-01-2023 14:17:49.208910,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.0)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.0625)","(3.0, 4.8, 3.54)","(5.0, 11.5, 9.94)"
09-01-2023 14:17:50.406722,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.0)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.54)","(5.0, 11.5, 10.1)"
09-01-2023 14:17:51.657353,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.1)"
09-01-2023 14:17:52.916815,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.457142857142857)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.1)"
09-01-2023 14:17:54.079023,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 10.84)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.6)"
09-01-2023 14:17:55.284611,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 10.84)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.281818181818181)"
09-01-2023 14:17:56.478186,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 10.84)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.281818181818181)"
09-01-2023 14:17:57.675449,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 10.84)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.614285714285714)"
09-01-2023 14:17:58.905918,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.966666666666667)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.333333333333332)"
09-01-2023 14:18:00.136500,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.82)","(5.0, 11.5, 9.366666666666667)"
09-01-2023 14:18:01.325760,"(3.6, 5.1, 3.9910714285714284)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.54)","(5.0, 11.5, 9.4)"
09-01-2023 14:18:02.459669,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.54)","(5.0, 11.5, 9.4)"
09-01-2023 14:18:03.651257,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.4)"
09-01-2023 14:18:04.848958,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.4)"
09-01-2023 14:18:06.084314,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.4)"
09-01-2023 14:18:07.292508,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.4)"
09-01-2023 14:18:08.527485,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.9)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.433333333333334)"
09-01-2023 14:18:09.764791,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.9)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:11.032374,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.9)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:12.283871,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.54)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:13.515231,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.2)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.7383333333333333)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:14.743387,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.514285714285714)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.800000000000001)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:15.962207,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.514285714285714)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.6100000000000003)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:17.217993,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.514285714285714)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.6100000000000003)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:18.428452,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.514285714285714)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 10.372727272727271)"
09-01-2023 14:18:19.594861,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.333333333333334)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.82)","(5.0, 11.5, 9.5)"
09-01-2023 14:18:20.689947,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.9)","(5.0, 11.5, 9.5)"
09-01-2023 14:18:21.845563,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.9)","(5.0, 11.5, 10.561538461538461)"
09-01-2023 14:18:22.993222,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.54)","(5.0, 11.5, 9.5)"
09-01-2023 14:18:24.180612,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.533333333333333)"
09-01-2023 14:18:25.392382,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.82)","(5.0, 11.5, 9.533333333333333)"
09-01-2023 14:18:26.587557,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.94)","(3.0, 4.8, 3.54)","(5.0, 11.5, 10.561538461538461)"
09-01-2023 14:18:27.782961,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.033333333333333)","(3.0, 4.8, 3.54)","(5.0, 11.5, 9.842857142857142)"
09-01-2023 14:18:28.992238,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.875)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 9.842857142857142)"
09-01-2023 14:18:30.214836,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.1375)","(3.0, 4.8, 3.2075)","(5.0, 11.5, 8.62857142857143)"
09-01-2023 14:18:31.444963,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.875)","(3.0, 4.8, 3.54)","(5.0, 9.8, 8.62857142857143)"
09-01-2023 14:18:32.690055,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.875)","(3.0, 4.8, 3.54)","(5.0, 9.8, 8.466666666666667)"
09-01-2023 14:18:33.897628,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.875)","(3.0, 4.8, 3.2075)","(5.0, 9.8, 8.466666666666667)"
09-01-2023 14:18:35.264675,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.014285714285714)","(3.0, 4.8, 3.54)","(5.0, 9.8, 8.333333333333332)"
09-01-2023 14:18:36.575988,"(3.6, 5.0, 4.444444444444445)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.014285714285714)","(3.0, 4.8, 3.54)","(5.0, 9.6, 8.366666666666667)"
09-01-2023 14:18:37.870003,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.880000000000001)","(3.0, 4.8, 3.2075)","(5.0, 9.6, 8.366666666666667)"
09-01-2023 14:18:39.450169,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.775)","(3.0, 4.8, 3.2075)","(5.0, 9.6, 8.366666666666667)"
09-01-2023 14:18:40.719235,"(3.6, 4.9, 4.388888888888889)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.014285714285714)","(3.0, 4.8, 3.54)","(5.0, 9.6, 8.4)"
09-01-2023 14:18:42.039348,"(3.6, 4.9, 4.160714285714286)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 39.36363636363636)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.880000000000001)","(3.0, 4.8, 3.54)","(5.0, 9.6, 8.4)"
09-01-2023 14:18:43.185631,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 12.04)","(20.0, 42.0, 27.0)","(26.0, 75.0, 43.0)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.880000000000001)","(3.0, 4.8, 3.2075)","(5.0, 9.6, 8.844444444444445)"
09-01-2023 14:18:44.240458,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 43.0)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.880000000000001)","(3.0, 4.8, 3.82)","(5.0, 9.6, 8.844444444444445)"
09-01-2023 14:18:45.402629,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 11.4)","(20.0, 42.0, 27.0)","(26.0, 75.0, 43.0)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.880000000000001)","(3.0, 4.8, 3.54)","(5.0, 9.6, 8.8)"
09-01-2023 14:18:46.614648,"(3.6, 5.0, 4.196428571428571)","(7.0, 13.0, 10.6)","(20.0, 42.0, 23.583333333333332)","(26.0, 75.0, 43.0)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.042857142857143)","(3.0, 4.8, 3.26875)","(5.0, 9.6, 8.366666666666667)"
09-01-2023 14:18:47.854034,"(3.6, 5.0, 3.92)","(7.0, 13.0, 10.7)","(20.0, 44.0, 23.583333333333332)","(26.0, 75.0, 43.0)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.042857142857143)","(3.0, 4.8, 3.26875)","(5.0, 9.6, 8.6)"
09-01-2023 14:18:49.233569,"(3.6, 5.0, 3.92)","(7.0, 13.0, 10.7)","(20.0, 44.0, 23.583333333333332)","(26.0, 75.0, 32.333333333333336)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.92)","(3.0, 4.8, 3.8576923076923073)","(5.0, 9.6, 8.6)"
09-01-2023 14:18:50.499586,"(3.6, 5.0, 3.92)","(7.0, 13.0, 10.7)","(20.0, 44.0, 23.583333333333332)","(26.0, 75.0, 32.333333333333336)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 6.92)","(3.0, 4.8, 3.6100000000000003)","(5.0, 9.6, 9.719999999999999)"
09-01-2023 14:18:51.807040,"(3.6, 5.0, 3.92)","(7.0, 13.0, 10.7)","(20.0, 44.0, 23.583333333333332)","(26.0, 75.0, 32.333333333333336)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.181818181818182)","(3.0, 4.8, 3.6100000000000003)","(5.0, 10.5, 10.120000000000001)"
09-01-2023 14:18:53.085987,"(3.6, 5.0, 3.92)","(7.0, 13.0, 10.7)","(20.0, 44.0, 23.583333333333332)","(26.0, 75.0, 32.333333333333336)","(12.0, 25.0, 22.555555555555557)","(5.0, 7.4, 7.181818181818182)","(3.0, 4.8, 3.26875)","(5.0, 11.0, 10.428571428571429)"
