,Our Georgie,Jayville Bolt,Akina Aria,Akina Adonis,On The Cusp,Spolly John,Skys Delight,Rio Blazer
09-01-2023 14:14:23.703867,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.246666666666666)"
09-01-2023 14:14:24.826467,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.246666666666666)"
09-01-2023 14:14:25.949610,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.246666666666666)"
09-01-2023 14:14:27.064212,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.246666666666666)"
09-01-2023 14:14:28.161047,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.246666666666666)"
09-01-2023 14:14:29.236441,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.246666666666666)"
09-01-2023 14:14:30.281241,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.776923076923076)"
09-01-2023 14:14:31.312699,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.776923076923076)"
09-01-2023 14:14:32.385303,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.776923076923076)"
09-01-2023 14:14:33.465958,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:34.663611,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:35.789528,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:36.899717,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:38.022310,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:39.084698,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:40.146799,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 46.0, 31.0)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:41.164991,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:42.148128,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:43.307086,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:44.330997,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:45.321738,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:46.310807,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:47.330881,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:48.425118,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:49.549522,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:50.598443,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:51.649148,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:52.699665,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:53.845164,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:54.980344,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:56.091705,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:57.234029,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:58.410353,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:14:59.625386,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:00.675854,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:01.788538,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:02.895796,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 37.90909090909091)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:03.949424,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:05.012311,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:06.048300,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:07.082057,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:08.194496,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:09.458427,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:10.654137,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:11.771338,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:12.871559,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:13.869126,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:15.014759,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:16.206069,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:17.304266,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:18.428530,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:19.516539,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:20.668837,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:21.814452,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:22.958706,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:24.068834,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:25.151958,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:26.394746,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:27.525814,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:28.907554,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:30.135230,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:31.293153,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:32.536701,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:33.732242,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:34.837302,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:35.924446,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:36.953038,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:38.022338,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:39.073304,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:40.153219,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 49.5)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 11.072727272727274)"
09-01-2023 14:15:41.361040,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 38.63636363636364)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 11.5, 10.163636363636364)"
09-01-2023 14:15:42.650636,"(3.6, 5.1, 4.1625)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 38.63636363636364)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:43.823483,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 38.63636363636364)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:44.948747,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 38.63636363636364)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:46.083685,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 38.63636363636364)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:47.159804,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 38.63636363636364)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:48.280334,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:49.505434,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:50.730043,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:51.951235,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:53.166612,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
09-01-2023 14:15:54.437927,"(3.6, 5.1, 4.725)","(7.0, 13.0, 11.133333333333333)","(20.0, 42.0, 34.333333333333336)","(26.0, 75.0, 39.36363636363636)","(12.0, 26.0, 18.77777777777778)","(5.0, 7.6, 6.7)","(3.0, 4.9, 3.4266666666666667)","(5.0, 10.5, 10.163636363636364)"
