,Prince Of Belair,Hooked On Xena,Yosemite Sam,Rowdy Roddy,Night Shift,Bimini Twist,Spring Lilli,Bailey
07-01-2023 19:58:32.900731,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.45)"
07-01-2023 19:58:34.088106,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.45)"
07-01-2023 19:58:35.262510,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.657142857142857)"
07-01-2023 19:58:36.441305,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:37.716516,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:39.243023,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:40.515430,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:41.692580,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:42.952637,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:44.191757,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:45.424262,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:46.617424,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:47.846060,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.45)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:49.073224,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 5.88)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:50.185370,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 5.88)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.483333333333334)"
07-01-2023 19:58:51.399950,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:58:52.668920,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:58:53.918535,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:58:55.232343,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:58:56.485179,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:58:57.700527,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:58:58.948261,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:59:00.126065,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.505882352941176)"
07-01-2023 19:59:01.285804,"(8.5, 99999, 99990)","(11.0, 22.0, 14.333333333333334)","(4.0, 7.2, 6.466666666666667)","(4.8, 7.2, 5.466666666666667)","(10.0, 27.0, 17.833333333333332)","(3.4, 5.4, 4.033333333333333)","(51.0, 380.0, 180.5)","(4.4, 9.0, 8.533333333333333)"
07-01-2023 19:59:02.448336,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 275.14285714285717)","(4.4, 8.8, 8.494117647058825)"
07-01-2023 19:59:03.705384,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 275.14285714285717)","(4.4, 8.8, 8.494117647058825)"
07-01-2023 19:59:05.039852,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 275.14285714285717)","(4.4, 8.8, 8.494117647058825)"
07-01-2023 19:59:06.246729,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.457142857142857)"
07-01-2023 19:59:07.466881,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.657142857142857)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.360000000000001)"
07-01-2023 19:59:08.711988,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.657142857142857)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.360000000000001)"
07-01-2023 19:59:09.961160,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.657142857142857)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.360000000000001)"
07-01-2023 19:59:11.161559,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.657142857142857)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:12.362926,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.657142857142857)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:13.612802,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.657142857142857)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:14.874041,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.657142857142857)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:16.001280,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.21)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:17.200393,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.581250000000001)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:18.428852,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.581250000000001)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:19.640758,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.581250000000001)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:20.844263,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.581250000000001)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:22.102115,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.581250000000001)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:23.470041,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.581250000000001)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:24.847450,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.581250000000001)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:26.360299,"(8.5, 99999, 99990)","(11.0, 22.0, 11.777777777777779)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:27.647491,"(8.5, 99999, 99990)","(11.0, 22.0, 19.32142857142857)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:29.108479,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:30.433707,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:31.739041,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:33.129426,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:34.911239,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:36.668194,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:38.008543,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 370.0, 345.7037037037037)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:39.359601,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 350.0, 327.18518518518516)","(4.4, 8.8, 8.653333333333334)"
07-01-2023 19:59:40.666701,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.7285714285714295)","(4.8, 7.0, 6.4)","(10.0, 26.0, 18.25)","(3.4, 5.3, 4.325)","(51.0, 350.0, 275.33333333333337)","(4.4, 8.8, 7.683870967741935)"
07-01-2023 19:59:42.017362,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.184615384615385)","(4.8, 7.0, 5.023529411764706)","(10.0, 26.0, 22.555555555555557)","(3.4, 5.3, 4.325)","(51.0, 350.0, 221.1578947368421)","(4.4, 7.8, 8.225806451612904)"
07-01-2023 19:59:43.391687,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.184615384615385)","(4.8, 7.0, 5.023529411764706)","(10.0, 26.0, 22.555555555555557)","(3.4, 5.3, 4.325)","(51.0, 350.0, 221.1578947368421)","(4.4, 8.4, 8.76774193548387)"
07-01-2023 19:59:44.684721,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.184615384615385)","(4.8, 7.0, 5.023529411764706)","(10.0, 26.0, 22.555555555555557)","(3.4, 5.3, 4.325)","(51.0, 350.0, 221.1578947368421)","(4.4, 9.0, 8.76774193548387)"
07-01-2023 19:59:46.029535,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.184615384615385)","(4.8, 7.0, 5.023529411764706)","(10.0, 26.0, 22.555555555555557)","(3.4, 5.3, 4.325)","(51.0, 350.0, 222.0)","(4.4, 9.0, 8.76774193548387)"
07-01-2023 19:59:47.340382,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.184615384615385)","(4.8, 7.0, 5.023529411764706)","(10.0, 26.0, 22.555555555555557)","(3.4, 5.3, 4.325)","(51.0, 350.0, 222.0)","(4.4, 9.0, 8.76774193548387)"
07-01-2023 19:59:48.642936,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.184615384615385)","(4.8, 7.0, 5.023529411764706)","(10.0, 26.0, 22.555555555555557)","(3.4, 5.3, 4.325)","(51.0, 350.0, 222.0)","(4.4, 9.0, 8.76774193548387)"
07-01-2023 19:59:49.911098,"(8.5, 99999, 99990)","(11.0, 20.0, 19.09090909090909)","(4.0, 7.2, 6.184615384615385)","(4.8, 7.0, 5.023529411764706)","(10.0, 26.0, 22.555555555555557)","(3.4, 5.3, 4.91)","(51.0, 350.0, 130.36363636363637)","(4.4, 9.0, 7.9)"
07-01-2023 19:59:51.269301,"(8.5, 99999, 99990)","(11.0, 20.0, 16.2)","(4.0, 7.2, 6.324999999999999)","(4.8, 7.0, 6.25)","(10.0, 26.0, 20.2)","(3.4, 5.3, 5.105)","(51.0, 350.0, 169.58333333333334)","(4.4, 9.0, 8.130434782608695)"
07-01-2023 19:59:52.622305,"(8.5, 99999, 99990)","(11.0, 20.0, 14.571428571428571)","(4.0, 6.8, 6.324999999999999)","(4.8, 6.8, 6.25)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 330.0, 146.66666666666666)","(4.4, 8.2, 7.7733333333333325)"
07-01-2023 19:59:53.880289,"(8.5, 99999, 99990)","(11.0, 20.0, 14.571428571428571)","(4.0, 6.8, 6.4)","(4.8, 6.8, 6.25)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 330.0, 244.28571428571428)","(4.4, 8.2, 7.939130434782609)"
07-01-2023 19:59:55.226867,"(8.5, 99999, 99990)","(11.0, 20.0, 14.571428571428571)","(4.0, 6.8, 6.35)","(4.8, 6.8, 6.25)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 244.28571428571428)","(4.4, 8.0, 7.939130434782609)"
07-01-2023 19:59:56.432845,"(8.5, 99999, 99990)","(11.0, 20.0, 14.571428571428571)","(4.0, 6.8, 6.428571428571429)","(4.8, 6.8, 6.25)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 255.0)","(4.4, 8.0, 7.939130434782609)"
07-01-2023 19:59:57.658997,"(8.5, 99999, 99990)","(11.0, 20.0, 12.0)","(4.0, 6.8, 6.383333333333333)","(4.8, 6.8, 5.92)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 233.33333333333334)","(4.4, 8.0, 8.387500000000001)"
07-01-2023 19:59:59.034567,"(8.5, 99999, 99990)","(11.0, 20.0, 16.875)","(4.0, 6.8, 6.457142857142857)","(4.8, 6.8, 6.314285714285714)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 233.33333333333334)","(4.4, 8.8, 8.506666666666668)"
07-01-2023 20:00:00.322311,"(8.5, 99999, 99990)","(11.0, 19.0, 16.875)","(4.0, 6.8, 6.457142857142857)","(4.8, 6.6, 6.314285714285714)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 233.33333333333334)","(4.4, 8.8, 8.506666666666668)"
07-01-2023 20:00:01.608203,"(8.5, 99999, 99990)","(11.0, 19.0, 15.4)","(4.0, 6.8, 6.457142857142857)","(4.8, 6.6, 6.314285714285714)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 233.33333333333334)","(4.4, 8.8, 8.506666666666668)"
07-01-2023 20:00:02.809593,"(8.5, 99999, 99990)","(11.0, 19.0, 15.4)","(4.0, 6.8, 6.457142857142857)","(4.8, 6.6, 6.314285714285714)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 233.33333333333334)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:04.036646,"(8.5, 99999, 99990)","(11.0, 19.0, 14.153846153846153)","(4.0, 6.8, 6.457142857142857)","(4.8, 6.6, 6.314285714285714)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 233.33333333333334)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:05.314760,"(8.5, 99999, 99990)","(11.0, 19.0, 14.153846153846153)","(4.0, 6.8, 6.457142857142857)","(4.8, 6.6, 6.314285714285714)","(10.0, 26.0, 23.76923076923077)","(3.4, 5.3, 5.105)","(51.0, 320.0, 233.33333333333334)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:06.572560,"(8.5, 99999, 99990)","(11.0, 19.0, 11.8)","(4.0, 6.8, 5.415384615384616)","(4.8, 6.6, 6.314285714285714)","(10.0, 26.0, 17.88)","(3.4, 5.3, 4.329411764705883)","(51.0, 320.0, 279.375)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:07.765908,"(8.5, 99999, 99990)","(11.0, 19.0, 11.8)","(4.0, 6.6, 6.114285714285715)","(4.8, 6.6, 6.466666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.2, 4.475)","(51.0, 310.0, 280.0)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:09.030348,"(8.5, 99999, 99990)","(11.0, 18.5, 17.285714285714285)","(4.0, 6.4, 6.114285714285715)","(4.8, 6.6, 6.466666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.475)","(51.0, 310.0, 280.0)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:10.227338,"(8.5, 99999, 99990)","(11.0, 18.5, 16.857142857142858)","(4.0, 6.4, 6.114285714285715)","(4.8, 6.6, 6.466666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.475)","(51.0, 310.0, 280.0)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:11.450049,"(8.5, 99999, 99990)","(11.0, 18.0, 16.857142857142858)","(4.0, 6.4, 6.114285714285715)","(4.8, 6.6, 6.533333333333333)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.475)","(51.0, 310.0, 286.0)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:12.587102,"(8.5, 99999, 99990)","(11.0, 18.0, 16.857142857142858)","(4.0, 6.4, 6.114285714285715)","(4.8, 6.6, 6.533333333333333)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.475)","(51.0, 310.0, 286.0)","(4.4, 8.8, 7.7)"
07-01-2023 20:00:13.899793,"(8.5, 99999, 99990)","(11.0, 18.0, 16.857142857142858)","(4.0, 6.4, 5.490909090909091)","(4.8, 6.6, 5.016666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.065909090909091)","(51.0, 310.0, 286.0)","(4.4, 8.8, 7.771428571428571)"
07-01-2023 20:00:15.184266,"(8.5, 99999, 99990)","(11.0, 18.0, 16.857142857142858)","(4.0, 6.4, 5.490909090909091)","(4.8, 6.6, 5.016666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.065909090909091)","(51.0, 310.0, 286.0)","(4.4, 8.0, 7.771428571428571)"
07-01-2023 20:00:16.474617,"(8.5, 99999, 99990)","(11.0, 18.0, 16.857142857142858)","(4.0, 6.4, 5.490909090909091)","(4.8, 6.6, 5.016666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.065909090909091)","(51.0, 310.0, 286.0)","(4.4, 8.0, 7.771428571428571)"
07-01-2023 20:00:17.701250,"(8.5, 99999, 99990)","(11.0, 18.0, 13.833333333333334)","(4.0, 6.4, 5.490909090909091)","(4.8, 6.6, 5.016666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.065909090909091)","(51.0, 310.0, 286.0)","(4.4, 8.0, 7.466666666666667)"
07-01-2023 20:00:19.038205,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.4, 5.490909090909091)","(4.8, 6.6, 5.016666666666667)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.065909090909091)","(51.0, 310.0, 286.0)","(4.4, 8.0, 8.288888888888888)"
07-01-2023 20:00:20.420955,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.4, 5.942857142857143)","(4.8, 6.6, 4.786363636363636)","(10.0, 26.0, 17.634615384615387)","(3.4, 5.1, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.6, 8.431249999999999)"
