,Destini Phantom,Leichhardt Roar,Drama Kids,My Joy,Fernando Belle,Prince Jewels,Role Model,Connors Comet
10-01-2023 17:39:58.046726,"(5.0, 9.6, 7.449999999999999)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:39:59.259498,"(5.0, 9.6, 7.449999999999999)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:40:00.455047,"(5.0, 9.6, 7.449999999999999)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:40:01.595774,"(5.0, 9.6, 7.449999999999999)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:40:02.725131,"(5.0, 9.6, 7.449999999999999)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:03.806900,"(5.0, 9.6, 7.449999999999999)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:04.954604,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:05.981639,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:07.149686,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:08.382229,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:09.530743,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:10.649823,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:11.735660,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:12.851689,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:13.981839,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:15.077540,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:16.222998,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:17.349366,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:18.438662,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:19.522382,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:20.613565,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:21.710755,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:22.744050,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:23.840115,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:24.920446,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:26.119367,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:27.386787,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:28.607006,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:29.759618,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:30.951377,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:31.997106,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:33.168816,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:34.270250,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:35.326055,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:36.369028,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:37.589409,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:38.619038,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 178.53333333333333)"
10-01-2023 17:40:39.619686,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:40.652159,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:41.681970,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:42.709142,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:43.810587,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:44.908771,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:45.978198,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:47.125500,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:48.184721,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 156.46153846153845)"
10-01-2023 17:40:49.240400,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:50.265112,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:51.362929,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:52.475549,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:53.584633,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:54.741378,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:55.877957,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:57.020749,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:58.196361,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:40:59.396571,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:00.562851,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:01.710796,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:02.856929,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:04.044595,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:05.197720,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:06.392815,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:07.532828,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:08.641893,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:09.762042,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:10.874948,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:11.982399,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:13.050873,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:14.119382,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:15.170510,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:16.208827,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:17.299130,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:18.392970,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:19.508765,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:20.614104,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:21.757542,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:22.841064,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:23.890010,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:24.954079,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:25.930264,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:26.931817,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:28.038770,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
10-01-2023 17:41:29.133399,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 187.0)"
